milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1100,21009615982997.555,104581424656982.19,66427316912500.2,29913099438.726307,139470214283.5343,62442102339.74367,33969377815479.613,82173500035875.16,48499147757726.13,89002146135.24391,125812184463.42203,153208224784.79218,10169650873933.967,7568639048.387947,4811152534.5049305,7170433270060.545,8437337306.561924,1348127289.482584,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1200,18263845858094.75,103987904973717.12,77894903826073.17,28184923111.52796,155800610977.98834,131724928393.77177,34453756483893.82,83506793013280.7,80794212608171.95,101012307952.18431,179015675228.39508,269130763550.23413,11808550285723.01,7058115718.885811,2717143120.1727743,7801284797838.686,12389693564.55389,11795298708.140766,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1300,18434505112445.42,102396584561104.31,83993745332342.34,33798170739.815094,169158571352.4137,71257239758.33827,36255780161099.15,92325010501983.86,74618382230099.08,111526696219.15558,198544080083.7882,293726479307.5814,13609701382573.043,13081128605.430206,10015956313.269268,11150542247221.873,12068621079.71571,8056074412.317395,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
1400,17912142076448.246,104461280866213.92,92379335295166.22,38385005620.1165,187597903256.52164,104227391546.95834,36609390341265.19,91813035235400.27,77170883999608.25,101146104659.03818,217770237985.9373,254733021661.37585,11102270973432.604,14744573640.512228,7376164319.598163,12429160565246.75,15551984488.28881,2852896770.871999,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1500,16099883610520.33,103647057999168.94,88769453850263.58,38412171566.03181,210247741561.6507,202846763552.14728,36423866828953.02,96061284169352.94,98802349920652.42,130206854321.1532,259882013594.39813,255936424589.75095,12236772595154.018,13709205384.016397,13809629135.439219,12583069896551.277,11772728850.767624,4555270886.107596,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
1600,16356186254494.672,103349059085378.72,97182731318144.06,39064659594.17885,236070499588.14282,151702035750.46588,36720372094973.0,104553987816960.48,107552591704594.34,122705831138.75093,277751640502.2633,380529470369.4317,17738295294982.266,12930303613.99514,18684278206.74829,16757173218846.672,18176898678.48742,14341932179.26136,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
1700,15868353070031.947,102032928282729.67,107419418560237.86,42194025548.31585,230372403943.344,263698470284.05396,37294438302474.98,104259105085672.81,126658249518392.31,137631730115.1991,321825616487.9998,432762377726.1421,18202633818825.906,20804803348.58204,13392681831.712063,17559074484393.379,17157520696.814024,12590725863.837137,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
1800,15012396303819.748,101006005578602.12,109777572643227.73,46261570383.053505,233467522275.94327,254784349201.15027,37833704299276.79,111268003246501.88,138508287689725.44,146157252098.29965,332025974787.0097,520540852997.4785,20172686816097.266,19404082308.18172,18390574248.602882,16620344350426.018,20884328125.703484,18014068641.502113,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
1900,14962924720584.414,99973531571184.4,115284192106421.86,49145131013.3551,252495210906.53107,227703173561.05762,36806780681713.95,107324232749718.55,141220929227458.84,160868732310.90652,421989461069.2416,634984184288.0809,19478816410218.773,21324702985.055183,21971739923.897316,18645926275853.246,18088446225.58188,11604807911.915451,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2000,15052423993651.467,97672546039647.86,113354690336954.88,49630243815.69282,298095142910.5343,282181905231.6043,37888164321784.45,114861545724194.11,146374834116528.84,162781778431.25018,402814573678.04016,493652334238.1872,24647995338296.824,22206436058.17178,24394896512.8468,23612962953527.445,25986662280.721966,20875276856.11483,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2100,15384065409744.39,99441339276169.53,118296059308869.73,55937970233.59459,283728501230.23016,409765468420.60095,37597083090662.79,113487285582065.08,182263662956539.3,190874871022.36835,495091811240.434,735559249655.6263,21752218712228.375,27084852208.344036,24131353876.157864,24105386457619.754,27002206948.10428,30377929400.536137,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2200,13643863350681.236,98792534248135.06,122906737211534.3,53229083213.48811,301229089579.0881,439237616620.3566,38383825574480.59,113883727965407.86,195788094387688.0,194850011991.6943,464114046251.8639,803915787428.5353,25826557621406.926,27431551993.81938,24826890728.690147,26503191502663.133,29714960454.88227,31158420004.298443,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
2300,15041617382158.73,97124918641845.48,133634799597240.72,58439501768.085464,310516762930.1227,448448173460.5458,37443062688979.65,113351244619938.64,206038341313145.2,191917649828.42242,525028216133.62286,851748282923.8485,30208916766770.918,26578433181.575962,31333193859.926083,30054409903779.113,30941268567.586044,26013799201.7355,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,13681347696665.902,98668830791808.97,132778619789409.5,58538868027.85538,336267188615.69904,430123006800.855,36877694576287.82,118068038203514.66,219297541615268.06,196098859953.14365,556600758125.1443,1073595362356.5493,30613831556015.703,31553237550.358223,32092559616.617054,29740446059280.03,34887441942.11357,33411431659.51004,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2500,14768053966268.287,95829589261204.4,141441326830361.62,63916427994.14293,360682374829.40436,512009831218.7762,38176994806753.22,118813581173753.38,230007786865560.2,216971192066.06006,598663754140.7427,990342855816.2589,31373843001806.32,33957579209.543507,34685522351.5184,33161078425253.23,32029224880.561264,36546720965.181435,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2600,14673977450608.848,95429633182988.25,148185168976130.47,68157693247.024925,415340902905.268,489866352532.51013,37968669471928.6,123180973216401.9,230135618872703.84,211848769907.17624,583021043585.2867,1165567274176.5562,32578387280725.668,33037673404.68046,46589494793.37962,35965370762321.53,36670583816.68865,48609514579.22405,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,13631833594713.639,94454922351193.6,139635443177354.8,73395432571.23691,421251689971.3874,544900442062.61005,37448994990195.26,120365034346106.98,243480442305116.44,236022862849.35983,669206561943.2039,1118147579338.2366,35614534769148.08,41205354956.22187,41950170809.51622,33797193283959.316,38550840139.4831,43489195283.458725,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,13844630094860.377,97416670994443.73,146481817190863.3,75707461142.28925,456332922968.96436,681738897889.2854,38255712466549.945,119212290384298.23,259060267846415.94,243798148802.68253,711535843010.1451,1350003083876.353,37514037022549.63,39983222035.11592,58043535583.35489,40924667144132.195,42060475166.64842,49718150903.306366,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,13560416678147.393,95008196649325.78,155162489935215.16,75186203433.89517,456200982744.7113,711574198538.5631,37349758785776.086,122761385588405.52,270120953433861.56,260534313277.4123,719219707536.4426,1530253141106.216,38435883918776.016,46466083220.08291,59734992700.891556,42279791018728.43,46859155855.1637,57802259505.29462,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3000,13572100034258.504,93790250472098.8,159034677848987.3,77691570625.32253,455165862691.79535,761243080747.3246,37211885168170.266,118790521609160.88,270658546223793.28,270218724428.45758,698512670571.1923,1520707423499.4653,45241716564674.64,43963939208.39705,62146468570.49892,44407464647583.69,43873312069.25712,70725962268.11726,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3100,13444838661351.771,94803732869456.3,166823058675549.16,82005764531.37642,482541982431.8145,752704035771.3195,37932132663213.2,123300242755392.3,266483286418426.25,267659139253.70496,800211108213.0339,1860303439496.0342,43494994903815.586,49420804964.49434,74185958555.05441,47643046177582.53,45822579592.89029,76102035742.32991,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3200,12828492496428.752,96911834136001.75,162097827018139.88,87808995181.34499,528377938931.9237,877523191365.2673,37770565246650.56,121283981513500.16,276023480816763.6,270044613765.02002,806338234271.769,1754423599505.3596,48878936697998.9,49017987445.97756,70942994650.55563,47549455978103.945,51718903967.13154,79556552606.59497,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,12864970899406.51,94083965103758.25,174325146216988.84,88381173606.24864,529288217687.03674,912378232616.5524,37761668021081.266,124159972742490.75,313159489611201.3,274386771913.13644,809356297421.8728,2044311856748.4817,48829344574944.81,53138106034.02787,85654977103.944,51005624608278.25,54349002056.00037,87106244279.22923,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.61,0.0
3400,13453119732761.293,93858236975862.81,172200614460445.97,92589737794.49928,566763095581.7323,977727334117.755,37600486130913.734,123495543238159.11,319040895881194.3,289324977242.85675,842038601920.4911,2132108417062.79,49125594826125.16,56777030548.70594,86561121292.62854,54483706000041.7,54476581434.840096,95531441607.98763,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3500,14442347306378.266,95634604100743.22,179646333115155.9,93059487374.51482,596352188010.1796,1022234325522.55,37949894688884.92,124159909223558.53,306036518783669.0,302282346591.221,842671436809.2322,2196674272623.4944,56183778239392.96,58596012724.881355,93630999958.57112,55977812627928.76,57511044283.2141,94234391058.53008,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13978284466348.848,93256565532373.03,179871605633942.25,102198417236.38629,589951305075.6931,1096713909629.9213,36804446408422.69,121389845898046.83,315441312729429.0,321349263061.1034,892219779852.7224,2384112066207.251,54040839612304.5,59316409426.17875,97275378105.42064,57135086378348.73,60933306652.09831,103678923032.48299,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13902211677004.111,93639065396712.08,189760506393448.6,98455956170.98882,613472606104.7542,1195576534768.2092,36344458172141.34,124067589233844.03,351624649727369.7,335399566596.2014,936294470087.5056,2673367346546.4463,57294347593552.56,67903270802.082825,112647902319.0598,60612997331625.586,66144347950.01799,116501486497.06876,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,12948802111096.79,94065008244750.55,191230270213549.6,106190529613.88957,633810833191.385,1278415465601.24,36445662475768.64,121800571889242.4,340282728914595.94,340895187395.90186,973133164380.4846,2591085055788.8633,63724338129405.695,68256556056.08654,120394802435.40736,60451939910925.484,65759705364.53562,123917629517.72583,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3900,12769898848556.922,94691266162485.9,186601080659294.5,108836545811.6222,665169932300.7802,1285269809424.8755,36572501603289.22,127299792255743.22,349157476427997.56,346122606862.0853,1035489778491.9036,2768222476008.527,63830132833721.57,71529422501.10371,123241827722.79941,63364645468459.84,73647462566.5682,121601097481.85712,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4000,14254340358224.57,93448255820124.64,187266861543786.6,109045752651.76575,683323748641.9319,1396483527680.1814,37439712972409.0,122262564939657.88,359868509852549.25,356825261357.96985,1029970927760.8511,2957152004352.8906,69421499060116.18,76604981285.96121,132527334662.64616,66728530555999.8,70686385219.46797,133447370838.82742,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,13665155321442.639,92891292393979.78,203372248908058.72,114426581236.48637,742511936238.6731,1463350325112.6646,37444648263484.21,123306081594542.5,381367112766221.0,367755551929.3004,1049587433881.3207,3069842314000.4443,67827154929781.55,78313616916.06033,149000616815.17032,67014966027955.76,77779529522.41466,151206248420.74866,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4200,13125760595768.172,93100609487202.47,199090332668998.22,119853583900.91705,767630716171.4376,1454521266732.6606,36750843380215.52,123069486170077.5,390469520997175.44,355572105185.7985,1133755164154.949,3263786831898.9263,73266348309828.56,76787462845.63272,150306806623.2149,74098910060698.2,79882876772.78197,154274570346.24387,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4300,13500355592363.766,95618992946687.05,201106467391555.53,116337694791.55399,765800251774.6798,1635228671564.0618,37130325733220.32,125340691933569.9,379418133689458.4,361998311586.4718,1112213264179.515,3389190211975.3105,74863909223700.86,84088475062.93846,161540935059.6786,75804304528573.44,82359488436.31221,158900784785.94315,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4400,12768696135093.277,94794584314533.16,205366762597586.06,125902445518.1977,777413638685.4006,1678662329754.4736,36083586145541.25,124137178334854.73,416363466312779.44,382156207665.29175,1162828138276.6255,3531751139543.2534,77766313871841.72,83427584201.35788,177181118565.70358,74739195381345.14,87240542886.73315,179906251357.2141,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
4500,13548639254846.365,92874585324177.86,206307502589635.94,122587019219.12344,795162095079.0574,1770570576802.4668,37029738700206.445,124380259886757.27,419541488345619.44,382987142127.72363,1175620841421.4995,3722525588180.971,81780050046839.14,90359115055.25131,193050484100.23724,78886698644974.69,87982049354.98148,180358008474.79913,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4600,14100467459103.156,93278423523690.44,208636819678413.53,129788089603.99915,833938265686.4547,1818944549845.866,37038716996502.43,125506751439751.95,412189929585612.5,407520987838.19525,1189324790130.036,3948462137059.114,79685167235521.45,93707339591.388,191219896241.90985,84708322540737.44,92120396742.53703,190556286661.9149,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,12956341165497.096,94153445861404.55,220949235863832.47,131805499450.16203,830845670068.3298,1882891774523.859,36040451906155.73,125156818892773.05,439968699408928.8,402828711982.8053,1235980238113.51,4265937366254.3374,81997701382385.02,94352952591.85136,208168029349.2857,86335944699369.84,94328360377.77956,212478958046.2679,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,11948797109715.168,93642764217233.97,220105621566551.88,132251283836.23268,887190788977.067,1948058538175.936,36216713976453.516,130217903755954.66,423714134753544.06,408509169382.89777,1279644052321.2207,4351511745590.751,84733686089969.78,101103825144.71317,223870723901.39246,85019268340800.55,97528790981.66068,228050096318.0972,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
4900,12692843303799.836,95675252559712.22,228818572231602.1,134213215881.19156,885479219826.0348,2002351381361.1208,36413005432062.54,123079651618327.17,438843137244122.0,412658558100.1008,1351631631893.0405,4528090717070.614,92694389422652.81,101915211052.86005,226594752844.71747,91249467298812.03,102986284884.9682,238970468514.5425,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,13811317595713.781,95975503148669.48,232523045503668.4,143933977949.05618,940075680549.6783,2113642492654.9536,36289054791510.28,129109264619642.73,436792867131296.5,442318681476.67847,1327025976878.2324,4845328988032.82,91454195554194.1,106736120949.27527,244587926810.32675,93602317772344.7,104142710120.92702,244435218279.32236,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
