milliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,12.0,90.0,127.0,224.0,1909.0,3316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
100,12.0,89.96420591208356,126.9998884256121,224.0,1909.0,3316.0,0.035682513528472105,0.0001115319093737423,4.2478337021363445e-08,1.1319038219482758e-13,5.884711105768583e-17,8.5697342138791e-20,2.334988282249733e-16,5.730852226684901e-15,5.730852226684901e-15,4.554722638173699e-18,4.554722638173699e-18,16.6
200,12.0,89.92844620233939,126.99955477288138,224.0,1909.0,3316.0,0.07110857054210659,0.0004448879719505626,3.3914301714001565e-07,3.5772500798999497e-12,3.720517172263344e-15,1.0751567275945076e-17,1.458680282746939e-14,3.580095544782519e-13,3.580095544782519e-13,5.714343717718179e-16,5.714343717718179e-16,16.6
300,12.0,89.89272071231952,126.9990006400241,223.9999999999999,1908.9999999999961,3316.0,0.1062799277053997,0.0009982177051430076,1.1422436329007087e-06,2.702266288293842e-11,4.181238179896044e-14,1.782641641440398e-16,1.6435392503348014e-13,4.033802072595518e-12,4.033802072595518e-12,9.474550828974223e-15,9.474550828974223e-15,16.6
400,12.0,89.85702928466475,126.99822761510488,223.99999999999915,1908.999999999978,3316.0,0.1411983304444014,0.0017696829142691598,2.701867807486317e-06,1.127385561789608e-10,2.294929119135843e-13,1.272157738084533e-15,9.01833530130052e-13,2.2134049808872372e-11,2.2134049808872372e-11,6.761383147212755e-14,6.761383147212755e-14,16.6
500,12.0,89.82137176304381,126.99723727662706,223.99999999999667,1908.9999999999166,3316.0,0.17586551358874977,0.0027574569852037035,5.26604493643377e-06,3.4185372508947945e-10,8.662965150686168e-13,5.9536079084391224e-15,3.404121943247313e-12,8.354868401981558e-11,8.354868401981558e-11,3.164279316324687e-13,3.164279316324687e-13,16.6
600,12.0,89.78574799215198,126.99603119351153,223.99999999998997,1908.999999999752,3315.999999999999,0.21028320136458742,0.0039597248900484815,9.080749357332968e-06,8.46397400427433e-10,2.5704103566139075e-12,2.1159835488912156e-14,1.0109895324868987e-11,2.4813107874893125e-10,2.4813107874893125e-10,1.1246227632741735e-12,1.1246227632741735e-12,16.6
700,12.0,89.7501578177169,126.99461092501672,223.99999999997468,1908.999999999377,3315.999999999997,0.2444531073049921,0.005374683261783601,1.4389893841315475e-05,1.8210676886990563e-09,6.444252688898033e-12,6.178458285554295e-14,2.5382661711860932e-11,6.229765026933596e-10,6.229765026933596e-10,3.2837849015958983e-12,3.2837849015958983e-12,16.6
800,12.0,89.71460108650768,126.99297802062432,223.99999999994373,1908.9999999986173,3315.999999999992,0.27837693412796916,0.007000540509187783,2.143531738386837e-05,3.534599221914327e-09,1.4278460302035019e-11,1.5626017613217815e-13,5.63321565836294e-11,1.3825819488915468e-09,1.3825819488915468e-09,8.305062256441657e-12,8.305062256441657e-12,16.6
900,12.0,89.6790776463242,126.99113402012816,223.99999999988628,1908.9999999972074,3315.9999999999814,0.31205637383060014,0.00883551669552058,3.045680612738597e-05,6.340972250470471e-09,2.8789491035386475e-11,3.542765364296145e-13,1.1377682549888355e-10,2.7924687190587004e-09,2.7924687190587004e-09,1.8829421314331718e-11,1.8829421314331718e-11,16.6
