milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l,AT_XIa_l
0,1400.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,90.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.5,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,170000.0,2600.0,0.0,0.0,0.0
100,949.7936609282665,450.2063390717344,1.8380113656222772e-29,7.478777680240987e-27,0.23364246995304308,19.766357529936755,1.0726179240935285e-16,7.194500959339417e-14,0.24178075711025027,9.758198438489035,0.0013689378137140627,0.09861010818420991,0.007403956268819785,0.6925960437273811,4.071074896238316e-18,1.3275878151390509e-15,0.9851098942237553,89.01488945622314,1.0137973141065601e-11,6.65498950354539e-09,74.04373762735855,95.95625911689419,1.4089338927552712e-10,3.081021418276631e-09,6.896525562545455e-35,4.413484645519103e-33,3.9089503755450346,296.09104962445485,5.189777330697526e-58,4.938362817067001e-55,1.4046227393256548e-56,2.6748836985470623e-53,14.064398272149022,45.93560172785097,0.004958241610467783,1.7058720277368245e-05,2.0804383654210627e-05,6.428879981641209e-07,0.0,3.107692467744542e-06,1.4470513470260997e-07,2.6662726338361938e-17,7.53035118393199e-27,1.5384220846831613e-24,5.112768448484147e-28,1.1014160747812647e-10,3.797196184750391e-12,1.6642172014458628e-27,1.9727551203505487e-29,6.630615729757231e-31,2.859408637154794e-25,1.7072533067716205e-26,30.0,2.929909043713667e-29,2.4464353626466986e-31,6.8329223680594335e-34,3.393995895836014e-52,2.4999999999999116,3400.0,2.4200494458154493e-31,8.879331041938634e-14,1.7896314764816176e-22,1.8383086145965554e-50,3.241804315643223e-16,1.735916897755736e-14,1.3880679046920903e-11,8.814044505349325e-29,2.9760234874359326e-30,1.0,1.0132314460639453e-29,2.593944663320567e-31,2.510145478702895e-33,1.1865029809221389e-33,69248.00532188395,2600.0,6.773887433382322e-32,8.080226992111101e-15,1.0532514501570723e-35
200,785.6692371513943,614.3307628486067,5.575657541222374e-25,1.1155394373290996e-22,0.11095957730006559,19.88904041897577,1.4637033372538028e-14,5.4095638073373925e-12,0.23359709489193098,9.766357994154992,0.0008420518823086929,0.09911257492960002,0.0027744316535878166,0.6972255682204689,5.5548174277927e-16,9.815894737474588e-14,0.40429372292532617,89.59570370148172,1.4998785726990217e-10,5.756307185276169e-08,56.720060914338795,113.27992885838535,4.076039652113083e-09,4.618789789962132e-08,1.695105641998389e-29,5.303615136685581e-28,2.2435119941701442,297.7564880058299,1.0283995672593238e-49,4.78182026210581e-47,2.8056679508633956e-48,2.6314436238898294e-45,17.756853440243724,42.2431465597563,0.004909716142067792,3.268260016263304e-05,4.4910501551232026e-05,2.5178799228296784e-06,0.0,9.158826543033738e-06,1.0140497512612886e-06,1.218900143565566e-15,9.791104480247324e-24,3.3170463812896693e-21,1.5158502068965281e-24,3.7187493243192618e-09,1.2584404693358905e-10,2.42470492617836e-23,6.279214099571903e-25,2.0156815893711662e-26,1.2068154063123014e-21,1.1250032379700512e-22,30.0,9.004038051546223e-25,1.6906574492186056e-26,1.8538546729333465e-28,1.498245194702373e-44,2.4999999999942535,3400.0,8.027193878846504e-27,5.746418752386058e-12,4.86654584312701e-20,8.245959686334779e-43,1.0389765876134496e-14,1.1234357513251024e-12,2.838612150207014e-10,2.8528340327607846e-24,9.249235585339733e-26,1.0,3.2715281778848223e-25,1.636176623947994e-26,1.7185300831613958e-28,1.8323997609434312e-28,51234.21303830373,2600.0,2.2468676346784203e-27,5.229291732510707e-13,1.6288840072155098e-30
300,703.0748360105098,696.9251639894912,1.223042375630232e-22,1.6446319338281583e-20,0.1259490422828986,19.87405093427171,2.0434707898926827e-13,5.455052991118334e-11,0.27939753601850265,9.720533778716282,0.0009797376561082268,0.09895071746266723,0.0030546098003780765,0.6969453894224709,7.704978150914595e-15,9.728280491624504e-13,0.45081715473302214,89.54917748386315,6.459269264142618e-10,1.8602633224809776e-07,53.277214950562204,116.7227675277715,2.3134323896804627e-08,1.8262263351622568e-07,1.1592012018000016e-26,2.4114464277368704e-25,2.5954283335151067,297.4045716664849,2.9291777784872566e-45,8.964710699261392e-43,8.069496169289251e-44,5.014460117892009e-41,20.306135573343663,39.69386442665637,0.004861771096728905,4.708093850134411e-05,6.868280216555575e-05,5.1747315427201415e-06,0.0,1.4657354865686424e-05,2.633076187422901e-06,8.364044731431566e-15,4.69342875802449e-22,1.9422192037012207e-19,1.0436222443267687e-22,2.3390639318942085e-08,7.761700764706842e-10,3.49458962288625e-21,1.398696305198976e-22,4.291897863392052e-24,9.203225076671498e-20,1.0284565200354747e-20,30.0,1.953702314809802e-22,5.9369249824741776e-24,1.3650625981600202e-25,1.7480940818987737e-40,2.4999999999472315,3399.999999999991,1.886049434849701e-24,5.2767259148162656e-11,1.0213744211409836e-18,9.781285304870042e-39,7.008691051519777e-14,1.0316158521135265e-11,1.2437946159481571e-09,6.457761118398977e-22,2.0124326444305735e-23,1.0,7.50566414100431e-23,5.359201938077835e-24,6.123922434665252e-26,1.0298203749476982e-25,42931.38129722794,2599.999999999996,5.279184104092271e-25,4.8018947591985156e-12,9.25862995920719e-28
400,657.0221319696985,742.9778680303025,4.23431380168514e-21,4.379447095712401e-19,0.1420171015568878,19.85798281966415,1.1826125544078914e-12,2.5612365278425604e-10,0.31548266073757,9.684425220691896,0.0011062272404584147,0.09880034049178552,0.003436338606139082,0.6965636588351235,4.420137742174507e-14,4.489011418120629e-12,0.50766040491114,89.49233080886795,1.7241964418713726e-09,4.1395290811293923e-07,53.79930548606315,116.20066963308855,7.117639683696528e-08,4.445072869356043e-07,8.504334486362355e-25,1.3453669687506296e-23,2.930203233887668,297.0697967661124,2.8280837799531016e-42,6.4627127044122305e-40,7.872470874174434e-41,3.6754693042054536e-38,21.97576278189995,38.024237218100076,0.00481445233636902,6.078554989942425e-05,9.211095180220595e-05,8.370543601122388e-06,0.0,1.9450702453976536e-05,4.829915845176905e-06,2.906645969990131e-14,6.419046469950273e-21,2.9406433022402813e-18,1.7420786361058242e-21,7.852166631243873e-08,2.554203622855225e-09,9.11273195215976e-20,4.883790963992738e-21,1.4367153604128655e-22,1.5943825014401224e-18,1.9599258187011339e-19,30.0,6.655526805591856e-21,2.8452296775567415e-22,1.0732956514444752e-23,8.913531976676407e-38,2.49999999977041,3399.999999999956,6.955134349991074e-23,2.295882849582726e-10,7.980335303513802e-18,5.071491415565311e-36,2.5805310109131656e-13,4.488547834028749e-11,3.175284133626586e-09,2.2886196443725485e-20,6.874482959971536e-22,1.0,2.709892211355209e-21,2.4434009057707757e-22,2.9975571542632625e-24,6.87683983652052e-24,38589.71062778166,2599.9999999999804,1.9467906844777433e-23,2.0892984802896026e-11,6.258834453512539e-26
500,629.8424262413539,770.1575737586471,5.677628236820219e-20,4.875668700684484e-18,0.15375734085869136,19.846242467406856,4.303540326313398e-12,8.078321977832796e-10,0.34094413499397036,9.658940621403929,0.001197236308426741,0.09868571868892516,0.0037200899901988376,0.6962799039072716,1.5926441039104458e-13,1.3918442457455973e-11,0.5496097888639392,89.45037751154602,3.5609938856231966e-09,7.565206048264108e-07,55.39971724003169,114.60025036406262,1.596495248294715e-07,8.479247665567374e-07,1.969995837211135e-23,2.5618167876833307e-22,3.1722044315381384,296.82779556846197,4.498434197847805e-40,8.340159498264267e-38,1.264641236164208e-38,4.820195903612502e-36,23.0396514506599,36.960348549340125,0.004767717614880664,7.39327023829047e-05,0.00011522594424937615,1.1939507786528514e-05,0.0,2.372241289262802e-05,7.461817735924987e-06,7.193738885769198e-14,4.554632529698293e-20,2.2128420567223525e-17,1.3993765915323165e-20,1.9092233142982708e-07,6.08845119319509e-09,9.953002011715723e-19,6.601237439486931e-20,1.8685289178124585e-21,1.2973205571551045e-17,1.6895221961771587e-18,30.0,8.791521293398863e-20,4.888690909256561e-21,2.662681724355411e-22,8.811863307146274e-36,2.4999999993237476,3399.9999999998677,9.925052594155673e-22,6.762498357153567e-10,3.7006949487936055e-17,5.096002106166445e-34,6.868294292383465e-13,1.322105492186984e-10,6.2202551192318515e-09,3.1358283104681536e-19,9.10951304853491e-21,1.0,3.793881710148055e-20,4.05589870126131e-21,5.2602445599884046e-23,1.5236224490679594e-22,36170.322811872546,2599.999999999939,2.7780915451732233e-22,6.154046025013635e-11,1.4041936784678831e-24
600,613.2197094083698,786.7802905916312,4.304627200990232e-19,3.2214054786170445e-17,0.1617551250615559,19.838244490549865,1.1794880039863923e-11,2.0008090062347443e-09,0.3581098300004926,9.64175208092643,0.0012589258879443066,0.09860068123743133,0.003914017873710766,0.6960859701340639,4.318926122351849e-13,3.390052263785974e-11,0.5782419308678989,89.42174107899578,6.27206258042862e-09,1.2241263771101428e-06,57.09345606057151,112.90650376906979,2.961386814112594e-07,1.4006826468149288e-06,2.278503927433769e-22,2.5578768306902108e-21,3.3366860710885105,296.6633139289116,2.383747284475096e-38,3.7767355666544606e-36,6.773996152224542e-37,2.216886615953019e-34,23.708047638765304,36.291952361234706,0.004721528500284682,8.659035807877834e-05,0.00013805467094166502,1.575973642539719e-05,0.0,2.764106102277916e-05,1.042567310080413e-05,1.4577124763506865e-13,2.1617073775019913e-19,1.090153099405866e-16,7.227197704583401e-20,3.8237598194327245e-07,1.195789217282088e-08,6.462404848179418e-18,5.047483676306486e-19,1.3798977539492237e-20,6.713527370899683e-17,9.084116821783991e-18,30.0,6.581559447040508e-19,4.525286693533246e-20,3.2906723684268307e-21,3.2482605627117293e-34,2.499999998429088,3399.999999999692,8.002394537048123e-21,1.5709088225049924e-09,1.2451070686452476e-16,1.9085741542092968e-32,1.4932192860112782e-12,3.07123353730419e-10,1.0448614042888943e-08,2.4277481342319513e-18,6.84394148855503e-20,1.0,3.0062576325225106e-19,3.666046999586797e-20,4.963892566964798e-22,1.729092059093512e-21,34766.1179312976,2599.9999999998577,2.239926125691764e-21,1.429576736034202e-10,1.613742113211162e-23
700,602.80715018316,797.192849816841,2.2400993893511315e-18,1.5095299031907042e-16,0.16703435288549767,19.832964969329463,2.675807522908399e-11,4.216806934848215e-09,0.3693800289319158,9.630459293942794,0.0012994817974272173,0.09853703486627284,0.0040421552661347535,0.6959578239976791,9.689650594551769e-13,7.029261338897996e-11,0.5971532137627157,89.40282521221178,9.923941086761899e-09,1.8236278047641006e-06,58.55444461275239,111.44550710441067,4.848528309596148e-07,2.1064699739114887e-06,1.6689896374956943e-21,1.6726384559574684e-20,3.4451664001149997,296.55483359988506,6.3062700770258875e-37,8.764456763355578e-35,1.811067586641355e-35,5.224889770586143e-33,24.126265517532897,35.87373448246711,0.004675855432726615,9.880927965471866e-05,0.0001606174109031332,1.9740470968832487e-05,0.0,3.1328516291320726e-05,1.3648889195788095e-05,2.592543818620378e-13,7.825627700294594e-19,4.049489486838757e-16,2.7834253055979287e-19,6.735414784811719e-07,2.0664923796894822e-08,2.980114897846228e-17,2.6517599187343775e-18,7.025429348359621e-20,2.5767451453773903e-16,3.582177286886613e-17,30.0,3.3911786500362765e-18,2.7866573701449243e-19,2.5753874017863835e-20,6.273141739753435e-33,2.499999996885012,3399.9999999993893,4.4279937623209e-20,3.1149846574386514e-09,3.3749446359226413e-16,3.7440009884877216e-31,2.8289874322722736e-12,6.09004931145823e-10,1.5894943657303257e-08,1.2902103422092924e-17,3.540306412201396e-19,1.0,1.6369486459191543e-18,2.22110983808094e-19,3.1091845913840963e-21,1.2625994646907286e-20,33927.19364450407,2599.9999999997176,1.2394263825289517e-20,2.8347544109601983e-10,1.1934927821897165e-22
800,596.1725600551367,803.8274399448643,8.93784669797331e-18,5.550316860367239e-16,0.17046181410429878,19.82953709441523,5.3105891950374067e-11,7.92231268421835e-09,0.37667362635262397,9.623143349424971,0.0013256826569458112,0.09848799563576921,0.004125375358800461,0.6958745918778785,1.9011499059778778e-12,1.299907774015646e-10,0.609433834798778,89.3905397769945,1.4550247420287962e-08,2.559246270932061e-06,59.70854871354661,110.29139450100519,7.276892104755794e-07,2.966813372409406e-06,8.843142179354564e-21,8.105043668209766e-20,3.515569036147441,296.4844309638527,9.782764412017682e-36,1.229745663197585e-33,2.8378903710734772e-34,7.439262436130152e-32,24.388571086545806,35.61142891345421,0.0046306766448324125,0.00011063507247750642,0.00018292874667005674,2.3814405390562546e-05,0.0,3.486508853492928e-05,1.7080041672890168e-05,4.208587380074227e-13,2.3322899450791114e-18,1.2302850593328452e-15,8.70367787049962e-19,1.083505054988633e-06,3.263142832644069e-08,1.0796704131534682e-16,1.0685866951837739e-17,2.7522967584355865e-19,8.008493553034543e-16,1.135836811473403e-16,30.0,1.3425403397028133e-17,1.285300685090016e-18,1.4558183436892204e-19,7.566774702520407e-32,2.4999999944782565,3399.9999999989163,1.8765005254503903e-19,5.521739047288845e-09,7.836865014569944e-16,4.584644571773873e-30,4.854026110437336e-12,1.0795528401511822e-09,2.2575149127776336e-08,5.255084725908902e-17,1.4075564535025004e-18,1.0,6.834695751207169e-18,1.0130638023549413e-18,1.4555781577769135e-20,6.732534012124527e-20,33414.726997407146,2599.999999999499,5.2524560397160614e-20,5.025028565409912e-10,6.445788465306443e-22
900,591.8922004410224,808.1077995589786,2.9316797432073355e-17,1.7057776830804333e-15,0.1726716783426297,19.82732667827168,9.54855449195807e-11,1.3661464169536084e-08,0.3813655294588423,9.618429327931452,0.0013424558805813541,0.09844863241638653,0.004179046708281188,0.6958209048636016,3.378623790498996e-12,2.2075387676461172e-10,0.6173531998661952,89.3826154144551,2.0164817864851003e-08,3.433254022641212e-06,60.57694042516699,109.42299386563731,1.0251917660691993e-06,3.982004349923194e-06,3.6912403679262855e-20,3.1477882230904253e-19,3.560948489135014,296.43905151086517,1.045367210207614e-34,1.2066779353588224e-32,3.063510057253227e-33,7.405244715419397e-31,24.55405598415452,35.4459440158455,0.004585976180791806,0.0001221104459817965,0.00020499903819214146,2.7932252169396634e-05,0.0,3.830037795226304e-05,2.0681704272181234e-05,6.387946058305016e-13,6.0065073451585726e-18,3.2172991648684012e-15,2.3305215990418063e-18,1.6296287351127445e-06,4.820398382676159e-08,3.272889970530746e-16,3.5397174696955604e-17,8.888341408897804e-19,2.1288769323607954e-15,3.066102090244039e-16,30.0,4.375843003763094e-17,4.787977072505292e-18,6.472097671672314e-19,6.484336068062053e-31,2.499999990990955,3399.9999999982315,6.527306465512702e-19,9.009039698470092e-09,1.6210402811881911e-15,3.986891466160717e-29,7.732032858646345e-12,1.7613665160736484e-09,3.049415796879276e-08,1.7583030184126132e-16,4.6085415366454405e-18,1.0,2.3447724589967127e-17,3.744376379087604e-18,5.495031926638088e-20,2.84504263683581e-19,33096.10583068084,2599.9999999991815,1.8270386713391964e-19,8.198688131085344e-10,2.7590272933623672e-21
