milliseconds,Sic1,Cdk1_Clb5or6,Cdk1_Clb5or6_Sic1,Clb5or6_degraded,Cdk1_Clb3or4,Cdk1_Clb3or4_Sic1,Clb3or4_degraded,Cdk1_Clb1or2,Cdk1_Clb1or2_Sic1,Clb1or2_degraded,Sic1_degraded_re14,Sic1_degraded_re18,Sic1_degraded_re5
0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,4.992491639807878,0.003669740053990943,0.00615167683720008,0.0001785816492600546,0.0004791204803639196,0.0007493987746021802,2.172753735883514e-05,6.221876003529241e-05,9.114879893126547e-05,2.6396021341388838e-06,1.667198220554476e-07,1.4214394923827005e-06,1.2114344834691037e-05
200,4.9812417143993635,0.004132967972956372,0.015401171890760915,0.0004658587002417832,0.0005713228549329726,0.0020065937489511434,6.053629643474826e-05,7.918811284680518e-05,0.00026178797732535317,7.877623547472544e-06,1.040195706291394e-06,8.28191203423404e-06,6.601320011790768e-05
300,4.969640723886373,0.00436440325425322,0.024851954853834752,0.0007836404567298114,0.0006128786815858907,0.0033326710033353335,0.00010472309465468746,8.676509750574365e-05,0.00044891681656980076,1.4057086846754278e-05,2.8225383821137122e-06,2.1685771931903825e-05,0.00016713593285085053
400,4.9579612376654145,0.004579431723499132,0.03429430164277246,0.001126265198515362,0.0006494287119077813,0.004675027869441792,0.00015291173328052515,9.314847335722467e-05,0.0006416950365909593,2.090033877028885e-05,5.561369986905081e-06,4.180423048901024e-05,0.0003157796425290215
500,4.946225291021409,0.004793719215866801,0.04371294973872572,0.0014933296101676669,0.0006858533036528891,0.006028274701102968,0.0002049957623268349,9.9503498938914e-05,0.0008387288147524559,2.8382512011265112e-05,9.280894327764413e-06,6.870410504876896e-05,0.000511872065814573
600,4.934434750669282,0.005008419486930021,0.05310676522099144,0.0018848138568367753,0.0007226260724438429,0.00739186370983548,0.00026099961611432567,0.00010596988115331993,0.0010398695145281075,3.6512342690909645e-05,1.4002499189686438e-05,0.00010244178451933044,0.0007553143896811379
700,4.922589880519914,0.005223643256676922,0.06247562895093946,0.002300726357143274,0.0007597991934032758,0.008765698207376584,0.0003209601168006807,0.0001125655412486285,0.001245109307130147,4.5302478073290856e-05,1.9747330319270454e-05,0.0001430725575624133,0.001046005879161414
800,4.910690764464524,0.005439389845007927,0.07181952958742395,0.0027410791323272117,0.0007973744812093217,0.010149735739568207,0.0003849157232698983,0.00011929220231375682,0.0014544589625498823,5.476617619077979e-05,2.6536566261655043e-05,0.00019065143856530006,0.0013838455401511884
900,4.898737506974258,0.005655675515279895,0.08113843859414417,0.003205884455335207,0.0008353572891924922,0.01154393074526374,0.0004529049952235871,0.00012615180671433018,0.0016679291034957296,6.491680402031113e-05,3.439146139003424e-05,0.00024523329196951175,0.0017687323605977126
1000,4.8867302103292225,0.005872514290642582,0.09043232889384775,0.00369515538026804,0.0008737531987149844,0.01294823851839553,0.0005249667129908269,0.00013314656070193313,0.001885530401409711,7.576784678713479e-05,4.3333346656160984e-05,0.00030687282907479685,0.0022005652797988883
1100,4.874668964059664,0.006089912483070539,0.09970118024778396,0.00420890583390193,0.0009125642859687808,0.014362618992763983,0.0006011399638451104,0.00014027760603733277,0.002107275013419582,8.733294285300057e-05,5.338362817463504e-05,0.0003756246037813154,0.002679243153934942
1200,4.862553861954041,0.0063078795144994055,0.10894496871121594,0.004747150339039375,0.0009517937923540857,0.015787031782516885,0.0006814640163376488,0.0001475463742739172,0.002333175032745029,9.96258449492261e-05,6.456379206818946e-05,0.0004515430275504516,0.0032046647754872303
1300,4.8503850015883465,0.006526427328367687,0.11816366716352295,0.005309904072863367,0.0009914461825344144,0.017221436185013275,0.0007659783391818893,0.000154954696415015,0.0025632424092744657,0.00011266042347512645,7.689540607080405e-05,0.000534682375063062,0.003776728883713001
1400,4.838162479466556,0.0067455672564155625,0.12735724834985124,0.005897182958487144,0.0010315258471280642,0.01866579256307222,0.0008547226475048881,0.00016250442755370764,0.002797489390138047,0.00012645068165103863,9.040012027760912e-05,0.000625096786767856,0.004395334157891168
1500,4.825886390208191,0.006965309713073188,0.13652568518317304,0.0065090036685078925,0.001072036747863889,0.020120062689898882,0.000947736914774856,0.00017019729020894807,0.003035928686290693,0.00014101076141363552,0.00010509966858001914,0.0007228402731268701,0.005060379210245436
1600,4.81355682838459,0.007185665353976752,0.14566894961566398,0.007145383595113509,0.0011129829244168367,0.021584209202409554,0.0010450613634190196,0.00017803502232201988,0.003278573304226292,0.00015635494118185667,0.00012101587123208522,0.0008279667218750111,0.005771762582227277
1700,4.80117388831588,0.007406644908302099,0.15478701279705265,0.007806340859399596,0.0011543684639176944,0.02305819564019109,0.001146736468914851,0.0001860193791059384,0.0035254365497420087,0.00017249763698896702,0.0001381706352456175,0.0009405298992080304,0.006529382744967846
