milliseconds,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,Fibrin,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,IIa_Inhibitor
0,89.99983456946856,-1.8080896648182528e-05,0.004971148899798426,6.877134018889242e-05,3.409941184403107e-06,169.99992401344954,9.355217985382967e-05,0.7000041835969807,1.2623253632109402e-06,4.9721993812570004e-08,7.278139338716219e-09,-3.179287446416502e-10,1.7291935052613073e-11,-2.1899110499596055e-11,19.999790125986546,3.530078750186242e-05,4.0673717548978216e-07,-2.1791404302289273e-08,2.424311558622091e-09,1400.0000001784776,-5.7179439211789976e-11,7900.000002421899,6.518606214940559e-08,-5.400190268899219e-06,3.6923546911222473e-10,4.7483807415398065e-08,4.342971354343992e-06,-8.246869154717044e-10,0.0,0.0,0.0,0.0,0.0
100,89.99845568419421,0.001635085686301609,0.00107143425492692,-0.00010422852170382491,0.0023434249847927857,169.9977019073237,0.00014055946586165351,0.6999991009869353,1.16150086145748e-06,-1.6509975881066597e-07,3.718984736072876e-08,-2.1115017845199566e-10,-4.521236326381856e-11,-1.9355736383592306e-11,19.99989996382446,3.4180773789810216e-05,8.227853575119897e-07,1.881164557436058e-08,-2.4709633378945287e-09,1399.9999998333658,-4.56099533435065e-09,7899.999994614795,-9.120958478680084e-09,6.037683252915547e-07,-1.6647158109505113e-11,-6.850055270178923e-07,-1.9726982659825715e-06,1.265135311684566e-09,0.0,0.0,0.0,0.0,0.0
200,89.99811834881092,0.0019269944491333445,0.0008347540810202374,0.00017002013391270552,0.0022605670371003903,169.99741071215183,0.0005626540362346627,0.6999947255307507,2.2256683382140662e-06,-2.040317143821239e-07,-8.93552623950179e-09,1.0528580400412413e-10,-8.548933042430939e-11,-7.670244039689895e-12,20.000117941925637,-6.512431362048758e-05,-2.2557894446333817e-05,-1.323158614457062e-08,-4.541016941140801e-09,1399.999999945404,-5.491172425581196e-09,7899.9999997932355,-3.3485740467605435e-08,5.615030097317721e-06,4.376602328493381e-10,5.976305582886482e-07,4.819245218534478e-06,1.3226931357598691e-09,0.0,0.0,0.0,0.0,0.0
300,89.9975142997287,0.0020847976053568434,0.0007752386687496835,0.0003877223175189536,0.002114579419837294,169.99722678837614,0.0006237570730986351,0.6999960379439919,4.134501080199995e-06,1.72397079790191e-08,-6.380512141270167e-08,-2.26503884246572e-10,1.0315423742330951e-10,-2.252650421289569e-11,19.999727438955585,0.00010848379882343536,5.864336791831176e-07,-1.8751439558031577e-08,3.256300265875831e-09,1399.999999983239,5.544470852075586e-09,7899.9999933987565,2.888313110201697e-09,5.4531991985358114e-06,-3.9993731962436583e-10,1.0276513046499674e-08,-2.4210799107655668e-06,2.620390464580404e-10,0.0,0.0,0.0,0.0,0.0
400,89.99760259436809,0.0022083589836119468,0.0007966770376542607,0.00017485869228526648,0.001998156803265889,169.99662657161267,0.0008113920928405427,0.6999928268262362,1.2175567767155945e-05,-1.7200191265851256e-07,-4.6411060561864036e-08,-1.7340613063169522e-10,1.1067751332240165e-10,1.2366051922230963e-12,19.99984114452983,0.000534472659380731,1.2004780277799194e-06,-5.454845659449605e-09,-5.364262507748088e-09,1400.0000000480493,-1.993612787329001e-09,7900.0000012383625,2.2363494486505657e-08,-3.690673634376428e-06,4.3357038185274184e-11,-1.952979794525958e-08,5.281270124177711e-07,-4.6180133312637356e-10,0.0,0.0,0.0,0.0,0.0
500,89.99710600209127,0.0023298097524773473,0.0007942411590153204,0.00038262867751525466,0.001963975936103736,169.996343059267,0.0010506192901274395,0.6999846109070282,1.2214810865339133e-05,2.976665459715903e-08,5.462792524629963e-08,4.3543347894248377e-11,-3.093375601853177e-11,-3.5585252388179456e-11,19.999379543292154,0.0006593011131750748,1.6621686467487694e-05,1.5409829399532873e-08,5.673164837739415e-09,1399.9999999442498,4.09869267680815e-09,7899.999994657593,4.624347764379633e-08,4.600407953852169e-06,-4.470748490215896e-10,-3.2689424220902435e-07,7.505408810061575e-06,1.5432707520125679e-09,0.0,0.0,0.0,0.0,0.0
600,89.99711734482705,0.002342851812373244,0.0007923042845292329,0.0005861341791499403,0.00187711727380988,169.996211549332,0.000960325168059577,0.6999862365774064,1.5942027656914706e-05,2.992920333836641e-07,6.732837474462475e-09,-3.558250471379205e-10,-8.845744050834788e-13,-3.0831429659036045e-12,19.99943324542983,0.0007562745957196715,-3.842407608917548e-06,-5.671966918206942e-09,-4.553718696458377e-09,1399.9999999952151,4.89564733037338e-09,7899.999996276247,-5.1180945548540495e-08,2.319948543557682e-06,6.006804709233724e-11,6.846892553946298e-07,4.521894657733255e-06,1.794764759876589e-09,0.0,0.0,0.0,0.0,0.0
700,89.99701409045225,0.0023761930616361293,0.0007203286292267794,0.0006269906269115099,0.0018507901052982245,169.99613482163548,0.00130341733466621,0.6999811371672866,2.554394686876503e-05,3.744014631379664e-07,6.365927544404983e-08,-1.7311337574941173e-10,1.0302251926264474e-10,3.7685303405921163e-11,19.999181015799717,0.0009256412133657521,1.8211435805977046e-05,2.1524261128641562e-08,-1.116634627344995e-09,1399.9999999436584,-3.750527369530786e-09,7899.99999916597,9.26206370672498e-08,-5.3759833733967735e-06,3.712340002078727e-10,5.071213279966923e-07,6.30584217830589e-06,7.058350866283944e-10,0.0,0.0,0.0,0.0,0.0
800,89.9967180429265,0.002413365814476685,0.0007513018296831006,0.0006554024575842242,0.0018291898332911069,169.9959996174809,0.0014117585028287846,0.6999727712404605,2.4529751563848247e-05,7.564120797179606e-08,5.3376624342631803e-08,4.058808202994851e-10,1.981288941240558e-11,-1.8156931642387592e-11,19.99892211755718,0.0008354006416202323,2.929249746626156e-05,-1.9375472143017756e-08,-4.011591685270345e-09,1399.9999998790927,-6.275452880819063e-09,7899.9999969558785,5.699555388736607e-08,9.892694936160425e-08,6.274006325373437e-11,3.338579846521702e-07,1.1266169709024284e-05,1.1941373384100053e-09,0.0,0.0,0.0,0.0,0.0
900,89.99652528405365,0.002415729552524583,0.0007165222732941793,0.0010092986711900127,0.0018068051788420311,169.99562107378975,0.0015028264247316297,0.6999747431999392,3.208847135608697e-05,6.579495887061307e-09,2.327799302976165e-08,3.4353993591929276e-10,-9.701363713524206e-12,-2.3436307572750716e-11,19.998863632135873,0.001255311976616979,1.356564644086199e-06,1.2361260621998252e-08,-4.2470689097048125e-09,1400.000000026838,7.256730440262222e-10,7900.000002204838,-4.357973569438868e-08,-9.200441990203853e-08,-2.769634307566072e-10,3.649286980146506e-07,1.0078213205843574e-05,7.654949770014837e-10,0.0,0.0,0.0,0.0,0.0
