milliseconds,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,Fibrin,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,IIa_Inhibitor
0,90.00017701411521,-8.61140706552684e-06,0.005054369928579946,5.1085661828451834e-05,-3.915905520118442e-06,170.00036668564454,-3.382733470904636e-05,0.7000037623732551,4.171444641098947e-06,-1.7450929278838315e-08,-5.736420399797008e-08,-5.1126811243836614e-11,6.345429694513388e-11,-3.230865126414937e-11,20.000174376258165,-0.00021814266853374103,-2.271545325491879e-05,5.28301052600527e-09,-1.7787549465944755e-09,1400.0000000760663,-1.497571875752889e-09,7899.999996454105,6.091700560716308e-08,-1.1401402419433538e-06,2.4056671687438974e-10,-6.998167303423393e-07,-5.31192798092716e-07,-1.6570844104850132e-09,0.0,0.0,0.0,0.0,0.0
100,89.99832341565678,0.0016408180858690797,0.0010278673937218264,0.000147154461751313,0.0023668364811465234,169.99762865284612,0.0001395709173459131,0.7000015235377043,4.783616028755103e-06,-2.2683495759873951e-07,-3.122160580154712e-08,2.5484645241686263e-10,-8.07504342599462e-12,1.3227400049930438e-12,19.99977054075945,-0.00018222407408248056,-2.0207146677027886e-05,1.601894497688012e-08,2.285530164233337e-09,1399.999999916828,5.156542912661634e-10,7900.000005817174,-6.964720974606936e-08,-5.7309892806694295e-06,-2.613246867261279e-10,1.0649363446917568e-07,-1.2074715524270467e-06,1.0544760537962125e-09,0.0,0.0,0.0,0.0,0.0
200,89.99789152476828,0.0019536395611100222,0.0008438452072196189,3.081067944119756e-05,0.002229464378655686,169.99740376187702,0.0005426797548640615,0.6999927897080882,5.442235762865158e-06,8.55933316472819e-08,-1.2457800954250996e-09,-2.0771736267579244e-10,5.475208858955186e-11,-3.548747061478132e-11,19.999847223012424,6.108534920705188e-05,-1.109912501116309e-05,2.970841680330156e-09,-4.300146830592634e-09,1400.0000000765313,2.795572715433862e-10,7899.999994137113,-9.659398554855191e-08,6.081399977381753e-06,-2.953897878977027e-10,-5.340482733010938e-07,2.2365602099467743e-06,-1.6325732657674473e-09,0.0,0.0,0.0,0.0,0.0
300,89.99763745969719,0.002109537929273732,0.0007954454966242804,0.0003627770750145592,0.002129707238187887,169.9972510166281,0.0006622359890455221,0.6999973022335162,6.701803680035416e-06,-1.4560312334582445e-07,2.6396169433843957e-08,-4.075472972725274e-10,3.40793290887432e-11,-3.1974883028859396e-11,19.999946384002524,0.0003887338902212293,7.659713189299114e-06,1.8244271432986135e-08,5.911328463102513e-09,1399.9999999785985,-2.483526897343173e-09,7899.999998136682,-5.3659326326992836e-08,1.0357592271791963e-06,-3.1308392854745446e-10,5.5574927968172535e-08,-1.92730576559872e-06,-3.4622445279980707e-10,0.0,0.0,0.0,0.0,0.0
400,89.99739579685117,0.0022259332752994133,0.0007927243432443427,0.000391552361842533,0.0020301127763233742,169.99651102283445,0.0009689863618610325,0.699986459581759,9.24690792810434e-06,4.763914031806065e-09,4.8647938709257897e-08,3.993470287753038e-10,-9.204549525306986e-11,-4.65383478656065e-12,19.99993490705349,0.00034634535630392703,2.0416860927209462e-05,1.1727133743810098e-08,2.835359364328442e-09,1400.000000167623,-3.770461820596066e-09,7899.99999548444,-5.4577697992891346e-08,6.44978598936839e-06,5.118417192460803e-11,7.431076839818333e-07,5.386115674807707e-06,6.982084635179961e-10,0.0,0.0,0.0,0.0,0.0
500,89.99742671931153,0.0023406298115807365,0.0007132758333318721,0.0005751412163985566,0.0019140521980186504,169.99665281322123,0.0008498361871692636,0.6999892628384684,1.489200092599803e-05,6.201681121823672e-08,1.3061219870237336e-09,-3.8439022820680715e-10,6.192043105087563e-11,2.8619783837656236e-11,19.999575642582144,0.0003882316245825317,2.6903792606398323e-05,-1.6843818575819863e-08,-4.318456033447004e-09,1400.0000001421147,-6.520520020041634e-09,7900.000000603356,4.849243840493725e-08,-2.1710000516989414e-06,-3.754666834739414e-10,8.235408250137689e-07,-4.6414401835828196e-07,-1.7615883042707107e-09,0.0,0.0,0.0,0.0,0.0
600,89.99697404817395,0.0023390537510782727,0.000769670421075859,0.0006569168028718348,0.001904928197511395,169.99636646019874,0.0010343784948376176,0.6999798735658851,1.4880320903969643e-05,-1.6487983379573526e-07,-8.729867929944995e-08,3.103032278446184e-10,8.494099165825747e-11,-3.9259627797972125e-12,19.999151004892358,0.0005750829155862621,1.0883523447266234e-06,2.3106434996678878e-08,4.365534053137398e-09,1399.9999999299694,-6.487394562917483e-09,7899.999993626963,-2.4821216469434544e-08,-1.6278293370586436e-06,2.4620490571995264e-10,-4.120223407249774e-07,2.8943781810559755e-06,-1.4354019429268857e-09,0.0,0.0,0.0,0.0,0.0
700,89.99693939895643,0.0023859499440536352,0.000687309599861259,0.0005943477303481091,0.0018471399568227441,169.99639500689952,0.0013098623590929632,0.6999800509700004,2.2889407557144436e-05,7.536406275847122e-08,-1.7179502568806042e-08,2.461175501501183e-10,-9.704057458801149e-11,-2.030953554865948e-11,19.999094727707853,0.0009046203289154779,1.5288896183416688e-05,-1.764685663914063e-08,3.2546805353759885e-09,1400.0000000248863,-5.202620112467997e-09,7899.9999964249655,6.871974970939599e-09,-7.994449460342228e-07,1.2973565610913514e-10,9.874762047610673e-07,1.632708611360889e-06,1.2885119788498718e-09,0.0,0.0,0.0,0.0,0.0
800,89.99692696398812,0.0023985703864114745,0.0007699836279087025,0.0006704023353918668,0.0018587671862337586,169.99601943463728,0.001203203696610147,0.6999713671793846,2.6887216250274932e-05,-7.322549583366297e-08,-9.466897330776159e-08,-2.6099250941023393e-10,-8.048700815147581e-11,3.654845086735295e-11,19.998940976474433,0.0009058794565423644,3.6121147577648115e-05,2.0529061997610515e-08,6.0540193716553315e-09,1399.9999998346314,3.4192675570909673e-09,7899.999999896472,-8.554381186070033e-08,5.303448253315091e-06,-2.656045908323163e-10,8.638733643642293e-07,6.853243830946298e-06,7.689232767658261e-10,0.0,0.0,0.0,0.0,0.0
900,89.99669254252672,0.002458104887191464,0.0007225459942052682,0.0007252361305320699,0.0018068483140741027,169.99582136491213,0.0014572288907930705,0.6999676954749595,2.892337851167095e-05,1.8666813775160212e-07,1.4617520996560383e-08,2.010757172319731e-10,-2.4774188089160153e-11,8.485669447992839e-12,19.998639667135826,0.0008537667206229855,1.5953394433406775e-05,1.1392247980494938e-09,6.62053533165332e-09,1400.0000000060456,2.718728670121808e-09,7900.00000080253,-2.5040239163055716e-08,-3.546545170116091e-06,3.542740204963812e-10,1.9517479463884108e-07,5.663410652228974e-06,-3.811431935227668e-10,0.0,0.0,0.0,0.0,0.0
1000,89.99652588835784,0.0024732642958065327,0.0007915439749890368,0.0010153257291770702,0.0018037348840187835,169.99539012182927,0.0013654021000673398,0.6999702659436632,3.2959477598924656e-05,5.266613119100712e-07,-2.5056318990589132e-08,1.3207299971056326e-10,9.451717902522827e-11,2.2950632364641272e-11,19.998916680713084,0.0011348835597343604,4.263087608084985e-05,-6.505557550194922e-09,-5.8119233114561104e-09,1399.9999999670963,-5.448712592480148e-09,7899.999998657463,-3.045247624795974e-08,1.2920330939303826e-06,1.4181425129325787e-10,1.0828558988427041e-06,9.751611494798525e-06,-4.647228289760745e-10,0.0,0.0,0.0,0.0,0.0
1100,89.99657539567367,0.0024852997127964966,0.0007566139233350438,0.0012183986555613562,0.0018268430100243317,169.9948294078309,0.0015169093878253704,0.6999636693902451,3.7173285929034265e-05,6.672181671414713e-07,6.619166512757119e-08,-3.530427041906475e-10,-5.466184245313242e-11,-9.074614925617351e-12,19.998402992246337,0.0016380134204732675,5.701781042408265e-06,2.2906182865113552e-08,-2.8607591414818774e-09,1400.0000001887495,-4.467658729013251e-09,7899.999999134099,-2.7889134857493813e-08,1.1642527602871105e-06,4.0109542345385843e-10,1.5437041420382157e-06,1.2799897408440623e-05,-7.435767742690499e-10,0.0,0.0,0.0,0.0,0.0
1200,89.99627305389976,0.0024787169129174367,0.000746246321288184,0.0011987079396169568,0.0018066509719487616,169.9948467932187,0.0015298328109845417,0.6999598052758316,3.854133024515026e-05,5.868585073120833e-07,3.33924889791496e-08,-3.709021069275936e-10,-9.253701309771103e-11,-2.119192632069368e-12,19.99863472139524,0.0015964287866055288,5.566087930529685e-05,-1.4240743318188316e-08,1.3270129798040417e-09,1400.0000001503233,3.0059330276907583e-10,7900.000005270145,-3.169443009370384e-08,-4.715651961827763e-06,4.6323495853593145e-10,1.2240144624649518e-06,1.1621874936725342e-05,-1.6395711493025748e-09,0.0,0.0,0.0,0.0,0.0
1300,89.99604206007768,0.002466806059238251,0.0007017392553068588,0.001350883832602943,0.001804902154101374,169.99437028618388,0.0016469923246569189,0.6999576380346066,4.3261052952011826e-05,8.458443170705015e-07,3.823403082081935e-08,-1.9518094350859466e-10,-9.364173528729176e-11,-1.5545013458410223e-11,19.99815379401864,0.0016771771520495693,3.342791743019281e-05,-1.585841328271051e-08,-4.7668356171975054e-09,1399.999999933084,-5.3880343769848734e-09,7899.999993857423,4.693355501566159e-08,3.690927500704322e-06,3.7245594049760527e-10,9.518312802128337e-07,1.120635999815696e-05,-1.7948198062355577e-09,0.0,0.0,0.0,0.0,0.0
1400,89.99610135518577,0.00243957191905694,0.000713381311058673,0.0013282529305032734,0.00179781362023521,169.9942992000143,0.0017521728971642864,0.6999567127947892,4.48821090329559e-05,6.663433575273582e-07,-8.652695160388064e-08,-1.6990169354243764e-10,-3.895780885658305e-12,-1.1238512216638189e-11,19.99811219993929,0.0017643634481347838,7.151135788156257e-05,-1.1327666576100213e-08,2.8938108139323662e-09,1400.0000001223816,6.939122579343121e-09,7899.999993294095,2.970873306519088e-08,-5.555445859260252e-06,7.411927781361015e-10,1.6034607903823628e-06,1.2901285022324313e-05,1.3008831277161595e-09,0.0,0.0,0.0,0.0,0.0
1500,89.99599703738558,0.0024527963309662624,0.0007631577899520148,0.0017113562687082222,0.0017772882380998345,169.9945021365077,0.0018497893399918466,0.699954511895693,4.3983063902936574e-05,8.405770811761673e-07,-4.4435100635338694e-08,-2.6928886553363326e-10,-4.1556599478842776e-11,2.5334042288435733e-11,19.997683016792273,0.002174294399193548,3.7433429972107986e-05,-1.1978104130457103e-08,-1.3744436981086478e-09,1399.9999999040385,4.2768705871163535e-09,7899.999998669622,-5.8307874682807104e-08,7.640516557174143e-07,6.795558574704891e-11,1.7137528536454827e-06,1.4803863125110211e-05,1.9531558434383954e-09,0.0,0.0,0.0,0.0,0.0
1600,89.996027911473,0.0024684781782753434,0.000760781924952681,0.0016952670772150164,0.0017981100459923927,169.99394113055465,0.0018979634243085257,0.6999438833326086,4.932985723562451e-05,6.506801064467252e-07,1.3105341663850035e-08,-2.038582523142284e-10,5.176913339864261e-11,-7.47184080298291e-12,19.997708972072182,0.0023253044358361934,7.84655820226954e-05,-1.3468602612096612e-08,7.634089534640034e-09,1400.0000000215443,-3.5876740678647768e-09,7900.00000307186,9.80418745455395e-08,-2.9530183404184245e-06,1.0700630937390997e-10,2.073258626887059e-06,1.822235134174274e-05,1.7329603966526696e-09,0.0,0.0,0.0,0.0,0.0
1700,89.99588069671353,0.002481182377474333,0.0007568241526941996,0.0018398739708692783,0.0018210083676418734,169.9938114077258,0.0019316127486338147,0.6999453021332106,5.1588270970402645e-05,1.2243423381970014e-06,7.064620226611994e-08,-2.2710851596174884e-10,-3.771765956222321e-12,1.8803361729556053e-11,19.997393919780013,0.0022497790179478432,6.625616369691975e-05,1.4823820755181617e-08,5.799544049118257e-09,1399.9999999446218,1.2649369605293092e-09,7899.999992884813,1.0039054678464816e-07,2.5620681698219604e-06,7.338514783785255e-10,2.6552375186587654e-06,2.0883028588890505e-05,-7.031992632489242e-11,0.0,0.0,0.0,0.0,0.0
1800,89.99543150491273,0.0024444304058634982,0.0006951962447215883,0.0018019343775087422,0.0017763519418109355,169.99336705087342,0.0021019232312464065,0.6999451184838419,5.555872223356409e-05,1.1838802291468573e-06,1.166233218853623e-07,3.764179891278711e-10,-8.953011728324482e-12,-6.108727490578669e-12,19.997167764546234,0.002620730534297962,0.0001019787790593425,9.157624895730666e-09,9.985957569540855e-09,1400.0000000896541,3.992382407333617e-09,7899.999995975863,-4.785240022141698e-08,6.071007908515465e-06,9.77010949904765e-10,3.1051588296369963e-06,2.5370363478399874e-05,1.1938985544149187e-09,0.0,0.0,0.0,0.0,0.0
1900,89.99565022383429,0.002457769937716974,0.0007209413249162476,0.001984278592534673,0.001795601314267562,169.99326658620882,0.0021575323603262855,0.6999363525126842,5.829111058016086e-05,1.2994106086025449e-06,7.74200400938103e-08,-2.378264799688902e-10,1.2899550645126605e-10,-3.7668565032709e-12,19.997142987443336,0.0027085123370120647,8.089324629848914e-05,-6.98432319547725e-09,3.5464072575082046e-09,1399.999999751541,8.732598260300605e-09,7900.000000419411,-5.638043424447539e-09,-3.709290469085618e-06,6.209137066586285e-10,2.4110971625083356e-06,3.077872822393846e-05,1.2801196330010838e-09,0.0,0.0,0.0,0.0,0.0
2000,89.99542823004342,0.00247012303338009,0.0007761533659469992,0.0022439406261396916,0.0017991954598136786,169.9929851393509,0.002371996099371206,0.6999313875478428,6.382866187606247e-05,1.3611527380096793e-06,1.3192503401283574e-08,6.537351283554371e-11,8.957093916588946e-11,1.7453944264426585e-11,19.99721798193259,0.0031061754300272804,9.550674634116016e-05,2.4326747892549747e-08,7.784031162077277e-09,1399.9999999724578,3.4711402708512307e-10,7899.999994272174,1.9658544341815227e-08,1.472920736640264e-06,1.4105540399223454e-09,3.2793677865072966e-06,3.0016495961181722e-05,1.5261602124972592e-09,0.0,0.0,0.0,0.0,0.0
2100,89.99510543341934,0.002428935877847192,0.0007624306883080193,0.0023457462075514544,0.0018091418021839287,169.99230698795313,0.002447013541968494,0.6999350210234367,6.695792807934995e-05,1.3385140668893458e-06,9.048247819424522e-09,4.055012903558314e-10,1.6645344617096856e-10,1.647802307611404e-11,19.996597643549517,0.003264673801908538,0.0001413581143947271,3.090972511394402e-08,8.676268525733765e-09,1399.9999999412664,6.3997807147621926e-09,7899.99999225126,8.806122304338058e-08,5.257541665908314e-06,1.044812072803225e-09,4.276807199286184e-06,3.711956228283825e-05,1.4618831562417826e-09,0.0,0.0,0.0,0.0,0.0
2200,89.99511610609078,0.002482593082860075,0.0007801827814102962,0.0023441894006242937,0.0017789325336429434,169.99221323936067,0.002426101560173285,0.6999334123547825,6.709590496065305e-05,1.8659922588359054e-06,9.735030170123097e-08,-8.147134907309423e-11,5.567743080032049e-11,3.0256299020788054e-11,19.99651853369013,0.003234089289787082,0.00014621316593068628,1.6905597158028598e-08,5.4799299195858495e-09,1399.9999997190264,1.3481518799247726e-08,7899.999995007854,-1.0937614341200215e-08,-1.8392903745350529e-06,1.5465558043780895e-09,4.178629174404097e-06,3.1809837958014615e-05,-9.816141674371213e-11,0.0,0.0,0.0,0.0,0.0
2300,89.99483937208339,0.002456295823695679,0.0007160122999629939,0.00255501499318637,0.00180181794363476,169.9918263367911,0.002681414174336418,0.6999289690378347,6.842778891277018e-05,1.7873873655798996e-06,7.927402950706701e-08,4.78399395021187e-11,2.7998301099438335e-10,3.676501637751052e-11,19.996563652131215,0.003426319114756881,0.00014355386258594995,7.491530125278632e-09,1.0340666815195636e-08,1399.9999995883588,1.6822464903734265e-08,7899.999993508096,1.2943525995023312e-08,2.6897852526552417e-06,1.8897324721077847e-09,4.177631004274399e-06,3.7004392827518784e-05,1.2976807531526238e-09,0.0,0.0,0.0,0.0,0.0
