milliseconds,V,n,s1,s2
0,-42.62078670166621,0.03137004072702451,0.09951967814718284,0.43398689254506456
100,-42.61307772210421,0.031396592669673706,0.09951026399430019,0.4339866794844656
200,-42.60536236627905,0.03142312623348105,0.09950085930989172,0.4339864688513952
300,-42.5976428434585,0.0314496477864209,0.09949146081329073,0.4339862598047556
400,-42.58991851735919,0.031476156284558535,0.09948206947911208,0.4339860525909891
500,-42.5821868769417,0.03150264760809246,0.09947268915359227,0.43398584818265984
600,-42.57444951925828,0.03152912437726757,0.09946331739047712,0.43398564596120504
700,-42.566706444308934,0.03155558659208388,0.09945395418976663,0.4339854459266246
800,-42.55895650644558,0.03158203536464552,0.09944460143327258,0.43398524853675347
900,-42.551199937331944,0.03160847047007177,0.09943525874047016,0.43398505369901197
1000,-42.54343696631408,0.0316348916857317,0.0994259257346415,0.4339848613217467
1100,-42.53566710809441,0.03166130137719425,0.09941660333015882,0.43398467160980514
1200,-42.52788967909915,0.03168770287651998,0.09940729281497598,0.4339844848517287
1300,-42.52010539821674,0.03171409267950801,0.09939799283460107,0.43398430074406946
1400,-42.5123142654472,0.03174047078615834,0.09938870338903409,0.43398411928682734
1500,-42.504516280790526,0.031766837196470964,0.09937942447827505,0.43398394048000244
1600,-42.49671144424671,0.03179319191044589,0.09937015610232396,0.4339837643235947
1700,-42.488898777253524,0.031819542156711386,0.0993609003967401,0.43398359125152236
1800,-42.4810785270018,0.03184588610927161,0.0993516568220681,0.43398342115417504
1900,-42.47325100201547,0.031872221489063615,0.09934242470500262,0.43398325389474574
2000,-42.46541620229455,0.03189854829608739,0.09933320404554365,0.43398308947323444
2100,-42.45757412783903,0.031924866530342946,0.09932399484369119,0.43398292788964116
2200,-42.449724666470026,0.03195117711034252,0.09931479737683793,0.43398276919515383
2300,-42.44186664367281,0.03197748965292431,0.09930561454928996,0.43398261392571164
2400,-42.43400093611148,0.03200379698002867,0.09929644419325763,0.43398246168128674
2500,-42.42612754378604,0.03203009909165561,0.09928728630874094,0.4339823124618791
2600,-42.41824646669648,0.032056395987805124,0.09927814089573987,0.4339821662674888
2700,-42.4103577048428,0.03208268766847722,0.09926900795425446,0.43398202309811573
2800,-42.40246069021364,0.0321089788806655,0.09925988906583087,0.43398188321661674
2900,-42.394555038546535,0.03213527283573414,0.09925078530039273,0.4339817468008155
3000,-42.38664129986202,0.032161564937042995,0.09924169512648684,0.433981613596181
3100,-42.37871947416008,0.032187855184592086,0.09923261854411321,0.43398148360271316
3200,-42.37078956144072,0.0322141435783814,0.09922355555327182,0.433981356820412
3300,-42.36285156170395,0.03224043011841094,0.09921450615396268,0.43398123324927756
3400,-42.35490459142875,0.03226672213236088,0.09920547315151945,0.43398111329544786
3500,-42.346948959565864,0.03229301705787893,0.09919645556496956,0.433980996816904
3600,-42.33898477035426,0.0323193140304357,0.09918745306333604,0.43398088376572924
3700,-42.33101198259459,0.03234561339172716,0.09917846577743401,0.4339807741608623
3800,-42.32303055508752,0.0323719154834493,0.09916949383807855,0.4339806680212416
3900,-42.31504044663371,0.032398220647298116,0.09916053737608478,0.43398056536580576
4000,-42.307041616033835,0.03242452922496957,0.0991515965222678,0.43398046621349334
4100,-42.29903401080555,0.03245084164755085,0.09914267145550322,0.4339803705879865
4200,-42.29101704473524,0.03247716257469583,0.09913376462812382,0.43398027873735895
4300,-42.282991029055964,0.0325034895559017,0.09912487466973997,0.4339801905323796
4400,-42.274955899483494,0.03252982311575792,0.09911600180949807,0.4339801060016922
4500,-42.26691159173361,0.03255616377885395,0.09910714627654453,0.4339800251739407
4600,-42.25885804152209,0.032582512069779246,0.09909830830002576,0.43397994807776913
4700,-42.250795184564716,0.03260886851312326,0.09908948810908819,0.43397987474182126
4800,-42.24272295657725,0.03263523363347546,0.09908068593287819,0.43397980519474116
4900,-42.23464126471516,0.03266160812900266,0.09907190227361255,0.4339797394689896
5000,-42.226549938710114,0.03268799316841993,0.09906313837377034,0.4339796776073749
