milliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
0,1.723,0.04150017790845996,2.8270002374312035,347.5200022644783,2.1199852650275743,34.97979800213839,7635.360086271778,199986.99993520777,1.0369996060121072,0.008899660961472447,10.979915084930063,0.10599817410637437,499999.8995847075,1.596067946457134,0.6429961718533159,0.08300091328871054,0.000156069221118653,6.4602463261061986e-06,1.799253960359369e-06
100,1.723,0.041476718228092735,2.827138533260371,347.5200466068364,2.120762450030324,34.9797167681064,7635.359959118883,199987.0007001609,1.0373284588245073,0.008868184311100107,10.978918175884424,0.10599305956289878,499998.5159752629,1.2240221176829187,0.6430697113122831,0.08300799067388126,0.00015628123503149554,3.056531366123066e-05,6.203603908899467e-06
200,1.723,0.04148110296557348,2.8271411116875904,347.52015271083474,2.121019579934697,34.9793034249863,7635.359844046863,199987.00107157076,1.0373182224649178,0.008866214846577446,10.978480814150615,0.10596243890709026,499996.1409611121,3.9736226815100455,0.6431757405737808,0.08301596832849803,0.0004183937846097122,3.553359453738514e-05,1.7300807974887388e-05
300,1.723,0.041482662435233256,2.8271416134746303,347.5202041296031,2.1211135133856356,34.97851920101618,7635.3599795143555,199987.00125643687,1.0372952791152827,0.008863977894494151,10.978370335519712,0.10593950973333481,499994.643631781,8.195957579356863,0.6432292584703192,0.08302764282541984,0.001220900534316394,7.473414240721282e-05,1.8128584906826217e-05
400,1.723,0.041482728004284763,2.8271410644348514,347.5202222234612,2.1211044594827166,34.9785130969751,7635.360122770282,199987.0013160189,1.0372961436742363,0.008861903520791208,10.97821728175966,0.1059190409152461,499991.52582516114,9.540251745293352,0.6433137970151244,0.08303383375245746,0.0014942888567821449,8.792184325944826e-05,3.069805629741272e-05
500,1.723,0.041482667061019135,2.8271415162404603,347.5202418334651,2.121105462896749,34.97779697443439,7635.36030342719,199987.0013363314,1.0372791083712682,0.008860635263040154,10.978067385605701,0.10589803343760569,499989.8866829657,10.682957867032975,0.6433498799445926,0.08304365296246076,0.0015574434796879035,0.00010928116112100627,3.7407495189084287e-05
600,1.723,0.04148221436485821,2.827141770578653,347.52024922883334,2.121103034991475,34.97769944998425,7635.36057516942,199987.00154200345,1.0372719954119358,0.00885922650935699,10.977860813607347,0.10588566052274151,499987.2247424072,14.801645568368412,0.6434249939823724,0.08305588673995488,0.0018284277084344549,0.00011046417395537844,4.2113277650612335e-05
700,1.723,0.041482294577520167,2.827141485435555,347.52026134522174,2.12106495476089,34.97741578367412,7635.360570413134,199987.00149716475,1.037257935079645,0.00885880907367871,10.977870974478662,0.10587124026048987,499985.42687569646,16.43570255635072,0.643463467802069,0.0830618866265334,0.0023138437407266787,0.0001496687262944562,4.6110587250714356e-05
800,1.723,0.04148183045076871,2.827140471586142,347.52026880162447,2.1210604568199285,34.97659134193707,7635.360839752421,199987.0016746029,1.0372494911428498,0.008857744778493467,10.97776224648255,0.10586176808412442,499983.63534442557,16.357061806011743,0.6434971981477686,0.08307228598622729,0.0026318905444425965,0.00014992950845585235,5.439652826923866e-05
900,1.723,0.04148133246554556,2.8271412230752087,347.5202742794939,2.1210193183953856,34.976374111657826,7635.3608993246635,199987.00177998052,1.0372413383672237,0.00885696407671357,10.97766141211769,0.10585024555394927,499981.5398284923,18.95191283378599,0.6435779022179626,0.08307623881268583,0.0028914380973172333,0.00018767721356045816,5.8444601470485205e-05
