miliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
2200,1.723,0.041475112518961056,2.8271416014915234,347.5203504051049,2.120741622764845,34.97169757833691,7635.362894833127,199987.00283912747,1.0370830020803985,0.008853607979698988,10.976099749725577,0.1058123425400581,499950.0691885206,49.616190729492516,0.6440508245994367,0.08315791818561973,0.00720369734910651,0.0004608429923931935,0.00015029878843856491
2300,1.723,0.04147494289629766,2.827142588844496,347.52035080135755,2.120703759360328,34.971371626003425,7635.363046482458,199987.00296901094,1.0370717092232145,0.008853740042655364,10.97587816393088,0.10581103242587662,499949.4876285727,49.87994796755405,0.6440944319043903,0.08316158163258286,0.0075573780366921415,0.0004667910711975916,0.00015613012855890404
2400,1.723,0.04147417037529747,2.82714261716079,347.52036644428415,2.120672558970074,34.97086283648624,7635.363136976089,199987.0030762009,1.0370637343293465,0.008853360796604207,10.975814363457992,0.1058129488943635,499947.9030278352,53.49423803844451,0.6441098407513309,0.08316294176016409,0.008175849039815906,0.0005050791868299958,0.0001600644268671029
2500,1.723,0.04147411985040229,2.8271422765486443,347.5203632152117,2.1206531875531747,34.97089814488057,7635.363299335205,199987.0032492458,1.0370544081741002,0.00885378156503818,10.97573171763086,0.10581143884851742,499945.34843118745,54.597844785074585,0.6441360229250523,0.08316865871647083,0.008222875402404134,0.0005215213248191025,0.00016933851952904391
2600,1.723,0.04147361665852327,2.827142316476508,347.5203708646199,2.1206553004234276,34.970291529634565,7635.363476908242,199987.00333286452,1.037037403732197,0.008853866020865459,10.975517200663647,0.10581304925792578,499943.3370169622,57.03902843703296,0.6441591178451133,0.0831736496717633,0.008832168191205868,0.0005319296662883638,0.00017453728181432855
2700,1.723,0.04147312496083139,2.827141937765029,347.520384459734,2.1206275835856503,34.970044578096676,7635.363528440993,199987.00335998813,1.0370262828098515,0.008853175921519258,10.975457159121904,0.10581073291600468,499940.7231740159,60.659758236443324,0.6441900634373191,0.08317625086284158,0.008872362615989261,0.0005386884066962918,0.00018199101027194058
2800,1.723,0.041472433300102134,2.8271425835198754,347.5203880731014,2.1206047029394597,34.96951599225603,7635.363707305696,199987.00342470699,1.0370274313341314,0.008853412286711175,10.975392633398139,0.10581296383364656,499938.7172387286,63.148335192115404,0.6442211319624958,0.08318039363098298,0.009192394188512218,0.0005625101356304615,0.00018865193255468134
2900,1.723,0.0414719272662209,2.8271430557694406,347.52039716249203,2.1205705881152936,34.96925395143821,7635.363966516757,199987.00360369845,1.0370094858580503,0.00885357806051802,10.975147500174414,0.10581326891698511,499936.10364860605,65.33089750239051,0.6442318008442453,0.08318553569119527,0.00970076662074321,0.0005994659898090308,0.00019821351291901296
3000,1.723,0.04147214486788761,2.827142693676729,347.52039895976935,2.1205355850916576,34.96903940100087,7635.364157128776,199987.00363772307,1.037002315385202,0.008853842387254562,10.975036409930576,0.10581176066348666,499932.6743950968,67.20439218713463,0.6442610111491466,0.08319374550882051,0.00989151124373803,0.0006223510177520952,0.00020837601165734588
3100,1.723,0.04147143512576937,2.827143318930674,347.52040685160796,2.1205403706666504,34.96880844291348,7635.364286311039,199987.00384006044,1.0369855945586237,0.008853576972647917,10.97493546755225,0.10581172621776402,499932.4558636166,69.33739091873821,0.6442751855381398,0.08319273361454393,0.010367787716991352,0.0006225132552503411,0.00021304654270540058
3200,1.723,0.041471159750532886,2.8271421436271367,347.52041337264484,2.1205045626932653,34.96834185930438,7635.364256175989,199987.00383432614,1.0369728524621586,0.008853330603920387,10.974809742359954,0.10581366428882695,499927.7030761518,71.4502861602386,0.6442958147532174,0.0831964842527443,0.010390567743556511,0.0006438557751350026,0.00021803285947195186
3300,1.723,0.041470623951464086,2.827143874716745,347.5204171041397,2.12047649503401,34.96788085288509,7635.364520244527,199987.00404121916,1.036960067587231,0.008853631014745292,10.974824464908652,0.10581300103014275,499927.777708313,74.3003040963312,0.6443250043486222,0.08319939768186281,0.011023767133122347,0.0006650737357952451,0.00022329040735088838
3400,1.723,0.04147003027623847,2.8271425437606146,347.52042188074165,2.1204556570755746,34.96740852282583,7635.364591903056,199987.0040368045,1.0369547576080187,0.00885350101755589,10.97454992408984,0.1058141563474381,499925.85884123354,75.18771688104238,0.6443594635833297,0.08320514964913847,0.011384088048183244,0.0007046477501005898,0.00023788680762037304
3500,1.723,0.041469444266636374,2.8271422975028866,347.5204299631727,2.1204472616268903,34.967025101387634,7635.364805510646,199987.00424335542,1.0369523145793014,0.008853944029295017,10.97454875301817,0.10581161805573851,499922.4164370044,78.55222043807113,0.6443664146457274,0.08320600025446448,0.011608372055877607,0.0007026637803606374,0.00024326644918690952
3600,1.723,0.04146905637156223,2.827142997287201,347.5204428585425,2.120408908028855,34.96670783747021,7635.364919002024,199987.00422655698,1.0369331332820952,0.008853623411084295,10.974488781354882,0.10581180110811256,499920.8772283229,80.05460406997949,0.6443920871837404,0.08321304024123631,0.011842290287169037,0.0007332193221513812,0.0002517099489090822
3700,1.723,0.041468504151578996,2.8271440247544963,347.5204413533605,2.120383753725851,34.96679603308382,7635.365144560701,199987.00445937543,1.03693067029069,0.00885358241765912,10.974364054591394,0.10581633683386568,499917.6544957505,81.50726384563058,0.6443974017770484,0.08321237777197792,0.012416718749012439,0.0007558018180260222,0.0002501159038394576
3800,1.723,0.04146860313222682,2.827143242389078,347.52044780772127,2.1203695682512875,34.96627250981449,7635.365269966196,199987.00450288193,1.0369164493198435,0.008853582004265984,10.974117523756524,0.10581426486316929,499914.9887358328,85.32121536257694,0.6444275775792921,0.08321355837179074,0.012642901817174422,0.0007625131812239048,0.0002636952931652527
3900,1.723,0.041467985206717815,2.8271426009670826,347.52045433694246,2.120343623561156,34.96610703191904,7635.365266898747,199987.00453793598,1.0368986800725082,0.008853461064872116,10.974078458079152,0.10581263410351929,499912.95636754116,85.97857106222025,0.6444524725383635,0.08322268520305064,0.012997402584192722,0.0007841467365551851,0.000265570186097949
4000,1.723,0.04146754969449063,2.82714391509674,347.5204667556704,2.120323539187921,34.965700242370886,7635.365549907088,199987.00473093806,1.0368934018987443,0.008853902156923634,10.973907599206072,0.10581397957992095,499909.47951237543,87.74100075665835,0.6444939959150376,0.08322575985271365,0.013134733378884853,0.0008063380048327644,0.0002699531611968964
4100,1.723,0.041466898776279876,2.8271432149749622,347.5204680036609,2.1203026160135927,34.965425399411494,7635.365610037671,199987.0048240213,1.036886627455306,0.008853768526380153,10.973901297710203,0.10581384679477043,499908.33268974524,91.57862858262054,0.6444832337380026,0.08322669371947257,0.013442105678912582,0.0008331150826795566,0.00028495559890534306
4200,1.723,0.04146657833084491,2.827142983480217,347.52048110324495,2.120282315412639,34.9648560499816,7635.365723469605,199987.00498752322,1.0368717348640668,0.008853979111942894,10.97368553763271,0.10581589959744321,499905.0905779912,94.85559437783554,0.6445358668250366,0.08322680326856685,0.013844321617799289,0.0008622802671455041,0.0002898870451807645
4300,1.723,0.041466452401112915,2.8271443556275613,347.52048709457836,2.1202522391505663,34.96463587021662,7635.365837649522,199987.0049632157,1.0368541705575012,0.00885343900936978,10.97367346554926,0.10581646783870399,499904.1039164876,96.36382380666338,0.6445132839395011,0.08322849777223182,0.01444740130688744,0.0008635787773223048,0.00029561414298220337
4400,1.723,0.041465837351754006,2.8271430667302475,347.52049160255433,2.1202236714655514,34.96412632540755,7635.366074697326,199987.00508369086,1.0368534373749194,0.008853936160310228,10.973451808808687,0.10581792387633548,499901.50553915714,98.07950889347607,0.6445716369078558,0.0832366057958051,0.014704983734568595,0.0009066824553703026,0.00030147397733270074
4500,1.723,0.041465610000459306,2.8271433620732296,347.52049108359506,2.120211119872162,34.964006459650655,7635.366218311804,199987.0052283255,1.0368349726554609,0.00885377338654893,10.97331831271073,0.10581539810308516,499899.5177192422,101.28986661498493,0.6445588257481908,0.08323745153691113,0.015059932232366057,0.0009194736101872462,0.000304588887001281
4600,1.723,0.04146470127085091,2.8271441245975066,347.5205071243671,2.1202065753854784,34.96346514962458,7635.366278515557,199987.00529729843,1.0368192975714412,0.008854057439858119,10.973315250206195,0.10581448883241455,499899.15432436194,102.06576568938611,0.6445685416954174,0.08323643910483798,0.015093173540469115,0.0009366260151200642,0.0003159549577428198
4700,1.723,0.04146433498397783,2.827144516523349,347.5205138347882,2.120183242642026,34.96288453282109,7635.366536346376,199987.00550089972,1.0368192949616113,0.008853970811609725,10.973109692539564,0.10581688141768086,499895.5655013212,105.46053199129587,0.6446175763377716,0.08324181285277975,0.015524670986536728,0.0009508835568662282,0.00031887235951665304
4800,1.723,0.04146404871359072,2.827143319868835,347.5205094304456,2.1201481607234856,34.962629869265434,7635.366711777569,199987.00549767714,1.0368098799093917,0.008853624109967127,10.973063401869897,0.10581552758608506,499892.2050736957,105.15972750665668,0.6446328012236959,0.08324626077651384,0.01583731050976925,0.0009677371998561694,0.00032932751192941707
4900,1.723,0.04146364134283996,2.8271435000436536,347.52052243400595,2.1201231819083937,34.96216012458796,7635.366738853055,199987.0055980209,1.0367886839437852,0.00885399280833213,10.972963912042731,0.10581856912887652,499890.6210468036,108.99382118802649,0.6446285663169475,0.0832491868641219,0.01615055908708874,0.0010017166984859392,0.00033551926381001224
5000,1.723,0.04146295323018935,2.8271449018373174,347.5205230435113,2.120091451469536,34.961898220506754,7635.366836554703,199987.0056983291,1.0367797456377683,0.008853669986301499,10.972713934123677,0.10581665625792537,499887.64383520564,110.46599061581085,0.6446516533627725,0.08324684980019123,0.016700739704147982,0.0010285314382011473,0.00034074199855111705
