miliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
0,1.723,0.04149991316167705,2.826999229773302,347.5200004951988,2.1200031812501954,34.97984665235815,7635.3599007392195,199986.9999701373,1.0370018515908377,0.008899853736891993,10.979958137532961,0.10600015692530174,499998.5766633823,0.9822812940348093,0.6429851000103162,0.08299919972112761,-3.27066545292648e-05,8.319899279228403e-07,-4.8735037311458854e-06
100,1.723,0.04147622808069318,2.8271393682995036,347.5200458099308,2.120757311013701,34.979766196851294,7635.3599847832065,199987.00071440949,1.0373229751937227,0.008868350931532619,10.978826872843383,0.10599289441410756,499996.5130455866,1.1308027850016116,0.6430843388633195,0.08300655521939956,0.000193066070736951,1.4532941675123667e-05,1.0194822595429055e-05
200,1.723,0.0414811972799419,2.827140923994824,347.5201470442083,2.121013158965708,34.97927209098366,7635.3599115642155,199987.00108903466,1.037304816632002,0.008866325637847802,10.978476742196527,0.10596446509421953,499995.0525270322,3.3179821054679497,0.6431625383234817,0.08302068908932393,0.0007659603312933485,5.200786203339537e-05,1.407191340375095e-05
300,1.723,0.041482719657433685,2.827141698085031,347.5201978300503,2.12108892745399,34.978636387000336,7635.360089593237,199987.0011906813,1.0373057248542392,0.008863888812565446,10.978321538031572,0.10594111217586434,499991.7617397039,7.142143359739524,0.6432406299355612,0.08302929429665115,0.0011060356544856666,5.6009028494227335e-05,1.7489423740837583e-05
400,1.723,0.04148285419245018,2.82714082727033,347.5202290395756,2.1211219098621044,34.97855373165901,7635.3602505104445,199987.00128684595,1.0372913495392913,0.008862380119878301,10.97825196840246,0.10591712782140873,499990.2203367035,9.848278944826085,0.6433091902553323,0.0830371971208949,0.0011030539753562453,9.55669368448651e-05,2.77825151603087e-05
500,1.723,0.04148249283340842,2.8271419877667046,347.52024430447136,2.1211118638182436,34.97783114318258,7635.360251594073,199987.00135517842,1.0372746248867,0.008860618650995977,10.978141122962649,0.10589767100321944,499988.1155329511,10.919693119435864,0.6433619459345581,0.08304150694868387,0.0015361511974467622,0.00010146639445060069,2.9463124904476114e-05
600,1.723,0.04148255410668802,2.827141803863975,347.5202554794971,2.1211014961883503,34.9775564556797,7635.360442863317,199987.00141275502,1.0372660732693757,0.008859537422850354,10.977854734166565,0.10588377899510609,499988.14573229855,13.500834653239535,0.6434310085995929,0.08305276243622196,0.002031669184254724,0.0001264183143207953,3.639930156207566e-05
700,1.723,0.041481680929875725,2.827140295418091,347.5202539248126,2.1210833926732544,34.97734180249942,7635.360609704834,199987.0016140155,1.0372565767252837,0.00885822068332337,10.97784405642221,0.105869820203078,499984.00392147916,15.019146433443726,0.6434530635404931,0.08306335052518406,0.002083510074647574,0.0001400110171475571,4.92925281154152e-05
800,1.723,0.041481209061285794,2.8271416163596506,347.52025951194764,2.1210541734143042,34.9768877542908,7635.360800829914,199987.00157336972,1.0372391721397598,0.008857854302513436,10.977733204150143,0.10586331270079952,499983.6151910434,19.280380978386024,0.6435198660665632,0.0830723881067587,0.0026334931134415237,0.0001554968113807955,5.072168023114862e-05
900,1.723,0.04148082887741967,2.827140821723156,347.5202731191779,2.1210234482817794,34.9762322483248,7635.360900213971,199987.0017207991,1.03723727340867,0.008856521852264635,10.977643829998692,0.10585375588266734,499981.43147300783,18.80836893742645,0.643576794206698,0.08307902565944908,0.0028320564849412294,0.0001838018993505761,5.822454547854926e-05
1000,1.723,0.04148043459585528,2.8271414522597667,347.52027522862,2.1210191832329808,34.97600204858378,7635.36103235797,199987.0017549692,1.0372191908695314,0.008856439548414155,10.977375594343563,0.10584558766051896,499977.49258253374,23.5820190950089,0.6436107857203262,0.0830878343406985,0.0030900807171735786,0.00020197521151914588,6.691889766047793e-05
1100,1.723,0.041479920610057175,2.8271413981982767,347.52028423522995,2.1209835558318986,34.97552956242776,7635.361222450663,199987.00186946196,1.0372051032465315,0.008855744144164901,10.977275481147355,0.10583763427324787,499976.9914916176,25.73760140380724,0.6436334903974258,0.08309276184161425,0.003636246360271788,0.00021203182513335282,7.109964571750887e-05
1200,1.723,0.04147983723836812,2.827141060503952,347.5202900988085,2.120966660636951,34.97516048510762,7635.361363037887,199987.00194668322,1.0372000727551571,0.00885521989618988,10.977253138706182,0.10583397756509459,499974.89933752985,25.162332363744117,0.6436875782580197,0.08309616724959534,0.004127724342819439,0.00025730041393388475,8.699270624580992e-05
1300,1.723,0.04147919714245193,2.8271409165175605,347.5202949978683,2.1209504939374524,34.97486067138342,7635.361511773878,199987.00206231733,1.0371873803493694,0.008855245738338178,10.977059040223496,0.10583095300437027,499969.7573089261,27.99867558375804,0.6437583482436726,0.08310435817118435,0.00429152115317323,0.0002659220773280335,8.708143893166166e-05
1400,1.723,0.04147914089225663,2.8271420300667662,347.52030104332636,2.1209094702624838,34.9744857582041,7635.36163948542,199987.00218154842,1.0371714812473882,0.00885481846223658,10.976955767334045,0.1058237067210015,499969.62707572023,31.091890684289986,0.6437974401400745,0.08311129771440623,0.0046723801409992395,0.00029557458113170396,9.41206397779642e-05
1500,1.723,0.04147839374381263,2.827142329733966,347.5203087769921,2.120876722033411,34.974383970904434,7635.361808895053,199987.0022759325,1.037160047313629,0.008854745428195542,10.976791717361907,0.1058250969144485,499966.48427853355,33.2849364240566,0.6437965717386784,0.08312172889191127,0.004920650074591779,0.0003190400981678271,0.000100605880818036
1600,1.723,0.04147803650916244,2.8271413267377095,347.52031512105816,2.1208672139380336,34.9737148751558,7635.362104214562,199987.00233522398,1.0371611021084224,0.008854236325649592,10.976753925124875,0.10582073515794556,499963.03466669965,35.166123134953736,0.6438328102184343,0.08312246269733987,0.0052249398068218555,0.00033125426571380297,0.00011179373230084664
1700,1.723,0.04147762993705979,2.8271416267124816,347.52031738691136,2.1208367592001625,34.97363670249787,7635.3621942624395,199987.0024528293,1.037148634780206,0.008853836708119827,10.976660252983683,0.10581687347056334,499963.0135309048,37.179455364488796,0.6438889474071848,0.08312784350979507,0.005695042914372266,0.0003361261933535261,0.00011861238138964387
1800,1.723,0.041477398077792584,2.8271422520610257,347.5203255132759,2.120822836356825,34.97308200199876,7635.362289715954,199987.0025787818,1.0371400182190376,0.008854221203470854,10.976442326929963,0.10581913801728575,499961.4277612895,40.994090026048646,0.6438977978894342,0.08313521409349246,0.005824579360873564,0.0003738692709211784,0.00011983805920286722
1900,1.723,0.04147664154630748,2.8271416818031807,347.5203253399109,2.120806624180878,34.972934023944255,7635.362474985798,199987.0025627228,1.0371183340134447,0.008853854447778576,10.976436797865636,0.10581621258162753,499956.46865312476,40.981899218400834,0.6439668909472409,0.08313779218320731,0.006396775842433301,0.0003817328395643728,0.0001295060875178736
2000,1.723,0.04147641574281953,2.8271411476340567,347.5203350706281,2.1207621884004157,34.972277365334385,7635.362661570227,199987.00269128385,1.037115944384649,0.008853763674807339,10.976264855821325,0.1058163171446162,499956.93925926974,44.028334456169524,0.6439772881331515,0.08314430997934692,0.006556302266059011,0.0003937604806758146,0.00013735684231545633
2100,1.723,0.041475986455777915,2.8271415029081592,347.520338287277,2.120761898767171,34.97207474892404,7635.362722404461,199987.0028332556,1.0370994637250268,0.008853546731751928,10.976099459576977,0.10581562482304996,499952.86605684884,48.17475536102467,0.6439967228171567,0.0831512497995722,0.006981200738336502,0.0004170813937370846,0.00014341266199500074
2200,1.723,0.04147502358183388,2.827143093851098,347.5203536240648,2.120742914205029,34.97192165789152,7635.362831490958,199987.0029237069,1.0370839244851675,0.008853670672418873,10.9760853529747,0.1058121607437726,499951.297686853,50.245400635796244,0.6440495487488369,0.0831537768633995,0.007262570323920077,0.0004606892722783668,0.00015084540817638197
2300,1.723,0.04147488389737728,2.8271413398341223,347.52035199666966,2.1207127768266663,34.97141119027548,7635.363052404955,199987.0029622235,1.0370738723780148,0.008853488091695408,10.975990271501606,0.10581313523456896,499947.34475113696,50.18283296952633,0.6440564627899741,0.0831580251143306,0.007815202471030529,0.00046099627802516965,0.00015761681152037812
2400,1.723,0.041474462344115094,2.8271424134922785,347.52036269397075,2.120691465532571,34.971291926116976,7635.363099002199,199987.00316556517,1.0370624929015633,0.008853610035161316,10.975846601208715,0.1058145989499357,499946.00390500523,52.188232984222815,0.6441050507696848,0.0831628646943434,0.007996434404690621,0.0005039711738384482,0.00016672713140314713
2500,1.723,0.0414742563725068,2.827142581103364,347.5203664938329,2.120667075839969,34.97056487343145,7635.363288007798,199987.00316515952,1.037048554715631,0.008853641509451744,10.975637364765328,0.10581174790365055,499945.4916867841,55.53597300242026,0.6441412229881235,0.08317111846537227,0.008186312316928812,0.0005164545598904144,0.0001668082690094182
2600,1.723,0.041473382030824534,2.8271427405826715,347.5203702671019,2.120646405090865,34.97014444093706,7635.36342205804,199987.003293049,1.0370489068263502,0.008853372431573416,10.975512002695156,0.10581293225691486,499943.09425166773,57.425239662902214,0.6441605876076761,0.08317376549462986,0.008418800124433254,0.0005225160772510387,0.00017856372351131444
2700,1.723,0.04147314637763275,2.827143028456869,347.52037522589666,2.1206073056524803,34.9697754489374,7635.363635492404,199987.0034003816,1.0370378238657616,0.008853213186200545,10.975542304638996,0.1058126268020886,499941.3887446914,60.739437704879336,0.6441841118391802,0.08318180236941732,0.008745094795022761,0.0005413657535864718,0.00018492067105193685
