milliseconds,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118
0,1.723,0.041499875786806154,2.8269991978432807,347.52000397980333,2.1200091746104257,34.97992946279744,7635.360073890339,199986.99997108144,1.0369955225598122,0.008900170985957443,10.979994391508074,0.10600222229789102,499999.3891378255,-0.8542495330729053,0.6430026843443364,0.08300071740970374,-5.1614214205382074e-05,5.4424507358308806e-06,2.020303928701204e-06
100,1.723,0.041476444179651774,2.8271394655438513,347.5200478396386,2.1207528596056213,34.97969116361051,7635.359905332899,199987.00072571886,1.0373208890215095,0.008868154949874934,10.978864045044737,0.105996037538116,499999.1237230448,1.3389666166446712,0.6430973778601983,0.0830110409004507,0.0005674287386694831,2.343793797020405e-05,2.7083279404597645e-06
200,1.723,0.04148128676851723,2.82714086959551,347.52014990501885,2.121010461413445,34.97897808074039,7635.3599112996435,199987.00098178443,1.0373172721212327,0.008865860234471978,10.978620853286063,0.10596272659100525,499995.8065824349,4.219591616407901,0.6431785918369095,0.08301860620564226,0.0008335959206734269,4.059750476751079e-05,9.626683102119289e-06
300,1.723,0.041482418534264376,2.8271399740370704,347.5201994749746,2.121104673550882,34.978672986391715,7635.359961148251,199987.00124343182,1.0373076030317396,0.0088636630406352,10.978360026787277,0.10593695213820943,499993.87018925016,8.032292634125874,0.6432102626572198,0.08302589364781754,0.0008739624885691719,5.198768611526571e-05,2.0380231486091432e-05
400,1.723,0.04148267940855007,2.8271414047937933,347.52022711538484,2.1211052486554323,34.978464547999444,7635.360242755699,199987.0013309264,1.037292099972887,0.008862280539818457,10.978136027397678,0.10591677620715742,499989.99225255946,8.637308600502472,0.6432944665156523,0.08303602121582176,0.0014080894733015216,8.907658347603317e-05,2.250086396019616e-05
500,1.723,0.04148305166312705,2.8271403660609806,347.5202443616382,2.121113111040271,34.97819909091707,7635.360256331787,199987.00144090425,1.0372715827651466,0.008860474336517722,10.97802228553916,0.1058986699671618,499989.17966861173,10.296264435768048,0.6433517439765283,0.08304286491006696,0.0018082836238891705,9.216568254726267e-05,3.581817513242297e-05
600,1.723,0.04148265908462235,2.8271415223999377,347.52025485240335,2.121092901646017,34.977332982349225,7635.360408937522,199987.00155094525,1.03726245247723,0.008859860365846255,10.978025613717069,0.10588367787013223,499987.55553049466,11.884937929203739,0.6433915460530008,0.08305429122403538,0.002009402919583446,0.00011095731905096292,3.9592497723377076e-05
700,1.723,0.04148205615448244,2.8271417018549574,347.52026087721686,2.121069185272962,34.97694332356319,7635.36073928789,199987.00160290045,1.0372626790476445,0.008858155643254591,10.977746604347944,0.1058708833885151,499983.82320415525,15.905848117372766,0.6434619524091848,0.08306091382597164,0.002070124707422688,0.00015610041080144085,4.386424867304376e-05
800,1.723,0.0414817609620295,2.8271404352821374,347.52026453253865,2.121039081858246,34.976701617361236,7635.360862893544,199987.0016378015,1.0372472177780545,0.008857391473042812,10.977653690251266,0.105863676568521,499983.7706952039,18.619965991495935,0.6435197370047289,0.08307232636743826,0.0025256801335821373,0.00016107501237842576,5.511615036317442e-05
900,1.723,0.04148122004971871,2.8271413614143786,347.5202716732254,2.1210406959102777,34.97631357159095,7635.36085130882,199987.00178910943,1.0372373782767252,0.008856533350355977,10.977539844439605,0.10585276159055614,499979.3866799426,19.08663913107654,0.6435822611180314,0.0830779299657213,0.0029831763517046968,0.00019593292554114704,5.790747904530935e-05
1000,1.723,0.041481008995714684,2.8271410298957727,347.5202795430351,2.120989249009867,34.976309498823696,7635.361003795236,199987.00176314663,1.0372212721005916,0.008856004633667654,10.977471097348428,0.10584499483758211,499978.5432576766,23.29457148736984,0.6435923139296906,0.0830825826374602,0.0032082705463037983,0.00020814178192793035,6.674828432501804e-05
1100,1.723,0.041480511117938254,2.827141146802919,347.52028141567234,2.1209695384429175,34.975530984798176,7635.36122802502,199987.00193896858,1.037209115793796,0.0088559041297162,10.977332890397767,0.10583983530299045,499976.5342529192,24.972557042719743,0.6436543363048873,0.08309341879010049,0.0037430023351107612,0.00023956425273576995,7.544632495816737e-05
