miliseconds,V_membrane,n,jm,Ca_er_Ca_equations,Ca_i
0,-61.107017587867894,0.0004767219829182577,0.24985739109137867,8.999816743048214,0.11076304220635842
100,-61.1088963708588,0.00047610230234107145,0.24985245911770892,8.999815075009876,0.11075724767345242
200,-61.1127842795421,0.0004758311330087731,0.24984847133838897,8.99981044707057,0.11079347373029369
300,-61.1130538321331,0.0004751292367722184,0.2498458062914525,8.999806271921276,0.11079601823493082
400,-61.11477949199312,0.0004748989717959289,0.24984578872844168,8.99980055302831,0.11080649033620642
500,-61.11697404752232,0.0004748611464182861,0.24984194045705818,8.999796908227127,0.11083241562842225
600,-61.12127099129785,0.0004744963338849553,0.24983852232537224,8.999793112967744,0.11085236037935314
700,-61.121715706707704,0.0004741928857770892,0.24983643611711104,8.999788606608185,0.11085935619888215
800,-61.125116563675235,0.00047401714110474884,0.24983101295737783,8.999787151918568,0.11087227985713263
900,-61.127089616212146,0.00047353891153202853,0.24982741963312666,8.999784699891348,0.11088169959675322
1000,-61.12935037719914,0.00047333897290271717,0.24982492116138036,8.999778818469144,0.1108988074258738
1100,-61.13094039807131,0.0004725717758207065,0.24982504510284617,8.999774908686048,0.11092395200507843
1200,-61.134371964284746,0.00047259835085318864,0.2498204232721381,8.999770065545661,0.11092688805264458
1300,-61.13447545896396,0.0004722744052453519,0.24981870267255277,8.99976627624974,0.11095521848248942
1400,-61.137871628207314,0.00047161806929967725,0.24981320993630998,8.999762939927749,0.11095827309433151
1500,-61.13871050726164,0.00047160953872326815,0.24981140707695906,8.999762664623718,0.11097063229784504
1600,-61.1422633465974,0.00047125311062667767,0.24981045684218828,8.999759764852483,0.11098625250043817
1700,-61.14494375681301,0.00047094358998185794,0.24980720708352036,8.999755001756762,0.11101417069361691
1800,-61.14498523515764,0.00047057246352023244,0.24980416180245613,8.999749958416652,0.11101748476148604
1900,-61.146852718988775,0.0004704408929688328,0.24980005853090384,8.999744653476709,0.11103336489959328
2000,-61.15144568331934,0.00047004750923762453,0.24979731488129064,8.999743242082353,0.11105834750868473
2100,-61.15192160233278,0.00046998627971769387,0.2497928827136574,8.99973851884924,0.11106688008528294
2200,-61.15308175018193,0.00046991821882847574,0.24979055303021944,8.999738628610682,0.11107767128678726
2300,-61.15584453793618,0.0004695852391347384,0.2497897506468955,8.999730099193851,0.11109839286344035
2400,-61.158965798542226,0.0004691851518745033,0.24978523096738833,8.99973002858621,0.1111067058205249
2500,-61.1623944324812,0.00046883986954921765,0.24978091124146115,8.99972710903184,0.11111444405560052
2600,-61.162935062697265,0.0004688766483188338,0.24977753001342995,8.999722270969514,0.11113770386798666
2700,-61.163753872370194,0.0004685524652751413,0.24977714272192603,8.999717218053533,0.11115411317398007
2800,-61.16741558583047,0.0004681097401131184,0.2497728262067475,8.9997143689434,0.11116243724469412
2900,-61.16932335914706,0.00046778082965822943,0.24977173840408695,8.999711533710569,0.11118712721330701
3000,-61.172891013780315,0.00046769275565560056,0.2497654684803408,8.999705993375965,0.11119515925898715
3100,-61.17446980140848,0.0004670473030880094,0.24976288891488882,8.999704975064487,0.11120341955254798
3200,-61.17666074269373,0.00046732372837134605,0.24976271863847987,8.999702118579998,0.11122081234000354
3300,-61.1784377259288,0.0004667885108195747,0.24976023463842092,8.999698194514615,0.11123172304333806
3400,-61.178218443280166,0.00046630315209858064,0.24975776352791462,8.999690305524155,0.11125323928459659
3500,-61.18316153352318,0.0004665731580783101,0.2497538491407786,8.999690948495514,0.11127613791061036
3600,-61.185361945029264,0.00046582415940571746,0.24975079536374983,8.999684742581959,0.11127704253501089
3700,-61.18633041662224,0.00046565439580003286,0.24974667818841123,8.999680655340711,0.11128680347182696
3800,-61.188744930389035,0.0004653058937345812,0.24974260096974735,8.999675773865212,0.11131871521429594
3900,-61.1910289870043,0.00046549036203751606,0.24974185207561278,8.999677035073928,0.11133422351002911
4000,-61.19090136395696,0.0004653324621461507,0.24973719746885328,8.999669183568844,0.11134483696575125
4100,-61.19441203958957,0.0004645317427961244,0.2497357818518506,8.999666832651732,0.11136167461228365
4200,-61.19752539491506,0.00046419579694097007,0.24973096819510845,8.99966217783768,0.11136809446641738
4300,-61.1979144704814,0.00046423165057514986,0.24972945756396348,8.999662236142502,0.11137229495663478
4400,-61.19975688982251,0.00046384363426240266,0.24972645096634982,8.999658871130444,0.11140233609044183
4500,-61.20344588964503,0.0004641584700306876,0.24972144197954432,8.999654266526367,0.11141397257142542
4600,-61.206416503020534,0.00046330626352925796,0.24971939376122254,8.999652484257215,0.11141835915362285
4700,-61.20682479523092,0.0004631329086457775,0.2497157082076643,8.999644253456493,0.11144675722714768
4800,-61.208751986488366,0.00046311403229062497,0.24971335139498713,8.999643373458143,0.1114570259299332
4900,-61.21067475843508,0.0004628426496212267,0.24971184698866264,8.999641605317944,0.11145997125329846
5000,-61.2123823751622,0.0004628817690282012,0.24970961616644557,8.999638036502173,0.11148161578086271
