miliseconds,V_membrane,n,jm,Ca_er_Ca_equations,Ca_i
0,-61.51599241709136,0.0004366457050754174,0.24924585717277936,8.999112240603385,0.11356014755555492
100,-61.51814851979894,0.0004365637317295987,0.24924247958985576,8.999109668257423,0.11356803864883817
200,-61.51854337816853,0.0004363473620907605,0.24923833938227985,8.99910640460594,0.11359110954735659
300,-61.52258980523534,0.0004362898266342635,0.2492338942679951,8.999101521060005,0.11358820171140657
400,-61.5229760666524,0.0004361618126930725,0.2492301685740342,8.99909657498375,0.11360930188842756
500,-61.52507453177375,0.00043596663734887033,0.24922725269304463,8.999097262873015,0.11362710544793735
600,-61.52707782582014,0.000435754525664469,0.24922431027011774,8.999093737648218,0.11362988728907052
700,-61.52888530681903,0.0004357338890330128,0.24922320445024185,8.999089038525572,0.1136607825188384
800,-61.532007757674,0.0004354488599912988,0.2492177443346751,8.999086023526853,0.1136550716214508
900,-61.532875522519234,0.0004354414802010085,0.24921640794438768,8.999081324565172,0.11367470520429379
1000,-61.53512175842937,0.00043515892627428345,0.24921080938037893,8.999078124178451,0.11369566107357114
1100,-61.537111226450314,0.00043499657470934326,0.24920679445431324,8.99907226215059,0.11369999256480143
1200,-61.53964879211009,0.00043490714918173955,0.24920659563294278,8.999070540756579,0.11372382425641447
1300,-61.54014438820289,0.0004348295421736598,0.2492040201602733,8.999067435216562,0.11373667092085979
1400,-61.542275061650535,0.00043463790049693286,0.24920009198802917,8.999066514515453,0.1137508743892736
1500,-61.54457899180243,0.00043459848600566634,0.24919736768185854,8.99905941658997,0.11376098286573247
1600,-61.545440554629295,0.00043442826059580193,0.2491927299614441,8.99905775790973,0.11377576578028788
1700,-61.547982972619266,0.000434268638585466,0.24919091706093804,8.999054797276617,0.11378329312714885
1800,-61.550439088198466,0.0004340172763419468,0.24918521414209002,8.999050225377271,0.11379617553565166
1900,-61.5516404406389,0.00043386203089329565,0.24918397861548158,8.999048369002692,0.11381253990177373
2000,-61.55455341584522,0.00043387330137496544,0.24918025998479068,8.999045017919038,0.11382698164960417
2100,-61.556495642945556,0.0004336617083981621,0.24917821357053774,8.999040588435685,0.11384165295957135
2200,-61.55747445431139,0.00043356712006975556,0.24917462598828657,8.999039557271745,0.11385630450182566
2300,-61.56089032798557,0.00043343843945058635,0.2491700452647211,8.999031719012725,0.11385937954467353
2400,-61.56162046499081,0.00043330888821546204,0.24916567634183484,8.999028194432935,0.11387934192523896
2500,-61.562933967107426,0.0004331428752069925,0.24916256001248893,8.999026895612387,0.11387908191848928
2600,-61.564470179998125,0.0004330113189421128,0.24915979509080424,8.999021915540542,0.11390680954624698
2700,-61.5691465440189,0.0004327926873526937,0.24915545001837366,8.999020549776725,0.11390939198769397
2800,-61.569831476332055,0.0004326147144326513,0.24915244997373603,8.999019174563196,0.11393455682821646
2900,-61.571946222880214,0.00043240658755694313,0.2491490422102384,8.999013962295273,0.11393293003985079
3000,-61.574035296282666,0.000432391773036109,0.24914602053598137,8.99900788588946,0.11395952966472186
3100,-61.576070881444274,0.00043209628482129603,0.24914518203163583,8.9990067258978,0.11396396882374503
3200,-61.57789020869222,0.0004321124695502959,0.249139787213286,8.999003199813309,0.11398725324698807
3300,-61.579513842528534,0.0004318384632733103,0.24913591317221062,8.999000122442023,0.113998063953821
3400,-61.580986841427986,0.000431835027760323,0.24913524293636916,8.99899455061559,0.11400339511131902
3500,-61.58284749362371,0.0004316516161919557,0.24913105107214198,8.998991546028911,0.11400836347031554
3600,-61.585667907244776,0.0004315610223454482,0.24912823689312724,8.998991851800993,0.11403639520902563
3700,-61.58603715721606,0.0004314463159080508,0.24912432133352172,8.998985214211576,0.11403461377392975
3800,-61.58914751957796,0.00043120249576008256,0.24912019315660353,8.99898296998882,0.1140565130165924
3900,-61.591984732225036,0.00043098346187564186,0.24911888890660128,8.998978141451996,0.1140698919069981
4000,-61.592253607142624,0.0004309924344371424,0.24911552716817523,8.998978953130488,0.11408067483984369
4100,-61.5937772010481,0.00043071296447190987,0.24911039272956828,8.99897252108428,0.11410013937696091
4200,-61.59533690892129,0.0004305385395207864,0.24910900168984015,8.9989723149634,0.11410972909856637
4300,-61.599312697770586,0.0004305632981804964,0.24910517642744404,8.99896418572531,0.11411271316374853
4400,-61.59949783844078,0.0004302711385369997,0.24910253223096326,8.998963855370407,0.11413674595190484
4500,-61.60153395447354,0.00043012813732400476,0.2490982557891118,8.998958289474395,0.1141536977667739
4600,-61.603247714489115,0.0004301570507889131,0.24909498762728324,8.998956354615117,0.11415172135554423
4700,-61.60520518213711,0.00043001750154213474,0.2490931004523782,8.998950920380254,0.11417954972978389
4800,-61.60823716901029,0.00042980353615013414,0.2490873865062281,8.998949383380559,0.11418043130788015
4900,-61.61008373021742,0.0004296063590208819,0.24908666382449426,8.998947728765271,0.11420290833210191
5000,-61.61036973434301,0.0004294949348536227,0.24908136038034678,8.998941370335913,0.1142123213343611
