milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
1200,8.411416611310023e-05,0.00016620505285956595,-1.250337487711393e-08,6.133488452517019e-10,-1.0945117782918727e-14,1.5614274460807114e-08,3.5615939419444494e-09,-3.809041694778436e-07,-4.528299176558771e-05,-2.894185939094736e-07,-7.246576623161843e-07,4.919280401944525e-07,3.316362933608282e-07,3.04000906677874e-05,3.1293849459762297e-07,5.675075778289752e-08,9.313933104044941e-05,5.5905302621320796e-08,2.600615480399388e-08,2.3328806312797787e-10,1.1640855311689562e-14,5.038027094596599e-09,9.189667109977611e-10,2.3069200580151057e-15
1300,8.416641250957119e-05,0.00016686148795809038,-1.534749630048394e-08,6.48147727915961e-10,-1.2238198585516303e-14,1.2641828099479945e-08,3.1971001135169246e-09,-3.675864271864583e-07,-5.654410750598318e-05,-3.189454402063267e-07,-1.355439947189423e-06,4.62944969442631e-07,3.1973724379372613e-07,3.175121875828118e-05,3.374086533128295e-07,5.513162472778068e-08,0.00010229918727452797,6.04750211286224e-08,2.8258189593750745e-08,2.3850808247116704e-10,1.2906409301805142e-14,5.500761819574052e-09,1.0089595995474169e-09,2.562698823385399e-15
1400,8.421865890604215e-05,0.00016751792305661482,-1.8191617723853964e-08,6.829466105802202e-10,-1.353127938811387e-14,9.669381738152776e-09,2.8326062850894014e-09,-3.54268684895073e-07,-6.780522324637864e-05,-3.484722865031798e-07,-1.986222232062664e-06,4.3396189869080953e-07,3.0783819422662414e-07,3.310234684877496e-05,3.61878812028036e-07,5.351249167266384e-08,0.00011145904350860654,6.504473963592402e-08,3.0510224383507605e-08,2.437281018143562e-10,1.4171963291920721e-14,5.963496544551504e-09,1.0989524880970728e-09,2.8184775887556927e-15
1500,8.42709053025131e-05,0.00016817435815513925,-2.1035739147223975e-08,7.177454932444792e-10,-1.4824360190711438e-14,6.696935376825605e-09,2.4681124566618786e-09,-3.409509426036878e-07,-7.906633898677408e-05,-3.779991328000329e-07,-2.6170045169359002e-06,4.0497882793898806e-07,2.959391446595222e-07,3.445347493926873e-05,3.863489707432424e-07,5.189335861754701e-08,0.00012061889974268506,6.96144581432256e-08,3.2762259173264466e-08,2.489481211575454e-10,1.54375172820363e-14,6.426231269528956e-09,1.1889453766467283e-09,3.074256354125984e-15
1600,8.432315169898405e-05,0.00016883079325366365,-2.3879860570593992e-08,7.525443759087383e-10,-1.611744099330901e-14,3.7244890154984355e-09,2.1036186282343533e-09,-3.276332003123025e-07,-9.032745472716954e-05,-4.07525979096886e-07,-3.2477868018091413e-06,3.759957571871666e-07,2.8404009509242016e-07,3.5804603029762516e-05,4.108191294584489e-07,5.027422556243017e-08,0.00012977875597676363,7.418417665052722e-08,3.501429396302133e-08,2.541681405007346e-10,1.6703071272151882e-14,6.8889659945064094e-09,1.278938265196384e-09,3.3300351194962773e-15
1700,8.4375398095455e-05,0.00016948722835218808,-2.672398199396401e-08,7.873432585729974e-10,-1.7410521795906584e-14,7.520426541712656e-10,1.7391247998068295e-09,-3.143154580209173e-07,-0.00010158857046756504,-4.3705282539373907e-07,-3.878569086682379e-06,3.470126864353451e-07,2.721410455253181e-07,3.715573112025629e-05,4.352892881736554e-07,4.865509250731333e-08,0.00013893861221084218,7.875389515782883e-08,3.726632875277819e-08,2.593881598439238e-10,1.7968625262267463e-14,7.351700719483864e-09,1.36893115374604e-09,3.58581388486657e-15
1800,8.442764449192596e-05,0.00017014366345071251,-2.9568103417334027e-08,8.221421412372566e-10,-1.8703602598504156e-14,-2.220403707155904e-09,1.3746309713793055e-09,-3.0099771572953204e-07,-0.0001128496862079605,-4.6657967169059217e-07,-4.509351371555621e-06,3.1802961568352364e-07,2.6024199595821607e-07,3.850685921075006e-05,4.597594468888619e-07,4.703595945219649e-08,0.00014809846844492073,8.332361366513044e-08,3.9518363542535055e-08,2.6460817918711295e-10,1.9234179252383042e-14,7.814435444461315e-09,1.4589240422956956e-09,3.841592650236864e-15
1900,8.447989088839692e-05,0.00017080009854923695,-3.2412224840704034e-08,8.569410239015155e-10,-1.9996683401101724e-14,-5.192850068483059e-09,1.0101371429517823e-09,-2.876799734381468e-07,-0.00012411080194835595,-4.961065179874451e-07,-5.140133656428857e-06,2.8904654493170217e-07,2.483429463911141e-07,3.985798730124384e-05,4.842296056040683e-07,4.541682639707965e-08,0.00015725832467899925,8.789333217243202e-08,4.177039833229191e-08,2.698281985303021e-10,2.0499733242498618e-14,8.277170169438767e-09,1.5489169308453511e-09,4.0973714156071566e-15
2000,8.453213728486786e-05,0.00017145653364776138,-3.5256346264074035e-08,8.917399065657746e-10,-2.128976420369929e-14,-8.165296429810222e-09,6.456433145242602e-10,-2.7436223114676156e-07,-0.00013537191768875134,-5.256333642842981e-07,-5.770915941302094e-06,2.600634741798808e-07,2.3644389682401212e-07,4.120911539173761e-05,5.086997643192748e-07,4.3797693341962816e-08,0.00016641818091307778,9.246305067973363e-08,4.4022433122048763e-08,2.750482178734913e-10,2.1765287232614193e-14,8.739904894416218e-09,1.6389098193950066e-09,4.353150180977448e-15
2100,8.458438368133883e-05,0.0001721129687462858,-3.810046768744406e-08,9.265387892300337e-10,-2.2582845006296864e-14,-1.11377427911374e-08,2.811494860967353e-10,-2.6104448885537626e-07,-0.00014663303342914684,-5.551602105811513e-07,-6.401698226175337e-06,2.3108040342805923e-07,2.2454484725691007e-07,4.256024348223139e-05,5.331699230344813e-07,4.217856028684597e-08,0.00017557803714715638,9.703276918703524e-08,4.627446791180564e-08,2.802682372166805e-10,2.3030841222729778e-14,9.202639619393674e-09,1.7289027079446627e-09,4.608928946347742e-15
2200,8.463663007780979e-05,0.00017276940384481024,-4.0944589110814076e-08,9.613376718942929e-10,-2.3875925808894435e-14,-1.4110189152464562e-08,-8.334434233078874e-11,-2.47726746563991e-07,-0.0001578941491695423,-5.846870568780043e-07,-7.032480511048575e-06,2.0209733267623783e-07,2.1264579768980806e-07,4.391137157272517e-05,5.576400817496878e-07,4.0559427231729136e-08,0.0001847378933812349,1.0160248769433683e-07,4.85265027015625e-08,2.854882565598697e-10,2.4296395212845357e-14,9.665374344371124e-09,1.8188955964943182e-09,4.864707711718035e-15
2300,8.468887647428073e-05,0.00017342583894333467,-4.37887105341841e-08,9.961365545585518e-10,-2.5169006611492006e-14,-1.708263551379173e-08,-4.4783817075831275e-10,-2.3440900427260575e-07,-0.00016915526490993778,-6.142139031748574e-07,-7.663262795921815e-06,1.7311426192441628e-07,2.0074674812270601e-07,4.526249966321896e-05,5.821102404648943e-07,3.8940294176612296e-08,0.00019389774961531348,1.0617220620163844e-07,5.0778537491319366e-08,2.9070827590305886e-10,2.556194920296094e-14,1.0128109069348577e-08,1.9088884850439744e-09,5.120486477088328e-15
2400,8.47411228707517e-05,0.0001740822740418591,-4.663283195755411e-08,1.0309354372228111e-09,-2.646208741408958e-14,-2.00550818751189e-08,-8.123319991858368e-10,-2.210912619812205e-07,-0.00018041638065033325,-6.437407494717105e-07,-8.294045080795055e-06,1.441311911725948e-07,1.88847698555604e-07,4.661362775371273e-05,6.065803991801008e-07,3.732116112149546e-08,0.000203057605849392,1.1074192470894006e-07,5.3030572281076226e-08,2.959282952462481e-10,2.682750319307652e-14,1.0590843794326031e-08,1.99888137359363e-09,5.37626524245862e-15
2500,8.479336926722263e-05,0.00017473870914038353,-4.947695338092413e-08,1.06573431988707e-09,-2.7755168216687152e-14,-2.3027528236446072e-08,-1.1768258276133608e-09,-2.0777351968983522e-07,-0.0001916774963907287,-6.732675957685637e-07,-8.924827365668293e-06,1.1514812042077328e-07,1.7694864898850198e-07,4.796475584420651e-05,6.310505578953074e-07,3.570202806637862e-08,0.0002122174620834706,1.1531164321624167e-07,5.5282607070833094e-08,3.0114831458943726e-10,2.8093057183192102e-14,1.1053578519303484e-08,2.0888742621432858e-09,5.6320440078289136e-15
2600,8.48456156636936e-05,0.00017539514423890794,-5.232107480429414e-08,1.1005332025513291e-09,-2.904824901928472e-14,-2.5999974597773233e-08,-1.5413196560408838e-09,-1.9445577739844998e-07,-0.00020293861213112414,-7.027944420654167e-07,-9.55560965054153e-06,8.616504966895188e-08,1.650495994214e-07,4.931588393470029e-05,6.555207166105137e-07,3.4082895011261784e-08,0.00022137731831754914,1.1988136172354325e-07,5.753464186058995e-08,3.0636833393262643e-10,2.935861117330768e-14,1.1516313244280936e-08,2.1788671506929415e-09,5.887822773199206e-15
2700,8.489786206016456e-05,0.00017605157933743237,-5.5165196227664147e-08,1.1353320852155882e-09,-3.034132982188229e-14,-2.8972420959100397e-08,-1.9058134844684068e-09,-1.8113803510706476e-07,-0.00021419972787151958,-7.323212883622697e-07,-1.018639193541477e-05,5.7181978917130464e-08,1.5315054985429797e-07,5.066701202519406e-05,6.799908753257203e-07,3.2463761956144944e-08,0.00023053717455162766,1.2445108023084486e-07,5.978667665034681e-08,3.115883532758156e-10,3.062416516342326e-14,1.1979047969258388e-08,2.268860039242597e-09,6.143601538569499e-15
2800,8.495010845663552e-05,0.0001767080144359568,-5.8009317651034174e-08,1.1701309678798471e-09,-3.1634410624479863e-14,-3.194486732042757e-08,-2.270307312895931e-09,-1.6782029281567947e-07,-0.00022546084361191508,-7.618481346591229e-07,-1.081717422028801e-05,2.819890816530893e-08,1.4125150028719593e-07,5.201814011568784e-05,7.044610340409267e-07,3.0844628901028105e-08,0.00023969703078570627,1.2902079873814645e-07,6.203871144010367e-08,3.1680837261900477e-10,3.1889719153538835e-14,1.2441782694235842e-08,2.358852927792253e-09,6.399380303939792e-15
2900,8.500235485310646e-05,0.00017736444953448123,-6.085343907440418e-08,1.2049298505441064e-09,-3.292749142707743e-14,-3.4917313681754735e-08,-2.6348011413234552e-09,-1.545025505242942e-07,-0.00023672195935231055,-7.913749809559759e-07,-1.1447956505161248e-05,-7.841625865125431e-10,1.2935245072009391e-07,5.336926820618161e-05,7.289311927561333e-07,2.9225495845911265e-08,0.00024885688701978476,1.3359051724544806e-07,6.429074622986053e-08,3.2202839196219394e-10,3.315527314365442e-14,1.2904517419213297e-08,2.4488458163419086e-09,6.655159069310084e-15
3000,8.505460124957742e-05,0.00017802088463300566,-6.369756049777421e-08,1.2397287332083655e-09,-3.4220572229675006e-14,-3.78897600430819e-08,-2.9992949697509792e-09,-1.4118480823290894e-07,-0.000247983075092706,-8.209018272528291e-07,-1.2078738790034488e-05,-2.9767233338334045e-08,1.1745340115299188e-07,5.47203962966754e-05,7.534013514713397e-07,2.7606362790794425e-08,0.00025801674325386337,1.3816023575274968e-07,6.65427810196174e-08,3.2724841130538317e-10,3.442082713377e-14,1.3367252144190749e-08,2.5388387048915647e-09,6.910937834680379e-15
3100,8.510684764604837e-05,0.00017867731973153007,-6.654168192114421e-08,1.2745276158726246e-09,-3.551365303227257e-14,-4.086220640440906e-08,-3.363788798178502e-09,-1.2786706594152375e-07,-0.00025924419083310144,-8.50428673549682e-07,-1.2709521074907726e-05,-5.8750304090155425e-08,1.055543515858899e-07,5.607152438716917e-05,7.778715101865461e-07,2.5987229735677595e-08,0.00026717659948794186,1.4272995426005124e-07,6.879481580937425e-08,3.3246843064857234e-10,3.5686381123885574e-14,1.3829986869168199e-08,2.62883159344122e-09,7.16671660005067e-15
3200,8.515909404251933e-05,0.0001793337548300545,-6.938580334451422e-08,1.3093264985368835e-09,-3.680673383487014e-14,-4.383465276573623e-08,-3.728282626606026e-09,-1.1454932365013847e-07,-0.0002705053065734969,-8.799555198465352e-07,-1.3340303359780966e-05,-8.773337484197693e-08,9.365530201878788e-08,5.742265247766294e-05,8.023416689017526e-07,2.4368096680560752e-08,0.0002763364557220204,1.4729967276735285e-07,7.104685059913111e-08,3.376884499917615e-10,3.6951935114001156e-14,1.4292721594145654e-08,2.7188244819908757e-09,7.422495365420964e-15
3300,8.521134043899029e-05,0.00017999018992857896,-7.222992476788425e-08,1.3441253812011429e-09,-3.809981463746772e-14,-4.68070991270634e-08,-4.09277645503355e-09,-1.0123158135875321e-07,-0.0002817664223138924,-9.094823661433882e-07,-1.3971085644654208e-05,-1.1671644559379843e-07,8.175625245168585e-08,5.877378056815673e-05,8.268118276169591e-07,2.274896362544391e-08,0.000285496311956099,1.5186939127465447e-07,7.329888538888797e-08,3.4290846933495073e-10,3.821748910411673e-14,1.4755456319123107e-08,2.808817370540532e-09,7.678274130791256e-15
3400,8.526358683546123e-05,0.0001806466250271034,-7.507404619125426e-08,1.378924263865402e-09,-3.9392895440065285e-14,-4.977954548839057e-08,-4.457270283461074e-09,-8.791383906736795e-08,-0.0002930275380542878,-9.390092124402413e-07,-1.4601867929527446e-05,-1.4569951634561991e-07,6.985720288458383e-08,6.012490865865051e-05,8.512819863321657e-07,2.1129830570327073e-08,0.0002946561681901775,1.5643910978195608e-07,7.555092017864483e-08,3.481284886781399e-10,3.948304309423232e-14,1.5218191044100558e-08,2.898810259090187e-09,7.93405289616155e-15
3500,8.53158332319322e-05,0.00018130306012562782,-7.791816761462427e-08,1.413723146529661e-09,-4.0685976242662866e-14,-5.275199184971774e-08,-4.821764111888598e-09,-7.459609677598268e-08,-0.0003042886537946833,-9.685360587370945e-07,-1.5232650214400684e-05,-1.7468258709744144e-07,5.7958153317481807e-08,6.147603674914429e-05,8.757521450473721e-07,1.951069751521023e-08,0.0003038160244242561,1.610088282892577e-07,7.780295496840171e-08,3.533485080213291e-10,4.07485970843479e-14,1.5680925769078013e-08,2.9888031476398432e-09,8.189831661531843e-15
3600,8.536807962840315e-05,0.0001819594952241522,-8.076228903799428e-08,1.44852202919392e-09,-4.197905704526042e-14,-5.5724438211044893e-08,-5.18625794031612e-09,-6.127835448459748e-08,-0.0003155497695350787,-9.980629050339474e-07,-1.586343249927392e-05,-2.0366565784926278e-07,4.605910375037983e-08,6.282716483963806e-05,9.002223037625786e-07,1.7891564460093397e-08,0.00031297588065833467,1.6557854679655928e-07,8.005498975815857e-08,3.5856852736451825e-10,4.201415107446348e-14,1.614366049405546e-08,3.0787960361894985e-09,8.445610426902133e-15
3700,8.54203260248741e-05,0.00018261593032267663,-8.360641046136431e-08,1.483320911858179e-09,-4.3272137847857996e-14,-5.869688457237207e-08,-5.550751768743645e-09,-4.796061219321221e-08,-0.00032681088527547415,-1.0275897513308004e-06,-1.649421478414716e-05,-2.3264872860108428e-07,3.4160054183277806e-08,6.417829293013183e-05,9.24692462477785e-07,1.6272431404976557e-08,0.00032213573689241317,1.7014826530386087e-07,8.230702454791543e-08,3.637885467077074e-10,4.327970506457905e-14,1.6606395219032917e-08,3.1687889247391546e-09,8.701389192272427e-15
3800,8.547257242134506e-05,0.00018327236542120106,-8.645053188473431e-08,1.5181197945224384e-09,-4.4565218650455565e-14,-6.166933093369923e-08,-5.915245597171169e-09,-3.464286990182694e-08,-0.00033807200101586965,-1.0571165976276535e-06,-1.71249970690204e-05,-2.616317993529058e-07,2.2261004616175776e-08,6.552942102062562e-05,9.491626211929916e-07,1.465329834985972e-08,0.0003312955931264918,1.7471798381116249e-07,8.455905933767229e-08,3.690085660508966e-10,4.4545259054694634e-14,1.706912994401037e-08,3.2587818132888103e-09,8.95716795764272e-15
3900,-1.276783277640166e-06,0.00023652539355118292,-1.2635572930721318e-07,3.854464204163387e-10,6.9980859948460964e-15,-1.0881978061729693e-07,-8.24797673788358e-09,1.0028741066274393e-07,-0.000513318480637403,-1.156937695674651e-06,-6.95487865562883e-05,-1.2359754176379625e-06,-1.0922959621399717e-07,7.07211212398451e-05,1.2663717071411695e-06,8.891498868781307e-09,0.0003712310867309222,2.60076323060993e-07,1.2038782979136498e-07,2.5261042781725495e-10,2.1737162359924965e-13,2.095381911836888e-08,1.7921242191452139e-09,4.267447379639946e-14
4000,-9.746864269117102e-05,0.0002955000156734707,-1.702925268308249e-07,-8.74227617906381e-10,6.43112455262435e-14,-1.607760282401235e-07,-1.0794817845275322e-08,2.484470189892304e-07,-0.0007064037140399564,-1.2644055849932277e-06,-0.0001276067538823246,-2.3131578115467438e-06,-2.5372967659028575e-07,7.633060886984973e-05,1.6154256938868127e-06,2.679049374673622e-09,0.00041451443409809194,3.542230582970645e-07,1.5986916475510528e-07,1.2298235053925357e-10,4.088608186886823e-13,2.521075738513232e-08,1.5613014260682267e-10,8.003181145550641e-14
4100,-0.0001936605021047099,0.0003544746377957665,-2.1422932435443664e-07,-2.1339016562291005e-09,1.2162440505764455e-13,-2.1273227586295393e-07,-1.3341658952667184e-08,3.966066273157169e-07,-0.0008994889474425097,-1.3718734743118122e-06,-0.00018566472120836488,-3.3903402054555873e-06,-3.9822975696657434e-07,8.194009649985485e-05,1.9644796806324558e-06,-3.5334001194343093e-09,0.00045779778146526166,4.4836979353313993e-07,1.993504997188475e-07,-6.645726738755351e-12,6.003500137781297e-13,2.9467695651895758e-08,-1.4798639339315684e-09,1.1738914911461703e-13
4200,-0.00028985236151824075,0.0004134492599180543,-2.581661218780484e-07,-3.39357569455176e-09,1.7893756458904196e-13,-2.646885234857805e-07,-1.5888500060058924e-08,5.447662356422034e-07,-0.0010925741808450631,-1.4793413636303886e-06,-0.00024372268853440517,-4.4675225993643685e-06,-5.42729837342863e-07,8.754958412985948e-05,2.313533667378099e-06,-9.74584961354175e-09,0.0005010811288324314,5.425165287692114e-07,2.388318346825897e-07,-1.3627380401675675e-10,7.918392088675624e-13,3.372463391865896e-08,-3.11585801046996e-09,1.5474648677372582e-13
4300,-0.0003860442209317716,0.00047242388204034205,-3.021029194016601e-07,-4.65324973287442e-09,2.362507241204393e-13,-3.1664477110860704e-07,-1.8435341167450544e-08,6.929258439686899e-07,-0.0012856594142476084,-1.5868092529489574e-06,-0.00030178065586044145,-5.544704993273087e-06,-6.872299177191437e-07,9.315907175986412e-05,2.6625876541237266e-06,-1.595829910764919e-08,0.0005443644761995992,6.36663264005279e-07,2.783131696463281e-07,-2.6590188129475813e-10,9.833284039569878e-13,3.7981572185422154e-08,-4.75185208700823e-09,1.9210382443283278e-13
4400,-0.00048223608034530645,0.0005313985041626338,-3.460397169252718e-07,-5.9129237711971396e-09,2.935638836518404e-13,-3.6860101873143745e-07,-2.0982182274842406e-08,8.410854522951763e-07,-0.0014787446476501698,-1.694277142267534e-06,-0.00035983862318648177,-6.62188738718193e-06,-8.317299980954323e-07,9.876855938986925e-05,3.0116416408693696e-06,-2.217074860175688e-08,0.0005876478235667708,7.308099992413545e-07,3.177945046100703e-07,-3.9552995857276707e-10,1.1748175990464278e-12,4.2238510452185595e-08,-6.3878461635466215e-09,2.294611620919416e-13
4500,-0.0005784279397588413,0.0005903731262849256,-3.899765144488836e-07,-7.172597809519798e-09,3.508770431832378e-13,-4.2055726635426405e-07,-2.3529023382234148e-08,9.892450606216629e-07,-0.001671829881052723,-1.8017450315861104e-06,-0.00041789659051252203,-7.699069781090649e-06,-9.762300784717208e-07,0.00010437804701987388,3.360695627615013e-06,-2.8383198095864562e-08,0.0006309311709339407,8.24956734477426e-07,3.5727583957381254e-07,-5.251580358507685e-10,1.3663067941358677e-12,4.6495448718949036e-08,-8.023840240085012e-09,2.6681849975105035e-13
4600,-0.0006746197991723762,0.0006493477484072174,-4.339133119724972e-07,-8.432271847842518e-09,4.0819020271463887e-13,-4.7251351397709446e-07,-2.607586448962601e-08,1.1374046689481571e-06,-0.0018649151144552844,-1.909212920904695e-06,-0.00047595455783856235,-8.776252174999492e-06,-1.1207301588480094e-06,0.00010998753464987902,3.709749614360656e-06,-3.4595647589972494e-08,0.0006742145183011104,9.191034697135015e-07,3.967571745375548e-07,-6.547861131287774e-10,1.5577959892253077e-12,5.075238698571247e-08,-9.659834316623404e-09,3.04175837410161e-13
4700,-0.000770811658585911,0.0007083223705295091,-4.77850109496109e-07,-9.691945886165238e-09,4.655033622460363e-13,-5.244697615999249e-07,-2.8622705597017752e-08,1.2855642772746436e-06,-0.002058000347857838,-2.0166808102232713e-06,-0.0005340125251646026,-9.853434568908274e-06,-1.265230239224298e-06,0.00011559702227988365,4.058803601106299e-06,-4.0808097084079936e-08,0.0007174978656682801,1.013250204949573e-06,4.3623850950129505e-07,-7.844141904067788e-10,1.7492851843147405e-12,5.5009325252475674e-08,-1.1295828393161794e-08,3.415331750692698e-13
