milliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
3200,57.821158774813206,30.158195146569323,16.788287438401426,5.9862567035117066e-05,1.745283533748311e-05,109.08728932533455,1.249098971464509,25.32833558877686
3300,55.64755537297884,29.802987369966715,17.011974664510515,5.7730804421840924e-05,1.6018826419881673e-05,109.91405199826421,1.3461606205236025,24.985197650607216
3400,55.14141424533874,29.940174973957724,16.955239549317657,6.0603878794931345e-05,1.6604679803992984e-05,110.82347324020036,1.3531330356791913,25.345170948949985
3500,53.63777065793753,29.05157050500105,17.299875402785325,5.467424900149619e-05,1.5025092735890862e-05,110.10987884882519,1.4374331255380948,25.87287477032535
3600,53.155883815055226,28.96347496999953,17.62544032391869,5.29208199522339e-05,1.4661355328960829e-05,110.63886757964907,1.5419711308517468,26.46990333498306
3700,53.57871495781881,28.309973745263306,17.407817011163896,4.833033406177381e-05,1.536704146884754e-05,113.53698204056428,1.5764011990167357,26.846684261013458
3800,52.830958827994635,28.035193770441026,17.865646343608557,5.1744728615747026e-05,1.4767239176352805e-05,114.57349002862134,1.6299681054806934,26.9744877659035
3900,51.14841694149852,27.729898632909578,17.924579183116627,5.253259145529773e-05,1.4530830005648035e-05,114.37241885491771,1.7368504411345895,26.951576271145353
4000,50.002415755308,27.190270115404452,17.952010767997567,5.05352339508882e-05,1.4604676747455827e-05,117.21049898837069,1.7363141933460633,27.628264818835135
4100,51.06309724555446,27.02434592179589,18.335191441099223,4.511331521714582e-05,1.3635458875226675e-05,116.0515729248982,1.835282613085407,27.317535449042655
4200,50.29359232769057,26.980571278324817,18.333019143049114,4.611562217241772e-05,1.249755093665928e-05,117.72846056591898,1.9159005347039333,27.8294002072052
4300,49.10774516578648,26.307803834022693,18.674697577647706,4.35840298041781e-05,1.315462877539062e-05,117.31669263447202,1.9883741040324467,28.35534798983325
4400,49.246149990109934,25.758042024234058,18.74116216484555,4.355842405631622e-05,1.2901098309692663e-05,118.17868219615747,2.0433529601701412,28.054664069104362
4500,47.33124075762775,26.219894632271032,18.811494188262614,3.931472248359354e-05,1.1747568225366189e-05,120.1156345851611,2.0664477285236282,28.31144746532472
4600,46.21029425280407,26.071078063161202,18.760358666535275,3.5362377538778985e-05,1.2282376296522258e-05,119.94518644603407,2.1754577238368813,28.859227570534138
4700,46.30308029820925,25.360784716898422,19.061781886631085,3.4738164495421264e-05,1.2003623889115295e-05,121.65228418142173,2.2072334978881587,28.792157058729938
4800,45.95743322625797,25.522833259551387,19.098956873087598,4.0194215882026775e-05,1.108686314108557e-05,122.88704055336285,2.3255354056161224,29.47550478467234
4900,45.0306029732412,25.183769518487313,19.108961254179853,3.6871377395507084e-05,1.0756151908554761e-05,122.29151466494321,2.374669834624363,29.298314120714977
5000,43.762782520765406,24.38742884025928,19.562142851591226,3.629216559093253e-05,1.1143305058855868e-05,122.80957485635288,2.4441557233295357,29.984361789608958
