miliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
0,142.83436757738244,63.67356554251366,-0.21172644991163567,3.124095317288336e-06,-1.5129678782237516e-07,0.3465707538637514,-0.028265746770046233,0.3273138408584274
100,136.88845534648553,61.71746398624835,1.2400429483411795,0.0003859503416246027,7.603220492028012e-05,8.349924494673754,-0.020782577929904185,1.474703363026042
200,130.84961953935027,58.929903895169495,2.13325312118524,0.00034387154267745456,7.104766041752983e-05,17.946141660420977,-0.028056205309654348,3.502596966613349
300,124.2788041787265,57.364623965439755,3.4292299498585423,0.00032107310152699797,6.54139122390543e-05,24.92100233771445,-0.0028190995526934555,4.883507700802634
400,121.20737288391729,55.78500492669521,4.124391400893383,0.00029523325695790097,6.213032779732523e-05,28.471604672103137,0.049939343450591575,6.3646454855940995
500,115.36246189582042,53.96976931556695,5.274807455455223,0.000267463124932765,5.853866991354746e-05,36.42299590572638,0.013676404292865374,7.733902623064291
600,110.11773668734811,52.257509686050376,6.019804572999014,0.00024915569059912426,5.475645934033793e-05,40.741440093808706,0.09577038410593446,8.525116762848713
700,107.97631950280005,50.698077690322975,7.040883800332595,0.00022624721337181677,5.177921420074139e-05,46.133961923616276,0.057746001017096635,9.95332156050156
800,103.54135487862729,49.143151269364,7.678815454768718,0.00021623584478095245,4.848197518332169e-05,50.789728604778,0.11482361853064262,10.86248689654482
900,100.41650200317554,47.98596075092199,8.129634904499994,0.00019940647664123823,4.555444660132308e-05,56.27390509432507,0.12584845129652833,12.159894299252347
1000,97.22599372044914,47.15103781357399,8.893271251971644,0.00018634471875388518,4.32937423399277e-05,60.33995984384103,0.19485380967177984,12.646622530343432
1100,93.80409835745847,45.676635503403574,9.349869486269927,0.00017032198362544536,4.1655276558964206e-05,63.18348017400231,0.22755716824673966,13.18961510265043
1200,90.06464535002279,44.57443783768297,10.032643354813088,0.00016588957899886958,3.9642592456767176e-05,67.57544574507604,0.2841518693561905,14.671817331925665
1300,88.6603425644989,43.36031757623801,10.552956724847101,0.00015138262391551009,3.697053591435462e-05,68.76286176750226,0.31398600069894056,15.333814857941055
1400,86.81955351866576,42.81486034203425,11.168439153175074,0.0001457662247469795,3.559040362029521e-05,72.40431387992598,0.3489428110068563,15.957360603551452
1500,82.18754812595895,41.34245794336459,11.311527595947037,0.00013412688015747998,3.378903284311819e-05,77.58248574972208,0.3459822401600878,16.832933079478607
1600,80.407043158716,40.77819740263876,12.067027127320852,0.00012844237672245712,3.172423494757331e-05,78.43028451493913,0.44518602320600853,17.201375078367114
1700,79.16436499114471,39.64152817133481,12.241451449573503,0.00011887092131094922,2.975744155808066e-05,80.80668918127812,0.48297489211240585,18.034879649064468
1800,77.90512967935572,39.36210801845481,12.696075676085686,0.0001107036819008284,3.0111035025105836e-05,85.1926737501872,0.4745852941214185,18.993710876603693
1900,74.2454106325193,38.11481827272711,13.171995501896575,0.00010628045567147786,2.8539413764719274e-05,87.27272349018249,0.525488603784407,18.88400891527854
2000,73.97173042582595,37.863198098290994,13.49661051392006,0.0001068130599421382,2.6228851363912966e-05,89.3591259018701,0.6134970348370504,19.707598714421028
2100,70.55976350152741,36.8317645486875,13.938715914013216,9.625637081544391e-05,2.5530252546409354e-05,90.856658949119,0.6361789536550311,20.15903691851072
2200,70.57127015706521,36.257798287192834,13.933976443125713,9.678359850691765e-05,2.556186476442099e-05,92.9946539140373,0.7150244821229645,20.781941713262242
2300,67.7979279183365,35.101710619774515,14.39366939620206,9.088187278339598e-05,2.403468071233795e-05,94.59566949435589,0.7757141689036405,20.98260076003733
2400,66.15789005352872,35.10880304606381,14.696985249627478,8.941987481550448e-05,2.2972706337043135e-05,95.09320606788074,0.8188466643350555,22.015526504548827
2500,65.63056842018221,33.80319518084111,15.174839032465886,8.293393054322654e-05,2.2467102785911672e-05,96.73304507209517,0.8701477828667844,22.08385011720666
2600,65.50462440143116,33.17958252512017,15.192085124135843,8.119316900027834e-05,2.2161488526312865e-05,99.65677605477684,0.9436383954252849,22.441476635186845
2700,64.11643033422794,33.488283697136865,15.430504840197017,7.752851590463976e-05,2.0030211002845323e-05,99.45321172518014,0.9299144203357184,23.056852941814626
2800,61.3188364038559,32.987006966199054,15.996769838595778,7.329407945116783e-05,2.0090934706756096e-05,100.82215847568979,1.0091558569836165,23.54175206790408
2900,60.68609966577058,32.42445807532141,16.156240337144595,6.63297460731128e-05,1.8911677014329633e-05,103.9149473262556,1.1119272113848355,23.8201779928013
3000,59.38768185013475,31.482107521974612,16.270811137163612,7.12434829876213e-05,1.8772714645763925e-05,106.30459104997159,1.1109918404266106,24.513341329078504
3100,58.55269054011336,31.46320103939708,16.605579250842172,6.681082095848346e-05,1.8598951836266225e-05,105.22313890784581,1.1797946498619365,24.44155702114186
