milliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
4100,50.16033827124447,26.614591887848572,18.163091145510137,4.509961360656673e-05,1.3378033793338409e-05,115.75724074690261,1.829006461354734,27.78726976790308
4200,48.77824598939586,27.176059449136556,18.24070952617022,4.5059050831074725e-05,1.2563659347184588e-05,116.75986418087273,1.9102744213121736,28.09956737640628
4300,48.12721344173611,26.328402743917756,18.40639231920474,4.644854052743575e-05,1.248039469031765e-05,117.23841848471675,2.002761359205207,28.290958662120946
4400,47.72103063275608,26.37379833227994,18.71676327042241,4.06291457157973e-05,1.3169196148142566e-05,118.53598200107736,2.052130382901511,28.689223144197022
4500,46.19772660022824,25.66220213329773,18.686175961451095,3.761959717956253e-05,1.2055702151914825e-05,120.45795471192203,2.079395031279635,28.548429704936044
4600,45.918520371454534,25.598109698022597,19.027120994303235,4.18661346544155e-05,1.2447681965226015e-05,119.48298723615967,2.145003547422491,28.813703084860933
4700,45.542383201153676,25.163623739470687,19.33332264160115,3.5347999422917443e-05,1.1167366807295263e-05,119.39929447682161,2.2258536025667657,28.684486334975674
4800,44.68087360753735,24.828884038947077,19.23499241023629,3.70561127431373e-05,1.038267164122158e-05,120.78174529635176,2.339655224083457,29.038463865095906
4900,44.15500048516989,25.208092648122204,19.21629907229455,3.935666241075979e-05,1.1495199139976115e-05,123.51956566117613,2.378137289402982,29.2742456694006
5000,45.59472647443029,23.96726600589772,19.641281852694974,3.951805007906408e-05,1.0703329619854627e-05,121.74923221236637,2.4474640487258013,29.905187179162866
