miliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,0.9999912820752532,2.009412815336459e-06,0.010002452644713035,-2.9989618617365435e-06,-1.297421263887673e-05,0.10000314488015405,-2.4982916183156822,0.00027988959937751655
100,0.99822286858243,0.001387442898702194,0.008134918442663907,7.219505577345516e-05,0.00014623273182731825,0.09986696202301532,86.62772218039751,0.06005740572980703
200,0.9969796465663698,0.001546640530330901,0.007032606715786974,0.00024257998461239683,0.00045193620829855023,0.09954854219804227,452.6361433910704,0.27830144677590923
300,0.9961325941747589,0.0015314655737089218,0.006217969794031314,0.00039552158564807487,0.0007771669755103384,0.09923655346098974,973.3652446674078,0.39428102627377054
400,0.9954447787864493,0.001507358396187279,0.005455203472652569,0.0004956898882113589,0.000984687384644281,0.09902690949898756,1445.779795302203,0.4215543143406255
500,0.9949641413210029,0.0014908332710766357,0.00500734347657708,0.0006064713816206033,0.0011658303989658988,0.0988189537306937,1955.9014177293493,0.4164481994133303
600,0.994476964289701,0.001461296809579286,0.004545821575595679,0.0006668076146682083,0.0013123789509228592,0.09868000127683516,2333.372064801261,0.39430700979310646
700,0.9941771854989253,0.0014534403942787868,0.004163682805952041,0.0007294535414031004,0.0014592771746303151,0.09855425161869019,2622.7200211228474,0.370113679131643
800,0.9938907192667331,0.0014464208767874511,0.0038982091233887074,0.0007961752830758393,0.0015636344095874407,0.09846755188406163,2883.6819890739225,0.3481785691214013
900,0.9936982012780552,0.0014254778100996996,0.003643601085771865,0.0008249014577452683,0.0016252991094464512,0.09836291292034503,3037.847358159371,0.327238392797543
1000,0.993539913414405,0.0014335943204257353,0.0034661093468200278,0.0008543530543817744,0.0016846627030117005,0.0983257468492641,3219.7461624513257,0.3128675042121702
1100,0.9933010540637165,0.0014242912404882602,0.003304538991793211,0.0008823519781589765,0.0017419227526874904,0.0982889042287759,3370.0967624305868,0.2981731405887863
1200,0.9932000717205227,0.001415481018621566,0.003297876300344001,0.0009041374803465563,0.0017773264480520298,0.09823768318762412,3414.429891825401,0.29291614487494616
1300,0.9932128890267584,0.0014225771030507406,0.003148681614884262,0.0009098583122929662,0.0017997820391438735,0.09818761139853552,3488.1160923567145,0.2851076944517054
1400,0.9930560270424457,0.0014168039550397826,0.003050104915997493,0.000920266944023248,0.001824511086556596,0.09819145844500983,3554.1384741976376,0.27874901084838016
1500,0.993019559893381,0.0014010057048360208,0.0030506987582646344,0.0009439911400861208,0.00184117627997794,0.09818033908941473,3675.259210034327,0.275526547866918
1600,0.9929522816599505,0.001408268706682995,0.0029191401042118034,0.0009452164748432017,0.0018772172245173629,0.09813181284335926,3640.3734277945814,0.27319436199576624
1700,0.993008207054767,0.001402139822249882,0.003010400188354537,0.0009424751687130123,0.0018742205791741928,0.09811177008653932,3678.541923010892,0.2681020355047497
1800,0.9928589290176976,0.0013974234448218164,0.0029527524941073,0.0009565667511928619,0.0018627003539707738,0.09812300402688649,3779.685802241706,0.26988455227499636
1900,0.9929055342323349,0.0014033088643687168,0.0029173223892704323,0.0009590774404081142,0.001907685827102208,0.09809246491898922,3734.2778606010875,0.26835678089046583
2000,0.9929274432821217,0.0014089897299618124,0.0029471795851462724,0.0009617918951402842,0.0018873140788294848,0.09809742866352254,3785.4342714771456,0.2667484449154742
2100,0.9928069601305968,0.0013998565440922462,0.0028848746621983755,0.0009561006116442657,0.0018751140901872455,0.09808650138535374,3774.872599245258,0.2643300653875131
2200,0.9928336711738486,0.0014061061057442465,0.0029249235640802012,0.0009712821254525844,0.001892974084892989,0.09811802873517121,3743.746633685904,0.2662435560642755
2300,0.9928498775811523,0.0013911624672492532,0.0029042372827877863,0.0009724793614432567,0.0019080888559350963,0.0981096675630914,3831.3469143276056,0.26357683980937047
2400,0.9928391104532042,0.0014028656151291834,0.002875949729148479,0.0009696168601940389,0.0018906600749564967,0.09809815541605237,3803.4826266021096,0.2655958726827943
2500,0.9928129586820175,0.001403683544622414,0.0028960660130929396,0.0009744129589317831,0.001895712390364011,0.09810688314796488,3764.397176298028,0.26551567210240823
2600,0.9928779318855027,0.0014068047258279015,0.002779972651059261,0.0009657949347226667,0.0019041424367454692,0.09807671236005709,3803.0922745039043,0.2639804042262887
