miliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,1.0000706162743627,7.824396221571191e-06,0.009928192553668898,-6.593693058465975e-06,-1.566380790413045e-05,0.1000100067599599,-24.529957096224596,-0.0030513257408225324
100,0.9981679252898265,0.0013797295474471867,0.008213681605951394,8.068311144556176e-05,0.00013118692372523057,0.09986245407603263,65.40297042235747,0.06339397209142343
200,0.9970035937643048,0.0015511570764006888,0.006989542098583309,0.00024668545089144307,0.00044500029074175557,0.09953211359033261,464.3508406651645,0.2788779124091349
300,0.996248351823378,0.0015337762412456963,0.0062175494318445846,0.00038340141921049364,0.0007473644860464129,0.09925623818382753,1013.280417008094,0.39082699264716153
400,0.9955217664364406,0.0015159989365371939,0.005548292307320466,0.0004966469624902858,0.0009877313343976241,0.0990038624924912,1497.5651020524092,0.4245540731661951
500,0.9949838506561484,0.0014963640736572695,0.0049632310696096195,0.0005920329873347714,0.0011919679684803859,0.09882015291562077,1935.376985639514,0.41562200066955923
600,0.9945132618689558,0.0014693145625720276,0.004481005249586915,0.0006773373273362842,0.0013268521309536604,0.09865857348183418,2328.4198541978562,0.38988281885082093
700,0.9941735534285534,0.0014581087180760258,0.004103458816942728,0.0007390367920967009,0.0014540075915392761,0.09855427031253634,2652.7459976374357,0.37037906325913716
800,0.9939418907972432,0.0014479672938228442,0.003899611342112052,0.00078272179796458,0.0015331213915052084,0.09847121824799224,2825.7738901824687,0.34848406114294933
900,0.9936021501998711,0.0014418561032170148,0.003617110607348416,0.0008344489813900021,0.0016210889024502865,0.0983887265781495,3053.4098313489762,0.32376133704321564
1000,0.9935324521183678,0.0014236026812223974,0.0034598018369658913,0.0008534064735837808,0.0016819394186236443,0.09831677035908708,3268.5399440664733,0.30965347108468233
1100,0.9932898510247682,0.0014208221057407189,0.0034109285044847237,0.0008724577625868795,0.0017202488720810428,0.09825506297691874,3359.847619606479,0.3008044491255161
1200,0.993293209335855,0.0014224274968387943,0.0032044413021040863,0.0009056149203966995,0.001786377863391838,0.09822983999605717,3471.5863651299537,0.2875941481114805
1300,0.9931566125656118,0.0014034504605652009,0.003178826528431957,0.0009265434067001103,0.0018025783964674767,0.09819446906845182,3490.9509651013555,0.28555408896064327
1400,0.9930286336933153,0.0013998959200519833,0.003069229567649704,0.0009193561729599049,0.0018238852210548456,0.09816035484166248,3570.3241860133007,0.27830786589868556
