milliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,1.0000683234438528,3.6317761584510855e-06,0.009995297665305998,-5.665803494256311e-06,-1.551402382502865e-07,0.1000000130374616,11.657712480022694,0.0005669762592111947
100,0.9981354571127202,0.0013786414519359898,0.00819773701768893,8.75859268635346e-05,0.00013954387484498685,0.0998512788510632,59.14864929460602,0.06118122021985642
200,0.997039966074524,0.001553235574119482,0.007098869653985631,0.0002316408235314751,0.00047260434050750485,0.09953802508235564,395.26248407288824,0.2795767516403194
300,0.996240150283152,0.0015464918246318573,0.006200298692590169,0.0003780624899515004,0.0007567190830862291,0.0992650463190752,936.5024312204526,0.3926868071100159
400,0.9955270601943277,0.0015148333088817801,0.005508297235788019,0.0005172690784462588,0.001011883009257783,0.09902523568243783,1524.6290982041442,0.42112770802521116
500,0.9949327363536518,0.0014893505590440163,0.005004318937010993,0.0005910765119507036,0.001178513540728477,0.09881963002428813,1897.7491781224678,0.4147290600841346
600,0.9944750127313098,0.0014750252047370672,0.004510059738221154,0.0006669077774089047,0.0013511016256826677,0.09866392742388999,2366.4579454554523,0.39594982938909534
700,0.9941242949306186,0.0014499943865500865,0.004181537454504741,0.0007425671691720601,0.0014692988460964687,0.09853929361725611,2672.8360511360456,0.36975497567062476
800,0.9938429819371044,0.0014364454410920576,0.003930194198335762,0.0007853863521286982,0.0015683207609824812,0.09845625230283589,2902.2544195988066,0.3441110939753577
900,0.9937061818707352,0.0014410182808503084,0.00363905500271434,0.0008170487264748049,0.0016262307131524828,0.09839328670612178,3079.6302454980855,0.3249187270288702
1000,0.993543406072003,0.0014256585304447957,0.0034345663555806548,0.0008514269288895346,0.0017009141326099681,0.09831206689317987,3197.1789848076373,0.30882263891045725
1100,0.9934002733577642,0.0014274760329423624,0.0033734929936127325,0.0008872162136364032,0.0017421231614339085,0.09825962179825833,3376.3695711735413,0.3001049702782205
1200,0.9932128862919285,0.001410091673274261,0.0031829783784123296,0.0009019757866760598,0.0017615522423667458,0.09821216484297592,3425.890534109047,0.2878278715405214
1300,0.993129854371413,0.0014221986644454975,0.0032178846458165225,0.0009255787613902635,0.0017997847277049569,0.09820221871964403,3551.510141839203,0.28022784811155355
1400,0.9930344921095842,0.0014060080959799525,0.0030909212974930874,0.0009187845313616482,0.0018124696519821331,0.09816594574782142,3596.6350457182803,0.27491519783658
