milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
1500,5.784906927185062e-15,3.265660275923832e-15,-1.8117131466213744e-15,8.647798848049587e-12,5.6755177908268755e-09,3.5721794217704324e-06,0.05999834358158669,-1.7112997980142882e-23,6.26146552731283e-11,2.475599334024749e-23,-9.38339231153601e-16,1.7011203772232262e-06,1.4709002453699497e-08,1.398735761403697e-17
1600,7.354111111880895e-15,6.323622598009022e-15,-2.136273957434714e-17,8.040815407723553e-12,6.441967864948424e-09,3.840072708901381e-06,0.059998088808845336,2.8792205113584866e-24,1.5897927490968452e-10,2.375973518687572e-23,-1.0421826441417633e-15,1.855068306791793e-06,2.452250086768971e-08,4.815008567921573e-18
1700,3.5134163414589912e-15,4.538288152913071e-15,7.718081626382656e-16,1.1414268365834396e-11,8.808880881438743e-09,4.423934647987504e-06,0.05999787982946767,2.0120871559804417e-23,1.9027283515579463e-10,-2.302460687454525e-23,1.1591175186065528e-15,1.871078006368146e-06,1.7641692156217335e-08,4.516848945821729e-18
1800,1.1138904650255825e-14,1.0135079000013678e-14,-1.0026479902429112e-15,7.0202812679354846e-12,1.1077626628349918e-08,4.748721164479313e-06,0.05999784490271146,1.0018394278202595e-23,2.71955596447834e-10,2.4581930286744603e-23,2.122929942511076e-15,2.2658849518035458e-06,2.662916939969469e-08,1.2964614371638679e-17
1900,1.2575985287072295e-14,7.708331253941731e-15,5.616003140296988e-16,7.668438542235048e-12,1.2636112824652382e-08,4.927076632134883e-06,0.05999754473811793,1.2368267447794893e-23,2.9039887733640856e-10,-3.807920305832586e-24,1.181319417194593e-15,2.426241310213761e-06,2.462739163110395e-08,1.568226385121334e-17
2000,7.495796298783288e-15,1.1825488337215469e-14,5.1105489414381364e-15,1.1638692138664972e-11,1.0403327486778177e-08,5.1242576419278375e-06,0.05999774254132336,2.1790242509479364e-23,3.7131191685900874e-10,3.852675741051941e-24,4.8269615573941e-15,2.4013441321400922e-06,3.293708220144003e-08,5.4315985707880485e-18
2100,1.5672193178130757e-14,1.5982389326823057e-14,3.785626361518016e-15,1.6083058350632852e-11,1.2118515909512288e-08,5.298584608272039e-06,0.05999758767369743,6.766376304269199e-24,6.251411881863325e-10,3.634957896097735e-24,5.0506620189482145e-15,2.4825741668449732e-06,2.86229568772009e-08,8.731994764134562e-18
2200,1.1687053359963541e-14,1.2986174082221285e-14,4.805960243141066e-15,1.948456981798217e-11,1.518231918654949e-08,5.598507881453937e-06,0.059997364493116226,-5.730877862397432e-24,5.040597071240876e-10,1.8297735681546788e-23,5.072687233368058e-15,2.6748655942687813e-06,3.830448241499369e-08,-2.729562041609673e-18
2300,1.9207072742141225e-14,1.4590434701497023e-14,6.354904056482414e-15,1.897979145148798e-11,1.7228644348724292e-08,5.511809372728645e-06,0.059997091428572964,2.91050856994319e-24,8.100696988184085e-10,2.9069251764255935e-23,4.1229394464483565e-15,2.7291951894404693e-06,4.3903834761170436e-08,1.1816245203488492e-17
2400,1.9159007670425137e-14,1.6389566782245643e-14,3.3747520348431243e-15,1.6463817083851244e-11,1.5542633734990878e-08,6.089706087792497e-06,0.05999709235073019,2.3059680541233542e-23,9.02274327434236e-10,-9.210864371662826e-24,3.540844835577367e-15,2.801040410616338e-06,4.777285733202825e-08,2.397131149593046e-17
2500,2.3490785470895873e-14,2.3720931020809647e-14,7.703149399062148e-15,2.0507414659230403e-11,1.873320621922771e-08,6.218566692560757e-06,0.05999712978553151,1.9864066952087804e-24,7.83138607681028e-10,2.302165470410574e-23,7.69604520359697e-15,2.9382220427405078e-06,4.690859879522879e-08,1.0709208291423834e-17
2600,2.1885948822135465e-14,2.3740244726955262e-14,9.422047637731362e-15,2.3122466373950618e-11,2.1617170906784305e-08,6.457411478564152e-06,0.059996913959740876,1.392116755719232e-23,8.723733828619679e-10,-5.2098458719707196e-24,7.0697608514580845e-15,3.197190395005604e-06,4.563486278976677e-08,2.7138269567759e-17
2700,2.184444106863025e-14,2.0672002122313244e-14,6.428684874456866e-15,3.0545151134236117e-11,2.2261041758955566e-08,6.6802270184152405e-06,0.05999678030370818,3.421471292039463e-24,1.2729285782541807e-09,2.977010996503967e-23,1.0125963729602729e-14,3.158469689915629e-06,4.98133380919123e-08,3.403167565604968e-17
2800,2.46277963989003e-14,3.079084583400172e-14,1.1972566287170954e-14,2.9490712826360686e-11,2.5236880218757006e-08,6.984498760485529e-06,0.05999649214572749,1.4508049287086312e-23,1.379400858301206e-09,9.380025955218859e-25,1.150624506023168e-14,3.3960380348233726e-06,6.34870372240443e-08,3.0671327620397014e-17
2900,3.4863960414013725e-14,2.846153657817657e-14,9.635128063567482e-15,3.452935170181417e-11,2.5543221670792364e-08,7.149769706012162e-06,0.05999662967088291,2.1195950524476296e-23,1.494478441579215e-09,1.8479907718259777e-23,1.3776045946393132e-14,3.31237924763964e-06,6.249811963200329e-08,2.266435498109525e-17
3000,3.130718832728823e-14,3.065394184969065e-14,1.3825936353415058e-14,4.259672143412563e-11,2.7657384181050726e-08,7.28293802031011e-06,0.05999656266370641,2.052325426717382e-23,1.5449225876940765e-09,4.0757588055918847e-23,1.2909260086806956e-14,3.464951768570342e-06,6.191536710391632e-08,5.4615399795326356e-17
3100,3.593715461623705e-14,3.476492204359555e-14,1.639883343477379e-14,4.2181831064684393e-11,2.9556589124970297e-08,7.610527811960567e-06,0.05999631155084208,3.016292264258184e-23,1.626370897370154e-09,5.44252799090264e-23,1.3077510208858887e-14,3.6304244667269068e-06,6.722306906974557e-08,5.851884429646787e-17
3200,3.883370668145252e-14,4.23442257014949e-14,1.4876720048762903e-14,4.9316083545593454e-11,2.9787436203246883e-08,7.79007486680237e-06,0.05999623887812639,3.918125286847957e-23,1.8684784796698184e-09,1.753654172438189e-23,1.5568642040317547e-14,3.863387409057008e-06,7.525148421656593e-08,5.695668057641801e-17
3300,4.210671158523872e-14,4.426299812631715e-14,1.635957905970307e-14,5.1262645533448384e-11,3.016310209222787e-08,7.918267285159073e-06,0.0599962025975037,8.049041350960624e-23,2.088172990144897e-09,5.975121773511265e-23,1.8143937003121576e-14,4.097284464104892e-06,8.625148965777734e-08,6.286846449950273e-17
3400,4.731496264063768e-14,4.8404248659779595e-14,1.9512462311155603e-14,5.84979833805211e-11,3.5683677695534656e-08,8.477504868380008e-06,0.05999580196410069,7.622998122097499e-23,2.00269437906088e-09,8.133691185033685e-23,2.162699409287585e-14,3.9121406858599285e-06,8.316369573713924e-08,7.539340341784619e-17
3500,5.605250290690868e-14,5.343141156806368e-14,2.430117153920878e-14,6.106128338630674e-11,3.695496652207191e-08,8.52777627995363e-06,0.059995951672354046,9.25885519410766e-23,2.5036596597788373e-09,7.283188698271792e-23,2.5648249557884044e-14,4.005168345429918e-06,8.964863427336008e-08,8.581705819044461e-17
3600,5.764023346294515e-14,6.25164516216344e-14,2.4655228844649186e-14,7.050692190359839e-11,3.852606017940759e-08,9.059353655331354e-06,0.05999556871281209,1.1170629036557623e-22,2.532921824562429e-09,7.818403311329196e-23,2.4903415942534686e-14,4.231446315083193e-06,9.377932821684067e-08,1.104129497874036e-16
3700,6.730857863038787e-14,6.05710643196985e-14,2.994775766561962e-14,7.635967556140461e-11,4.069034992580089e-08,8.960365322742439e-06,0.059995727307825694,1.3116740049880173e-22,2.629177720710876e-09,1.0763129652186617e-22,3.107236732906593e-14,4.4471384303478316e-06,1.0770949101637326e-07,1.0354415322493517e-16
3800,7.163780955463594e-14,6.80799340791891e-14,3.1751386257713095e-14,8.320317316328583e-11,4.111304279256569e-08,9.751403607592777e-06,0.059995284991615584,1.4733230305679722e-22,2.882030653966899e-09,1.373543109450518e-22,3.471328026914932e-14,4.431884183396563e-06,1.0278819123288805e-07,1.438566800937436e-16
3900,7.034542422195962e-14,7.855334520821682e-14,3.8516213386726023e-14,8.327041117031894e-11,4.584844440236058e-08,9.849022610776705e-06,0.05999523769875526,2.0925777767587272e-22,3.2448039171677885e-09,1.7311530243240024e-22,3.902477085928425e-14,4.755983759231194e-06,1.1807452587105928e-07,1.6327135030845254e-16
4000,7.566894975968336e-14,8.171215089972471e-14,4.3195040544741314e-14,9.924893540162944e-11,4.7804471293278134e-08,1.0058372746249508e-05,0.05999520869251775,2.492609936792968e-22,3.2253303186456397e-09,1.850256186776496e-22,4.275095297564529e-14,4.654247675619182e-06,1.2208163636934686e-07,1.6853565353945198e-16
4100,8.323600773608721e-14,8.646020756347718e-14,4.400101153405737e-14,9.680415631979349e-11,4.852648593975331e-08,1.0176442764003504e-05,0.05999499896329403,2.516843033561461e-22,3.780078310216702e-09,2.263978718979854e-22,4.3562724753426303e-14,4.860627581320944e-06,1.3086706951038679e-07,2.0118673701596512e-16
4200,9.090259089684728e-14,9.581491504919473e-14,4.9922920758136895e-14,1.0624019818882967e-10,5.208254518443439e-08,1.0311470600737373e-05,0.05999489858801016,3.2246931896330186e-22,3.9871464961961975e-09,2.880768867374349e-22,5.002248103463538e-14,5.1626451888701726e-06,1.3409890066419416e-07,2.246647003823926e-16
4300,9.490600651217932e-14,9.939637293506639e-14,5.144886478252889e-14,1.1161473435062405e-10,5.107525058536003e-08,1.085733590405542e-05,0.05999494969446655,3.7273200837976646e-22,4.33373789118156e-09,3.7280882812604704e-22,5.2337701824213036e-14,5.2929244313372936e-06,1.3526777566148553e-07,2.5189429217264906e-16
4400,1.0433890665704786e-13,1.0713746682062794e-13,6.170553401196316e-14,1.2771782377634676e-10,5.4452005411282884e-08,1.0708650413713576e-05,0.059994886711177184,4.522584766396246e-22,4.304360296073598e-09,4.20226718469055e-22,6.189041705999807e-14,5.265394772083011e-06,1.4814383372681656e-07,2.7453005342823886e-16
4500,1.1786139197781402e-13,1.1232704981284389e-13,6.663977107334397e-14,1.3234109642180966e-10,5.660740941472297e-08,1.1356484307464108e-05,0.05999443155663831,5.1106399521642e-22,4.59820850023917e-09,5.097286055036739e-22,6.604678832499493e-14,5.525618357960178e-06,1.545231310643233e-07,2.964398412213442e-16
4600,1.220496620114487e-13,1.2258793341575456e-13,7.03927988332397e-14,1.3802252598136174e-10,6.054615564768746e-08,1.1314319842260879e-05,0.05999443988607624,5.532569903076495e-22,5.137801891597984e-09,5.8649890291530495e-22,6.844058634213349e-14,5.448654119519281e-06,1.5669307292753822e-07,3.468056677850877e-16
4700,1.278505571774201e-13,1.2610621886709474e-13,7.782584923180304e-14,1.4719767742417082e-10,6.422085695251536e-08,1.1905213095858166e-05,0.05999443617592826,6.483744043418868e-22,5.377980027650026e-09,6.8413687611083585e-22,7.952819766227017e-14,5.6066357016390275e-06,1.6629121770532577e-07,3.602865060291228e-16
4800,1.342224665088622e-13,1.3575460508075893e-13,8.289804475924943e-14,1.61779870604805e-10,6.4091259873689e-08,1.1777764963052821e-05,0.059994090474901896,7.553144652377523e-22,5.859623094849023e-09,8.26920328267345e-22,8.399034194678826e-14,5.8855146733405835e-06,1.724121939030771e-07,4.2476846994780855e-16
4900,1.506009239364947e-13,1.426392511239262e-13,9.199629688627817e-14,1.7398243125883832e-10,6.798050891437309e-08,1.1865135438464789e-05,0.059994132442830826,8.689571531345729e-22,5.911857742124538e-09,9.50805775648193e-22,8.991363666834201e-14,5.830629172303853e-06,1.7457631861382186e-07,4.462942427803414e-16
5000,1.5506928266910281e-13,1.5320283029922865e-13,9.87264192784678e-14,1.8290599552431697e-10,7.075981085321441e-08,1.2381850460090547e-05,0.05999407786671816,1.0104057579234817e-21,6.471322604868691e-09,1.1192538549544195e-21,9.960101765978742e-14,5.790218502340325e-06,1.8327863802267316e-07,4.953599652389314e-16
