milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
0,4.571704125272349e-15,9.692707650957998e-16,-2.551713309380248e-15,1.3551848984797932e-12,2.122332119487241e-09,-2.9237541771912687e-07,0.06000015203026555,1.330199482804942e-24,-7.631981531634064e-11,-7.643358131916086e-24,7.119191996718631e-16,-3.3913327854102936e-09,-2.138071753018711e-10,-2.8938326236389226e-18
100,4.002748728513555e-15,3.1958446615945094e-15,-3.7253682880103517e-16,3.0086106194760923e-12,1.1404164308809646e-09,3.887417157775842e-07,0.05999977102906662,1.5284536383710385e-23,-3.857742948877819e-12,1.0862457893624049e-23,-2.3491133000671197e-15,1.6779152868003347e-07,2.2048153440410173e-10,2.06166252862775e-18
200,-1.4811578029635626e-16,-1.893746684292953e-15,-4.978425531544561e-16,1.3406624714793334e-12,9.77331307091635e-10,1.545004470769876e-07,0.059999801040860175,2.294219546663363e-23,8.01412380562756e-11,-8.81997188702948e-24,1.3280745763822516e-15,1.0700468480439931e-07,3.799511774571721e-09,-9.904113965169735e-18
300,2.3691615611164533e-15,3.9263132876390386e-15,-1.1917098301351976e-15,-2.504407145437106e-12,-5.726345878385259e-10,7.121176347998271e-07,0.05999974092352007,8.567440963665295e-24,-5.307280582960937e-11,-2.2144765917747957e-23,-2.0229684805279417e-15,3.890428542010675e-07,5.456496981343266e-09,-8.358069706682556e-18
400,6.152034054262997e-16,3.1207987232513048e-15,2.859672113263169e-16,-5.242740061116218e-12,-7.28980981083628e-10,1.0914411371240512e-06,0.059999463383431526,6.642901612708407e-24,-1.525606471330733e-10,-9.06202512311396e-25,-2.7378123993276315e-15,5.562260991474447e-07,1.901812784042873e-09,6.793387374035167e-18
500,2.960739795549693e-15,2.219875325619836e-15,-1.7282522359413146e-15,1.0944657367809145e-12,1.1258925245979196e-09,1.51104678004927e-06,0.05999934724905199,-2.4383741307163977e-23,-1.7401365964571427e-10,7.029629805416646e-24,-1.8902693109638354e-16,4.5408939400972964e-07,4.616761948146547e-09,8.83416827895673e-18
600,-1.0040252085059577e-15,1.7332053153516952e-15,-2.2954188430243554e-15,3.1680035436593313e-12,-6.674538827600983e-10,1.836272332122132e-06,0.05999935834577954,-2.2580624479242948e-23,1.921728598817898e-10,2.1607932271230297e-23,-1.7585311160062142e-15,6.467320442403377e-07,6.9468813692010444e-09,7.006161948489443e-18
700,-2.690013638805405e-15,-8.585279866789691e-16,1.1151907599495683e-15,1.3989987677753957e-12,2.99943973639891e-09,1.6244849149815587e-06,0.059999242063697576,-2.2760337434974896e-23,9.094636797778164e-11,-2.0814545315727212e-23,2.5202544826817317e-15,7.03531489811484e-07,-7.764529455491217e-11,-1.1129392388210848e-17
800,-1.9817177421229878e-15,1.909839913081127e-15,1.4333566443014076e-15,-1.844313075605874e-12,1.7067139264910152e-10,1.6574955058668066e-06,0.059999021731301,1.82786292389344e-23,-4.458456336888828e-11,1.1509350252493127e-23,1.4908795644547395e-15,8.896590714839991e-07,9.458901914305469e-09,3.48774115884435e-18
900,2.340461650177014e-15,1.9690643720858765e-15,-2.4620667946726132e-15,1.3197647461105196e-12,1.6869863596098492e-09,2.368375863862668e-06,0.05999883201633314,-1.545717536232285e-23,1.325839659111304e-10,1.0801195225503716e-23,-1.7974188612045253e-15,1.1806980327745852e-06,3.335527237941459e-09,-1.364380470461914e-18
