milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
2900,3.091147921520154e-14,2.6657513344880518e-14,1.1367255585184364e-14,3.7973225217752905e-11,2.6037863448311617e-08,6.973038964234961e-06,0.059996421994458225,2.4295566897102246e-23,1.5194140312379405e-09,1.7873422538380116e-23,1.0174789658051823e-14,3.5322098864424874e-06,6.068572356987673e-08,3.6502546470863716e-17
3000,3.457319106798157e-14,3.082583187816067e-14,1.3255378349858313e-14,3.677205669015629e-11,2.7308989210879066e-08,7.660773717957287e-06,0.059996285615702166,3.2789867363699017e-23,1.5439561488432294e-09,-7.006070091326568e-26,1.4742926693905083e-14,3.65224320838222e-06,6.524805654684645e-08,4.4756789834232237e-17
3100,3.500942070511615e-14,4.1400952822227624e-14,1.753611103065892e-14,4.803125203774506e-11,3.013210978427651e-08,7.460234507921032e-06,0.05999623005626519,2.6112812624243754e-23,1.5004974126907968e-09,4.435418600208441e-23,1.2741080266815372e-14,3.8087024724631014e-06,7.211792869844193e-08,5.303487980792437e-17
3200,4.023301997570217e-14,4.1296740691227855e-14,1.54595078594164e-14,4.9666917096003376e-11,2.9051929264657616e-08,8.083135256482845e-06,0.0599961261977079,3.920269932994522e-23,1.993445318200348e-09,1.9276225286106917e-23,1.553238528657265e-14,3.7257513688454746e-06,7.912671790810123e-08,6.558447661249803e-17
3300,4.680240404018319e-14,4.531208868669239e-14,1.8920707263048918e-14,5.015871241999845e-11,3.186505012419088e-08,7.951058220069303e-06,0.059995860916092394,8.372987572199794e-23,1.9772688206956898e-09,7.619724471003272e-23,1.8461915019890484e-14,4.1115799526684325e-06,8.505821852781498e-08,7.965320270688602e-17
3400,4.628219634319473e-14,4.597693655349145e-14,2.3537241054292283e-14,5.856668476664341e-11,3.3379688801781865e-08,8.45051745158184e-06,0.05999586548256618,7.755067561325877e-23,2.1022858201678467e-09,4.157369279625943e-23,2.2678282226929772e-14,4.025300059792366e-06,8.8603752349826e-08,6.427388500326364e-17
3500,5.5168054649883496e-14,5.769708277490612e-14,2.654236808045762e-14,5.981064880093598e-11,3.6369988678666796e-08,8.715091373331502e-06,0.059995713481663646,9.274030891659409e-23,2.292756660511593e-09,7.445321603639185e-23,2.4136544060075197e-14,4.062863008731285e-06,8.992255160855448e-08,8.203765244671596e-17
3600,5.753879332156392e-14,5.5541826269189136e-14,2.9049576493744646e-14,6.851492725774723e-11,3.8830041170097584e-08,9.16751774249105e-06,0.05999560088386383,1.1734625181960173e-22,2.5822734366817787e-09,1.0569370941416104e-22,2.6618370114320464e-14,4.421499716466238e-06,9.203119148205165e-08,9.424356763814214e-17
3700,6.75190357263693e-14,6.175700959210186e-14,2.9983996077490894e-14,7.040772545146093e-11,4.1284329548297844e-08,9.261398637234792e-06,0.05999541520540654,1.3015602280721452e-22,2.6201650613586226e-09,1.1301013728424035e-22,2.78013276512187e-14,4.431302407990107e-06,9.771892209567003e-08,1.1278112200726237e-16
3800,6.867787251267042e-14,7.144524351475031e-14,3.251638919581369e-14,7.73830212170172e-11,4.375048367990611e-08,9.31417543324764e-06,0.05999533769677889,1.6637042562360727e-22,2.9220094825377807e-09,1.4956980221446113e-22,3.1469930310821796e-14,4.702756048931487e-06,1.0657963430654434e-07,1.2560320853432686e-16
3900,7.417830327149303e-14,7.070207131687687e-14,3.4140604297383956e-14,8.228716717378479e-11,4.370751380627165e-08,9.503105810997072e-06,0.05999535688899989,2.1198299239040647e-22,3.1800911782177374e-09,1.672127952896686e-22,3.71125603930002e-14,4.592421084688965e-06,1.1311444123344314e-07,1.4815696554624625e-16
4000,8.033534294417518e-14,7.608198786329522e-14,4.0102351576812646e-14,8.995949503261108e-11,4.6166985292353486e-08,1.0141982799652438e-05,0.059995086173276715,2.0512105009259452e-22,3.52761122715619e-09,2.1333766797648746e-22,4.2132837761714056e-14,4.702840071450765e-06,1.2054245863706107e-07,1.6431219603314468e-16
4100,8.761659588117912e-14,8.932492605617934e-14,4.7366436503756163e-14,1.024213585459894e-10,5.0124092995993745e-08,1.0470790173435523e-05,0.05999518485842783,2.519545816213541e-22,3.5870978511340773e-09,2.4954188007877177e-22,4.4040783885327195e-14,5.067337974632598e-06,1.2525451889410555e-07,1.9293312818473574e-16
4200,9.363974019968853e-14,9.15657881985334e-14,5.1051591148448796e-14,1.1118229357649028e-10,5.001484770631154e-08,1.063348534236636e-05,0.0599951126239402,2.973484612617519e-22,4.0574408817845344e-09,2.7827619472131573e-22,5.117622638328667e-14,5.120332105575021e-06,1.2937722861047484e-07,2.270430053204051e-16
4300,9.64597728146419e-14,9.581866826600396e-14,5.1694726798640294e-14,1.2177197950230085e-10,5.235575571197045e-08,1.0583490493138869e-05,0.059994998205994715,3.768273951071958e-22,4.363398223985177e-09,3.577972396707333e-22,5.5588688414175145e-14,5.0089470959118935e-06,1.4074704576383982e-07,2.4748033970987463e-16
4400,1.0531031929048419e-13,1.054558922333755e-13,5.689171715893228e-14,1.3016721049413514e-10,5.7282043006966456e-08,1.1252079471183579e-05,0.05999473649314873,4.2163436271231783e-22,4.405939868635759e-09,4.268704729860276e-22,5.810818902610557e-14,5.167786558536963e-06,1.4054892773226556e-07,2.7973394848742616e-16
4500,1.1326157800289448e-13,1.1613890039372744e-13,6.27515536287926e-14,1.343912166374943e-10,5.884312703309175e-08,1.1112184765851405e-05,0.05999471084671777,4.893069157557786e-22,4.822678901816921e-09,5.04012315271774e-22,6.660009789113234e-14,5.266814190459224e-06,1.5184539487659286e-07,3.133013710454571e-16
4600,1.1717305088604485e-13,1.2552962054044678e-13,7.138196634962632e-14,1.4274543966348284e-10,5.9428435399875934e-08,1.143223818136956e-05,0.05999443046887306,5.720166861498931e-22,4.934394521778115e-09,5.963633182582186e-22,6.931458756922677e-14,5.316531101840746e-06,1.6210684236938206e-07,3.4107488859128394e-16
4700,1.2808964662104953e-13,1.3375630818938365e-13,7.834393167450889e-14,1.566523218364711e-10,6.126287523807494e-08,1.1971948630259772e-05,0.05999446035855558,6.74715123401226e-22,5.276693133363734e-09,7.045086601383994e-22,7.774477035540782e-14,5.519960017125611e-06,1.661176945498969e-07,3.7073089670145903e-16
4800,1.3831106925039697e-13,1.3588336326749466e-13,8.506655722263244e-14,1.6363068368821147e-10,6.733092998560807e-08,1.176061930456449e-05,0.059994397306320196,7.428850693685199e-22,5.642531917105721e-09,8.189505605759941e-22,8.243921256052071e-14,5.807097572092536e-06,1.749267727255351e-07,4.208219232319075e-16
4900,1.428724445622781e-13,1.4660076478521318e-13,9.184958607548563e-14,1.7642077372173729e-10,6.670637093596027e-08,1.1865598295662671e-05,0.05999419314009545,8.928039330109648e-22,6.186566687320712e-09,9.457057821608467e-22,9.336639973487603e-14,5.800001408863355e-06,1.750369673984031e-07,4.680853276434658e-16
5000,1.587499647367844e-13,1.5389941235569474e-13,9.878648093438864e-14,1.8439076531752314e-10,7.016678352564861e-08,1.2564677716976673e-05,0.05999387625465304,1.0208502821854664e-21,6.612504077324988e-09,1.1602435432735111e-21,9.664455980399484e-14,5.802882038239498e-06,1.9224385770591874e-07,5.063933431046389e-16
