milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
1800,3.972121510136127e-15,1.0685018448456275e-14,-1.9359793178392966e-16,7.120815238556588e-12,1.1033497076059237e-08,4.220067226585863e-06,0.059997955717837545,-2.0715904350297734e-23,3.298385956149552e-10,2.4825253746645593e-23,3.4942665727469293e-15,2.118256195403424e-06,2.6434840710091106e-08,-7.505841361949005e-18
1900,9.63293048694573e-15,6.96464567014925e-15,-5.80172940221268e-16,1.3406267157476902e-11,1.1146875312373631e-08,4.760739053965622e-06,0.05999772216032381,4.473370972148178e-24,5.652847852828805e-10,-2.3513682315523437e-23,8.697982560566109e-17,2.209598473862554e-06,2.8671278963267323e-08,-8.03971846675178e-18
2000,6.2888812976759474e-15,8.392835704787196e-15,2.312839693391046e-15,8.869247265352048e-12,1.3631707297729067e-08,4.957587193503009e-06,0.059997678323011276,-1.1028050524559527e-23,6.415005949457825e-10,-2.2879558009534867e-23,1.874642217488764e-15,2.400898280459918e-06,2.6741444883960497e-08,1.0958123177323491e-17
2100,1.289977556789711e-14,1.5080726841102524e-14,1.4916715893602718e-15,1.3846040594548623e-11,1.1198920781328498e-08,5.357839338185993e-06,0.05999744690026121,9.531754808840723e-24,3.9803476261554843e-10,2.3190189452036062e-23,8.73087431490164e-16,2.4097499616970427e-06,3.4300800396885625e-08,1.798958091506392e-17
2200,1.382621485406459e-14,1.7626171538941274e-14,3.5255972925927602e-15,1.2760254445496702e-11,1.5456878156212164e-08,5.494290287226976e-06,0.059997336395249456,8.596063455852943e-24,7.271323489661457e-10,8.702968443490482e-24,3.717789153849821e-15,2.8057804996126394e-06,3.544037511919808e-08,7.699442925189308e-18
2300,1.2020559070167539e-14,1.5424360080664798e-14,2.6256243967393427e-15,1.3521000568903413e-11,1.4624937518099761e-08,5.9460191315501805e-06,0.059997215091646246,1.6644078463317696e-23,6.864270174265747e-10,-9.644709910798608e-24,6.570748264878657e-15,2.8291751648212726e-06,3.8394913128284234e-08,6.13585840690141e-18
2400,1.59348519828693e-14,1.4523455985772392e-14,5.1431346377617874e-15,1.9546678458808837e-11,1.5736434087046825e-08,5.8562284924201135e-06,0.05999706904027111,3.2162147306922985e-23,9.3648938917909e-10,-5.459347337921886e-24,4.955795219028047e-15,2.974154640734955e-06,4.873075925670847e-08,2.647900309374508e-17
2500,2.0488250448344945e-14,1.7877158408161002e-14,6.9873621180482055e-15,1.8810881106669954e-11,1.7018146238723694e-08,6.347382708732786e-06,0.05999685308965632,2.0301716012413576e-23,7.589483361825011e-10,1.406401029757663e-23,8.510912334409254e-15,2.8217375466558403e-06,5.127367801558364e-08,2.399488348122102e-17
2600,2.4288198525147522e-14,2.6350131831696763e-14,8.07997176754498e-15,2.3116782517311918e-11,1.9546713516527343e-08,6.302356073298175e-06,0.059996960365529844,1.4239394772088233e-23,1.092637774594225e-09,-5.542905501264159e-24,4.649841749491609e-15,2.996221673550315e-06,5.5838921401482836e-08,8.017027725047439e-18
2700,2.3939099796321464e-14,2.0911314504249546e-14,8.321194078926183e-15,2.453319166632563e-11,2.2691052708908186e-08,6.49186754026845e-06,0.059996894976667235,3.4658068530335797e-23,1.1549716367151482e-09,2.4747741519482073e-23,9.811109452846362e-15,3.2506772088546257e-06,5.246049025776539e-08,2.0354808331730532e-17
2800,2.713776523524625e-14,2.7172519462851492e-14,1.121150680817223e-14,3.462631365191814e-11,2.3439028530195345e-08,7.126720078971667e-06,0.05999666907772292,3.4108708900371435e-23,1.2386871845064143e-09,3.469945389934078e-23,7.95613414262891e-15,3.3833753384981585e-06,6.26714053628113e-08,2.6957455250396704e-17
2900,3.0550356949101715e-14,3.503760210328506e-14,1.0622837150829882e-14,3.721820269048523e-11,2.5689008066588392e-08,7.4947096361139245e-06,0.05999649736109092,8.225750595363716e-24,1.2794028974151483e-09,-1.95820486996188e-24,1.3169137151917729e-14,3.5679460982822935e-06,6.592958174753744e-08,4.121850520054027e-17
3000,3.348249304177016e-14,3.0439017368237495e-14,1.3250453786330762e-14,4.495227326530889e-11,2.6710790024537813e-08,7.4650633746544755e-06,0.059996426117323996,2.040842445313762e-23,1.3864566545601536e-09,3.076952808458008e-23,1.1641838262845305e-14,3.6023969689177297e-06,7.045215903645841e-08,4.402653995542055e-17
3100,4.148311570334135e-14,3.535004028506241e-14,1.52144622083329e-14,4.689223345988601e-11,2.7991384976301798e-08,7.699387303375364e-06,0.05999611941426545,3.682532825745831e-23,1.5829032076400173e-09,7.490829540496586e-24,1.2523442717396847e-14,3.6128713479027183e-06,7.017535162589167e-08,3.7164120216534436e-17
3200,4.546250647250263e-14,4.223348806876856e-14,1.5678597848440344e-14,4.924265488739514e-11,3.045862439963189e-08,7.935426628664845e-06,0.059996195211464855,2.8406854100467914e-23,1.7809451720917517e-09,5.038991717342267e-23,1.6685343972115864e-14,3.7644830996981833e-06,7.817830628203874e-08,5.722519136723146e-17
3300,4.50970554663541e-14,4.45754247998161e-14,1.8528156508991063e-14,5.256086235648661e-11,3.123070596031484e-08,7.894482046020548e-06,0.059996106039626546,6.435960422769017e-23,2.106761211496365e-09,5.340293697859168e-23,1.7718929488289558e-14,4.116706222442573e-06,8.118032962651089e-08,5.606844169955112e-17
3400,4.960358727492573e-14,4.531068426188201e-14,1.98761072104631e-14,6.150189183795851e-11,3.236092166386645e-08,8.757188019298596e-06,0.059995840622624017,9.113031491755962e-23,2.03178824490613e-09,7.675447367596531e-23,1.8719949051617688e-14,3.909177602555033e-06,8.268859049395465e-08,8.643758260745602e-17
3500,4.970112877434038e-14,5.601827663459241e-14,2.494864146801867e-14,6.543654936076995e-11,3.672717645443464e-08,8.95150945523623e-06,0.05999583726958666,9.487796996407652e-23,2.489713511997884e-09,7.177884966633477e-23,2.6207614946445523e-14,4.25200463973897e-06,8.929966145191639e-08,8.885519438195002e-17
3600,5.472736607894438e-14,5.86693373870433e-14,2.6916991477779504e-14,6.77697759251414e-11,3.8044036726651974e-08,9.23739047045628e-06,0.059995770026377654,1.0756727754389336e-22,2.359310490213243e-09,9.94515452723069e-23,2.927421403251807e-14,4.243522163086786e-06,9.604395980145689e-08,1.001215351907886e-16
3700,6.656338886491575e-14,6.206286634078266e-14,2.8638443275441704e-14,7.328512717084604e-11,3.896904013714613e-08,9.279035731727885e-06,0.05999539409913346,1.5175821041907643e-22,2.7610005404831043e-09,9.694805753219774e-23,3.014842332234108e-14,4.522126455292736e-06,1.0500666526526857e-07,1.2275205440769912e-16
3800,6.941924576959808e-14,6.546666783893344e-14,3.4849161523226874e-14,7.972647972688191e-11,4.172556299461644e-08,9.277765514242722e-06,0.05999550754805531,1.6392348532763922e-22,2.8094943098357285e-09,1.609300238390878e-22,3.411057814300179e-14,4.400328968386159e-06,1.1224198615573905e-07,1.2104518641591194e-16
3900,7.526233415950181e-14,7.463520039548334e-14,3.4979294093395875e-14,8.826191940686895e-11,4.255957538051292e-08,9.772022729741809e-06,0.059995167518456786,2.0041134094383883e-22,3.099945680828988e-09,1.5581600130044904e-22,3.8737924052019655e-14,4.6574235153381215e-06,1.1505223963080199e-07,1.602841325235183e-16
4000,7.825755292511606e-14,8.160946977333686e-14,3.877015645062878e-14,9.55622456120738e-11,4.481520165989152e-08,9.897023413491391e-06,0.05999514691928714,2.4411234487527197e-22,3.3971494972644834e-09,2.091833080733563e-22,3.943041535098624e-14,4.806331066259272e-06,1.226422063841791e-07,1.595433072140361e-16
4100,8.746113414996695e-14,8.971653056624815e-14,4.403707292342228e-14,1.0368375117336129e-10,4.8510925582065625e-08,1.020489670105576e-05,0.059995011109581324,2.4700008420949007e-22,3.5637466684641862e-09,2.33131088907756e-22,4.3662715862880517e-14,4.781404938945237e-06,1.2254423782341582e-07,1.971722761292019e-16
4200,9.35585942947694e-14,9.247762913541005e-14,4.7848326917148625e-14,1.0990865663228503e-10,5.2642934558416406e-08,1.0468065865540603e-05,0.059994789995243686,2.983345537563614e-22,3.959443257037816e-09,3.1540635352694844e-22,4.7142972091215554e-14,4.979248893520744e-06,1.2655584841228417e-07,2.0534811783173499e-16
4300,1.0069661758271659e-13,9.691843394760487e-14,5.4293096846460644e-14,1.1699049067728462e-10,5.3416595953612325e-08,1.095975301109446e-05,0.059994965393602814,3.69663590306332e-22,4.2170827185068755e-09,3.8150917605098323e-22,5.618920454975362e-14,5.2603607895463104e-06,1.3427053438132023e-07,2.3769979432526344e-16
4400,1.0623427991986874e-13,1.0288208961023307e-13,5.823284793220849e-14,1.2158693873932133e-10,5.397566531012644e-08,1.077636788986102e-05,0.05999463019508279,4.045021699423435e-22,4.556936290204404e-09,4.429171032755088e-22,5.912683285889998e-14,5.323685074831612e-06,1.4127354641023353e-07,2.7338442629169377e-16
4500,1.0969954841640694e-13,1.1291792068173869e-13,6.33945189721715e-14,1.334326519132503e-10,5.980527056628905e-08,1.133182577448185e-05,0.05999442970257849,4.959990910560145e-22,4.7985428229607995e-09,5.073113557421296e-22,6.32106385916337e-14,5.5126673711682505e-06,1.5269234818842456e-07,2.9181780647227426e-16
4600,1.2250411390236955e-13,1.201298202138712e-13,7.140379395993363e-14,1.405570820870687e-10,6.036345218161945e-08,1.1769839866167678e-05,0.05999448362970331,5.704587874895931e-22,4.993921044933992e-09,5.728966270465905e-22,7.234790671740257e-14,5.425961521133553e-06,1.6382308765494935e-07,3.447214192956509e-16
4700,1.3024909095062904e-13,1.2514453226916848e-13,7.79369930176944e-14,1.5580597235926308e-10,6.413145537168637e-08,1.1938767986499946e-05,0.05999448842731757,6.708713684135303e-22,5.238004944160203e-09,6.794022163846135e-22,7.461309560080148e-14,5.497397095365041e-06,1.636919499668478e-07,3.6699513093487954e-16
4800,1.3668822273741503e-13,1.3385463754869302e-13,8.210442574296801e-14,1.6220129795068378e-10,6.659254226044969e-08,1.2040570713064164e-05,0.059994113091789696,7.433902791780814e-22,5.673423748862038e-09,8.1348895493851855e-22,8.272850296479334e-14,5.573166313362648e-06,1.6641060928548335e-07,4.0569061365525685e-16
4900,1.4782996037900767e-13,1.5057007738233946e-13,9.283963332962614e-14,1.7332895380322254e-10,6.768873719646932e-08,1.2046487160206021e-05,0.059994136432494044,8.834369018251044e-22,6.083655951144182e-09,9.756981729124284e-22,9.182720595992927e-14,5.6756388312169305e-06,1.7642789611918375e-07,4.633515557729399e-16
5000,1.598104077774982e-13,1.6012509864391177e-13,9.620296428777295e-14,1.7737884274116606e-10,7.142651533962102e-08,1.2278352455023471e-05,0.059993827516829266,1.0181259648250387e-21,6.296709054397977e-09,1.1366024300871112e-21,9.594088581900663e-14,5.894189860813612e-06,1.898650848739001e-07,4.979982835344838e-16
