milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
0,-3.2843050137859736e-17,4.388784946040268e-15,-2.749593324084041e-15,4.245794568665204e-12,-1.5185547650101037e-09,-5.091970082657954e-08,0.059999881734958856,1.5002640035707633e-24,7.37221107121684e-12,9.096952110993065e-24,-1.5410217687500197e-15,-3.794149782806812e-09,-2.1328744448187095e-09,1.145363739406854e-17
100,-1.0034044991080832e-15,-2.3957581214965733e-15,2.275908282360914e-16,2.180491395222284e-12,-6.150247502428822e-10,1.4317424775379164e-07,0.059999809220555436,5.8003510798243306e-24,-1.0431694145380546e-11,-2.5208333330344647e-23,1.0478251933916696e-15,9.699780096594525e-08,3.3063128418361335e-09,-1.039296721885171e-17
200,-1.842386985708305e-15,3.280325861499969e-15,-1.870172492466816e-15,7.086548759355783e-13,1.4851296527338562e-09,1.6178448704177395e-07,0.05999964265332601,-2.1787881225366566e-23,-1.5254513705051583e-10,2.6086687466988907e-23,1.9634599871231794e-15,6.786215931706584e-08,2.402865518924161e-09,-6.1705572851846745e-18
300,-1.8599665024772323e-15,-1.2667241285749317e-15,-2.0113968662348325e-15,7.829682546928248e-13,1.3672238024767141e-09,1.011785527800475e-06,0.059999724492967844,3.7294126274621405e-25,1.4101697254380727e-11,-1.8897512794030157e-23,-2.007726190980024e-15,3.915099587465761e-07,-2.829497513641452e-10,-1.154717178214159e-17
400,8.87055500819924e-16,3.900324377482521e-15,-1.2158004220437115e-15,3.716217574505017e-12,9.262725950599704e-10,1.2904952575382609e-06,0.05999949606123891,1.9653417488723024e-23,-2.342290793678447e-11,-2.355506505217914e-23,-2.5101675316210764e-15,3.796846345998565e-07,2.4140745594599054e-09,-1.3134783249823927e-17
500,4.475934261652103e-15,8.326875129321959e-17,1.6047726356552201e-16,3.1931990372928575e-12,1.8831941784950867e-09,1.0193525007800885e-06,0.059999332471905406,-9.328196470151652e-25,-3.961442670681004e-11,1.725178693651237e-23,-2.533871963402029e-15,4.2705895392205e-07,3.846632181222023e-09,1.9976321767189813e-18
600,1.461194665978624e-16,-3.788363824820773e-15,-2.444557852272755e-15,-2.6276842326745046e-12,9.028040211897199e-10,1.7559772267983501e-06,0.05999925067457077,-2.0712646841416675e-23,2.037198489311858e-10,-2.2333810284453362e-23,-1.8569028463233644e-15,7.342448693841833e-07,4.240899741498516e-09,-3.640954109710774e-18
700,2.2315991561032016e-16,-2.175870711855016e-15,-8.58990665115431e-16,-7.522895731680326e-13,1.5422035766592902e-09,1.84660501726207e-06,0.059998989382168806,-1.346899338295847e-23,1.572011976644864e-11,-1.001152277847398e-23,2.4691366738665547e-15,8.418969799162746e-07,1.4508575327122165e-09,6.095519588687233e-18
800,1.6627133969471092e-15,5.059568106442582e-15,1.4947103046415281e-15,-2.6861451937911293e-12,2.1868515867354246e-09,2.0488298260750426e-06,0.05999902777964679,1.1503144793412699e-23,1.3580389509680238e-10,-2.2060138099212223e-24,-2.0706703552573305e-15,1.0811097717648207e-06,8.676416837254876e-10,8.725379027101175e-18
900,-2.947744642052494e-15,2.196660357983469e-15,-9.319887356638977e-16,-1.7716901670686409e-12,2.0964186831804077e-09,2.118778310016738e-06,0.05999896708747009,-2.098660635147319e-23,8.308927469641954e-11,1.856523987201705e-24,1.4149011079311393e-15,9.229102124532116e-07,1.1144367030148857e-08,-2.401922640994126e-18
1000,5.324842993969059e-15,-1.2855855837179366e-15,2.087775432289051e-15,6.383850050708693e-12,3.970018413161827e-09,2.628625272690771e-06,0.05999864341151308,1.536279849802099e-23,-8.747753051659314e-12,-2.4250317758652188e-23,-1.0910923321116668e-15,1.2589298409862635e-06,5.016860553888986e-09,-7.075717872875673e-18
1100,2.6581455451780345e-15,3.436575824046307e-15,7.225955683937726e-17,-6.936757638320063e-13,3.912124536434949e-09,2.538706785006142e-06,0.059998844745538245,2.3143345151026622e-23,1.9124734568726492e-10,-1.431025111706024e-23,1.752621463194253e-15,1.3433922563086605e-06,8.856922700468551e-09,7.709431577631708e-18
1200,-1.404644596870019e-15,1.4099402077110187e-15,-1.1045615719447489e-15,7.888145026605326e-12,6.277749755756721e-09,3.218149305292702e-06,0.05999842998792096,-1.5632058144528628e-23,1.5248828539012688e-10,9.069143062020101e-24,-1.1315445502608272e-15,1.3083368157688252e-06,1.1655826263334137e-08,-8.074365845867331e-19
1300,1.921940504566916e-15,-1.64089794790652e-15,2.6960153614153466e-15,1.1297743370798646e-12,4.058428828014164e-09,3.4518766894506435e-06,0.05999834386486928,-1.763345173504196e-23,8.089002213256982e-11,2.649570053054092e-23,6.536591615372529e-16,1.718404714977663e-06,1.6029973327855464e-08,-5.5445378709985145e-18
1400,1.279401132351559e-16,5.581211541195635e-15,5.479469635218398e-16,2.787555372877953e-12,4.235663809522129e-09,3.338020423791822e-06,0.05999834596628033,-5.2220820352886984e-24,3.728215985626551e-11,1.6327823301639097e-23,1.0811261663387307e-15,1.5578636995374726e-06,1.9479358072603816e-08,-2.231677406871166e-18
1500,-2.228458516251379e-16,8.439529770808909e-16,-1.6439574329301257e-15,9.433547381636189e-12,5.369938851664067e-09,3.94574587023808e-06,0.05999827565623777,2.007616110079855e-23,2.57565821446094e-10,-7.765859714155385e-24,3.4101707781212057e-15,1.7145577863329257e-06,2.1996844378809302e-08,-9.320705893711441e-19
1600,5.674207627371897e-15,8.615486816919672e-15,3.667041110701216e-15,1.0267053173902076e-11,8.9292990369378e-09,3.6452985776572475e-06,0.05999822622987403,-2.3816556250087765e-23,4.257267687889894e-10,-2.3009281946588895e-24,-1.470298330402847e-15,1.8450701779202486e-06,1.9494419787486968e-08,-4.175853511405263e-18
1700,7.712174537274144e-15,6.097121844331356e-15,6.333316334105151e-16,1.0042828784100406e-11,8.762180595865348e-09,4.240362600478898e-06,0.05999791333412504,-1.9228801846472523e-23,4.392241259990404e-10,2.3486882284875064e-23,2.9256225407611837e-15,1.9735877440848634e-06,2.6500736290314807e-08,1.3018825235481296e-18
