milliseconds,P,D,I
0,0.04693480332935271,0.02535964522551317,0.0009309153504239183
100,0.018330673848164544,0.06724936664132836,0.0015208491121553194
200,-0.040645235825923956,0.11357957366734538,0.0011061358452116004
300,0.09957824250913633,-0.06704971149595255,-0.0010221800492862267
400,0.12983735502944638,0.034782073552625956,-0.00016559058645530122
500,-0.00829055605569027,-0.07253510030303258,-0.001126619753327154
600,0.18223742738864654,-0.09613426800013176,0.0010314947701689635
700,0.21029792781095918,0.1096840400960997,0.001397813818536579
800,0.20503623302356166,-0.08019875884218061,0.0014035141231223535
900,0.1653362034820237,0.019033866321361538,0.0014173904330928582
1000,0.3197112371545374,-0.09507250390808394,0.0010766583575449527
1100,0.41412699623086596,-0.02720518711614378,-0.00019255632292437212
1200,0.4827305862918522,0.029802867589771534,-0.0011021070997358409
1300,0.7170096612517686,0.1323788129703487,-0.0009508148761393422
1400,0.9164326842665091,0.2869663565525256,0.0004894400834634789
1500,1.2381620397304132,0.2595904347296818,-0.0004927906804067524
1600,1.5087627367833627,0.41811978948898243,-0.0005717016411267263
1700,1.6420971947680552,0.26690008142183413,-0.001482533079868102
1800,2.0487135393059748,0.6017478900419877,0.00017864647095727564
1900,2.1822803606333796,0.6739645201726168,-0.0003316691050457982
2000,2.416374779413368,0.6608827059692166,0.0014693667754179817
2100,2.565954525606919,0.8114426676657767,-0.0004090102734161211
2200,2.6632540158335867,0.9989510226959877,-0.0011480504416254576
2300,2.6750786749989586,1.1457110382953946,-0.00023740796986439832
2400,2.793866575014662,1.060672350421368,-0.000732669201245178
2500,2.6620921141714096,1.4340029350157004,0.0007210219137146963
2600,2.8022927552696166,1.497463951635909,-0.0012663272165320328
2700,2.726102297381944,1.6755129636667543,0.0007388338140556412
2800,2.654129498201594,1.8212685046024468,-0.0001355599294901924
2900,2.6403384253327915,1.8477278895044278,0.0011307786711142233
3000,2.716812434696905,2.087656719204152,-0.0014587949234821894
3100,2.703141038779193,2.086647838551878,-0.0007580790828608669
3200,2.608639434574235,2.272842324385883,0.0009927079171913778
3300,2.478790706602511,2.448221177422952,-0.0005116156971450245
3400,2.5771956761021677,2.528218766898562,-0.00032066958713195014
3500,2.3687624877697195,2.776642556229505,-3.183515250442684e-05
3600,2.359828206606199,2.693551048954018,0.0009788562468166406
3700,2.3756217865207545,2.874843200405488,-0.0002862577605641875
3800,2.2715722710999935,3.0697199598533316,-0.0013864707700258448
3900,2.1866692604868874,3.248127083803369,0.0008666676533548092
4000,2.214462307911379,3.2596528356917798,-0.0010791341334036818
4100,2.0299779806749285,3.481656889571771,-5.7845774227338036e-05
4200,2.010142836280991,3.4065440889534115,-0.0008984689464706899
4300,1.949071996064552,3.4392163461908587,0.0009568687134454852
4400,1.7838169754176094,3.607689427678641,0.0010132237047581702
4500,1.7930817522332037,3.789524134136716,0.0013157882640873445
4600,1.7181654026589421,3.7678199503506797,0.002050674026062514
4700,1.7119074058560477,3.998207751301061,0.004436755922673239
4800,1.6057258597212238,4.03900969112765,0.011635609798264087
4900,1.4436965655180825,4.201486347305195,0.038602968514135465
5000,1.2834583347906734,4.233390608192868,0.10658264500924838
