milliseconds,P,D,I
0,-0.0761848068163394,0.1422682491897107,2.6519716122251788e-05
100,0.09423775105626912,-0.08074254295491715,-0.0007858254869397444
200,-0.030397274199076757,0.045430695943920296,1.7636484744563767e-06
300,-0.01822045690608021,-0.1062881879203082,-0.0006950863343137617
400,0.00916824043440368,-0.08314985414629296,0.0006016366322247455
500,0.1207377984513544,-0.0420475791343608,-0.0015582419285959043
600,0.04348129563466557,0.12967092217217885,0.0005536898253224427
700,0.12099380134869248,-0.03364212044293037,0.0010678284968696967
800,0.13840714110752872,0.10199031141292955,0.0005899566126181799
900,0.1861298590023863,0.1281184284993152,0.0014526849785828728
1000,0.31941646468429924,0.018165125222122828,-0.0003908813802991557
1100,0.4360849607490378,0.18762448179399716,0.0008845288762435495
1200,0.6188327708813856,0.032956146131753614,0.0009664926632222219
1300,0.8177812131401822,0.018129755335682507,0.0003464027538631268
1400,0.9653140124908438,0.09618613397432767,-0.001127948333462972
1500,1.14224713653473,0.10918220951426055,0.0009376140297764296
1600,1.5160257110814157,0.19432169849456443,-0.0015185353027716848
1700,1.727072858440164,0.48689968193223204,0.00027385166218902115
1800,1.9772275515246416,0.3656635268864529,-0.0007337573149893872
1900,2.2229795332035462,0.5622940050694148,-0.0013284296571542226
2000,2.440828359917007,0.6512972315648048,-0.0004139968521939965
2100,2.5138157191325625,0.7099648853068037,0.0010043462112114031
2200,2.5400240713412745,0.823609148358339,-0.0003240365521807942
2300,2.706384456433943,1.0670705771003275,-0.0010145126200877624
2400,2.650504651878422,1.2650745519978983,0.0006546045209350109
2500,2.753184610643248,1.4042528036038122,-0.000997521351278446
2600,2.7864548738769126,1.3399170358401582,-0.0011744063260762517
2700,2.7793527709694907,1.724751799019229,-0.0010700177601589713
2800,2.699178928608916,1.6160025498357702,0.0004416504844485602
2900,2.797835593893179,1.937328079758876,0.0011761149873900651
3000,2.598723960800396,1.9759588642760888,8.889744458545908e-05
3100,2.601954756486118,2.2743186895026333,0.0007271849094340973
3200,2.637657045310711,2.1666496374540873,0.0011917399432936552
3300,2.6339952927147876,2.502023884021069,0.00031463563015202573
3400,2.5865789545063196,2.473912421754572,0.000706915561338619
3500,2.462017218128353,2.6207832366498263,0.0011885530048588548
3600,2.468400615012355,2.650734543543487,-0.0014514660224315397
3700,2.4250238163316657,2.848452191114863,-0.001287840725714955
3800,2.3090914709213086,3.048962298774691,-0.0005145364434969539
3900,2.3187287351209758,3.181863784535814,0.0008529275200859428
4000,2.113663566043029,3.2878298076922676,0.001266160855558155
4100,2.1660027856473194,3.3277252050540476,0.0007683777561224452
4200,2.0518230455965716,3.441904138204211,-0.0002143819680711645
4300,1.9434632601303563,3.4994487326798582,0.00040330081629879727
4400,1.9778745980605585,3.672313895609973,-1.8662837796831895e-05
4500,1.714032330792715,3.763540191270984,-0.0012461197303096736
4600,1.698372923305055,3.770972651354987,-0.00042572152168074895
4700,1.7151323013129687,3.8465278925718462,0.003646230900374487
4800,1.5308497417243003,3.848868806947058,0.01099623847354817
4900,1.457232016819545,3.9314508830626815,0.03730279843339475
5000,1.2142721258659006,4.070303228175362,0.10515645987811541
