milliseconds,P,D,I
0,0.0006910298261669032,0.11964756386980314,0.0014363352274441915
100,-0.04313502763282246,-0.002564012340861263,-0.0006749626611750866
200,-0.012328106149761701,0.08524256928254278,-0.0009856390223903298
300,0.07284760749608815,-0.01651159666876574,0.0014473420158901387
400,-0.0036579255257125284,-0.012365986415831035,0.0002385212842721176
500,0.02519087777572799,-0.047986448602250674,-0.0003586973809852775
600,0.0031805675846693082,0.07394549394632575,-0.000761215283419546
700,0.08102192178896223,-0.0253598470608946,-8.799041154342804e-05
800,0.21842615942516047,-0.05834391262911103,0.0012160472027374024
900,0.22269793881261526,-0.05015132579963127,-7.656097842829052e-05
1000,0.3123908497879436,0.17932262301846463,-0.00024122444326187646
1100,0.4484572718746414,0.07427029575844259,0.0006702076097992056
1200,0.4990155734690802,0.04745133549313638,0.0012690888986403271
1300,0.8384007608331426,0.1399179343698267,-0.000562663779093403
1400,0.9429320401272039,0.16166009444898066,0.0010035932311467332
1500,1.1931356137265086,0.17960601540805093,0.001501300495166042
1600,1.472861915129549,0.258047213550469,9.825441715253427e-05
1700,1.718981121173443,0.32706232548932285,0.00013073548446344979
1800,2.0134249545314282,0.5812149144888323,-0.0010164570508632445
1900,2.082376557918618,0.580335883473216,-5.030724446994195e-05
2000,2.4115744942625743,0.6491110748545895,-0.0007868635635711918
2100,2.603570714808753,0.669440075647468,-0.00046110186217703495
2200,2.677073402184755,0.8527781126069068,-0.0012820849845490648
2300,2.708719625227473,0.9504710083932102,-0.0012147217108072386
2400,2.691921818196744,1.323374624918928,0.0002281775952183394
2500,2.801087933519091,1.2738710046017643,5.2225653887591814e-05
2600,2.7940181180319996,1.4973720284611278,0.0007677280035498132
2700,2.6666001185489634,1.739639267777968,-0.0011241810463019997
2800,2.776901436497245,1.8737034153656822,-0.0012859879673251158
2900,2.749229378625388,1.9494342659086017,2.6837499906018688e-05
3000,2.7487827763826607,2.068378207091296,-0.0014382296395384006
3100,2.712575706223045,2.160430222857213,0.0003797877418481722
3200,2.5847563549473564,2.171322446814253,0.0009228190213546846
3300,2.5144416088291672,2.4014440162700392,0.0010077841735859146
3400,2.5985380071429836,2.6878264361002477,3.06744300166624e-05
3500,2.5208188351808447,2.651360218939592,0.0009488187601513628
3600,2.3826771794121444,2.908010882339387,0.00039999615990532765
3700,2.315079213774895,2.811130389820074,-0.0013361534853729763
3800,2.372625231422886,3.03340223068287,-0.0014139658255040673
3900,2.229935172828325,3.0332813885403245,8.627053788277892e-05
4000,2.195448204394356,3.284226301326412,-0.0012821447566149868
4100,2.0605517993670044,3.369648311452256,-0.00023988363166697148
4200,1.9346762470648,3.4628230881667577,-0.0005327084637351101
4300,2.0337344502089976,3.488844846638317,-0.0006884399284954362
4400,1.874357905365603,3.746742543601149,-0.0004785955071358854
4500,1.7427446181597825,3.8788520506858695,-0.0006309945069999642
4600,1.697716912398779,3.8569076451460025,0.00040955123386726287
4700,1.683031864841818,3.882514699502765,0.004824143611354127
4800,1.4675820068705039,4.0558545960535834,0.011587208206447241
4900,1.3233723729675908,4.002928780079674,0.036781477291436965
5000,1.2400234727510226,4.051535902133628,0.10631861480364845
