milliseconds,P,D,I
0,0.07156685050723388,0.05057544467431495,0.00147552053187274
100,-0.05968687882757277,0.04137402039311704,0.0014440062872961665
200,0.09549479487771237,-0.06264577007079523,0.0008447275829890374
300,0.05364271448174314,0.03343736062033571,0.0013219401569784365
400,0.0038286061226489587,-0.0787826691522068,-0.0008782358910002591
500,0.08457977792631202,0.09797623220119604,-0.00013963279452747178
600,0.007276734936457571,0.02485524104812598,0.0005001140359762804
700,0.16755880383277197,0.013803361293394604,-0.00012275345108618278
800,0.20362795764859684,-0.08503257033653769,-0.000382464487092496
900,0.29420619373855533,0.042297067073056756,-0.0007529524912808574
1000,0.29314848104041846,0.07947731179430312,-0.0003050457293783482
1100,0.4839798732156957,0.09789173333311062,0.0005913777352201725
1200,0.5495410818911418,0.18438536651986526,0.0005492068925910332
1300,0.6564714460058682,0.22198967349578458,0.0007793221832101273
1400,0.9639344584450628,0.023601159292706897,7.461573891427687e-05
1500,1.1330811116875903,0.3223748078334788,-0.001336865477509971
1600,1.36735717086959,0.31184827260813314,-0.0013892827240067536
1700,1.7411246326619527,0.3168523591092976,-0.0003758215139802758
1800,2.0517990848525103,0.43041880649392267,-0.0013425544618986957
1900,2.098299856449815,0.4508308172025183,-0.0010889043485933498
2000,2.4495097454741157,0.8275110582421014,-0.0002834188085266902
2100,2.5745681708845614,0.7865902313420866,0.00041752936348106494
2200,2.597389274076765,0.925309869918823,-0.0010816546896190607
2300,2.7638618904399124,1.162679531699682,-0.0007175169728166667
2400,2.735764014760208,1.3029614051752376,0.0006637446526983434
2500,2.8408127557938543,1.4517284042836542,-0.001312434888109354
2600,2.819286971390191,1.4355262530818738,-0.0002966494460929424
2700,2.7393297283379066,1.583407038771326,0.0005430204779476791
2800,2.6443383492053307,1.7180475439415264,0.001515321198246163
2900,2.702928700049122,1.8046163840543445,-0.0006072020263574842
3000,2.744807654200091,1.9359633208952207,-0.0014861742519185837
3100,2.703270472583728,2.137954454888283,0.0010052663523468898
3200,2.6327098294859916,2.349754856953991,-0.0014990147824227708
3300,2.524404241257692,2.342602891396772,0.00036310128580969314
3400,2.414972064520125,2.5856523395315922,-0.0004240515284334273
3500,2.3761593462747572,2.5548406395393983,-0.0008696399045853263
3600,2.41735098164837,2.740565161936886,0.0008612083694772922
3700,2.280410235315581,2.78454381793543,-0.0014920988597296775
3800,2.3574698149011737,3.002300265948014,0.0004477497121322719
3900,2.2354929907306293,3.0071715875962615,-0.00011334858041044991
4000,2.2462695709445124,3.279622576719683,0.0008837911414810815
4100,2.0024638288510093,3.2311889582519098,0.0015115904090379668
4200,2.120132762901397,3.572685991203785,0.0013880263165263235
4300,1.978336997779177,3.4715991668296056,-0.0011531336007440907
4400,1.9490851192413967,3.7322186988776633,0.0009007827642919847
4500,1.7611911613129272,3.6710144340026565,0.0014687361776480475
4600,1.7677540091146335,3.770801810193203,0.0025002394977929666
4700,1.657009990109069,4.019188651676961,0.0038578916558740023
4800,1.4809325573940684,4.08548695432578,0.010760348556906864
4900,1.5069315046126126,4.071139100123395,0.03826926690935573
5000,1.3268278495877288,4.101290866321961,0.10698474885647472
