miliseconds,lck_inactive,lck_active,phosphatase_inactive,phosphatase_active,lck_total
0,0.0,0.0,0.5997884453393464,0.6000443913768615,0.0
100,0.0,0.0,0.6008806418798031,0.5997435796327775,0.0
200,0.0,0.0,0.6012056375002163,0.5989186126253871,0.0
300,0.0,0.0,0.6013881985943365,0.5985608630872166,0.0
400,0.0,0.0,0.6026991044548613,0.5974270786954522,0.0
500,0.0,0.0,0.6026547546232884,0.5970377062462813,0.0
600,0.0,0.0,0.6037241852774204,0.5966115070187922,0.0
700,0.0,0.0,0.6037855055119924,0.5955760604027737,0.0
800,0.0,0.0,0.6044916384867117,0.5952257751636747,0.0
900,0.0,0.0,0.6054758514621472,0.5949507483723107,0.0
1000,0.0,0.0,0.60613452971806,0.594344772845491,0.0
1100,0.0,0.0,0.606370986615278,0.5937847176757861,0.0
1200,0.0,0.0,0.6067890986997835,0.593165606867911,0.0
1300,0.0,0.0,0.6074808800041661,0.5922442678308194,0.0
1400,0.0,0.0,0.6082214009116873,0.5919948560201531,0.0
1500,0.0,0.0,0.6086994874347673,0.5915661274618376,0.0
1600,0.0,0.0,0.6094945545417074,0.5906474308292504,0.0
1700,0.0,0.0,0.6097125983266559,0.5904247922214505,0.0
1800,0.0,0.0,0.6102479690730801,0.5894053106126569,0.0
1900,0.0,0.0,0.6108894241700785,0.5891916121480221,0.0
2000,0.0,0.0,0.6117399223874894,0.5881238913574639,0.0
2100,0.0,0.0,0.6120022236393453,0.5878111224098164,0.0
2200,0.0,0.0,0.6125818910880533,0.5871317559820466,0.0
2300,0.0,0.0,0.6135475902471125,0.5869019811439666,0.0
2400,0.0,0.0,0.6138168271712423,0.586154861493452,0.0
2500,0.0,0.0,0.6148329379995687,0.5855451657665883,0.0
2600,0.0,0.0,0.6150331174835365,0.5848034038382469,0.0
2700,0.0,0.0,0.6158722256865663,0.5842298862828275,0.0
2800,0.0,0.0,0.6158018353538824,0.5835541911702085,0.0
2900,0.0,0.0,0.6163699772860477,0.5836212244011183,0.0
3000,0.0,0.0,0.6175609262236371,0.5830772058319719,0.0
3100,0.0,0.0,0.61817639828827,0.582540479616085,0.0
3200,0.0,0.0,0.6182366765384197,0.5813820660873136,0.0
3300,0.0,0.0,0.6188291724408981,0.5815245737280638,0.0
3400,0.0,0.0,0.6196562570482853,0.5806378477044836,0.0
3500,0.0,0.0,0.6203064534080746,0.5798488151337131,0.0
3600,0.0,0.0,0.6206113470284667,0.5795290481997353,0.0
3700,0.0,0.0,0.6209873632013132,0.5787292291384809,0.0
3800,0.0,0.0,0.6214156510096703,0.5780524649626392,0.0
3900,0.0,0.0,0.6220287029105148,0.5782926243262994,0.0
4000,0.0,0.0,0.6229794784177495,0.5772172701237366,0.0
4100,0.0,0.0,0.6233874962122428,0.5770861575532491,0.0
4200,0.0,0.0,0.6236649591836269,0.5766043754350259,0.0
4300,0.0,0.0,0.6241767783201507,0.5757328111331093,0.0
4400,0.0,0.0,0.6244407830353403,0.5752062966988151,0.0
4500,0.0,0.0,0.6253885435659852,0.5743798870374397,0.0
4600,0.0,0.0,0.6261951827542237,0.5741088288873766,0.0
4700,0.0,0.0,0.6263732778703321,0.5733822596645342,0.0
4800,0.0,0.0,0.627228255706302,0.5728222434890887,0.0
4900,0.0,0.0,0.6275562782673663,0.5723268045627883,0.0
5000,0.0,0.0,0.6275741057721632,0.572355419154363,0.0
