milliseconds,T,H1,H2,M1,M2
0,100000.0,0.0,0.0,100.0,0.0
100,107142.84900899022,0.12885482915134103,2.486150070295112e-05,99.40052623697484,0.4960259166054637
200,114795.84239256718,0.44076894413369505,9.911265340945416e-05,98.80178928563716,0.9842079987985813
300,122995.40613182771,1.1916473737858253,0.0002227374094259212,98.20331383268919,1.464704448970588
400,131780.56583000126,2.9892959329252764,0.00039635057368298335,97.6046420895592,1.9376761818661385
500,141193.1320095439,7.269247260389344,0.0006211911556908081,97.0053876562982,2.4032875751015608
600,151277.89852026216,17.40293931018084,0.0008991288503045801,96.40536357828546,2.861707692192668
700,162082.85488634315,41.26366461644868,0.0012326833780685318,95.80488264163948,3.3131125585441676
800,173659.41332370386,97.13456306935699,0.0016250569176467795,95.20545519107128,3.7576898285784703
900,186062.6508386307,227.23812185181154,0.002080180531170972,94.61139922072734,4.195648917588497
1000,199351.56594204452,528.5732497792596,0.002602776590391145,94.03353332237667,4.6272436256669005
1100,213589.34728174325,1222.9902014920385,0.0031984414004377418,93.49760670416734,5.052823256657478
1200,228843.64595126465,2816.5981794121476,0.0038737570225090756,93.06349221301882,5.472948594699271
1300,245186.82944913366,6466.145097648872,0.004636452429459608,92.8689744487647,5.888655573493518
1400,262696.15993615135,14847.204451569087,0.005495660735301737,93.23091732733927,6.302057891650313
1500,281453.74166581914,34364.25058035841,0.006462384694147503,94.88748616585808,6.717746901340371
1600,301545.76747364324,81655.97335264154,0.007550451277108258,99.62845467771061,7.146184507215312
1700,323059.289180125,208378.90881491514,0.008778709906913217,112.24571349227725,7.6127858582873635
1800,346066.73971351376,647286.2708025835,0.01017677866444897,148.97708924470365,8.188234657070979
1900,370484.9461625139,3990879.451476234,0.011801954419939364,312.6936915340101,9.15783277259408
2000,388516.24474422535,99979422.71107706,0.013438962413404828,4768.445265429715,16.548876971918812
2100,396749.99279251305,99994724.98425774,0.017001477789933845,14680.94375921365,64.95113944320018
2200,405154.65725395025,99996761.86570416,0.027804243473684438,24504.86779166833,162.19266756613627
2300,413734.4213868737,99997660.41106673,0.050624332320538444,34239.42011200713,307.5155306953457
2400,422493.03893110395,99998172.80930509,0.09012886384549505,43884.04793537406,500.1923346728103
2500,431434.24897255504,99998484.37397702,0.15087796873632692,53438.21618992748,739.5400713303058
2600,440561.8473979359,99998667.17508921,0.2373285897761673,62901.36942759872,1024.937429770347
2700,449879.68406915275,99998833.10355237,0.35384514717744675,72272.93466332731,1355.8456693934124
2800,459391.6974187183,99998962.44463804,0.5047013625867596,81552.30400052753,1731.8332524249952
2900,469101.89785589336,99999076.4028566,0.6940973814282955,90738.84581224882,2152.603445563942
3000,479014.3767358044,99999126.47928114,0.9261721470512795,99831.9019741685,2618.0249082935998
3100,489133.3104646366,99999184.26570761,1.2050166769537651,108830.7883706928,3128.167481272155
3200,499462.96081543464,99999245.44026391,1.5346958597309148,117734.79765092948,3683.3404471643967
3300,510007.67242563085,99999292.36774191,1.9192898462845167,126543.20399532019,4284.135878600429
3400,520771.8825801125,99999321.13482554,2.3628868846517412,135255.26147332048,4931.47702101804
3500,531760.1201679267,99999362.34931354,2.8696202819582135,143870.2089637024,5626.672797015072
3600,542977.0025745978,99999383.08449654,3.443787630734362,152387.27682561343,6371.480310557983
3700,554427.2452003597,99999406.77691673,4.0897858771152675,160805.6868457827,7168.1767391677995
3800,566115.6597038469,99999423.76518984,4.81221505378173,169124.65948992636,8019.64304297716
3900,578047.1566347625,99999439.22324975,5.615933821116085,177343.41937274998,8929.462489085729
4000,590226.7468152959,99999459.82386899,6.506181796967777,185461.20244812596,9902.039180729207
4100,602659.5443592529,99999458.8820451,7.488598570984625,193477.26326007102,10942.740904835158
4200,615350.7690347282,99999485.93449624,8.569317685244467,201390.88405156636,12058.0699714869
4300,628305.7476724259,99999497.30820088,9.755107820579859,209201.38603508173,13255.878908990744
4400,641529.9167324245,99999507.25227356,11.053523865894746,216908.14206094763,14545.632718698203
4500,655028.8245063375,99999516.88547836,12.473068869572776,224510.5920022298,15938.741041065197
4600,668808.1336760663,99999522.48790376,14.023272970701257,232008.26097598745,17448.974192821002
4700,682873.6228329466,99999526.24778923,15.7153848827508,239400.7825167764,19092.998261250825
4800,697231.1901374088,99999531.63484925,17.56207343725677,246687.9252073586,20891.061872824754
4900,711886.8550579033,99999536.2856565,19.578139389952575,253869.62750678966,22867.890686398972
5000,726846.7605187243,99999539.3444164,21.781385311022234,260946.04084231972,25053.859110199628
