milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010149286542544145,-2.2904975374260184e-06,5.833282410294037,-1.609169521698699e-07,0.058341474511413756,6.732236153398704e-07,5.112271789825166e-08,-9.428586400968974e-08,93.33257955478828,1.8542323374500234e-08,52.49956245402193,4.1837354788819976e-09,3.350549858266938e-08,816.6598611030423,0.4083299073694671,-4.4813281539501085e-08,3.674737297584223e-15,-2.476502458210104e-16,-1.2543573572321423e-10,5.518040621979147e-10,11.666569445716707,-3.889586972508014e-10,-1.4092959295009052e-15,-6.8736963315485605e-16,-1.710515304018398e-14,1.4583211692351485,1.4561157601755758e-09,-7.557952631888402e-08,1983.3168057003627,-2.7445154416734764e-09,2.5381975579354136e-17,-8.639311743762319e-12,5.283525186445711e-10,9.447004010371354e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.7045077303977237e-09,4.270628799402564e-05,0.2916642346579522,1.3673124222042876e-09,34.99970833624499,3.273232590295202e-10,2.5034940603503157e-11,5249.956252677976,-5.938886663867154e-07,-3.498974209097246e-20,-8.636547607601379e-19,2.3973281852190734e-21,-3.5730734514866136e-20,-4.9439933061664256e-26,-8.022600514405706e-26,2.925935598521372e-08,6.929534122067141e-08,1.2885854996576367e-11,9.36080954094629e-08
100,0.0010144056274203274,1.1848856707243127e-06,5.833279612478889,6.060384543082566e-07,0.05474483106817674,1.431650218838341e-06,-4.483040816710541e-09,8.871057630719741e-08,93.328909771286,-6.748127619217529e-08,52.49956244637402,1.8236999073227824e-09,-2.0260156139529912e-08,816.6598610858985,0.4083300446471323,-3.4820835113032254e-08,2.2576546962820294e-15,3.614100511598741e-16,-1.0637580662322567e-10,-3.4107098870333536e-10,11.666569445037979,-9.842121327361779e-11,-3.5001503899048994e-16,8.890266385113938e-16,-1.0690848250627754e-14,1.4583211278678674,-1.4527233243917695e-09,4.5222028987276743e-08,1983.31680568601,-5.381587892296317e-09,4.098133351792472e-17,-2.0652847930481373e-11,9.651426256401264e-10,4.936468887330617e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,6.178699123016977e-09,0.003627184456296261,0.2916642375785894,-2.4127018459912548e-09,34.999708335146046,3.0020875912871706e-10,1.0134229235782904e-10,5249.956250432236,1.9479293376064015e-06,1.9827584324449858e-20,3.571880217057671e-18,2.6343867680289114e-21,-3.411480718069089e-20,-1.5436850539909173e-25,-4.4631260237424003e-26,-3.547238872591435e-08,-5.771525296413797e-08,-1.1282946860684599e-12,8.499589247188836e-09
200,0.00100767557100623,1.788697070391242e-06,5.833278244898606,6.623803372017332e-07,0.05470061773531549,-1.8923748977875992e-06,-5.283494013799095e-09,1.7748683939898e-07,93.32896519136251,1.5362851070980023e-08,52.49956247231649,9.373601363671088e-09,-8.94703532590919e-09,816.6598611043107,0.40833003296516956,-4.2731749608664144e-09,2.2109635837366357e-16,7.209340876877578e-16,-4.3627499768274417e-10,6.091338223016507e-10,11.666569445304077,-1.4229393408075257e-10,-1.2033373737965783e-16,-8.782946639912266e-16,3.055865504622179e-15,1.4583211455948408,-1.755835968692973e-09,6.12797888138684e-08,1983.3168056965242,1.9307887349276907e-09,5.734106785804696e-17,8.49297909082897e-12,-3.022534659910324e-10,-2.9520212115178e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.939992742423362e-09,0.003586208402949077,0.2916642355312686,2.836335922204736e-09,34.99970833608504,1.8723628127918138e-10,-4.003641085614581e-11,5249.956252672585,-3.925849813841542e-07,-2.955106478220458e-20,2.083795074920812e-18,-2.5882670933438455e-21,-2.568580418953678e-20,1.4242823539186417e-25,-8.194111846792419e-26,3.8558703384034e-08,-5.688144270870547e-08,-6.334668010867718e-12,4.116372333003975e-08
300,0.001010152591558373,6.083483464837643e-06,5.833276089744396,6.105987458667187e-07,0.0546972292301514,5.319913863482609e-07,4.517130935051677e-08,1.50247456559248e-07,93.32893217881714,2.0635030954318248e-07,52.49956252151342,1.1846856448915374e-08,-1.535999395830705e-08,816.6598612674285,0.40832987517284103,-4.997676228386865e-08,2.1335116217016226e-15,1.0831376744727447e-17,-6.018639314641082e-11,5.227186501841235e-10,11.666569445596133,5.677013849059136e-10,-2.014333079605408e-15,-2.0377011164403362e-16,1.376351728336516e-14,1.458321203613222,5.405641420627195e-10,-4.968455572751917e-08,1983.31680569017,2.873096204497987e-09,-9.768730330245426e-18,3.07041018180857e-11,-5.8011364376705994e-11,-1.9217160918195467e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.580228711822739e-09,0.0036451090724888588,0.29166423731869084,2.8069983350211387e-09,34.99970833522448,-1.6732097934159155e-10,-8.027450522303451e-11,5249.956252380328,-3.2265627772595785e-06,-6.237207184675889e-21,-4.7225330160698294e-18,1.822505124167102e-21,4.143007530756631e-20,-3.943008558745725e-25,-3.572255001810618e-26,2.4438412921436357e-08,-9.292436663485708e-08,-6.8112476781418436e-12,1.061569292077712e-07
400,0.0010015513755150765,8.708080739737912e-06,5.8332732830606115,1.327896270247205e-06,0.05470927094653969,-2.223034669617145e-08,9.551672333294676e-08,3.4396719664976143e-07,93.32892758851645,2.405006690816098e-07,52.49956250831605,2.5000805384457638e-08,1.0902831847206644e-08,816.659861117599,0.40832983548242324,2.1147756372134946e-08,4.95259996950757e-15,-1.1338516531812988e-17,-3.369991751435388e-10,-6.589219844136279e-11,11.666569445166289,4.572753322087884e-10,1.102369101151644e-15,-7.835899218538253e-16,7.138876780563746e-15,1.4583211408338703,-8.605547805574488e-10,9.287951512724005e-08,1983.3168056892519,5.317158709712755e-11,-1.8239697861073294e-17,-3.346890106694795e-12,-8.90687375175933e-10,-3.642188611990598e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-4.696112782829417e-09,0.0035599986680165886,0.2916642328187184,-1.600856994158199e-09,34.99970833632859,-1.8430717111488195e-10,8.071581205161277e-11,5249.956253633413,9.304208869521497e-08,-3.752014242075062e-20,1.1317412681455006e-18,-1.818480409699152e-21,-6.976203582106753e-21,5.915348794195749e-26,-5.200970703439859e-26,-4.708291131002528e-09,-9.940816186569135e-08,1.3080562592573563e-11,-8.366158357158213e-08
500,0.0010052190770349608,1.4104342541489357e-05,5.833274946886823,1.3246224687118537e-06,0.05475106560175992,-1.6808599514704448e-06,1.0463239539902652e-07,3.8235353882816624e-07,93.32896676740792,2.0642310776854403e-07,52.49956242268165,2.748743081380118e-08,-1.0604598229241823e-08,816.6598611880818,0.4083300126259622,2.3188655061369204e-08,-2.887912885182945e-15,-4.221626445435587e-16,1.8976983271512792e-10,-1.4085090836825038e-10,11.666569444795975,-4.742909076789716e-10,2.05694167023187e-15,2.0343593236324034e-16,9.48516867345374e-15,1.458321199441096,-1.917041929120112e-09,3.0473844171246334e-08,1983.316805698789,4.769603352866489e-09,5.02377077024898e-17,3.260787200368735e-11,6.211189314984004e-11,-3.004015044152053e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.079514349960655e-09,0.0035838692563633684,0.29166423252324014,4.1817878313873863e-10,34.999708335644605,4.424236022839808e-11,1.0350201886882205e-10,5249.956250703507,-8.493925347231516e-07,2.767900146217233e-20,1.8513067571776155e-18,-7.512437633926059e-22,4.952767287411685e-20,3.6169517424504963e-25,4.7199827457625054e-26,-2.2010832729545147e-08,-3.87342850531955e-08,-5.270565560985876e-12,5.985659120680752e-08
600,0.0009993739176940302,1.4816225270106256e-05,5.833272179990754,1.346420204152344e-06,0.05468858934918842,-1.3402540169604862e-07,-7.370764974094175e-08,5.299927378399113e-07,93.32896153218665,3.9787797527369305e-07,52.49956247246712,4.097108538025711e-08,2.64707397143448e-09,816.6598611184778,0.4083299166004947,7.541040528832657e-08,1.8495490527432847e-15,4.2469747697359753e-17,-4.498645811106423e-10,-2.8404105047928495e-10,11.666569445341505,-1.310446302543352e-10,-1.2869101556145929e-15,5.1949419940657615e-16,-1.465160582987338e-14,1.4583210924002046,-1.5612664615448554e-09,1.7776224814989206e-08,1983.3168056940044,-1.1247483845316917e-09,-3.2095590096117567e-17,-9.86883626954317e-12,8.746405190155575e-10,7.937145953481129e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,8.230838641988944e-09,0.0036170995680800595,0.29166423401232844,-1.935966422509528e-09,34.999708335125526,-7.916222687599728e-11,5.5598267027648184e-11,5249.956252765932,1.5417189460847998e-06,-3.179695094541108e-20,-3.691218577807209e-18,-3.989556910677512e-21,7.305355663547836e-20,-4.1037926918382434e-25,-5.9985943509541464e-27,4.393495200767431e-09,-6.501344300138619e-08,-8.892619247858427e-12,-7.6543966806193e-09
700,0.0009953809651610925,1.7840015858399004e-05,5.833270896878924,1.7509344684388466e-06,0.05472007977729417,3.337018994867567e-06,-7.29465174238303e-08,5.618544341531897e-07,93.32895462819897,3.4760559488484014e-07,52.4995623997776,4.556872104542091e-08,6.46750000934246e-08,816.6598612038664,0.4083298958378246,-6.2569730941583e-08,-6.623482443161582e-15,-4.994830810176336e-16,-2.8134798405553876e-10,-1.1190046100294367e-10,11.666569445703503,-4.147438414955848e-10,1.721365356506841e-15,-2.3845094903088e-16,1.3653804657094916e-14,1.4583210642271371,-7.784290008943071e-10,-5.4257112564498216e-09,1983.316805690222,1.6103995464531616e-09,-1.4427931931049252e-17,3.2866222266209115e-11,-4.616073765494503e-11,6.002057075197717e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,5.536446461691854e-09,0.003597756857749466,0.2916642400890945,-2.5496090215440828e-09,34.99970833524772,6.626976471339972e-11,-6.642106226951987e-11,5249.956253286056,-3.251647616393244e-06,3.9282757484019674e-20,6.144852236023196e-20,3.599136823982376e-21,3.3905844671736855e-20,1.1156026376342374e-25,-1.1741770919966715e-26,-3.47034528099716e-09,-8.286227658063579e-08,3.711315373030908e-12,8.553525777223689e-08
800,0.0009927081672474341,2.2341147465806197e-05,5.833263060320125,1.959021011826618e-06,0.05468622973875016,2.021703032864404e-07,4.503684118982612e-08,6.216742175773844e-07,93.32894004999316,5.112998787117113e-07,52.49956238101324,5.442577983478828e-08,3.972545524879182e-09,816.6598612165326,0.40832982996395517,-1.722751997147611e-08,-6.8833798551424165e-15,-1.7928441079432495e-16,4.312850435656671e-10,4.801522082525455e-10,11.666569445011524,1.8672289318553143e-10,4.336828618110159e-16,6.7998736346759e-16,1.322503405471493e-14,1.45832109557581,4.876365024091746e-10,4.555522599046482e-08,1983.3168056951386,8.223490510264915e-11,-1.9975220294281773e-17,4.5762733731222117e-11,5.613373527750463e-10,9.120644836546272e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,5.305390450170205e-09,0.003606463702790551,0.2916642387008421,-2.1277254969413246e-09,34.99970833513043,4.4379220497416226e-10,2.7396824820450654e-11,5249.9562534395145,-7.701443072351635e-08,2.7119674001456904e-21,-3.1045683078466256e-18,3.9841535251034384e-21,-5.789052080591927e-20,-3.6160238793355387e-25,5.894838532047137e-26,1.2937657715295858e-08,7.116109251827062e-08,-8.032537655582196e-12,8.710825196531582e-08
900,0.0009938366150535497,1.8724502884828952e-05,5.833265789620277,2.118259648021867e-06,0.05470453758286626,-7.873631249656903e-08,3.9567798126665104e-08,7.854763394820094e-07,93.32893340969235,6.489265899750258e-07,52.49956234427418,5.781058418711044e-08,5.197990905430863e-08,816.6598612458332,0.40832997349447314,-5.3319950173238104e-08,-3.640587066696011e-15,-2.6429661067842427e-16,-1.4089865210620696e-10,-5.845608216152298e-10,11.666569445302423,3.0148720901771e-10,-1.907561015551811e-16,1.0097999341752966e-15,2.944159920740946e-16,1.4583211341731748,4.007840949191589e-10,1.2589397565599027e-07,1983.3168056933193,-3.3769825576192405e-09,5.0764312799981755e-17,3.5507527392576845e-11,3.9653493568520714e-10,5.269370708938652e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,7.522881344645137e-09,0.0035571244893571716,0.29166423295010463,-4.889182814207803e-10,34.99970833616626,-4.118386400933192e-11,9.669654726163892e-11,5249.956247136688,2.366100135535043e-07,3.507725696400404e-21,2.0547782950711968e-18,4.22442798360428e-21,4.540154045216386e-20,2.3835006805988047e-26,1.0866982678905021e-26,2.7890156213134017e-08,-3.2091961489109386e-08,1.1092351749066623e-11,4.632968318071752e-08
