milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010148636763794843,-1.5561627256065105e-06,5.833287017211789,1.6054085493293006e-07,0.0583366426050544,-6.606485870959269e-07,-9.630333262534932e-08,1.2942818768904814e-08,93.33260469506861,7.440432571409075e-08,52.49956244900361,-6.899398187802851e-09,2.323380241591446e-09,816.6598611715085,0.4083299231619976,4.275496153628786e-08,1.008700105277699e-15,-1.524809876765968e-17,-5.914001741329159e-10,3.5707792488290543e-10,11.666569444897902,4.977134539872794e-10,-9.666084170521659e-16,-9.3781378217011e-16,1.3106837080720137e-14,1.4583212629142046,-1.2779990270359618e-09,-2.747013484711196e-09,1983.3168057018286,-3.0297577587428394e-09,2.0082585299811337e-17,1.2892531524115085e-11,6.306415471869505e-10,3.818833992254649e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.1565235422251162e-09,-1.8295421341775e-05,0.29166423913114703,-2.7658404976056267e-09,34.99970833532081,2.4691885004190575e-10,1.0728787065470985e-10,5249.9562496750295,-2.449646622463127e-07,4.7094100789709603e-20,-3.699137749474491e-18,-3.316164697541307e-21,-6.143102018716504e-20,3.7885465473386507e-25,3.956474406992451e-26,1.7741140786306907e-08,-6.554964300902265e-08,4.0948181993283405e-12,2.1738688299958772e-08
100,0.0010118874478400742,3.4895311821317763e-06,5.833280519161154,6.310273376324576e-07,0.05473444336541736,2.0341598014786063e-06,4.4791117341317255e-08,2.2495719749699956e-08,93.32899451621161,1.151326792804104e-08,52.4995624435524,8.99243297420523e-09,4.324473045937442e-08,816.6598612786755,0.4083300286775773,-4.557767118439171e-09,-5.841982968552796e-18,5.729662352438865e-16,-4.558798181616504e-10,-3.772253786644688e-10,11.66656944551927,5.68406813040691e-10,-1.4291325646119265e-16,3.2640288573766726e-17,7.535273099439047e-15,1.458321089193608,2.1133983022607392e-09,2.619368506838503e-08,1983.3168056950115,7.078425557723112e-10,-4.086217650447692e-17,1.8878593748301483e-11,4.35377502402318e-11,-3.599716100755793e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.022894691380171e-09,0.0036039367486102635,0.2916642399214644,2.967924701071636e-09,34.99970833555503,4.333478116555713e-12,2.3571747556638775e-11,5249.956253078244,-8.645892283948495e-07,-1.3855647495728215e-20,3.5571554852068165e-18,3.426251827366037e-21,5.744923305878761e-20,2.930457610036366e-25,-2.509143191508307e-26,-1.333632237681192e-08,2.0943417937859623e-08,-8.52474154385753e-12,1.0115793995294269e-07
200,0.0010110323211872173,4.251943967346819e-06,5.833282313646095,3.840154525319685e-07,0.054693151080890276,1.2920876788148515e-06,5.7592157802588583e-08,3.6632135626942547e-08,93.32891291447051,1.4284191570009269e-08,52.49956245787856,1.8657151612300687e-08,-1.0701724445156247e-08,816.6598611523391,0.40832991499739124,-3.4912376775725044e-08,-5.259945047746882e-15,-2.884221668435919e-16,-4.5015688985752056e-11,-5.727725040717701e-10,11.666569445729408,3.867838794989592e-10,1.7400806210122563e-16,-2.0931463065334076e-16,1.4648012453798336e-14,1.458321093585163,-6.981827548760594e-10,4.594348318922156e-08,1983.3168056929467,9.766399802721684e-10,1.1015586041135527e-17,3.342352912009848e-11,-7.475082756240142e-11,4.518359022658818e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-5.474860285334088e-10,0.0035946483394519615,0.2916642393637115,7.638494827794396e-10,34.99970833515242,2.1492603259918124e-10,-2.18719225680938e-11,5249.956253434225,8.987433215891113e-07,1.8689630844402894e-20,-2.158147963043524e-18,-3.4628480123196786e-21,-3.485363174398574e-20,1.6000101831838324e-25,-8.053685260544896e-26,-7.2136049278704056e-09,2.0922928117045277e-08,8.719349879747222e-12,-8.59768868967831e-08
300,0.0010112556337399732,9.103810523952521e-06,5.833280760834371,1.0596965728514568e-06,0.0547592837652399,8.377988072050142e-07,4.032940001282973e-08,2.6468984770521284e-07,93.32892274659385,5.52546673610525e-08,52.499562495258566,1.9371601161513114e-08,1.1199596782323845e-08,816.6598611439333,0.4083300345870774,3.54363592603019e-08,9.61445525052699e-16,-7.13589418846523e-16,-4.112144292738884e-11,6.379027910613306e-10,11.66656944513848,-3.962264704004506e-11,-1.5590705218815694e-15,2.3004571905456455e-16,-1.4070237241119503e-14,1.4583212009789948,2.055196563464057e-09,2.4188461326302657e-08,1983.3168056900086,-2.912257672418769e-09,4.1130019083402643e-17,-7.253087040190441e-12,-9.84028938865935e-11,1.9922096822876882e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.3942655621890497e-09,0.0035541409182456244,0.29166423536149344,7.996528284996445e-10,34.99970833611809,2.8558330921232633e-10,-1.0124329015238637e-10,5249.956251131515,-3.2949772886608585e-06,3.567402511105562e-20,2.9314439260786242e-18,-8.277154216937e-22,-5.690195407444617e-20,-3.6332915015284305e-25,5.950538053591018e-26,6.168749638723e-09,-6.239154007001906e-08,-1.2764180482720705e-11,9.448888908101079e-08
400,0.001005226048635103,8.726362348007557e-06,5.833277022479338,9.18073194871777e-07,0.054685012093530196,7.095006436229288e-07,-3.142525930971106e-08,3.751499897141152e-07,93.32896464843928,2.7366852617577113e-07,52.499562517457456,2.7494871839910665e-08,1.3578365790864791e-09,816.6598611736829,0.40832989769855,3.064719172370261e-08,-1.3508182313660565e-15,-5.829202340040144e-16,-4.1546659690103144e-10,-2.6294184103673414e-11,11.666569444980688,-4.613819022803796e-10,-1.9667241728594766e-15,-9.004580473104602e-16,1.3655990544696485e-14,1.458321108898179,2.0586875249498465e-09,2.0930992365792397e-08,1983.3168056870227,1.0202890577645882e-09,-7.03601329154989e-17,4.862188743736153e-12,2.0568591315465765e-10,-9.946224318311038e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.871684178078832e-09,0.00362989366326708,0.29166423387480256,1.6615837704616098e-09,34.9997083350674,5.5050822425277744e-11,4.2599807692120635e-11,5249.956249941457,6.626693954578655e-07,-2.2878513392352586e-20,-3.784387375766011e-18,-6.031119396058795e-22,8.19997988779189e-21,-1.8063094549245048e-25,1.466245593058964e-26,3.3525942839908844e-08,-1.0585768387300026e-07,-1.2295566229489553e-11,2.37965203705537e-08
500,0.001000377760094402,8.820327043599947e-06,5.83326918482816,1.618657601501171e-06,0.054718498994308744,-1.260786601351998e-06,7.073916870820054e-08,3.1634098609410225e-07,93.32898538614103,2.803293116826435e-07,52.49956250094218,2.4279327788191405e-08,1.078967884426867e-08,816.6598612434577,0.4083299768489785,-6.529989946655684e-08,-2.1144788811592559e-16,-6.25856066280873e-17,-3.107930123701215e-10,4.959988292223007e-10,11.666569445833456,1.9025241311133477e-10,-9.230614659413935e-16,-4.019208739278251e-16,-2.88758353471141e-15,1.4583210879331185,1.6878119155239678e-09,2.940212142787717e-08,1983.316805683784,4.0295971952914185e-09,-6.107040683131617e-17,2.3487499669268016e-11,-5.935521258461287e-10,3.3575947861078614e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.3314188610324373e-09,0.0036131081936108993,0.2916642335632404,1.672870497690221e-09,34.999708336075614,-1.630825945169186e-10,1.0557215602413092e-10,5249.956247133851,-7.345055439332011e-07,-4.461838639796816e-20,1.8616127005214008e-18,2.0019022181067118e-21,-3.969447504130968e-20,2.633923120674764e-25,-8.349876972922333e-26,1.411521651143833e-09,5.0846625688676864e-08,2.0076768394056924e-12,-4.222972793687141e-08
600,0.0009992826998444532,1.7741614329102537e-05,5.83326768089028,1.5343958224638172e-06,0.054756556323326544,8.044111514088898e-07,8.692505960690815e-08,4.509578406400274e-07,93.32900478809773,3.7465436308592205e-07,52.49956245785006,3.3886931328325844e-08,-1.1092763266548622e-08,816.6598610677266,0.40832999097793077,5.149792195461861e-08,-5.50232696491422e-15,-6.894798516065449e-16,-1.2131684717495257e-10,-1.93329022100518e-10,11.666569445117851,5.08606389210963e-10,3.1434583369845995e-16,-1.7779486467043444e-16,8.808544405655572e-15,1.4583211051885194,-8.122580910663291e-10,6.42188070949555e-08,1983.3168056904462,2.9260560173481857e-09,5.015996032901431e-17,-2.4744614643982523e-11,7.865230327234265e-11,4.5262919941036847e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.1254215379919366e-09,0.003566474235459616,0.29166423234692945,-2.780669607830263e-09,34.99970833596751,-5.626623458438099e-10,1.0390260903755233e-10,5249.9562523689665,2.327483136459266e-07,-7.042976338332178e-21,-2.248587166304008e-18,-2.2672206091041037e-21,-1.9080118962836087e-20,-2.9247102148663524e-25,-2.5433214449132643e-26,3.744286053048252e-08,-3.5780562819329604e-08,8.785644674069257e-12,4.276600375567918e-08
700,0.0009934711716017585,1.5264068716132222e-05,5.833268416937752,1.8463710298450584e-06,0.054756894031017876,2.830920459022428e-06,1.5440755025194628e-08,5.368818563369477e-07,93.32898972485924,4.890735632528076e-07,52.49956245243432,4.9325332624770403e-08,7.095066454774517e-08,816.6598611777621,0.40832987903872553,6.845518930398079e-08,-3.794799634869514e-15,7.51022749117919e-17,1.529576917018512e-10,-5.355628277801142e-10,11.666569445008083,3.524544878004394e-10,-5.595312940470014e-16,-4.3780481085520254e-16,7.656435135689236e-16,1.4583212033665676,-1.3060144817143689e-09,1.315290008609837e-07,1983.3168056964275,7.74194136375694e-09,3.2924208266605236e-17,3.8314562019752477e-11,-1.7385582189459955e-10,1.5618888585328907e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.88210028715954e-09,0.0035603696658838397,0.2916642341005258,-3.3130592347398787e-09,34.99970833542385,-3.675514001416757e-10,6.202701467147873e-11,5249.956253923983,-3.290385369159251e-06,-1.6729421316275987e-20,-1.2673219614597916e-18,-4.417166199206342e-21,5.404470710255343e-20,1.9821010217914982e-25,7.209355448445555e-26,-5.32319161160393e-11,8.404620489186304e-08,-7.092080158378929e-13,-6.619801333654837e-09
800,0.0009935268799143174,1.8558449778770138e-05,5.833264021985575,1.9658694979680234e-06,0.0547622729537554,2.4064177114951775e-06,4.46987442835479e-08,6.628894596261934e-07,93.32898055770711,4.975701098529079e-07,52.49956240150745,5.279783847064522e-08,8.23321579055024e-09,816.6598612200399,0.408329906738496,2.1725521158787617e-08,4.6857212844995306e-15,-3.7139541371501e-16,-3.4407035705318844e-10,-3.770216663647586e-10,11.666569445365301,5.355618194273423e-10,1.4217938981232224e-16,2.6386437859285005e-16,-8.509246517339898e-15,1.458321043325535,1.2341843627681839e-09,9.872663832749177e-08,1983.3168056936786,-5.8706073344923825e-09,-6.979825946914158e-17,1.0138594930558979e-11,6.459896834760616e-10,1.0712246552796207e-09,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.0747901392762581e-08,0.003579359485149716,0.29166423322163193,1.684749702259219e-09,34.99970833592921,-4.605399770590579e-10,-9.43636004080326e-11,5249.956249766905,1.2536100410213387e-06,1.9883786625031297e-20,3.671997472311559e-18,4.027837250443178e-21,2.213168001219797e-20,7.856129578961284e-26,2.3669833991558526e-26,4.530834307905589e-08,1.2033938295838562e-08,1.0797872005067394e-11,2.2899504266775363e-08
900,0.0009946690815373432,2.3052270861906487e-05,5.83326235797641,2.56832306395933e-06,0.054724331996988264,4.163528849342411e-06,-7.715057218037356e-08,7.417960374898493e-07,93.32891344901887,5.192099562608524e-07,52.499562384116814,5.143061828907304e-08,8.432526117032434e-08,816.6598612075144,0.4083298095276634,4.7420245505885504e-08,-2.5544275679166693e-15,3.6094838053927604e-16,4.358266176925029e-10,-3.819682524364002e-10,11.6665694454381,-5.06449545180516e-10,2.2146347579846676e-15,-3.867092846275196e-16,7.970184172495206e-15,1.4583211816256678,-1.7220970561330839e-09,1.3831861940021648e-07,1983.3168056975371,4.8833107227854266e-09,-5.4253250645751856e-17,-2.3944742471141544e-11,-3.150320086022205e-10,6.898930707599141e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.402663353098283e-09,0.0036136221397368383,0.29166423532806657,-1.0327920068210425e-09,34.99970833542054,-5.241537314135776e-10,-1.0251592087799486e-10,5249.956251922213,5.925212216094016e-07,-2.9787303323837392e-21,-4.9930912856670956e-18,4.102608450884469e-22,-7.28308024781499e-20,2.655804518906074e-25,5.459661790133624e-26,3.780939653499167e-08,6.210527015566863e-08,2.476429641418177e-12,9.173264405211664e-08
