milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010128130721874331,-1.8540069813059657e-07,5.833286020552549,-2.311052599500085e-07,0.05832574187538342,6.642487031373699e-07,-7.485512478550192e-08,3.283456167789939e-09,93.33259429900679,4.047972746066738e-08,52.49956254854321,5.097592239160487e-09,-6.5248251133996925e-09,816.6598611774255,0.40832998957848143,-3.606319416419662e-08,-1.2589876980837506e-15,5.72996354901651e-16,2.9044709609486903e-10,-1.2728490485881064e-10,11.666569445129129,-1.24085954932668e-10,1.4398513273056821e-15,4.798245870773402e-17,-2.1079938675085287e-16,1.4583211684344084,1.2139310097303707e-09,3.454243227185009e-08,1983.3168056864556,2.792808010813199e-09,-4.604875144288479e-17,-3.871202457707952e-11,-7.933515526626728e-11,-2.694317876944311e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-5.563503561009553e-09,3.5156757239979305e-05,0.29166423229744454,2.7951696192571917e-09,34.999708335949755,5.640729022038344e-10,4.876549934327533e-11,5249.956253856959,-3.4478442017184648e-06,-2.5792632556247853e-21,-3.9200102405276324e-18,-4.070371046690003e-21,2.129143031591153e-21,2.3338623029508346e-25,2.3868163306107124e-26,2.4283715488337764e-08,1.0379597777861702e-07,3.751108001448021e-12,-4.679737528878448e-08
100,0.0010138928224840932,4.864666938070236e-06,5.8332827871524096,2.456027575579732e-07,0.054765077200039244,1.9905825931980774e-07,6.909542586659258e-08,3.9663612552482824e-08,93.32898041176999,6.784302878717876e-08,52.499562486751145,2.0777955799627655e-10,1.1997768029759854e-08,816.6598612335926,0.4083299068394994,1.6067516662961455e-08,-6.6789354760227854e-15,-2.1125374305447181e-16,-6.335515954347738e-10,2.555471871855195e-10,11.666569445412778,4.070299872945901e-10,1.1745513100333373e-15,1.018479601903312e-15,-1.0982256099909406e-14,1.4583211541280439,5.277875196777635e-10,-3.2829085880629447e-09,1983.316805693641,-2.2835998909412955e-09,-3.731326158257572e-17,2.895486304285744e-11,4.840615217999475e-10,-6.49611895400046e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-4.8480582130457965e-09,0.003616252373101594,0.29166423533689634,-2.100346280302754e-09,34.99970833555922,3.9476470104083453e-10,-9.092492606720498e-11,5249.956252428217,-9.28176453308732e-07,-2.1284784724638204e-20,-2.0947290169166963e-18,-2.9902603477658042e-21,-2.2463769939538388e-20,4.0324345779236846e-25,7.366566334482222e-26,3.609749987707298e-09,-1.1038567586885898e-07,-2.7332641375059344e-12,-2.6592641649040485e-08
200,0.0010113503830564221,2.2733733338737436e-06,5.833276399698845,4.365396704607502e-07,0.054725689439454,7.082863767643139e-07,-7.904009149621482e-08,4.3316568678669755e-08,93.32892525834394,3.160509971045933e-08,52.49956251927271,9.893467108468585e-09,4.7020845773106626e-11,816.6598611043506,0.4083298276209015,-5.3865661370935615e-08,-1.3061693037854577e-15,2.4099102296338553e-16,1.4528597666301046e-10,-3.8055206104979804e-10,11.666569444887264,-3.6344222833276277e-10,-1.7000315144865222e-15,-3.069318529241721e-16,1.3418220429840692e-14,1.458321133012815,-3.657956281237769e-10,-3.409026049260023e-08,1983.3168056936813,-6.8182144340860905e-09,-4.673488812846162e-17,-3.0149098076892154e-11,3.382643907770172e-10,-1.9020838424004231e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,2.5460646819809586e-09,0.0036096666690899884,0.2916642386438968,3.2543400613487796e-09,34.99970833510634,-5.721002065453148e-10,-5.828903406355985e-11,5249.956248963601,-2.4361568206102768e-06,3.6807560867370863e-20,-4.235855859456548e-18,-1.1211354493011818e-21,-8.177940077774888e-21,-3.5927467670761563e-25,-3.3946455618165516e-26,2.6872641734957803e-08,-7.264309401107769e-08,-1.226900219146891e-11,-1.2573330724819727e-08
300,0.0010088705690382942,1.0233535010487391e-05,5.833277260578975,7.962845836991097e-07,0.0546911901869728,-4.7869506236735094e-08,5.422356662965879e-08,2.828858077743254e-07,93.32895422798475,1.2805132966623479e-07,52.49956247401373,1.645524092619353e-08,1.725654507417033e-08,816.6598612625008,0.4083298922654484,-6.1069489280439076e-09,-8.001902671467114e-16,3.263955207170546e-16,2.690220860741859e-11,-1.2355228184004999e-10,11.66656944472761,1.4903518868675745e-10,2.0752385017977565e-15,-7.252505642465909e-16,1.687945768981864e-14,1.4583212228463132,1.0207890183468892e-09,-5.99852648163604e-08,1983.3168056892714,-7.2110808759832445e-09,-9.4368338289659e-19,3.2496636098936457e-11,-5.545798927463879e-10,4.32902104570579e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.8079901744949962e-09,0.0035927066509628017,0.291664239193027,-2.428613861630022e-09,34.99970833575659,-1.4423187806224305e-10,8.150447171302637e-11,5249.9562515183325,-9.083151956985796e-07,-3.402355335005429e-20,2.2148821070290627e-18,7.919927216773853e-22,2.7161245608616285e-20,-4.937942530124298e-27,-4.30755624117405e-26,-1.4213175636159755e-09,4.1615161210044e-08,2.7293425508206617e-12,-3.206747630786495e-08
400,0.00100383383778602,1.1872114375804112e-05,5.83327522083109,1.259975586349114e-06,0.054715069607171235,6.98736657070736e-07,-3.8348137421054745e-08,2.43010469116036e-07,93.32899630131409,2.2222596486158796e-07,52.49956251882697,2.3441792817240637e-08,4.773243999583395e-08,816.6598611398925,0.4083299994394997,1.9953968778559516e-08,2.961850996260124e-16,-3.3021366154994713e-16,6.196193293861944e-10,1.837375300797169e-10,11.66656944553303,-3.7816042410987487e-10,-8.873135915869294e-16,4.808863391464863e-16,5.7609250637204515e-15,1.4583211004168302,1.7742771961189203e-10,6.837987345727634e-08,1983.3168056917837,4.173202969000944e-09,-7.021703517010416e-17,1.7029043414766252e-11,-2.920690451152964e-10,-7.159660422815652e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,6.161133247129625e-09,0.003607265890217807,0.2916642391456424,-2.320480398570044e-09,34.99970833581765,5.417621647540939e-10,-9.55695968723906e-11,5249.956248386276,-2.7464545544139492e-06,-3.4807497832009584e-20,-1.4732934216878474e-18,-6.986742801742758e-22,2.856198060570695e-20,-3.8875165165089577e-25,4.532127253109161e-26,3.197960522418766e-08,-6.423283978435443e-08,-1.1261443741756977e-11,1.0344921668565961e-07
500,0.0010040555305206905,1.4491747890228962e-05,5.8332717489662,1.301030859329568e-06,0.054753273793736165,-8.661047292333692e-07,6.173029432205093e-08,2.8258781991308454e-07,93.32893988807506,2.0082478007321615e-07,52.4995624502517,3.599983784594924e-08,4.8565714869738547e-08,816.6598611635575,0.4083298994266443,-9.96611184579923e-09,1.4469725791011796e-15,-7.084887793015609e-16,2.954327539600509e-10,-4.705577373353721e-10,11.666569445726203,2.328325937373603e-10,-1.7071838685822668e-15,9.044323819753295e-16,-3.914167814474003e-15,1.4583212442257885,4.775460888445474e-10,9.547293783197901e-08,1983.3168056985583,-2.2754447173624102e-10,-8.061242609598103e-18,2.8504823016120775e-11,8.637693143078126e-10,-1.8284077807151745e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,7.472562667959339e-09,0.0036286350251144737,0.29166423431685634,-1.8200911075869362e-09,34.99970833515412,3.837093490443334e-10,2.9761413937860193e-11,5249.956250384167,-1.5012288601034786e-06,3.37306983948594e-20,2.884435354315527e-18,-2.419400149185012e-21,5.497518644662124e-20,-2.4476555846613133e-25,5.098859417831948e-26,-4.56478573416228e-09,-9.87611102889775e-09,-1.1199763275843161e-11,7.134968286940842e-08
600,0.0009961754107383316,1.268730716307895e-05,5.833272686539495,1.4451360996698598e-06,0.05471784115150868,2.2071203964703636e-06,-5.831643323287139e-08,3.728184046550396e-07,93.32894386760933,3.3260682583916473e-07,52.4995624535085,4.145626996429093e-08,6.304397161810918e-08,816.6598611434954,0.408329906354153,-3.364033570936949e-08,2.650113317796004e-15,2.744238640881048e-16,3.743793416400441e-10,-1.8876099366248864e-10,11.666569444877869,-6.750730949926962e-11,-1.3857849647232425e-15,6.1061082638259995e-16,7.49193730724729e-15,1.458321226164125,-1.986807291264996e-09,8.590091228954444e-08,1983.3168056957293,-2.0681257599479845e-09,-5.634528794015091e-17,3.300549298812556e-11,-1.8901849362419795e-10,7.066647150180039e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.9426881737493804e-09,0.0036074792785280815,0.29166423958939963,3.2241655862220283e-10,34.999708335428835,-3.001347380476779e-10,7.53180176929694e-11,5249.9562509373845,1.9945315420950185e-06,-4.5603550516945013e-20,-8.790918604873451e-19,-4.289227697931398e-21,-2.81405567659918e-20,3.2096523920398517e-25,-1.086983439869801e-26,3.179989551088914e-08,3.4990636630337907e-08,-7.1972037721929156e-12,8.826975752510885e-08
700,0.0010001349664480455,1.6632660295646518e-05,5.833270875630045,1.838022705018202e-06,0.054767022487496216,1.7327229563898738e-06,3.5505138744970517e-08,4.386968771253917e-07,93.32892185690085,4.380501372323392e-07,52.49956241391557,4.6618023725434127e-08,3.4008797598251015e-08,816.6598612612901,0.40832996745023664,-1.870956912808609e-08,3.0304342883046246e-15,1.9243747403298108e-16,3.020925170001437e-10,1.827118592550508e-10,11.666569445362867,-4.039269528877512e-10,2.0961269435755493e-15,3.5548750873896777e-16,1.200992585705678e-14,1.4583210998043759,-1.115161967089527e-09,4.755757160838557e-08,1983.3168056933978,3.735919780959179e-09,-1.843508654642559e-17,-3.171878157889994e-11,-5.131045747635319e-10,6.737694669165226e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,3.127167852390712e-09,0.0035923664262771265,0.291664232354782,-3.4338723937240337e-09,34.99970833587119,-5.975984440004338e-10,-9.603310794978419e-11,5249.956251304975,2.1251192347582711e-07,1.886668256436623e-20,-4.149866014843523e-18,-4.821161972276042e-21,-5.554644733353931e-20,-5.113274844930273e-26,4.428939117448913e-26,-6.567918398675821e-09,7.752451262316807e-08,-9.321779341712597e-12,8.138138688364784e-08
800,0.0009931523170492234,1.780761422602925e-05,5.8332618502094515,1.8968173817703145e-06,0.0547409099906363,1.3101533333392265e-06,-9.354336913002976e-08,6.502893133937881e-07,93.32894032831942,4.5249050104128244e-07,52.4995623552836,4.30583192598115e-08,4.2793962709958565e-08,816.6598611361082,0.4083298327748593,2.3875975999126534e-08,-1.7564204267819299e-15,-2.46962630229718e-16,4.727830190634508e-10,5.033006231625816e-10,11.666569444791675,6.046682281482619e-11,-1.2045728690027728e-15,-1.065307314141607e-16,9.043340564225813e-15,1.4583211258684543,-1.5990011132657597e-09,3.3243600240356294e-08,1983.3168056851127,3.3739833857112856e-09,1.7690497882456916e-17,3.765378391204219e-11,-4.248302228829827e-10,4.827337032024819e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,6.061925726670742e-09,0.0036132689527904843,0.29166423589186535,-1.99422199945305e-09,34.99970833607523,6.072004628372334e-10,-8.836319856250079e-12,5249.9562506420725,-3.661683794800647e-06,1.0089007720119244e-20,-8.500647885554185e-20,1.2286819001443976e-21,-2.4317949673889617e-20,2.2920117149907873e-25,-7.681054844879976e-26,5.175487623417905e-08,1.183877673383188e-07,1.1577496125348185e-11,8.275909444619715e-10
900,0.0009912615419149365,1.8673137053860003e-05,5.833264063774053,2.25698714158277e-06,0.05468021327080728,1.9278402149581806e-06,-2.514572949958877e-08,6.525517670690872e-07,93.32895392306997,5.198332894154081e-07,52.49956242026363,4.902905851337792e-08,3.735070717322842e-08,816.6598610423381,0.40832987060189796,-4.333620289922484e-09,-2.8363383377245593e-15,9.072061989278324e-17,-2.9006121801563345e-10,-3.786712180143133e-10,11.666569445406829,-4.0295130613871277e-10,-1.3013006632996438e-15,-1.0067642727642377e-15,-3.875793729579927e-15,1.458321055887991,6.302643775935322e-10,1.3629491495568858e-09,1983.316805683831,-5.213300363174554e-09,-3.901703322050079e-17,3.1678237795930644e-11,-6.368833570228954e-11,9.505062022910259e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.258691895737649e-09,0.0035888267319236734,0.2916642372265231,2.621459115168497e-09,34.99970833582335,-1.4269023702714303e-10,3.004132415268271e-11,5249.956252132995,-2.459762921038658e-06,-3.698314160984944e-20,-1.8495660470216214e-18,2.3253929412425185e-21,-1.191624824723711e-20,1.7862863074557152e-25,1.0393480116962266e-26,8.660825516967552e-09,9.154499813989749e-08,7.405144819226297e-12,9.697335655009972e-08
