milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,mw4e2cf0b0_bd70_45a4_9e60_eba82fa5c3e4,mw469042d3_a94f_4ebe_af1c_1ead580aad2a,mw6c404de5_5b24_48d6_a0c4_5491e07b1f72,mw8c2b9a07_22c3_4912_adb1_167a38ea4cb3,mw819d0d09_05ba_4674_85ba_5c9439fb77f4,mw2be3652b_79af_4228_9d1c_9d65c7d0c70f,mw6a63ae22_6bb4_4dcf_992f_9287439dd556,mwcefd1303_4967_4502_af6d_e75c88c4d548,mwe043d306_ffdd_447b_9826_4df8abbece4d,mw6591152c_8b5a_4c9b_b095_956988a01ba0,mwe51f72d2_84fb_4b43_b900_521410fdf99c,mw72ca05d8_25b0_4765_ba03_a6a0eb846aa0,mwe70b2c96_44b9_48eb_967a_7eb850a916a6,mw64e9cef3_5dd3_43f3_ad04_58e8fc07a91b,mw6d041b25_87db_4394_9b8b_7ac61e01f359,mwd68cbf38_9266_4dfb_aa00_f817c3421aec,mwa6be116e_72f1_439e_bca6_eb61f79cc68e,mw6a8501d2_9479_41ae_8616_1e8d0e1bbfa9,mw3cec90c2_500e_4f30_b6be_325ef5194755,mwedf22864_05a0_40c3_a0d5_ede45a3e7e8f,mwd3e1ba39_ab10_4702_addd_fb6a7e184a4b,mwfa9d903a_b5e5_4a38_a649_dfe4719577aa,mw2e632a32_3823_4933_95cb_19567cbcc66a,mw8bdbd17d_f542_4b8c_88c6_a82eaf997a43,mw18e5caa7_26eb_4521_b217_da75bb3193ad,mwf5c3f9df_7ccf_4ca7_b241_471a66720da8,mwa4fcfa0c_6944_42fc_8c74_7865f13953c8,mwe0bb059d_deaa_45fa_b7dc_ec1c4409c4ca,mw7a1594c9_f04f_478c_9f5f_ccbe0b95a820,mwbdb849d8_2b25_4551_8de8_adc8bead2303,mw931f65a6_3967_4ac2_9904_ba791b216fc2,mw85e2714d_e6e5_47d5_9ffc_d90573faebe1
0,0.0010203590989605116,-5.325718605879712e-07,5.833284917541443,-2.5381776136112716e-07,0.05831472837598398,2.0674086575438266e-07,3.2979099854538336e-08,-6.478393033422483e-08,93.33254786782283,-6.661332262160562e-08,52.499562521456724,-1.5663613795985931e-09,1.4007408108212468e-09,816.6598611161402,0.4083298935158242,-1.7042752168536904e-08,-2.351669119862722e-15,-1.8719772152500034e-16,-9.625369885251866e-11,-2.040726067143406e-10,11.666569445833593,-1.752653632113433e-10,-2.023249938235882e-15,-9.795051020645558e-16,7.741283266769583e-15,1.4583211403274112,-7.308768550182074e-10,-5.235848319049852e-08,1983.31680570213,1.5167233560080292e-09,-6.005314099421234e-17,-2.7506827240941166e-12,8.792608992872942e-10,-2.2091701410490505e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,9.79757091657431e-10,3.634538061874353e-05,0.2916642382862692,1.101809378002169e-10,34.99970833547748,-4.0565251372581846e-10,-8.390276777752041e-11,5249.956253312262,1.3899231766546796e-06,9.853124525425515e-21,2.6623000589883188e-18,-1.5713314929004555e-21,7.375034824831841e-20,-3.533526719111051e-25,-3.351140648230998e-26,1.3625767620027296e-08,-9.58281567361533e-08,-1.0731033815582821e-11,7.11777383195449e-08
100,0.0010171842225404262,3.7852794033382405e-06,5.833282773006609,4.044586427618017e-07,0.0547734303068713,1.565775015082482e-07,3.398328040108083e-08,1.0956725981269754e-07,93.32897690724911,2.4596685659446394e-08,52.499562460565706,2.2014163246501933e-09,1.6880246609700875e-08,816.6598611144578,0.4083300159420811,6.200065111721725e-08,-4.6169716853918275e-15,3.9696453322779096e-16,-9.138636650987482e-12,2.5604137465572686e-10,11.666569445322823,3.7242156686168617e-10,8.842884688503955e-16,-7.739069320725222e-16,8.898741492470991e-15,1.4583211452413531,1.7241618969392627e-09,8.016217025437149e-08,1983.3168056906907,-2.1822720337566216e-09,1.2108635730513198e-17,-1.9199198490218898e-11,-4.73946418168637e-10,3.6143560013503696e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-2.5749465648583304e-09,0.0036136797037713514,0.2916642398444466,1.7408729736454154e-09,34.99970833549948,5.160226895934417e-10,-1.0876014354905017e-11,5249.956248962469,3.0126560044271016e-06,-3.2282376710847636e-20,1.8030446757970066e-18,-2.1383088027826355e-21,-4.520352870288489e-20,-2.5237623813728397e-25,9.567504792227002e-28,1.6862508631280327e-08,8.292921351257605e-09,8.151112960701376e-12,5.473397793863435e-08
200,0.0010074876375745852,3.707777146799707e-06,5.833280489530848,7.562131428002559e-07,0.0546894535269949,-1.2866331865358354e-06,-4.8290402532330125e-08,3.278168586446801e-08,93.32900137732388,9.757997739311366e-08,52.499562470453,1.490291182317706e-08,3.9424328584753286e-08,816.6598612400728,0.4083299857965936,2.8230768084129137e-08,3.0787155922321007e-16,6.084553984691504e-16,6.179845128026981e-10,-4.39462042880467e-10,11.666569445846967,-2.2369308230366453e-10,-1.9206909024867498e-15,-7.200912764049061e-16,-7.166843835639926e-15,1.4583212307302231,-1.0568538891826857e-09,2.0517676229470584e-08,1983.3168056932425,5.168917925281294e-09,-2.6351159042392487e-17,-1.6140613325857337e-11,3.8568277253218865e-10,-4.200428923413575e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-7.473081776132234e-10,0.0036377280143885327,0.2916642357576212,-2.457168875211782e-10,34.999708335487526,3.693923444330417e-10,4.3916195971226635e-11,5249.956252806951,2.9137418857781018e-06,-9.242337683366425e-22,-3.087669854217501e-18,4.002746231312558e-21,-3.586598897263626e-21,-2.9726573670188107e-26,-5.387256947972992e-26,-9.591602829666577e-10,9.220090138973707e-08,-5.177010863895389e-12,7.041944054135609e-08
300,0.001010855098710057,5.447673309167192e-06,5.833277370656926,7.211622132550733e-07,0.05476400210441611,-1.0278494046656798e-06,-4.033102480058573e-08,1.9877488792457555e-07,93.32893837414171,6.030129682194289e-08,52.49956247046217,2.0888249192161797e-08,3.1211729016908344e-08,816.6598611213344,0.40832982199614587,-1.1595810530412318e-08,-1.2329362526778745e-15,-4.522046090720234e-17,6.238587270019962e-10,4.2572744086488806e-10,11.666569445633119,5.608704156983808e-10,-1.9024414795679487e-16,9.80398804951191e-17,-1.428047992467984e-14,1.4583211426971923,-1.989774012950192e-09,-7.14446089390778e-09,1983.3168056846844,4.6137195615509196e-09,7.02439436736521e-17,-3.318233645069279e-11,4.811822547059129e-10,-2.711053213681029e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.5792285690795157e-09,0.003645044665701762,0.2916642358567836,1.91790365372162e-09,34.99970833623349,-1.6262279534715824e-10,-5.644694590745207e-11,5249.95624893386,3.488485531956716e-06,2.3439643698464658e-21,-2.513844884094859e-18,-2.2730945424390667e-21,7.146592927173048e-20,-6.252280593874603e-26,-4.6412675781010213e-26,2.3205053442190968e-08,-3.518453068397562e-08,-1.1188232884609235e-11,2.0836284764039015e-08
400,0.001002777541152052,1.2840848295375114e-05,5.833276287932134,1.1798516098791383e-06,0.05471099119427864,3.856236306490411e-07,-7.339827494474392e-08,3.030735637248666e-07,93.32896547317021,2.012632480311874e-07,52.49956249931964,3.013739051465154e-08,-5.401139416373262e-09,816.6598612443495,0.4083299907351925,3.092394772320404e-08,3.76609564762864e-15,5.555813700574748e-16,5.879763411228285e-10,2.3666700781063085e-10,11.666569445233588,-2.156769565480707e-12,1.6530021016855935e-15,-9.032189559357881e-16,3.1437834082339465e-15,1.458321246706757,7.072222574115058e-10,-3.0837215945670026e-08,1983.316805688621,-4.587170052047234e-09,-7.186418448973649e-20,-3.4514127580638575e-11,4.873431362435538e-10,1.5892936490354058e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,-1.0165904382510989e-09,0.0035497515032297945,0.2916642345859209,1.566885133812499e-09,34.99970833635054,-1.9631569500944429e-10,-1.6998285591160524e-11,5249.956247888303,2.010977457990082e-06,-7.087584833849552e-21,-3.249032247352322e-18,-4.5198283210905756e-21,-5.890117202098211e-20,-1.9058172025586925e-25,-5.1061004250176586e-26,3.4454253999278374e-08,4.274818579465782e-08,-1.352835401590724e-11,-3.033869153865768e-08
500,0.001005357995148773,1.4206220096207433e-05,5.833275961421183,1.225389479687796e-06,0.05471970663815024,2.699082506394e-07,-9.555761042831939e-08,3.4643219567790004e-07,93.3289378158703,3.094344585519664e-07,52.49956244320399,3.389380960649603e-08,-2.3405183615102795e-08,816.6598612414884,0.40832993135190004,-3.4436908236864124e-08,2.224804817742775e-15,-4.835571843141799e-17,-5.954781580628572e-10,-2.559527851862174e-10,11.666569445221766,-2.295586392993646e-10,-4.676001166518972e-16,5.034593212466016e-16,-8.971289186885187e-15,1.4583211191285037,-6.620921409560009e-10,7.404158691386684e-08,1983.3168056941051,1.1785964095821733e-09,3.507782011421842e-17,-5.267896763350275e-12,1.2282589890577412e-11,5.8827515204205e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,8.130378150286548e-09,0.0036101139258123793,0.29166423568590305,4.124700768733411e-10,34.99970833584405,5.827027008649888e-10,-9.854842813779298e-11,5249.956250283787,1.1698533863465442e-06,1.2831174181974718e-20,-2.4596424355301103e-18,-4.600060342413667e-21,-9.081744530385691e-21,-2.709573915619496e-25,-5.801393484051479e-27,-3.447667373688973e-08,-4.472518752717531e-08,-3.1725573314421594e-12,-5.13113165330571e-08
600,0.0009991293202458078,1.1683593225304427e-05,5.833269595943793,1.553596234275868e-06,0.05477095379898532,1.7251896458254474e-06,2.7711236978209914e-08,3.6227861081717787e-07,93.3289736325352,3.243978643284202e-07,52.49956241198548,3.13595906465801e-08,-1.787654497744927e-08,816.6598611228928,0.40832997969955054,4.060700849723598e-08,5.383589115975061e-15,5.852001569940432e-16,-4.663181805538511e-10,1.5987826269628917e-11,11.666569445741123,-6.541267941033262e-11,-7.940330927261824e-16,8.334919050449555e-16,-5.825846091709612e-15,1.4583210698255036,1.3864219452179883e-09,1.0769652280147134e-07,1983.316805700429,-4.0051313002358406e-09,-1.0392039394638907e-17,3.961028462658934e-11,5.730400173048109e-10,6.076392236476378e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,9.239612256254728e-09,0.0036070316922341187,0.2916642334278511,-3.0316889681474264e-10,34.999708335277475,5.972420369575338e-11,3.950421938204026e-12,5249.956251132058,3.2063194847480432e-06,4.157830808827963e-20,-7.726054856127657e-19,-5.334898834763642e-21,-1.0672010088065577e-20,1.1056882612569402e-25,6.090529172192234e-26,9.341753497454909e-09,-4.132714844318501e-08,2.7512819520150983e-12,-4.29354098674861e-08
700,0.0009998655883311988,1.4678066547228967e-05,5.833269180485201,1.6322571227332833e-06,0.05476970855572763,1.9107387970340645e-06,1.1013466153886447e-07,5.58506056716694e-07,93.3289658803318,3.557747764556491e-07,52.49956237616238,3.559447920441277e-08,4.784021328059888e-08,816.6598612193402,0.4083299839777909,-6.910620031247537e-09,3.4462494626442547e-16,2.770562061596384e-16,1.3712591426033894e-10,5.2881586162426226e-11,11.66656944575481,3.9259943574181483e-10,1.1435188780200687e-15,5.906076451581059e-16,4.647458941024888e-15,1.45832109047898,8.38332408569904e-10,1.207644632493704e-07,1983.3168056982188,-1.7031676444075755e-09,4.0683445383907256e-17,2.3806297823212887e-11,2.1161482089097844e-10,1.8805804738162995e-11,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,6.827286770839624e-09,0.0036485980330258996,0.2916642378672348,-3.0333590633180414e-09,34.99970833630098,-2.7384575516675274e-10,6.7764762838805025e-12,5249.956250423603,8.06941749487817e-07,-3.078937608116657e-20,4.5218879650493545e-18,-1.8111054033986025e-22,-4.8455981306761685e-20,3.6970529396721007e-26,-4.090909715868576e-26,9.909561000736766e-09,-1.2739791641476781e-08,-1.1304214201980432e-11,7.173643344048745e-08
800,0.000996721503953875,2.113066226997151e-05,5.833267408461642,2.177581822852445e-06,0.054768097204889156,3.8118839491895317e-06,8.44339931127717e-08,5.294246960965557e-07,93.32899721335625,4.6456788342046047e-07,52.49956245428545,5.329447511447505e-08,7.633452492014332e-08,816.6598610929243,0.4083298669393973,-3.460104534033631e-09,6.536402460033955e-16,3.7795600281570886e-17,5.2711873887277456e-11,1.9951132705997001e-10,11.66656944537143,-4.337136916809824e-10,-1.0168721518565265e-15,2.327901743317305e-16,-1.6084771238612847e-14,1.4583210680088625,4.7735940787050013e-11,8.166145372652836e-08,1983.3168056909217,-3.410614207108369e-10,-2.3920241363975778e-17,5.203562672345314e-12,-4.977940961997558e-10,9.343531621136586e-10,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,4.079105842892071e-09,0.00361199660476775,0.29166423730626395,-2.4649160871249654e-09,34.999708335136695,2.6935999732284374e-10,5.693372400749864e-11,5249.956249228331,3.7605697373958357e-06,-3.90776194919607e-20,1.7965035425602756e-18,4.172618797453188e-22,7.334361032053644e-20,1.805303703438853e-25,6.202064638205868e-26,-1.8071950503157524e-08,-2.3270872754240997e-09,1.342518744721997e-11,4.342313051763757e-08
900,0.0009916143246337418,2.461695055135274e-05,5.8332616349911595,2.3555365500718275e-06,0.05471878562646618,2.340627147419252e-06,8.251216362776836e-08,7.758224660005554e-07,93.32891115661823,5.486889623174293e-07,52.49956234259187,5.042929866842358e-08,1.707172143244613e-08,816.6598611226336,0.40832992942786833,-2.2843135966689726e-08,6.095688495723977e-15,2.0536144942008767e-16,-4.530382393902077e-10,6.435725291912591e-10,11.666569445508433,4.878364038957635e-10,1.3206445405078362e-15,2.9071444045802194e-16,1.818797803034421e-14,1.4583210474632795,2.1280009936095847e-10,5.4933882031864985e-08,1983.3168056936438,7.250480165075905e-10,4.471835456713362e-17,3.36137201480012e-11,-5.410927402375726e-10,1.1446687466411388e-09,0.0,198.3316805693286,0.0,262.497812518229,0.0,0.0,0.0,0.0,18.083182640144667,0.0,0.0,0.0,0.0,1.0778032224523481e-08,0.003593346596737997,0.2916642319351817,1.7994280305482902e-09,34.99970833515893,2.808771669660353e-10,-7.224720231405989e-11,5249.956247555046,-2.7371533066753013e-06,-3.3765377640072345e-20,-5.88504440147605e-20,6.159108987234012e-22,-1.1490452342281391e-20,-3.929420642826305e-25,-5.874225799316718e-26,1.580661294698916e-08,-4.812687537737921e-08,3.136186301946594e-12,-6.767705026688735e-08
