milliseconds,CaI,IP3,g,CaO,CaS,CaM
0,0.045292064252743784,-0.0009913876338185099,0.0042550503098108,1000.0,1.998012378116876,-0.0008960878800001598
100,0.031162559594955116,0.005399299073774326,-0.008237125281650094,1000.0,2.016302652421274,0.0005642622716738616
200,0.0368790733596539,0.01356632642741953,-0.007316031673160938,1000.0,1.9817402373758644,-0.0008563723103107766
300,0.03906538706403089,0.009836995690376773,-0.004630149246033467,1000.0,2.013504970708098,0.00019787198729873578
400,0.038150695517233865,0.019916026119670024,-0.00927683359386777,1000.0,2.0055370927107257,-4.379402275066666e-05
500,0.05080887677301104,0.01426022215129434,0.0041364474388436425,1000.0,1.9899045478197745,-0.0005523477067543433
600,0.03477538388947227,0.017472458350289374,0.009639388567251536,1000.0,1.990127125298155,0.0001497588936065217
700,0.06953211174912999,0.01922665889640579,0.014753883978347641,1000.0,1.9801116461740071,0.0004988564201727099
800,0.04281753834334542,0.018622736538134285,-7.131519906461306e-05,1000.0,1.9957924629269868,0.0012978436196849114
900,0.04085976296512493,0.019099593994680062,0.008832102711492285,1000.0,2.004354225956884,0.0007647584519019826
1000,0.041912221413367916,0.018305274034498824,0.008906088472544432,1000.0,2.010411693885379,-0.000125825177197891
1100,0.056443986227010405,0.022410618807769823,-0.010629447731734068,1000.0,2.013259423773661,-0.00028224333564789506
1200,0.054144379671377384,0.018621151929453787,0.0061999834451200555,1000.0,2.0079499046054243,0.0011123229875026337
1300,0.0529568234203174,0.029995207268933198,0.006216218526352025,1000.0,1.9841038193271727,0.00047579332377703217
1400,0.06502314241723203,0.02879694547885077,0.004218893238248641,1000.0,1.9880328188327079,-4.242508010934452e-05
1500,0.04733188130844082,0.03035358319312721,0.0034287571727242665,1000.0,1.9802887225848305,0.0013709985368548388
1600,0.05080393529982597,0.02343559034410265,0.007839871150394232,1000.0,1.9895465095827582,0.000548797194778189
1700,0.04671715161093115,0.027953165292140297,-7.876959743420911e-05,1000.0,1.97295088595324,0.0016451113396262133
1800,0.06150567955518874,0.0251965083466646,0.004849922002383898,1000.0,2.002405586717538,0.001879555223877854
1900,0.07820222083604854,0.028003546169560238,0.0025745375527136895,1000.0,1.9806322808437513,0.0017907664080932825
2000,0.08384382059621767,0.025830785760547766,-0.0075880410592593355,1000.0,1.9681431331120072,0.001311017925469922
2100,0.08645293485709149,0.02592373960216265,0.0036384203921965984,1000.0,1.9882562451672854,0.0018677637383285172
2200,0.05512745808097895,0.034537674159840624,0.006200421624486523,1000.0,1.9641672856957881,0.0010530398457255312
2300,0.08629999339642044,0.03972619845923434,0.014266069775667457,1000.0,1.9774931304320589,0.002285698506378252
2400,0.0965468808037162,0.03445400021677109,0.013748402685137858,1000.0,1.9834862923961716,0.0012068048797395266
2500,0.09920864234304715,0.03953767840996329,0.004710494663685189,1000.0,1.9797848115385672,0.0029470292526863695
2600,0.09586908379599672,0.03503066292977203,-0.0010713965473516359,1000.0,1.9398324775698252,0.002554944715824439
2700,0.0840546633526967,0.036045049725504034,0.002933923957629464,1000.0,1.9404217826101573,0.00222826142493915
2800,0.09308127560042083,0.03498075125752545,0.0075949636981151505,1000.0,1.96474058963126,0.0032434029662983138
2900,0.10787085760144285,0.03849131438389993,-0.005407467506495708,1000.0,1.9555479755148484,0.003470052643837694
3000,0.10337891528450423,0.043310933594192,-0.004736602700565799,1000.0,1.9345681610707748,0.004007997455895534
3100,0.11701260367054955,0.041731801429768824,-0.008311323578966214,1000.0,1.9097927525037375,0.0031336129203628233
3200,0.11487497394342512,0.045843930444493516,-0.0038539634758857637,1000.0,1.9030267272986339,0.003774434039776532
3300,0.15908386210035885,0.048105884439604805,-0.0015543425947547665,1000.0,1.8916053531443868,0.005807862137326385
3400,0.17029174821950252,0.05372802398474688,-0.0024116661827071843,1000.0,1.8997524761304034,0.0066013395839749295
3500,0.18656073266151038,0.06576866842697304,-0.006164244052567257,1000.0,1.8753290825269908,0.0064751522275139604
3600,0.22598064512382934,0.07399670862297225,0.004061601472329333,1000.0,1.8303790116357554,0.007855943406951728
3700,0.2596983526684486,0.07878541485019505,-0.0016071604715824283,1000.0,1.7833295560696025,0.009699664782477618
3800,0.33505983884225715,0.08515641258187741,0.006087116548405536,1000.0,1.7233101341110566,0.011151259747542754
3900,0.39539620469191916,0.10176871163384726,0.024142659790090015,1000.0,1.6302282811569007,0.01495602481362766
4000,0.5086510356404075,0.1266799065463822,0.04488796194301509,1000.0,1.5103184824274418,0.01861056037662697
4100,0.64099211351076,0.1520908183169959,0.06917437988952461,1000.0,1.3789697453283378,0.02608470526579522
4200,0.7755708930902661,0.19564548900331558,0.1511768066448744,1000.0,1.2558723437299852,0.03214493491463306
4300,0.8699602562107213,0.23703507625304773,0.2810162859660288,1000.0,1.0972945082680792,0.03894857590401716
4400,0.9734752425099404,0.2757855680146134,0.437135801985006,1000.0,1.0008726270198716,0.04489086496238862
4500,1.0698957898923445,0.31236864713644125,0.5502190037919774,1000.0,0.9128101113984642,0.04970138847195303
4600,1.1314501814447389,0.3610033957276238,0.6682161797247648,1000.0,0.878096596538978,0.05466842951820679
4700,1.1323599477325574,0.4031663874204593,0.7636586269459977,1000.0,0.8290658907387211,0.05927208333787367
4800,1.1657784857886095,0.4348720484610008,0.8354456937531444,1000.0,0.7980882318072043,0.06264538527855264
4900,1.1513854667618435,0.4597306092363674,0.8669027404230306,1000.0,0.8245950700461949,0.06530743941218098
5000,1.1700291848944495,0.4779259465389336,0.9169712153390411,1000.0,0.7998493104041142,0.06936722158969563
