miliseconds,CaI,IP3,g,CaO,CaS,CaM
0,0.06181098595821581,0.0031987178252960795,0.013798494730931211,1000.0,2.010409901732059,0.0010030369519736155
100,0.04151521517257612,0.006182511718520644,0.014468837361394954,1000.0,1.9907705104392035,0.0003212255860667766
200,0.05978946622747093,0.007744444173641967,0.0023271220385072365,1000.0,1.9869832196680668,0.0006397174838440023
300,0.044074533794120206,0.011035923108317339,0.008152627966796224,1000.0,2.0052031061615185,-0.0007754514169989735
400,0.05723477747403918,0.01712683561873791,-0.0005047098092483223,1000.0,1.9996587565256358,0.0008772090352630079
500,0.032969479401874856,0.01585398077837339,0.01252489287218471,1000.0,1.9915856186873706,0.00015209715480350312
600,0.0389228879306541,0.019428221263168798,0.004911860593477223,1000.0,1.9807266493869773,0.001204075525848777
700,0.0486309960183255,0.016323141447327678,-0.010222418721418818,1000.0,2.005196451808671,0.0009325654098381161
800,0.056658502812378914,0.023994947611370356,0.003490192968048548,1000.0,1.9792205891956192,-0.00037004399480249333
900,0.04279477012088629,0.015517169668839315,0.0015077732331733756,1000.0,2.0023150834591616,0.00011372285793237447
1000,0.03711607843314699,0.02116200273002899,0.0045463768041703115,1000.0,1.9922099858150786,-3.817392442982226e-05
1100,0.0637491879018286,0.02244231351340445,-0.007149748220599786,1000.0,1.997138853374977,0.0005976804571176256
1200,0.04218193682252006,0.02997864996883501,0.009319238864399254,1000.0,2.0073458765542083,5.9625757362129716e-05
1300,0.04500723063252983,0.023943456998054925,0.006919866002063388,1000.0,1.9841996006287128,-7.138885242461985e-05
1400,0.07273073086199665,0.020860107098280508,0.013159170770552944,1000.0,1.9893801985086859,0.0018752731772239055
1500,0.04212325248931338,0.022064966175206736,0.0032339832916832515,1000.0,1.9965908208343406,0.00027108248139164797
1600,0.07512706477166962,0.022868624084371014,-0.0044008287001139346,1000.0,1.9893609245243535,0.001823910357623504
1700,0.04668507100496279,0.03430554467704392,0.009157174278267854,1000.0,1.9688631306756421,0.0011333695110689042
1800,0.055402157371277475,0.025539911476201264,0.00033986512673708736,1000.0,1.9739438106433482,0.002037142120226433
1900,0.06231708046453359,0.024570939486697356,-0.001222347051038894,1000.0,1.9874713716687549,0.0007815767871512492
2000,0.0714510016547867,0.027130028958893593,0.004852865862408434,1000.0,1.9683749513001976,0.0022454398604261983
2100,0.06469998937730188,0.027491213609145134,0.0028591843839552017,1000.0,1.9930665878025327,0.0010494708563792863
2200,0.06581301584651776,0.03524805874872185,-0.003577682979270368,1000.0,1.9621370604886974,0.0013495513776406566
2300,0.08210429850954072,0.03370040496895495,-0.006192710609055981,1000.0,1.9529181879341613,0.0009694093155414826
2400,0.07963803040174317,0.038414823487156094,-0.0033408681095464785,1000.0,1.9553405658104799,0.0028991363867992906
2500,0.06685710044554966,0.03270982540478297,0.012817296787844294,1000.0,1.9444815403101448,0.0022691146890415586
2600,0.10417357804419276,0.03362269965279206,0.00030549447785658884,1000.0,1.9567905533690657,0.0020691750355987604
2700,0.08903968050781368,0.0360059236665304,0.014338191485433527,1000.0,1.9612253498234442,0.002720525228243615
2800,0.09685604533774904,0.043839413484308476,-0.002044472812761252,1000.0,1.9510392594263992,0.0033972952008364597
2900,0.09044551567453857,0.042028172449477506,0.0013711277954509729,1000.0,1.9502659194448733,0.0026295120473547517
3000,0.11595519468822514,0.037394628847758446,0.005955385297493016,1000.0,1.9492146368409589,0.002838905815454466
3100,0.1070322686040316,0.04776020755186672,0.0004424921727903962,1000.0,1.9134117501392705,0.0033219678893103904
3200,0.14525064466263995,0.04384959607453504,0.0058710622039107475,1000.0,1.8951570999136778,0.005065812592971411
3300,0.15022322822358183,0.0584228923268877,0.006008930838319236,1000.0,1.8963197581921611,0.004139078181081201
3400,0.15742530836874385,0.05030062145428875,0.006408203698535083,1000.0,1.8942926473772974,0.005550358784893119
3500,0.18522480749478124,0.057761742953235766,0.010580740106479986,1000.0,1.8368131944016968,0.007429334139901404
3600,0.210605502437186,0.0691357696739798,0.009100749830938573,1000.0,1.802085743464974,0.00788122351539078
3700,0.2616209728552415,0.07422075163757019,0.0025246374750308577,1000.0,1.7655527566796658,0.008921126513561911
3800,0.30657135316730577,0.08581927736449957,0.0033992930387414765,1000.0,1.6981992611312784,0.012464119191083473
3900,0.39502474314088387,0.10007345546850842,0.013929503099163552,1000.0,1.634841116469135,0.015210121715132545
4000,0.4865109077999055,0.12372574686912291,0.02396470255526829,1000.0,1.5264510936430453,0.019639133952729607
4100,0.6363831605454728,0.15705107393503878,0.08545840519678823,1000.0,1.4070943965797729,0.025887602536378607
4200,0.7799324651040179,0.19124280864888552,0.16143816830489066,1000.0,1.2388813500026703,0.03127364138084969
4300,0.8841509337554979,0.23121514353873648,0.2921228352505577,1000.0,1.1100509471417517,0.03908854367629969
4400,1.0093715445887288,0.2747832411530142,0.417798594766819,1000.0,1.0125675767768993,0.04437329147495179
4500,1.074796951410678,0.31440500760289297,0.5570398161399563,1000.0,0.9062513476953646,0.05057482200418611
4600,1.1148761663853137,0.3615121577140138,0.6655105225293086,1000.0,0.847661993338209,0.055523525302727576
4700,1.1440816264565867,0.39408736939016575,0.7555846332249316,1000.0,0.8143992871351425,0.05912885060245852
4800,1.1670921058669623,0.42681679447580056,0.8356424585829958,1000.0,0.8071637281291759,0.06366918792257412
4900,1.1576760909359725,0.4641252711483364,0.8733636765867435,1000.0,0.8034394512787405,0.06678694922422944
5000,1.144183418102684,0.47448590463719637,0.9008002003612922,1000.0,0.7960476134853707,0.06944675725593236
