milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,-48153721.15216532,61547420374231.75,-5333323111391.092,14222386369938.504,-2597513443.827479,-42654358143.313194,-234753330814.80624,-5015607529.740106,1564185541077.5044,8613441439891.188,24032724.04476651,-4910281488.348894,15851483258.251959,2214426435.056015,-5785586834.270622,235026638927.31958,54356173.40246354,438951281.550348,1971142381.6680248,364744474.9603553,4781937424.446748,-61049726059.997444,780928.0808952221,-52784820.70147804,-88114060.06372873,4698907370997.86,4869869873.968141,-2002695757.7604122,4979648368981.486,-3279862431.73488,12713519694.021648,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
100,-835671826.190753,59109370689791.98,44747541830855.33,50510782379760.6,8975522701.551256,-49623783505.22977,123327093187.91025,4712142234.213532,1470729558358.8857,-12264465887399.709,-26367571.764618177,11111110621.526499,28469269256.141415,27077250325.06337,-13574985459.553898,273928896118.72125,392481.2429416338,495701626.5864425,-1368882396.263109,-107111226.80272838,18560698828.651924,20895207032.065125,270992.32037995686,19291027.064718805,-82618164.34249578,6577728045125.483,5043172107.35118,13182082021.990921,4242801049654.3564,6541150342.844782,10112601275.953934,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.61,60606060606060.59
200,394934487.9833719,59032826708184.59,56515016148212.31,47590076491479.89,9047062734.396347,-33285211166.676025,108380208915.19318,829481505.6861552,2329062515285.2896,8982560766546.639,13804985.405540505,-6313906771.797025,-152017977.62657806,61095188181.59858,24221192308.44175,279608314301.00256,-61473931.846728474,-283201208.78623986,479052626.9982837,444826841.3334806,3994313385.402003,66964644386.16186,-199837.69095498693,-68769527.44292922,-184300850.6958734,1606578252693.4407,-2885444161.141223,-4181136731.873703,-1404744242632.9675,6657382791.411436,12765627240.240192,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
300,1180741503.1304376,57711813206457.87,95813565178691.0,-30006275495830.445,16183129523.60599,25379295162.772057,-150292561440.62335,-6252610907.878222,-631714672958.6492,-6397189609291.922,25069405.874415442,5620048223.462659,31072239494.609962,72265847488.41937,19479111410.909966,197624180398.6677,-32165840.792883813,306757102.16527814,1605737037.188344,250133609.77677825,23130318794.62864,43703430181.588806,-980839.0987255516,-43578905.12310634,-79771461.32155317,920788477324.6217,8060111915.631879,3206964926.0664907,7226053054963.412,384879511.6791904,12643160668.071274,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
400,1256912497.2637854,56930847520417.61,137682662433208.2,45064326998611.31,22573229372.049755,66354302870.406235,184018072051.92154,-7466382218.946496,5229645485487.57,11470958415093.29,24604823.067962993,-2757284913.0542564,-14911800230.64086,114667152701.00725,155533165438.77844,247254010019.70557,141838709.9966295,248922532.69795465,-761964737.2873173,481234123.84688735,27330104265.853214,-56164387234.13845,-1217422.6181468363,-81119665.32218681,340524275.1500944,2694504431182.42,8863589875.587631,-6166832637.699751,2164603602735.1099,4001434995.5339723,2821185370.8893275,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.59
500,1803691613.2519164,55240958159293.43,163055849615136.94,72799345480036.08,28651581048.02307,108023122642.11305,69321907677.52031,407032787.1667752,-725908662623.6963,-9547814832730.062,-17647388.207013097,7880791869.492918,-26921834876.29124,122702415332.89276,138710129779.32407,-254253510825.96664,177347798.25721228,109877101.03819257,-300131484.3899154,-102312534.56489417,10874402284.594004,14293835099.346146,266232.65567298385,28604916.67406353,291562814.0135849,5343781008048.593,5987616704.156233,-13103892279.985075,8951303727498.826,9436746251.82066,334957131.85816365,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
600,1677588708.9242265,53821272844962.2,171976482347655.7,70759095641701.58,31343507073.78897,94608462629.17705,128339177488.41368,-5444795252.969704,10614618187742.193,10589694163148.832,15149750.009670857,1408145845.9742637,28320118332.589474,156695170736.62582,297267662926.8299,-103820484750.45357,198747886.2497829,160397883.4616659,119112215.34761947,-357232164.67544484,25890786629.731606,-69595505380.44876,919059.1468522728,46167281.99081226,277927011.00692374,10948304102533.059,-2654030715.6326547,-10899947201.192106,-2005272574667.6934,-3843766276.309377,12588032844.17353,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.61
700,479929565.93046,53835481359290.51,217010930541190.56,116509456773177.25,34888235571.08578,213299298992.419,86275042954.78162,-6445342522.434078,10597270376799.611,17475931971303.053,5917460.4741438795,12119525148.463018,32702481364.753475,166016914579.18552,254446299936.65405,81617711864.12576,219508615.2969087,175785244.76028776,2160652608.675539,486828167.610067,24730445788.113052,-67111583330.356,-1194110.0844546894,-47962064.61504974,38376684.884829044,8994883863435.805,102666851.55937386,-5695560541.329592,1253140596580.8335,8051791163.38213,343607409.72021437,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
800,1387331823.3330445,53159425022174.555,231727380228860.7,90488496524507.56,37938388677.044014,180351962654.2371,230347134168.4684,13785825485.136545,11041916106860.615,-1213237459267.4219,22400004.741032712,2259005284.897227,11521248446.14342,190509223982.59464,456276393059.3379,127352411568.45573,321299625.6191622,31564066.776055217,453227156.19344234,25924096.210396796,6313276709.894453,337835192.7039108,1208063.1939840636,-32351966.43417084,227099456.402902,9370689238345.238,10597534256.341686,14003671433.963516,7995023963679.75,7972951588.686518,8429932403.647572,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,2010984183.9277189,50950283097259.945,249839381283517.47,147580724518591.5,46785497776.57386,150951932782.94748,-70926841605.26329,2295934947.3598366,7617407552237.373,16109412716911.89,-22177250.575227864,20090984652.689316,-40926932815.79,203342997310.76526,465459841605.75134,56035425767.33145,360873630.9084075,1069542982.9435253,-1413196175.743216,-118238697.27963845,52591385375.68753,-81676285686.05879,1167117.1213190623,-7694638.7800667845,366022182.38005733,4198789954345.303,10939466369.263681,-5373612168.29454,957024383351.0156,12526666707.848858,250644281.89614248,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.61,60606060606060.6
