milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
0,-1016184630.0635751,59755675187542.44,-3895166888002.12,-32407471852836.887,2359273625.8730674,-45437942892.19649,197520779726.12613,6350254907.092952,-4733602833173.655,1751958611953.0713,-12648643.535815021,7150118482.532833,11303907087.77023,-6214512333.639339,-67705015273.4042,200332696409.25812,-51002162.09815783,49611869.06583998,2078731844.2545652,286826277.031707,-10140400208.637049,93550919659.68053,-444254.9204008941,-27690870.37384474,350533336.82317156,2861306601256.866,5942627430.369159,9503344429.879744,3127736606687.0225,-1870943194.4608722,10814664276.844719,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
100,599579511.7248548,58534358119988.43,39696764622538.695,29434320902567.633,6777421755.433902,49471138327.86087,116993375344.8608,911307176.2886215,1304249477596.3152,-11744267789503.809,13002038.592287252,-13261309693.854176,-22013015003.38356,34523203604.531715,-17640889696.66228,-178039902979.79196,91206273.55698305,-157464941.9382018,17573999.851228632,-346780277.14593786,20040345041.712616,91777887676.05647,126056.50937680845,42609485.07543834,-339262863.0321502,5840235879083.502,-1155038108.2045462,-3364845233.708966,6589232128988.483,6058208890.103286,6246620090.539083,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
200,-306065581.99780464,58072647752373.45,63443138649263.1,-42400122278252.08,11313149607.705067,26433860170.192574,149052052921.30698,3451330575.581218,-3178493943773.7544,9195027250558.615,1626410.632820841,12401936936.832724,-31909676638.61722,49103806061.00381,107990326537.16103,-14143930621.742722,15552398.684017278,-379944375.18165743,1937471464.721699,320705221.73996556,18336922033.59179,53355950257.99667,1263561.2893896294,75986781.01262718,175097366.2440382,5723654408503.182,4471107964.690405,-10344327445.788366,-1337248080411.6545,2367162175.1349154,-2126295326.6473813,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.61
300,-673071051.5276612,56731542761782.555,112344693442459.9,53500987944543.11,19629134040.290443,100364571939.7568,-50114737507.2067,3649717718.540258,5293122268419.264,7052213607884.525,-3997464.4134604326,-11466463152.331514,-39461372878.937256,75276738796.9141,89261033718.13588,38004332453.126564,12277711.57814017,-131657677.56788489,-1810704584.8726637,-362303000.3548869,-168856128.89240956,1114600791.5047789,-645684.8932933765,72669794.72407536,29963382.53660421,-994552694139.5366,-2889464671.9978642,-13316281268.122257,518719730232.56323,4982594420.001388,2902386209.9992757,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
400,-459473164.57175964,57180754149391.805,125947787703799.52,-16609096014572.035,24398837722.484875,75996187252.48648,-37126757145.60231,-5842885082.454011,4075489313720.5127,1798952084761.8691,-3261886.592550099,-286852550.0365863,-2134884279.1382012,107347146751.67477,98623404350.14226,328768033220.3911,16737693.46044214,465625753.09549713,-1416481362.7445893,343364400.91159785,11766371620.37381,5364610129.766334,-653143.2595532574,-33705986.8072635,200382269.59452638,2876031933913.9033,-1308211239.293198,-4668343436.411823,-2262974928019.21,3330131275.948295,4226973106.481685,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
500,738027834.532672,54936059182376.71,164164156413475.44,12570923374169.938,26842920536.64883,80770869045.69907,244099411962.1447,13950638925.4865,-1009104155905.7129,-13480585925472.52,9685990.422556825,-3130600810.719865,-38131364363.08072,123003235234.92929,135280667114.0216,319775627172.04584,208762995.6106167,83880182.31866455,1469213973.4543524,-137173021.52781552,-19168865848.398144,-26657000514.551723,-466300.072802576,48218225.09302302,355706742.69788045,7513028439277.437,-4862669171.866875,-6306182314.910793,8171764282856.9375,-1607178452.9523706,3477705354.685892,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
600,293611530.29509294,54638848551635.3,193916249826056.0,108251812647131.97,30889011262.140583,63218407224.05852,-176478557303.42554,9074751545.477295,1096325290578.2461,15027530293415.436,-8985706.815381458,1552593953.3031893,-42932118761.626724,148516173698.37906,262888943767.8455,-80370184711.82457,90761745.17672956,-225067475.66311765,-648681656.7689134,-105029685.93637174,19019921545.707348,-54499235614.28393,-920973.1531733905,-51232810.33255722,179402872.18329966,4944599608861.884,-3770205085.206494,10962448873.427979,3640873430508.2305,6296176480.844718,-5589039684.003147,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
700,177555638.53564167,52969967862975.82,211199915016329.34,89185657888792.19,38952654785.57707,102967152767.20988,156468611028.7729,6810456569.4968,12288583140534.781,1879363242822.074,-8874581.99049494,165945222.8867793,2187752859.3776317,172343169010.78656,279929898510.5433,57704965568.8318,241592164.13811722,632714508.6248223,2136500331.2043705,-157168787.40660313,34720406541.60689,15118765201.829723,-1221551.9899296016,-8221931.905868884,-3448116.025212951,11959856179752.852,6351938429.9965105,-4661962216.594914,9214455778163.684,1791810287.1408443,-6079005549.347702,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.59,60606060606060.61,60606060606060.6
800,1781131638.9968019,52614067731101.79,242741913055682.2,123181863365749.92,41731243131.267715,158993571331.93286,3187947647.5181427,8501648314.599541,13206790525714.066,-4548280287978.738,16903189.76793993,15733426181.763575,-6082599550.290382,193036087448.6257,462486776171.60736,124188999006.40364,269525769.23111165,241713734.12186545,-720148735.9260453,414685708.4367713,41397379457.50862,94944739677.47247,-137773.03487333897,-11919696.766776476,217044025.33990514,241904957622.85742,1589386742.7157989,-8219089321.367237,617094430559.3154,3205673942.5041175,11237264978.995481,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
900,2430696804.9280596,51364157287644.086,253140635049917.9,123624899356951.06,43939877144.52304,262582779826.8424,361357038377.87354,19304149834.88894,11014594613985.162,1217053537237.2275,-12228940.665440118,-5081324016.36353,-1119310602.430287,206300656097.89764,470833900152.16864,412092644335.19147,375191424.5918805,1185950586.25042,-1573850165.0316682,72182971.5775733,38792516064.38004,-71159506227.16713,1033291.9227891046,12204134.433490122,174057842.39895192,9757318194450.137,2951715218.9258432,-10511725459.71275,6621831648230.297,9053569500.272297,4317230858.892415,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
