milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,3832151454.6595607,50909213166948.76,276130528862009.97,181721773263220.22,49379584037.993034,316042534398.56915,22807718852.72873,9220767153.82479,16245164380288.527,-1955721390725.7559,-12074746.532220054,21668651523.592323,-4982017259.886086,219917708354.05438,624699659286.5,468265771556.73425,357857824.6151304,626449511.4975796,-250744838.58464932,205159192.8827585,23199767106.359177,-20673465514.26404,362334.43725097406,-9598603.555971693,187217.57477258518,10986711974652.168,3023694196.443223,959335755.7776499,5334522520879.399,14974039985.548859,-5535441107.693533,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
1100,2252104445.5012426,49718582856468.14,280410369283985.7,208443826065182.75,49071797269.75896,349998250495.6858,370519430293.9309,298730645.8108368,17351557506511.275,11017514584043.314,21686329.44329875,5051034468.747918,-3530817341.4204025,227465675155.60638,663847688320.5304,693551277366.463,454638082.99972934,1406092315.2587295,1892479245.8874915,546212028.1338309,59101450424.09777,-9747858977.491608,1223484.6533362516,-22932792.867467932,-79787789.40334982,15877758373947.957,7918699648.192133,17691924361.703793,4000793065487.799,3362499440.7377605,7623631731.35144,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,4576604841.837206,47802996646146.05,322856409086767.44,223054365483871.84,52884186683.78784,291944574580.6505,470439247628.2997,12493297407.741873,17221161588822.078,5631344603412.512,14252686.979871925,16468393604.430073,21792776101.38067,251131151903.44656,668140083036.832,794358295860.09,501762463.48392737,1623460607.513268,-211190190.79883504,230881453.55978885,50842187147.70088,14456961146.353893,1368364.6733115178,105208676.97627893,39053855.77971508,9710168535260.299,12570622865.106043,-4109046460.9416714,7433277798143.085,16224936764.715519,-4189107385.826498,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,3234633354.2526712,48402467003994.664,338164186020619.0,233151106642917.78,59463082787.35867,444610602722.6861,507427754814.627,14913687672.591011,27186868163567.58,26531779947117.836,6857239.022978708,32201316881.2252,28745277000.424023,263551380323.88275,835645939809.9381,574925725407.0386,569460211.0115149,1281295557.4351602,2304299974.8640337,562883285.2875919,82088965576.68298,105397562469.70566,-461702.0919676349,120747579.29154852,344612569.07619894,9925722092470.129,8221771462.958728,2662091540.352667,18495691858230.15,7955291398.871758,-5575865439.882496,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.59
1400,5529126742.832798,46217970753674.34,337524701520377.4,291535751382632.3,64442705889.311714,508289900470.5698,359279852407.5491,29703931393.667725,27747616956551.18,32913215949641.74,-2936451.50904518,32611761937.841232,16364602338.51872,269461257621.64178,835987046770.8812,1122688418346.098,668146988.5459509,2061301162.5642376,2288716169.5285635,217397115.87682575,72821769256.29893,114043179268.69032,841638.0264778573,62126923.39753293,-96090474.10530865,19518192221632.137,16636018245.406473,7698837947.382731,14946923293092.236,10485622167.05932,5952338647.568447,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,5147581524.5286,47127837963186.83,359583720396788.06,295587244323807.0,64434708211.67237,539113382854.70325,266678319254.64377,18774750068.60277,27712902786884.246,42236641009207.84,442782.9509228021,27382106349.573048,9659218439.061855,289130008246.572,943120798919.8889,909171934889.1001,712259332.5491127,2111788562.1565242,955513007.0484571,378630252.91539335,72159965027.90553,148886989030.30103,458815.1347311847,163176136.42581224,-201635562.5620085,14892173060199.14,17589427709.130016,6033344974.900346,13768835913997.023,21948218610.374847,2865708680.9015827,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.59
1600,5313780702.432988,45334582256659.195,360773774368846.5,374018014983805.2,64924660544.12765,531081225311.4773,548434047988.3522,25986798645.951477,26543192608740.496,29971952997078.227,23383629.68837681,26808891216.00894,67681775025.10873,290827773447.09216,983243124613.0813,894696961830.2499,910766272.3889933,2074647499.2244153,4339978954.436371,1220679222.125795,119919804496.41805,89880948587.4845,1476284.5903159394,194878285.72393698,-18022197.051407307,22534410530818.996,26290581455.849052,6920168970.218815,26982585545529.91,18839106254.895504,18700497402.399757,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
1700,6751947312.045385,45568597182904.516,376543810626374.94,384759027806771.94,70439176293.7375,666540536440.6482,546025182336.5196,34745315807.3534,37030815807139.06,45022059655819.086,40825735.92339045,27091684877.62204,4557266224.763039,290788373947.21204,1138672299127.8835,1182384046530.097,860207781.6208429,2579257261.939962,2140129063.3747244,819780398.8227773,138273418570.65182,107633958347.56595,441443.97488695546,178150069.72382957,-39769713.026256144,20228114981177.29,20140301137.23472,19559526118.96939,27757046924592.215,16028998377.604221,24602764110.539726,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.61
1800,8114040654.668726,43799865844896.29,397022277260300.06,425397201724543.9,74079772628.88449,634446293139.9043,1004922881447.1919,39433559412.49226,34550972464744.508,39057296714511.664,22514262.203751184,30096548621.264565,73980917632.9414,300673545561.7707,1101903691714.419,1669027279643.8545,944586233.7836999,3356836494.9284425,2758066138.8499722,1303300753.3966806,153053357913.2313,199074382310.81674,2179080.1694850256,141958001.83494943,604330972.6267334,22001531513091.688,33505407330.723595,15490802284.75388,20606366340501.707,24787040803.501896,32515004677.077095,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
1900,9228116233.431839,43680483721984.8,392089371043335.75,447990633176647.5,75938891244.48207,728716907388.7537,1101305670490.7827,58220098815.8584,41599168920446.0,51111742138067.984,64480856.920934245,65289803355.19823,94944752681.77368,316696055752.0611,1167109611273.5745,1978214705014.1309,1041375102.1927081,3740636537.198349,6870119496.170471,1535538027.272098,163686333462.26196,260413590115.5075,439855.1460431379,185748920.72584572,511412059.5711237,28630537644972.758,25508137562.32841,35538803694.413666,28520968663027.543,27784284188.482704,12262690698.64605,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,8718837656.48532,43352880223101.58,406544183839616.6,550646400189116.0,77803027710.76357,728508570333.0203,862944525622.7012,64575391084.80786,41317061265998.06,50387215510278.22,41198557.924505286,58745658210.4341,96252668796.87608,320676136152.808,1244587404834.2893,1706277479834.8843,1135901990.0929027,3501689863.378185,6744522162.483263,1609587149.0973363,157985232831.21655,249449515021.3865,1390841.8315889444,337252641.84795105,159566205.69408226,38918599309760.02,29397187211.22306,29800864187.17761,38858248248652.91,37693050483.09581,23818966387.72609,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,10787048167.217924,42217032893962.35,423322653605651.44,586503619476452.2,81939887430.83502,882322229983.054,1195420795310.3037,49065149242.06062,50627093441785.73,59024394154589.16,59472396.27151841,67348732963.238625,78134156619.17043,337432271498.2784,1319685779122.8613,1857322813303.8198,1177775402.3976874,4116460658.220915,6648892386.210225,1827230956.420352,184910253691.29364,299354297797.2671,2614723.339662442,315612467.80523723,480963856.863555,36574331925499.08,36358470191.64091,19410153857.465797,35174624747466.88,34820097903.08213,19807638549.661682,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
2200,10066983548.035038,40811753241050.54,425689282068510.0,601535811894154.8,80716161848.08751,926971964645.4603,1279154471695.6406,72929156639.0546,55557031242656.48,88554267199531.23,58540949.795835525,85675979716.79637,75576834471.2917,339103435172.5225,1424526866648.317,2519836962043.2974,1299163999.8790495,4281073245.5947924,7474114734.569267,1720888757.5866528,189587048935.0844,224226198783.02048,2074735.8026804542,324653544.7695501,249098823.0744115,36449768370935.95,37511598214.22425,40004963127.667984,37856649508523.5,40597256490.82942,22072076569.7727,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,12305133411.620428,40114964799252.7,446364827788347.1,705807452033991.0,85450730314.10402,999530465554.942,1267989169922.857,83185516267.14575,50906158993868.22,78552313311268.64,56551759.78019014,89492354866.09805,159553990555.8935,333591406091.47675,1536502034443.0916,2828144861835.938,1299344172.126926,4887207629.849606,8925327487.737053,2703789244.004191,216014410558.78162,281267043282.3428,3580318.1283622584,430758877.470777,453848527.5081762,40514902578541.06,48561005608.13026,29225445911.67951,39272405681475.91,37615189101.880974,36075320955.63464,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
2400,13068724980.255209,40513878029617.336,439646190345099.0,721331986880382.2,88055803746.81526,993976934336.6028,1495711426448.256,88637518309.64041,56933995924980.07,83322521895425.22,113659137.99432188,98437011651.0216,156495991160.79306,347235520102.4213,1573370963629.7712,2516884852622.575,1422427174.8415053,5918158128.669335,10431045897.362728,2788920540.1702886,260133373641.2317,328047442183.62195,5079282.319578763,382574863.3253392,792913153.613196,48957497206781.375,52460354437.5237,49909777099.60794,46774187401002.34,55547207080.29664,46658110190.72105,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
2500,14293806852.371943,38240349505846.01,443113762469106.7,783873283666234.9,87540038627.10097,1139197939098.784,1911782364452.6194,99342406438.66084,64538210029424.414,89602300690279.84,113979259.98293097,109936730538.76393,143272695741.49783,350132026313.12213,1562159268227.314,2863113991006.5176,1534510389.1944528,5826741184.151688,13530600107.681969,2997732876.585789,265986028987.42874,545395483866.6758,4343343.292423011,517958295.0402901,1178010564.58139,58794623472644.23,59725983797.72268,55580013738.33629,56464358091608.38,47716693311.960045,66092501728.032104,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
2600,15173519410.20072,38006610218090.414,463435194766579.4,740007760480276.1,86825419584.54526,1105381479051.9143,2039932307877.6306,112510574104.71385,70628806283434.36,106413707948642.7,148202633.3109795,125785728128.81873,155882674923.27695,356753660152.4748,1641920903854.569,3599249039142.4136,1514858287.5471392,6650823686.280887,12144533965.539797,2799147054.2237334,298551019996.74493,466204590257.4967,5293270.5869731065,497234429.80477464,854724282.7464075,50918905590656.93,59465069750.90982,68544887063.14954,60263295859266.33,61359508267.26738,70223216793.7019,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15075596294.72703,38419299756452.36,478752797139056.94,862857015732811.1,90376934472.40231,1253600667923.549,2280044818482.168,103928142225.95776,68585609358724.875,112626477674167.89,128857465.69819699,121052997164.60934,233451883647.62436,358028460949.87177,1689135291624.6833,3492069774431.681,1546809477.384552,6534778147.586144,15586707969.942623,3874131672.2205234,278110905207.638,574445769048.3828,6227108.179115886,636796901.9065334,1104990606.203664,57206792922187.43,63903147221.25292,73097162803.6811,62783489773149.44,61074106922.29304,70357262012.77531,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
2800,16400802634.504868,37587172554988.87,461144364261075.8,904826442425360.0,88623242383.87779,1313175001358.974,2250479949392.303,122300001261.13245,76369888252891.22,118999224839147.22,156507910.54023704,124248385173.00114,255382897938.2401,365919237496.38104,1777952519274.689,3726825635366.0884,1634852319.8599792,7215815949.37213,17790303899.927254,3688140373.200918,310519046535.6787,638345358702.4512,5896096.718632316,786095144.1717231,1447462138.8715506,64848872236045.97,73593327499.85059,78168649329.11469,67936413669665.16,70448354715.86308,77155103746.92433,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,17150665062.583315,35761441322482.85,475519611234982.06,941682438284985.5,90757130752.03964,1377280930696.9604,2330050521618.132,130128796653.31664,75686677146167.22,150512015408579.94,147627671.1446967,144820708501.21515,260477057027.26486,366608454022.70886,1711066529099.8284,4206172921815.727,1639050177.0868955,7151259552.007861,15548718799.816545,4486334333.035629,327154873530.7444,778499348219.4092,8917792.46098586,740010117.9431043,1679990493.7523925,74128360559341.56,73840422394.54892,84706231200.60133,68104494196830.45,69504711391.98906,95432092603.99744,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
3000,18562836756.854137,36642921081023.07,486409934786208.75,902317734807577.1,91238618332.5947,1443682246906.9087,2800240543989.9155,130046426566.89496,85400641798918.64,170856961643686.9,185407501.71870667,142542051277.7591,265003701335.20126,360182192508.1381,1790550801561.8884,4626744458187.365,1853232744.7468462,8233718261.125584,21394080262.430428,5172963473.661165,342883088928.9499,759817630343.8706,8865565.80228952,803330746.0807735,2315490461.972223,79666391696123.45,77595820715.9089,86014925574.9606,73333164199696.89,79336203924.55011,101400034285.24913,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,18836633342.26033,34837173918067.94,489903316891727.2,946989429959675.4,93121636245.83531,1361915269652.1082,2799215899525.533,143536697385.13834,88719163793372.97,171707806056225.22,244625895.42113662,169748502550.47147,373328246298.7844,374726435674.49475,1901529985054.1396,4860450712626.721,1768927761.840926,8639477577.979567,21761678523.184372,5070387777.943211,397353040127.1031,992783456750.8395,9995749.119277686,999852346.8923938,2097585545.5134654,79304517811007.1,89183023602.03648,117539607324.79709,85868123477332.44,95178103213.01495,97370614882.61911,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
3200,18892650694.185963,34311485345725.02,493462018940299.25,1009806361411912.4,93755575411.07883,1533886875960.9534,3116830116493.9233,158718196849.26837,92637773896183.97,179878866082031.47,231659481.96683824,178998121526.90643,364689557549.5937,361753773714.459,1897996938803.0493,4952404680470.37,1964692086.0274029,8377488680.617654,22520840494.882256,6165605390.571975,383879822501.9477,1045451554821.5175,9680995.606944859,1046654390.219192,2212543288.588907,83452331106369.7,95600378082.67723,124732144859.07578,85791585592301.66,89558594760.88716,112394847361.382,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20687111688.664402,33878514216898.574,492534013005612.94,1029308700357541.6,98768449107.3617,1583711535867.244,3319109392931.6167,184393132415.52335,91174396069048.92,207724632123769.9,273054380.29497665,193306305729.22495,413760823495.2321,365672473201.5287,1977108017489.272,5039701220777.307,1987058927.7285945,9202393185.30273,25674926078.15386,6623297455.610949,403863020785.2924,1191999506055.3684,12500478.039651856,1005618761.956584,3042817769.969206,89227726182933.52,103236968788.36581,134960615735.7341,98880111055563.14,94535593932.98587,114666796187.69832,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
3400,22528882897.97611,34635945898630.957,501751195516107.1,1130994966426763.0,96405018437.11533,1622194860224.3984,3358948375580.0234,189835188835.67395,101180743803930.02,215186919459790.5,310476017.32114506,207549120542.6503,457416197795.6738,363874012664.01666,1907074111988.3223,5327671685248.365,1993924437.0258133,9672726679.683844,28487478019.89117,6177121309.107974,456012959774.09283,1186410096961.1333,13292091.995759794,1128499800.174791,3507919793.9124045,95502609524031.06,103304033644.25029,145172302969.34256,102584285537628.48,110856641662.72787,142561050830.0137,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,23483866665.50531,33538877508754.027,503436014909185.25,1088610723037887.9,97456933740.39049,1686693415986.869,3833685258034.609,191476129049.45697,104902191492073.64,221205405988323.4,340091115.2500164,217617337796.72192,548960467618.72217,373496914816.5099,2075093339552.0964,5820724755476.778,1989286808.1160312,9302566471.045345,28896109839.867912,7535983723.730965,483022815027.1719,1222181966425.5693,14584925.342420291,1236544219.9889123,3334171866.680396,111509718020301.06,113171993409.41066,141324334632.95526,108612643688951.69,121099458736.46422,149917483097.4404,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
