milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,1657648366.9106169,50155962271705.39,273787911266313.75,205240509488106.5,48974716481.68319,253596356335.6247,93208333039.35652,-4694054482.310724,16598380912636.97,-5776600054841.186,24369542.786390156,2520129150.0402536,48312285116.11987,219706334120.30228,587339268004.2847,274614628708.20856,381433439.356541,1219531126.1611233,1827775289.7407262,412906240.1300285,56142349700.61044,85152378633.78532,1159597.9696572262,-36319655.80182809,191230828.75159773,3683214962898.838,14622517279.573109,71270736.26479006,12766630908100.004,11999084307.022142,11915449611.970173,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.59,60606060606060.6
1100,3033674544.560003,49919553606614.75,294174245602728.2,179833656129523.8,50758076496.88068,265573005823.13153,194236271032.89957,22648059185.940983,19314293836539.203,6461925974940.15,2730937.2263453705,4629070824.559475,38335518850.96375,226581911542.9227,639311174034.7573,225361111482.43863,525383916.87787545,1146681759.3496094,-1090859314.5311189,421770869.0348206,64944249855.45628,90413929860.71503,-811245.2816733632,66444325.49308973,-114163416.79366685,13266376197818.055,17152823086.85006,-8302768387.190122,14148045157751.062,12706606146.107182,-8437088256.780881,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,3300027792.856172,48470666557875.01,314313530904350.8,232774233359650.94,55874133045.13753,427029677769.15045,117987939314.98013,17930274023.935234,21651029614732.85,11437776467919.727,555163.3228591727,13695380496.777925,23295574022.134598,245011724294.18762,769828691600.0055,337704543409.3599,566730493.2112386,1336741990.2703252,1713406798.6131074,49060497.97201878,74842036649.56332,-57348181215.32418,-295178.63704376295,25032141.67222042,141301565.3469908,12449379302552.602,17407934016.88885,-1177458542.5176344,6526520258104.581,17701293298.11424,1247544320.652113,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
1300,3828429696.637258,48749393515607.73,327171724742508.0,311574753089281.6,58373926446.85142,355065221392.0505,216210274370.5177,7460276635.332941,26914377310603.176,31072280189986.58,7896379.057700664,19097403553.45196,-2920772189.0706425,264058346971.42624,788197122510.875,899471014404.4102,532802474.4840865,1636216016.2478175,405600797.12985957,149673424.2024045,79389288307.40414,19184586215.013336,1047750.7602490981,66917157.80716251,37334902.83727963,11921616298803.191,7233235028.333455,20470556924.31523,14804464726101.586,10696744287.847303,2110782064.4595242,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
1400,5989357616.520159,46458281139738.47,344194261551227.75,284448028178185.9,59160657220.907715,495828637808.70386,265670228076.1826,11692361099.234562,29671907493626.08,15793312322942.93,15007887.471774422,23086345840.8043,6557617233.890154,259021659343.53085,917121270644.1167,852137558579.6703,740447340.4939213,2061240498.3936267,3607237472.5075936,570118522.6924593,92206267183.33405,133907222767.13577,260515.09070185077,115183414.1232333,21519303.85998802,19902205942113.246,20250505336.2407,3337400472.9366646,11538296558825.346,11461587211.07684,13154762251.286419,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,4547881825.468548,47082845882464.7,367855558308132.0,356040116786621.0,66946093435.844246,518568992528.4397,316596674464.8379,14809863482.528534,30365858251473.27,15594861036651.97,10392555.842939941,35002696520.29009,25024470069.9045,283464058345.80884,873356847692.0332,1306353337673.5776,737695707.4648088,2164711388.910187,1972573765.216586,892850737.6609713,80399009949.43823,136147203119.8559,1004947.7729968383,76594999.41030183,178493375.86363015,23299133132440.844,13710785369.943193,19361789665.842945,12970914444074.873,20411265115.321278,-564740757.0489979,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,5432156780.158247,46132171660780.96,377020702267943.0,331016202202988.56,66785300990.034615,554370818127.5072,451984973933.1641,21310901656.56331,35318439943276.414,24355235547781.688,5031263.982478626,39450446702.977005,24002109246.028744,281418121749.01385,1011502630804.8309,895301190498.281,887039108.3432623,2320369829.077067,2262786251.028789,329243686.1899181,131355396259.20647,110469585555.56158,817368.9171103763,113240483.03836115,-183329644.19914067,18352626856678.25,23245613919.248165,20329015368.329155,14474970478595.508,17724909843.66986,12215839502.177166,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
1700,7181718959.416456,45107696193991.43,389002420702006.25,399313600410917.94,72024844246.47816,616520278992.5208,938647470470.4604,31474734472.767815,37444995109618.055,48340740664787.19,23553920.4718447,29181409888.705116,50104801740.806725,294999525511.37494,1028125015086.0547,1022926585730.9542,881337603.5989537,2940671216.937804,2207931503.410106,588832722.0135114,116742456808.64757,195943572970.59686,1472961.261480485,176129296.61100438,65945980.23244688,19774208785478.875,30150838003.981117,4952224512.643705,26652095809179.94,19153158755.036495,26031231007.345455,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7345497642.514098,43807501883997.664,396803967033469.06,405456550879089.75,72231052192.75269,678110644845.9846,716488147660.2213,26366911520.330704,40441771818256.08,44723347903722.75,58474623.106048524,30709877328.181496,40826396154.056946,302611449094.239,1120474957293.3489,1614715313678.1956,935112806.5185784,2731125906.5909925,5105753618.163161,1175786534.8492503,137063872626.80476,124050894831.31209,1814093.987166264,192224281.97413182,192962702.77752596,26895100604706.438,25511817900.35074,9298982419.883488,21818564204808.26,27322304449.95531,28529023325.280216,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
1900,7840749196.960613,43399809703699.266,413246029647290.7,540781604172813.25,72478932493.9708,703466992221.1229,948158401779.8611,53636578916.952934,39920287479113.664,58600102906888.58,57364186.748193316,61706757289.38149,80506974063.90794,315671774057.9037,1301053440099.572,1627649380351.1313,976375279.2199762,3326124557.9461403,4504308403.65986,1294761105.9874508,160039100028.52362,168035208928.7203,1131963.8339809673,166959696.193987,419520280.37321395,34303307713978.69,30793646614.825134,36063841665.90128,25381168231986.055,29811699713.283607,32153451262.377876,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,8611177485.639578,42219360079431.86,409056921421820.8,546413532195234.2,78075471857.86691,731705297246.8817,1085161717163.116,58855271158.46898,46132493967729.24,46493439115830.64,52990741.530488975,52613039578.346054,86156100441.24458,326775910083.48334,1259918952677.823,1772158872185.7107,1057726584.1520593,4163200574.791357,7360929448.884576,1624748817.9365935,183509178964.1751,149459137058.0188,2595466.3779604556,212383468.10904062,91829609.47785091,34494477027200.977,33108290485.518005,26202865734.068176,33748441737528.773,30051534367.61949,15389302436.56873,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,10358407137.062721,41984016799048.69,416956659132915.75,567236966486240.9,81460507544.55869,916311995116.6748,1149378054326.601,70222890370.23898,48364435688143.65,80311344712830.53,52375558.99926077,57570113368.78342,128314003477.2497,318080288590.2228,1424203304854.1094,1953268017404.1826,1139029238.903732,4037355189.658456,5109580362.846717,1469625326.9177504,185639820188.7341,278745034246.6297,2997529.709098603,361937822.95073336,705776768.5714461,36333039699096.06,37803379873.24944,20603640729.892838,32669609354604.28,36599780429.821594,26401827628.923084,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
2200,10330220115.687548,42117489277110.195,445499881390383.9,594641413716793.6,83558908396.50458,987994245833.1611,1526349042361.421,72342441237.90932,53725763427995.65,79786555556349.47,94060723.34700656,61973597741.159195,75964513079.29965,325849407190.6309,1496785255949.6426,2268035366641.97,1345301969.299725,4922811723.5267105,7834389981.365097,1748706233.1555843,193527879566.18948,322291155963.12225,2715288.403796054,366229030.15196544,875228708.018739,45029495804402.02,40095124539.81109,46103849570.95395,42205930592937.05,40440602176.10194,38278226192.72792,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,10933679733.69694,39970444396798.36,429164317217237.4,647606432891365.1,84520687472.43842,988770667451.8969,1308473018642.926,78331173777.63776,55726052529492.805,95496259203494.56,88315078.20793581,83073586891.302,151200282712.58585,344248097517.78314,1438866862722.9048,2345251234373.62,1383160821.5066772,4625785758.150284,9410463754.387133,2589034926.38449,246400754260.92642,295644782129.08887,2310417.912586814,417994192.68090653,1027770492.2326353,50146184453714.15,42697410908.20865,51144827014.18661,50007345727985.89,48143966786.13727,34125740307.071045,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
2400,12599779592.53384,40022068158488.96,446175990209840.44,675204093789766.6,85222274916.0488,969303207893.5812,1750059200021.253,83217781501.95769,54531998511444.34,98910465173355.72,114467492.11140996,96353307917.7524,107707607130.79001,346240249480.9607,1543461970692.0225,3083920698927.2744,1438629852.2021816,5459118626.637332,12260087089.588139,2867070502.743667,247546434889.00327,345700719170.6406,3954169.257533748,384003698.87861997,770318625.0064633,44800427614928.61,53497960652.235725,48392388817.06763,53116625675619.16,49929298704.721306,42127716623.218445,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
2500,14419418422.18173,38487523847919.44,444047343857499.44,751355141521114.9,88557578816.71167,1041958468608.3445,2013517037237.1772,102205756788.52684,60152984356557.516,106053882021736.34,119630216.1257863,98213161757.85701,164462140347.0729,349820085255.96185,1538927750365.9893,3367713914286.8833,1520725942.6334605,5811810133.037555,12705449190.228592,3133508839.434261,252189164520.8105,551471168328.9663,4787462.584701759,467097734.0093988,983755531.7302073,49346373623820.72,49835834436.54553,40263722682.656746,58025012487086.1,54033482305.07009,64510430197.27821,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.61
2600,13245401615.01202,37977285115861.25,461791729685465.8,760007805632492.8,88972689657.69313,1142651202963.2942,1947166367109.7708,111674112959.00351,65140509492494.22,99971056895345.58,144846978.02700526,102312126129.26712,189877811388.33084,355484095058.385,1597648104009.5059,3045423998996.6226,1465943223.0184145,6001879715.340802,14390036635.859276,3692117197.8143997,302017985539.2647,443894759152.5703,4122915.307801614,645857506.5930412,930412733.3567533,51679899383165.93,64252266580.69534,61506894551.46482,61137698373287.41,52669223663.49124,57190209012.86455,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.59
2700,14199685811.790758,37047856659776.96,480356747576040.44,832038238063006.2,91481796469.02638,1223294314600.774,2111458615386.0564,102996292547.99617,75167728602563.97,110508356398267.3,146268049.70264244,131682543387.11652,175611545098.87732,365219170570.16785,1718392383494.8535,3538882578524.633,1514102033.9522784,6734877850.629926,14162917644.624653,3494864237.2624807,315022076116.2624,594637957788.0022,6164240.18797509,579820102.1095556,1326672264.476306,66017733349958.766,65810872844.14783,59854348981.39893,62418224717076.14,72040882582.48135,61644214333.626526,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
2800,15210102072.446838,37779706839336.27,461381496100217.56,894221942617960.0,89516884320.13304,1194473666148.7202,2341099110043.1924,132405647233.34148,73862789691229.97,122306423448528.6,152746807.1537645,133658170940.94833,198963292202.53412,365529300893.4953,1733997434400.5889,3962514849015.8945,1584005969.4468615,7253390528.505937,15093709957.70642,3538355981.0511475,322391200044.43256,628021418542.3129,6490844.756832341,633697550.7561305,1640031726.0159883,70404640221053.19,70336182360.01509,89598584626.62407,67048231625952.79,76646097569.48361,74004510795.40749,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,15758803346.61854,36168268298139.75,472506404452580.8,856848604158715.6,91245989889.86536,1383561889693.7078,2694599496575.909,117675092470.13318,82217187044112.36,153563905019977.34,164765351.47494888,147023214403.9921,230317596019.56845,352710448908.6359,1857130627324.6873,4000375640349.2593,1759860337.0789742,7896093464.203692,18349989292.06494,4037967602.8543105,323198527714.1049,782614415435.8998,8048138.175441358,823843972.4461256,1964301619.5764287,74378526029339.42,73583380904.19687,97757569550.5643,76413349329173.7,71140938039.54669,79129867237.22206,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17073118886.785652,36444496259399.62,485616094666931.6,884226190777142.5,94658208327.64142,1417490230736.159,2608927089787.808,149511183322.8773,77261493081074.98,146997768223585.0,188734988.43593833,155640507606.6984,341330877500.4083,356113406478.12164,1836581109024.726,4154978710718.5737,1843267522.0972233,8004021316.282388,20427282204.54145,4737049964.303136,342570230608.81665,854630443013.0626,7561465.524862915,860006840.8309158,1757061694.556593,82328566018595.1,75964421395.234,80719464431.68001,75304748516168.47,75653939832.6074,89199228619.75374,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,19642414401.318344,35951607111319.53,485099025632951.06,1003871640629525.1,94599623811.80533,1405227733930.3772,3015829123120.1167,165259519345.1955,85945726638436.42,168553873131389.47,239054420.45936972,175727787631.68167,365353871328.08057,374269052649.0825,1924576923513.693,4605512454411.751,1884344330.0553362,8029205538.841288,19200261695.30168,5104376385.213079,398993559413.6958,1006659852302.7137,10855267.43258635,913589289.5023012,2379980235.38445,88187392688150.53,87928505339.77028,114993241652.17418,85422931471134.34,88816392033.04312,108562012400.73137,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
3200,20721091260.1117,34525277026466.59,495389703217973.7,996637382218112.0,94078173016.83182,1501517622680.129,3244164284557.1035,172745896493.59222,86253869742721.56,188041234698000.38,213336747.84403798,187612552853.08926,395749573955.9012,367882622059.769,1833140136928.8752,4609095906883.624,1982609283.205661,8657620775.647455,23756259056.236717,6083386824.732314,410487219128.1084,932169686399.9427,11061963.21555022,1004817259.401143,2293707689.0945745,87960818601723.94,95969743503.90538,128479370726.10263,83279541248303.06,99965038527.24403,119129824998.04095,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20152046505.009365,33600764307629.34,485158913189807.1,1062315244084727.6,95141316675.64592,1566454218846.125,3529894708082.203,183768363150.20648,96951476031365.08,210887632707413.34,246636429.96441203,184842289613.1888,442882728060.8877,366515217971.296,1966479270948.918,5439051176357.31,1898596337.5624757,9133838730.150993,23165378283.858227,5959228109.609488,426463801377.0423,1028044141489.1274,11916037.144628378,1063182360.2978042,2952692929.229305,93981148351125.69,106385148480.37875,124253556976.78256,95437530701445.75,93911217819.0989,119146745457.87395,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.61
3400,22021694167.747864,34640550774065.285,500216864514605.4,1109983942444127.9,97216388565.04034,1629538768348.1558,3566043209290.3784,181587371382.3547,100266465358830.9,209397754960657.2,302379898.1382286,203796615347.9884,462731136027.74426,363828073212.7135,2028351768635.266,5654672401837.615,1946901582.5248811,9540445836.396927,28060866317.206375,6526268611.754676,468657134317.50714,1213216106994.313,14164453.31698358,1089366098.7814734,3453936948.156266,106252081865902.83,102267042880.65497,127315305087.89969,103723067000031.66,109135301035.08316,129537093949.05289,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
3500,23562171836.884365,33272763476922.3,509654451002127.2,1111526101184784.1,98082704978.1047,1612507659953.3809,3752769390721.926,201950989717.09317,102396949045671.77,220639266650165.56,305602889.56958956,215017331052.6514,478695487581.6552,369116186015.1096,1987877811321.3584,5628411035576.928,2092132492.589954,9713270487.196863,27641826068.682243,7616595500.467709,445787831958.4854,1359532873955.5273,14262478.507957024,1309421464.7050087,3425118661.9070654,113794888303027.66,114703733863.88632,156824506231.55408,108051088719114.89,117413912670.31978,154329240016.7912,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.59,60606060606060.59
