milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,1567501687.448413,49973351291735.016,269522042616201.3,160520422808385.56,46694482121.24285,314422075392.56177,50493273175.41885,8993088550.735216,11722195327545.717,-1618276849905.0684,-6548784.401759139,5844112595.854652,27279913045.06415,210260246154.068,571374596420.5457,101229418011.02975,375549010.3302661,1343554126.0804338,-189489205.99699378,461771583.45706487,25848377064.43055,-19988685622.097157,117121.60675262066,22938919.44961384,-171940960.87606,7395056188119.658,4648650390.468807,1082549388.7594237,6877026136009.756,2725347715.944536,-1215951175.8632412,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.59
1100,3803333687.879802,50062360617941.46,286605113939696.8,209879062006858.75,49403387554.25159,332526444132.6843,231305679013.8683,22789615179.677567,18330778263218.363,25039034846472.336,22560265.629690643,24876572403.932655,-5652914148.802073,231676264521.93927,582979196665.0028,285521193996.69824,394248483.4733932,1287263928.1122541,1120154102.5960088,465012577.7623706,56350577736.01365,-4847499703.108368,642634.2606703844,-7684266.140840471,245132113.97080338,16550716431063.793,6336669910.82888,17868398846.223488,16141359486453.305,7145865988.145021,-1090720083.0921755,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
1200,2856796901.809368,48933978247222.13,305845120210354.1,195876470505591.56,56309925172.618004,306105147362.64844,434180258782.62976,26359320340.178833,22857909917759.723,997212566131.4023,-9575388.31763655,17242814416.872677,150383348.82499886,235256263191.49814,769904489027.7651,827747765557.414,501618804.78527343,1076075340.1102958,-492513699.8025925,757253638.0700104,74235693502.36702,-17552286918.93976,905092.718339839,-3308609.092159763,275396169.31952286,17517423819707.05,18552212675.226112,2940523730.3889084,8350995759341.312,6422057385.072706,8644060563.795998,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,5035062630.554944,48315939549415.984,328267946632585.44,307064871733062.7,56781281127.38028,338658799997.5173,480182084458.09125,24939025613.76791,23187657985616.934,3996323443025.451,-10378547.444082655,33590775460.11844,-14989824683.938631,258540274383.8262,838749280636.3503,764566843348.5458,552142185.0897068,1728645788.6286185,2367475501.4189425,619908953.4652658,76290011552.89523,77746650406.25378,-798028.0044719824,131349417.07255799,-26054643.950313635,17538626175083.012,5961043036.966756,12859864602.752941,9780726380599.8,16741219000.630169,10436928644.937292,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.59
1400,5671982269.575564,47153797850878.62,343276709398463.8,340533192622370.0,62927781558.65721,474264006639.74066,499250696642.74396,31732622466.409378,29961282758536.805,21006292543479.734,6049618.939442286,28312214723.84161,46921717285.56686,272402460137.08896,872926857639.3136,638214664801.6125,747313870.705753,1445899929.9657297,2718690664.9841294,85506466.51571596,66449424492.95443,157064307910.90445,164028.67516459158,97043768.79042839,-207886855.18658486,18886686632433.105,20516944086.325516,2099752105.4844446,13612144909687.893,20299778522.976036,23302056261.616142,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
1500,5762417337.489225,45992128952986.35,368599660622874.75,393432499040462.8,62931447387.592865,460267194840.8922,520917904098.2061,23801293472.036762,26517601099703.06,20399139675979.28,4302682.231816189,25227329026.12388,4693163762.874855,280577579734.75134,883409676624.4166,835129043782.9011,689967782.8767567,1981184769.2385972,2173453080.235688,203776108.3799104,72971656721.83597,32413455517.56687,561192.7036837157,156019410.80720198,-110060994.04922964,15220791775796.426,23996157551.799324,11818335095.262468,20364425490118.957,23793953795.131523,3625154467.8496923,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.61,60606060606060.6
1600,5262705949.548184,45193161378477.01,355924981380331.94,412865809591890.44,65131353465.3225,533128025158.8886,826870609606.9476,31727332222.547024,33846038097760.504,35383882762542.125,41609920.80212602,45635416478.22234,75255396964.91666,291299517322.07623,997374936717.7733,916042265268.7229,908906307.0790412,2570123057.5997367,2269644531.692135,709495898.7319456,100728530326.57217,191253442757.19952,-113426.57418614381,219235491.56821966,474805302.32332474,24711876291732.785,27562653625.992676,21908846754.35642,19099368442140.902,26754943162.42186,2490316777.4353294,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,7600748545.829154,44572777822426.914,388466825652095.9,397306045680234.3,72744697432.73663,555629869096.0269,863948535690.6069,33964740638.1352,37314802660525.445,41327015191823.23,33409744.500323348,34416461054.22665,28614530944.227104,299536660911.18805,1150417429523.6404,1052537310105.3783,862565597.1538385,3337154115.576814,3687905453.8204675,1431957904.1271214,95934220550.4181,93174451729.87024,2154334.793463665,199870117.2416621,-89553869.52650172,29051715730793.652,21298130376.78132,21995035965.415306,22737972607571.66,18831353921.188732,24530110983.04552,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7310888866.705136,43816088145352.97,401587094719922.4,452895025748425.9,71766723061.547,759078980824.9373,882518731509.5908,45443001824.5417,40665161682298.914,45301798409071.84,46833098.38242826,55771021710.67845,75983893094.57668,304097056323.69446,1224287947643.5986,1589311000169.264,1038629401.4990566,3105703576.5832276,3724978736.207204,945068446.2657545,147376807077.21097,253700764045.71777,1130909.8865449252,207087749.65305293,237955608.26682976,30004459016685.11,26113402233.54502,31037648774.59527,29450750485312.742,24469736803.93855,27972957490.019676,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,7814050823.37868,44074322522725.914,410973445728115.94,441671849544002.1,72946913197.52435,716803488052.5979,984275982494.2842,48387531575.94877,37334908029850.71,52207478044434.72,20909547.160369508,53049659485.68687,73418342926.87096,322889746625.5794,1276389791040.0745,1430485233116.343,1136740607.0222263,4019967595.185793,6475365704.473545,1484238896.8621986,135990224342.6844,116137240273.85022,1060048.929119227,244441371.25199932,161041149.98209605,30443258111595.723,23097530495.736385,28997725854.503597,29251500752606.254,25742351076.55792,36308338038.26134,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
2000,9678284966.980541,42494038594881.49,414116695741249.75,485696610879568.1,77503837182.95522,865265597777.8568,937992845447.734,45331330070.69699,44307363474738.125,68781854766978.484,21010585.62815405,49203200313.9827,46715340155.16106,329237049059.789,1339740246966.7126,2085598571464.861,1182823523.3016596,3677725597.1640215,7842853713.122381,1433424001.1941946,175806864546.72964,249418742428.65253,1662411.248814677,228611277.800353,339488325.2716713,32452410261061.215,32398086365.876682,40294088515.65928,35791512740924.766,29530513901.68549,37333267965.491745,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
2100,9909411609.537237,42162385857968.96,425921245593737.1,589880125622272.8,79533128313.422,822188604371.2092,1295611362826.6392,46675085112.78515,47843805280321.484,55935375027333.625,77062796.75619832,70799349293.70993,56162595688.9828,321571879207.2879,1429894434510.812,2236628548015.1494,1112416329.3848162,4020365750.6380806,5128607840.344231,2124078714.3870552,203338897155.04,307030725430.4688,2285131.3028184576,288184453.60843104,655466835.1543255,39571968518434.05,39597399305.14108,29195205955.36571,43493086979390.32,33204240875.014534,30760150268.406242,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,11743649085.919735,40460685246528.62,427630501074518.06,663379877864006.8,80634621424.22247,904846901967.425,1296675607199.8428,74961180960.49767,47828185641903.234,79809435100794.2,73950949.70071703,74184455320.8381,145248656967.0767,336225327962.733,1439588321616.9558,2279601628311.671,1279500347.2053728,4275805187.5143714,8713928082.922703,1561764180.086092,228848107477.08066,261020910732.61127,3545195.4752911045,331586032.49890953,435347433.8329898,38209618877250.9,48293343336.40487,23638812964.639565,35262508372608.39,37515009824.966225,29490683617.723377,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
2300,11643599417.743027,40528114325272.99,438401055205229.2,696380534119496.6,83959907807.53116,1007920544120.3965,1688719916026.2788,60526151569.61053,60313222877512.445,85391581722193.9,78768009.27652653,87598363232.1694,166598449663.42944,329712448364.0224,1471010438211.2766,2832710072313.7563,1369032019.8352969,4608219216.424626,7415964935.172794,2284991421.3940377,198567886533.24155,322447513135.95746,2317800.1414106996,460149069.93338424,967745800.2752397,48546077795998.85,41522274800.2326,41584830118.24412,37991573880559.74,46395988086.12806,30648581459.547512,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,11676041161.486492,40234215032627.07,457744271009059.4,659800760429708.0,83578044963.5507,1052603709849.2583,1422119492782.6663,93975809732.92336,63545868006528.67,102096852268536.27,78578476.78094038,81163387595.19127,102013113589.23376,351723846207.1987,1492125459583.8901,2556472944406.573,1326768250.6209671,5917595486.332169,11299137691.904268,2310281176.138203,240499365717.8637,386233002681.96497,4828324.148813275,407267141.58365124,923727928.7574643,42008595682615.91,42355546090.218735,56340491605.39658,46092600245567.7,56910217680.76108,37565494031.10891,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.59,60606060606060.6
2500,12118624587.41922,40060348262074.65,444601568387777.2,744316637780049.1,88394268167.45044,1045896883818.2166,1573064661471.2825,87967165943.36182,61056725136540.75,87749501922457.52,79390050.10151255,112590718191.38657,181457019065.93002,355102181552.4513,1610188405279.144,3363569832260.266,1490817200.9166749,6360036676.850997,11590803526.988764,3279353998.9772396,252720581548.09406,552773186425.9458,5608866.670067952,582016632.9055454,1079799444.2035902,52274486256881.85,59159879072.883224,49875373405.60115,54630592521561.19,53408664544.42804,57251905681.43777,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
2600,13942384505.067566,39135156756737.54,469230482948927.7,735524774355909.6,90038365994.21964,1224723047227.6204,1979460070685.635,107314890916.36345,69009264846993.99,123923609759981.67,141851833.3857231,119475625037.89543,226209165265.13257,344329373366.2831,1681004648413.2256,3582197831813.9355,1489747046.093142,6326440589.844079,11180883796.269398,3259460644.2082496,279208478739.9499,545200879872.941,4977460.720356463,497976218.8652868,849136793.7583413,64453720444928.75,60172722610.34951,62218769827.24696,61038680268422.45,54253994739.1922,65396730384.07962,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
2700,16185646855.113441,38606499373098.57,468449567333477.6,798327138715710.4,93112391993.74188,1242476718619.0515,1930843024093.5945,96697407405.35214,72722658644438.16,125558814322682.97,111372414.99326149,120208784873.6459,175134905496.07684,361416939158.4546,1696921084894.7593,3735719126436.325,1610322040.6884055,7075778890.1581955,15147693412.49807,3865652654.3948526,291321991133.68744,645631409862.0857,6978137.781720474,571629758.0810853,1184037865.706327,68942746854458.72,69909579011.12358,77374476743.7901,59582600778523.37,58384635814.971924,76321780385.842,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
2800,15960620244.522713,37252491826892.49,463244771668153.9,806082988148461.2,92260539752.74942,1242479475690.6804,2555133285453.836,121298919171.61394,73275554989026.56,136383736221109.69,141264022.22023517,139564150302.06888,231363410539.55505,355951890055.0349,1794578844484.5107,4039658201251.5977,1625971824.8051434,6569180506.802305,17217829258.898,3532486019.0553007,334402065262.35046,649473122921.6447,7148643.346439317,679705903.6246805,1853518116.9085982,68975755965728.79,73610530954.10718,85591637453.49966,72163715328251.56,62761636490.345184,81442277790.82643,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
2900,17372276307.14942,35976345868385.9,476214205668889.56,916875191030793.9,92049357513.99028,1350315835354.16,2620022311604.773,123711332205.95381,79865993726380.73,143306287329786.94,187107238.26853114,143644145338.61658,266369035638.19293,365182372574.3021,1835778172384.7717,4297890819898.0366,1755980256.364795,7798062259.692661,17879849548.949467,3986799474.0557594,334025722218.65594,776786657246.7494,7442140.713679642,780550323.8461742,1564844963.0651095,68824582894087.87,73261209354.46532,97708098400.96799,68568053191715.89,75094556509.54575,82272453722.37283,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.59
3000,18752864828.272285,35660796013220.4,481743671261620.0,960017060685961.1,94389109839.80312,1374302148033.2498,2844748083597.0815,132783099505.70544,78770930076026.33,161098068133828.84,180009804.0732221,155604163109.82898,347632780056.813,362315413540.0803,1797797083587.433,4452237211889.591,1857539889.004899,8056397393.285692,17954901649.43907,5123511386.53493,350383981401.9395,925479435206.2567,9685317.623329632,770167948.5937996,1881159001.3473814,74338193239351.97,75615972840.25519,92335142581.05568,74141131793700.9,80866926838.69147,88216432500.04329,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,19783261588.21307,36253129696874.83,478202923148386.5,932660352192429.9,97711354996.09341,1444589591436.0266,2764168503793.1294,165560862696.97604,86190396525352.95,168854329954347.0,221558013.77359185,162333491832.10382,351234081218.77167,373700528503.48376,1795405620218.1338,4354201968073.0703,1915389965.6298053,8227167123.14946,21131981669.245247,4824849768.22031,402129312274.1876,880784378166.8733,10435622.230252171,844232335.5476273,2235831436.15102,86867469965967.89,80567200879.24301,109258498544.18471,88117279363761.27,93301393831.21136,98683351169.18932,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
3200,18987958301.31898,34504472035221.676,503859191352565.06,1039636842565227.9,98817734040.69865,1427424166372.789,3332706831558.0933,162394688097.1336,86868280787746.84,171599703563309.75,248201678.77741536,193775753436.2901,353977197674.934,358711533257.2787,1968228130275.0503,4856411201102.714,1882015863.7436867,9063271914.149164,24175261160.80117,5419131863.42634,431707500501.31903,996892630540.14,11115209.060272861,1036996495.2778491,2651573733.5177374,82888814496991.08,98748004290.63196,112670136563.3937,82833900760301.8,92331025937.19484,119304985581.02988,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
3300,20017646122.50672,35321813433137.98,504900405253510.25,1018579649252176.8,97418871769.09068,1522496450984.1997,3532533524294.553,166569310922.03528,88939545936739.38,203443565194941.8,283958777.88995206,190161318701.6017,454788989303.2342,362322235774.6434,1920349575035.1365,4877566682226.375,2037448925.7724676,8654718636.481447,24975511917.808197,6531526498.965841,407012003925.6013,1122331914287.052,11588882.300643854,984535465.874736,3228100725.3948298,98683819897793.1,98587774482.8804,129303585808.65004,99811646341008.61,103235852180.6575,134803646114.87195,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,22572898046.237366,34739421063602.04,494855014703172.0,1056604563165687.9,100593039078.14613,1644822987212.8447,3687691042602.273,198859695779.62424,100339021555203.94,219386419520213.5,298899765.6101403,196745594469.52493,461831350398.6818,372610916994.8429,2033672454568.5845,5583135292418.2705,1990670463.5354266,9727805034.96601,25386130906.38179,7125925124.555389,434437276909.4554,1270415933405.4905,13359514.72409187,1175953730.6590607,3492707819.8719163,100155604078391.5,105894108391.57909,133535161041.75574,102734972094514.89,113259110092.26807,145399628275.9249,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.59,60606060606060.6
3500,22721021292.043262,33605127446482.246,505773202192825.7,1071822584237334.9,98013918512.90912,1591513913462.9214,4015826378980.051,193720756220.14658,98677933665090.9,222199606866777.12,299468560.8175375,223265226601.86053,494374224602.71716,373082847325.87524,1928239161013.9124,5508208064792.157,2097158463.7949793,9283029998.499752,27298836959.519894,7158922995.743094,467172250632.1251,1290434362416.6213,13602118.637195677,1179635491.8677673,3632183955.2773285,107141514992570.62,121914794232.05692,143119635102.38248,110390613647477.31,117174212167.12805,151737095788.3089,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
