milliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,2036731075.2664223,51301936814943.76,278301214876885.06,214602373330575.88,45527705748.48683,265862787052.8388,85238383006.16447,-1642070107.2238407,15309328534308.129,15626069474039.424,-20047794.05421801,17610372427.099007,37252033308.96031,211251786570.4882,514044076746.9956,334641337699.475,425582712.43883353,1329420350.7247682,491247103.23965913,476622950.14463675,21962159390.439568,-20372360529.160084,-627542.8407857189,45352391.26218692,-273707834.925363,3446596072523.535,6061484275.385325,5925156096.644279,3939058815932.342,13607716511.663506,9097090641.145115,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
1100,3512388856.915758,48916361301560.57,296065384697182.94,159475275338932.84,50566269798.516426,258938519576.9159,209172435030.18887,7337933890.9238205,20901235305774.99,12706944865939.203,14480172.744661607,5576726126.523671,46432850765.03908,221570842596.17184,631751025169.2,332932271067.82996,385834550.1537088,887844527.5449545,23131368.63526678,400935387.2499185,25762020616.579685,73266437650.15848,55314.97209953348,98397754.70001729,102029659.86241683,16271105877255.006,9136771539.525894,9545937502.164318,16087667953217.824,10130953405.506235,2986456126.5419483,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.59
1200,3069118844.446376,48553493571528.72,313760094951494.3,251661270848227.28,54944442375.29763,427905479183.0965,407706511307.9079,10834530312.321894,16314872350504.953,23474761364040.844,4497792.6633195225,26750863367.839874,30191495954.300114,244755658927.29514,714408776185.5176,314692910518.8778,491868692.0579102,1554854124.2065096,-272308596.7486634,-162992668.6004523,54903236892.88591,38457673530.898415,1166138.9358496696,-3589993.1037179157,60474837.83372654,14985101603010.395,13623681257.315987,-4964319096.683043,17348911262946.824,17080646195.608,19758166988.517933,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,5260142146.0520115,47400335620098.81,324206656114660.1,229409135980437.3,57060494366.108986,367741405406.6327,458862996413.64886,19223370352.991535,21681155670852.77,18581734518856.914,-17842998.904534366,12260251283.279984,5565295992.008724,253324921546.79578,836127830379.0203,868339572751.5928,581416310.6254456,1254448670.9094145,718794608.6761674,-783804.2423941493,75716663627.60698,141468821872.22394,-247331.77504951478,112777697.59876768,-192844387.20329568,11112614906270.93,10798587746.493567,12546656248.136797,13218662755680.092,20568448517.535206,12828030223.942429,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,4980577040.690507,47645752302764.016,346025189561355.1,270604011393173.16,64146348380.12287,442298852951.3598,544046112219.43286,8360211759.403494,29700926382141.77,25492318429989.52,20538966.642479923,11654580926.679049,60160874712.02722,261085454708.38922,838627119756.1699,1067877181126.5026,614684208.5244024,1943786460.4337556,411321557.24240303,124456332.897659,92543759448.59933,46772803295.12729,1787296.6655813453,154006447.28499165,-147286968.2150269,18910154365173.258,18728482873.605537,12732175332.227077,13361726152251.969,12397972674.392668,-4623057880.231878,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.59,60606060606060.6
1500,4615170593.590111,45537229037614.836,357141700919436.94,305286190182413.94,66800806199.71848,444931863930.8463,527598529395.409,32031929095.63246,28576546319264.945,23075423468950.55,40071510.66227546,18347460998.348564,66208347887.26869,281424699595.5518,873747224672.2244,1076965526475.9379,835629126.1796237,1955051855.3043864,901435888.9568629,122508837.41671062,82260653663.36049,151054477286.73328,-208673.61192317703,32255986.904359818,-170815374.57559532,21948278913101.008,22394534929.133686,6753689165.011383,11937305072334.922,19811293663.40866,12091419374.375538,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,7092734762.794679,45203365723117.836,373520860107807.7,394154128585157.7,65282177688.516975,574042740111.3312,628893089939.5349,16305568410.931095,29694318702830.273,44004841046887.484,38791831.64109294,19495322917.5242,32072926605.08999,294417227848.4204,1084375103100.7051,1435860062805.0605,871240133.2018609,2919099074.5563164,1975148424.0990343,1075342116.6913164,118008667275.22469,17455691550.40808,1058551.5718273222,187515449.87007892,94424725.06928131,25844632619785.594,26178724404.75426,1643285298.5803967,21116797254163.797,16777937869.654108,26975421201.38856,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.6,60606060606060.6
1700,6549620869.613824,43819018738867.27,370829658726861.4,390389401906810.4,70344010417.30534,702265177580.6058,883212686629.654,19863972382.59426,36245315447232.19,49022991756011.19,29299211.736744292,45118609426.72554,42365820640.27364,297224261628.94916,1065105747379.796,1196739874434.289,916947835.857585,2846834043.826648,1699748855.3442538,869783084.289018,146089783675.65808,139746888846.48505,162941.79448028037,155357965.5082899,249806398.76527578,21328095529352.133,23804892926.15197,20744937641.493534,26100202334546.457,16751277358.885502,12680390373.471416,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.6
1800,6442507341.762931,43925054062777.89,405146252272905.44,473910996714500.5,74022649774.5908,641110690819.1805,692183657066.4639,35893640249.29695,35178104791333.746,33959847838124.734,22375293.603602894,32534292887.373062,35497502316.52592,309288660789.97833,1163789641230.5745,1326731114896.504,1049308678.2032871,2942938540.9360337,2610748135.1165113,832495514.8830837,149270900600.1669,212086025671.55106,2498106.4026593966,198139244.0317505,228730022.08853003,25164473564307.348,24983774033.943157,26463285759.47561,21696637372163.69,19709482337.801445,16834925582.262806,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
1900,8257086078.131004,42890990713593.31,396340568250467.6,536944662598181.4,75315204582.004,795390496978.3826,781909380371.968,31742921929.411873,39058879680717.04,41419608846710.61,47056232.86061057,51490423209.29657,97946057381.92426,319817678682.90826,1255209504320.3457,1904593185285.8389,977042746.1788272,3693082660.51381,6368107943.268158,1295108887.4332342,139134530782.6228,135906540288.84467,2215236.5329126776,169826087.02756602,204239969.11986095,36229886181662.42,27178617768.549156,32047638750.327713,31330003893529.89,34258080945.96792,12981059937.836435,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.59
2000,8847517778.499304,42989247103502.32,414406847022972.06,504491775629651.06,76894017992.40263,824701614035.8514,886554819146.4409,62956769538.08686,47367712281721.44,72626359666382.31,60811895.82246232,58884289730.875145,69703981568.06392,317196403188.0058,1326088367921.0625,2003778395118.4753,1182471423.458677,3817677528.9494405,5072197072.218002,1668918580.7393246,159515542902.47556,274794572424.78247,2072728.6771431165,273113175.6897706,665751930.9578393,36046661010830.5,36207529881.20336,28808576322.383728,33516762874708.11,37235897760.90322,13046144324.65959,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,8854101587.988947,41785867413261.07,426903872373344.94,549711565311708.4,79704035041.07407,813346493916.0847,1040941113877.1304,54290042950.264755,52423135346599.82,56730013019703.164,64338383.58618417,55314045408.649864,83627808281.27028,323901695687.74646,1373155122101.0225,2325845843976.962,1182971523.016574,3849903661.5369787,7239696408.167613,1396139001.807434,209226418056.82828,257680189624.76685,3348100.747897697,268041728.9629478,357989633.55406505,37101667983904.5,41154141222.25407,22767616402.424713,35343167585210.88,33737261967.75691,30081062635.101723,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,11231267579.84827,41144494228467.016,445428191427573.75,576941082488822.6,82222625596.96118,927015090138.8368,1561748484048.104,57074705386.24479,56600459435716.16,64892634519686.51,64336896.657050684,62478922838.752174,63839006361.2477,342904999462.73676,1443056075526.0225,2167932250013.8232,1288873875.6755636,4792968155.715784,6424358020.458865,2272967718.3210278,189110749092.82333,354465424501.9972,3215289.701493945,435229674.2080692,729055651.3624716,36710878089826.69,35782875735.016754,28492338941.290924,35423011560496.66,33521568003.892845,23951928342.444565,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,11998964702.514004,39499012703500.68,432536723627032.3,653066577104867.6,85971496452.40503,928289040269.1028,1636484528552.353,87085709609.46642,52292959144159.8,78660193212819.7,74452382.873491,81528313602.05031,86740859376.66873,333250170500.49475,1497269996097.905,2887892657484.782,1293250062.1339118,4995937451.901191,9321590765.812634,2045714751.6683834,208606067642.49084,331145809425.5696,2044433.93925248,495923106.9481107,879377805.5741904,51084210486491.37,47214969337.30456,33392422290.33135,49846246197009.25,48023171425.16804,51103390072.56183,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,11289999166.215956,39607977830822.46,444772354681786.8,653808535768448.1,88154152932.59332,1003336556598.0952,1754403882796.5444,73999483047.64742,61731637942081.25,95483928411628.92,119872480.158701,86380078668.74455,98093246605.72621,342817061533.2205,1613357227809.8613,2830558290846.231,1445779514.7017567,5467625357.525209,12181136502.068726,2612164066.850378,267163247626.3551,381916613183.55835,4919599.54939007,478781807.03437567,909939092.0051981,46015460346548.35,45546940100.22098,39213688521.84276,51040531997225.29,50077139715.16783,44697172080.9923,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060605.9,60606060606060.6,606060606100.0,0.0,60606060606060.61,60606060606060.6,60606060606060.6
2500,12860229781.131554,38318055224752.87,461081615741691.8,775990079855222.9,87024649083.28012,1097956398206.2167,2015213207085.2102,77697127123.54877,64219005766140.45,99316939826053.95,117152845.87902798,113751696777.5691,170934565160.4345,352761726723.66223,1606502914193.553,2801852164464.2866,1545516962.0658612,5806524540.307688,9737980911.131538,3268924151.127435,253627912401.05157,552363800549.5808,3768028.105779784,479274106.4865666,1079723568.4633174,46684850845933.12,55028361059.954315,43779271881.86034,51398342466888.234,47771179045.59433,39981719580.70798,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,13828362061.796402,37833297240767.95,468071785966768.06,812063116633803.6,85964591232.46883,1218691310683.5833,2077457111401.1528,93759177006.96715,71275436079021.16,106660210520906.1,131711326.51049769,111962635108.9482,188158401286.8625,349397256899.88837,1584382079953.2593,3308530138256.1255,1606148824.3901513,6667422019.828644,14018541365.658762,3579001501.4999433,307209090498.08887,635504944059.3638,5351061.374172235,496474345.8449191,1117459986.7179635,58576061520321.68,65172980012.486435,56896600999.43627,54813454426846.2,58329433981.8977,50813642936.408676,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15542066785.569416,37043815053996.57,477209392260102.94,800153027056959.4,92258050752.63205,1138658568157.8052,2268383021045.5493,100685278151.91591,68349030016929.68,114104175532872.34,134961282.10544595,112587350061.33209,211384262231.41205,354055815130.80774,1677712106855.8535,3511775507591.281,1583709950.2178156,6617129837.372967,12700417561.464659,3444563312.403772,285679421573.1876,518028306042.54236,6812350.745376246,713420334.4846859,1080891331.6005259,57515535823345.11,62490927708.0801,71453477520.08812,56975489843271.03,60964702536.70326,80673330460.96713,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,15754440659.235342,36863584979987.625,484096153003345.2,846772533807921.2,92928993059.02342,1263436960419.4504,2313083378094.986,126162279301.11644,75086415112735.73,147253903417388.6,141590399.58188954,143107437773.7726,262795410408.14108,355427421463.6009,1719469696530.3127,3564630869472.8145,1690464189.939952,7327633059.414451,17885509655.982273,4242959418.979269,315356907156.4199,613330299788.5513,7989749.626286354,742474649.6657859,1236684975.8075826,68644469695862.51,67118774565.23067,62373306648.9607,67617573526049.805,64423846371.89972,67183229114.26294,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
2900,16017103957.584797,37663169285992.375,487263887040129.6,879723165525080.6,95541306795.95482,1301190122023.7014,2432769944787.08,127415775396.74652,76331317399641.62,154189567322301.44,171532361.3857221,151332484476.6616,250415023848.98886,355985086638.9236,1767523390904.745,4149444926488.404,1666987670.211694,7689392708.506606,16038342261.546757,4905720389.019263,349298603747.5524,683038030714.3666,8169554.921035609,849988472.2984537,1421704079.9800375,74428689578994.81,70547542750.91074,76752900852.18045,66771927054138.95,71157743776.40207,85069613113.40533,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.59
3000,17658653214.154842,36144110308129.43,477335444606498.75,958244633902611.2,96969286558.26762,1343733743666.572,2578611331151.0415,137238943368.499,80749838795799.94,161713876518873.88,219239528.48614067,146917739757.73215,281694338576.55206,360751857122.35004,1795395128393.5474,4413823384747.489,1726254922.4529676,7707799670.965818,20425692113.32218,4833356780.232673,370946967906.25507,808878284432.2212,7429854.495679461,863282658.1186019,1661235226.1673572,71931284865120.36,84173012711.30276,84014047523.98012,73250429383983.97,87225888865.47931,103015464180.44745,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.61,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,18305368258.973717,35518931258047.17,485519081291562.5,969470846615238.8,97389203130.32443,1447867088517.8855,2803988690350.375,159084838505.60303,86821056173360.0,184998820908726.75,228202954.91626745,156555848050.25885,301932491007.63336,364479297843.8892,1906174078943.4023,4792519518646.714,1887985147.9943838,7864877467.026465,21664751393.36456,5651333308.827517,361977862477.6333,936019761918.3706,10275520.967416842,884792238.6944,2572596481.818577,85885587624706.48,90553481917.2762,98154338815.82594,84492021457004.33,81276997345.94054,118675211016.0388,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.61
3200,19069562628.309795,34656712264444.258,493394889259173.94,998183568987201.8,96362842426.2716,1412084534407.302,3356263102357.1123,177453233895.4171,85497809907074.12,176318379105940.4,237509503.28324583,171197444384.0963,401910991364.7238,363915688168.96155,1908009529782.5908,5002897504082.201,1941370074.3994253,8452764623.31143,24262688488.068344,5609205122.004715,414257433004.2763,1003351246633.1073,9885637.093913345,974514391.6263916,2564266534.9307356,86995694708687.45,101436712384.10756,121935864707.64842,94948140421298.45,94187673479.87248,113870402315.34833,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.1,60606060606060.6,606060606100.0,0.0,60606060606060.59,60606060606060.59,60606060606060.6
3300,20094450307.33269,33587340048004.992,479524388291543.2,1053841414001930.4,100108377540.89188,1466679823822.0757,3556316746494.3774,179796814297.07312,96356101358070.12,201518762913072.25,240920821.01310444,198942978707.66364,460035329900.5426,360845613366.9839,1943086267144.4463,4983954057371.542,2012508196.9684577,8998610216.49983,26464836633.53564,6119525832.86085,411886099312.98914,1148114184552.597,10973625.192459535,1041283361.4625452,3229657171.585906,94838656581422.45,99943426852.7832,132910661020.91061,91609899565557.08,103520187355.4164,118291946574.33517,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21727996755.381058,34201003915953.375,492951848232068.8,1064041190929771.8,99822987541.47102,1523522678317.5298,3630690335602.277,178036202836.84866,99410825093970.66,221382283793943.06,315690311.92628646,220722131420.29596,478379001912.33655,366355397583.0485,1984035897711.438,5113043925978.808,2017362772.738708,8922796765.36524,28366329074.287544,6862122201.01032,425284382588.3292,1177676598456.697,14122549.473549774,1113376706.0376744,2925594144.3698006,96473200189668.83,113077404626.2608,135469645543.26508,101302316955587.25,102671779230.2997,127608816105.44527,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.61,60606060606060.61
3500,22007847228.770523,34178256507480.332,510148254408404.9,1108402905459372.1,98211333199.53047,1589021691705.662,3729562007602.5977,194377639114.5569,99648946862781.28,239254879446124.44,300233681.09583557,221329370704.84802,482489219804.8894,377855721300.03107,1992862520561.3208,5579208005065.76,2016748779.4623876,9507206303.621193,27916793907.53938,7639529565.052918,445768220375.77185,1334907749627.748,14218580.98706531,1188337561.6670427,3311875265.3751507,114266889280161.34,114346923700.20532,149323451343.44635,110107457296507.84,118348901428.62773,147245905170.3181,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.59,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
