milliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,0.00900209913039679,0.0007320776877487599,0.0010208974708210625,-0.0018561983214246,-0.00018500729174663407,0.0009386761967901103,0.22782837485925425,-0.006401983314183823,0.037865174014323696,7.03732973014077e-05,-0.02052609953895621,0.019537851260567857,-0.004416535543498005,0.001146314012782533,-0.00032576996406341715
100,-0.0009895668581206914,-0.0007346126308354404,6.169421313717534e-06,-0.0016766136551189096,-0.00497580586746714,-0.0006632174742978519,0.04367782593063556,-0.013954043929873768,-0.5316344220773104,0.02312759403023757,0.022414968912315397,-0.013597338309426374,-0.000782304205540078,0.0005814528603995439,-0.0015647108549633859
200,0.004336103757813852,0.0006526491363747375,2.0146615141433183e-05,0.004930611727275002,0.0032702949189213986,-0.0030050694905917473,-0.17233283756325016,0.019128698424711637,0.4423851370240856,-0.016999465929770804,0.0082894881336283,0.0015432274274657053,-0.004411759996999034,-0.0008428067122032776,-0.0014781975449836202
300,0.007520741012495525,-0.0003391746170827282,1.1176000965814354e-05,0.0024737502276530425,0.001602103528130811,-0.003958046260801094,-0.14299001732015157,-0.004479890617041995,-0.3310913927958121,0.033120522998965736,0.01262206344326046,0.005458789609078993,-0.005008953469183678,-0.002419242106025092,0.0002575836248908369
400,-0.0009582406900827558,-0.000707631089137477,4.751319415536269e-05,0.010512475266289489,-0.004734705878377468,0.0019659013685012143,-0.04725945803706383,0.02049771199924217,0.16717494471623995,0.005365985484052904,-0.002099027163076358,0.010301592454981877,0.00019307461826253375,-0.0032027512668495062,0.0020883775061976235
500,-0.00732053717488619,0.0008087780951230065,1.1995794802679549e-05,0.00099710433941393,-0.003095650571657516,-0.001981374368917176,0.3431065025257037,0.029087530301666158,0.02249885867917259,0.0052152644785840516,0.005965850393687567,0.026242745686620262,-0.0020514336004682997,0.003896175345741201,-0.001439112504232123
600,0.0012309684074325018,0.0007664986097249225,4.8336325127046575e-05,0.001628557053214605,0.0008150973757607726,0.0029744794191890744,-0.128950121725236,0.009913661434641435,0.45592253573829644,0.04394689440219951,0.026029614792786697,0.02279662655958617,-0.003043466369938177,0.0024254070557870656,-0.00230424822909679
700,0.0003265714338694809,0.000660911335816464,4.305291969267022e-05,0.012224004053675337,0.0019256663818706383,0.0027992990465685688,-0.1272123215853292,0.03383116134421351,0.6365258937465238,0.05912989038157615,0.04825445995283221,0.006934606444749067,0.0004966515593484854,-0.0009749425687540631,-0.00036161789755540934
800,-0.0015102422823207754,-0.0005446723137767887,3.626309349314437e-05,-0.004575536807847979,0.008698254856937591,0.003505474086280807,0.1897734309922467,0.06503632490885057,0.33620129116893693,0.11679430324944601,0.0805010075981922,0.040326285373432524,0.003474018695382981,-0.0025691754593299395,-0.0017536166914507456
900,-0.002195790389202274,-0.0006606957634825312,3.6122933064860114e-05,-0.00823998083894707,0.010596039425369585,0.00099179890980973,-0.008885642845704561,0.07816931121345744,-0.10443523240776259,0.12019274581614298,0.11670585280382545,0.04758627040300136,-0.002208717336626123,-0.003193350106482983,-0.0008791408751292259
1000,0.0009724427387201825,-0.00012993743220218458,5.740878758787551e-05,0.010506031130163553,0.0013178976819783195,-0.0025879208397661434,0.1342007411855424,0.09490276011589219,0.7054418161130912,0.18941558074660542,0.1425491400083432,0.07000765016489104,0.004318238724948915,-0.002155186279843786,0.0023269656735351715
1100,-0.006880368311479606,0.0008547657863502127,1.973832955942607e-05,-0.008219944765417778,0.005641431567004151,0.0005431472048083317,0.1436914470636359,0.08884928324001153,0.5097706971556589,0.22510993321173806,0.1817702605201826,0.10507727614213883,-0.002531601032006292,0.0033371129699921406,0.0011816992795481817
1200,-0.0008591074067685739,-0.00019388093626077936,3.280593554028792e-05,-0.0005230479217120548,0.0077663209502165965,0.006776883193057441,0.3800026694907281,0.14408083017800216,0.6989643946271427,0.28071314922572166,0.21059717387020876,0.16256285480215024,0.00025773328426411323,0.002435190252082286,-0.001567522753181829
1300,-0.008158958463392733,-0.00017064920808163557,1.7377680285019865e-05,0.004904545160686077,-9.082272134752333e-05,-0.00256225875510545,0.06453197843961866,0.16799103448172853,0.656452257818241,0.3318100016343096,0.2592646694755226,0.15571480092962617,-0.0025367604698176326,0.002559598296676396,0.0011409743636722478
