milliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,0.0038458967695595807,0.00047140706342503917,0.0010006553163748907,0.005550633552447773,-0.0020132213751718466,0.001430193546526074,-0.15334860522834112,0.01518210425709212,-0.17720491885452827,-0.010014596272974777,0.01590770633855567,0.011244923656698361,0.00030464269090656155,0.0030785095876387264,-0.002367705490599514
100,0.007348600684432619,-8.988876065121551e-05,2.2949068481118525e-05,0.004322199153758831,-0.0009075020877880808,0.004189055845227813,-0.0713734175565441,0.002108803569399107,-0.19660331452148191,-0.008765190765602117,0.02447011153708084,0.012264846278751686,0.003666584535880881,-0.0020334929621959484,-0.0021322710626094253
200,-0.00427830849351852,-5.354103153925586e-05,1.1395302131475812e-05,-0.00820524182897095,0.009083714194617164,0.006108895000127975,-0.2130801497791905,0.0018433894910384985,-0.10326797359189006,-0.004198262701704266,-0.024642046357847322,-0.0005876433487081484,-0.0013504682240426849,0.0018984866619674785,-0.0012181575816295163
300,0.007954672456139072,0.0006468600590804803,4.684967359772134e-05,0.007834711103694783,0.0038508193781305183,0.0010211869044635504,0.12261708382360875,0.015985253806222892,0.05855180999638146,0.02762884416563545,0.015834993527129457,0.012091744917374851,-0.004054795875807933,-0.001088827370939939,8.054126310599412e-05
400,0.005862261626382962,0.00013949431765368457,1.851493287040313e-05,-7.900907562801091e-05,0.003811359877047676,0.0060270644592826435,-0.05685632341544035,0.014785418984454457,0.4602037080302709,0.03538334808157056,0.00828663357269187,0.026726770027116577,-0.002313776365373873,0.002865895277690667,-0.00035662320989864933
500,8.50573051102547e-05,-8.389255050373783e-05,5.14027967562115e-05,0.013212641757950772,0.004475258938921254,0.0062803407645809686,0.19423541013102277,0.02002607615642785,0.16580166946579467,0.025349729739940575,0.018220357207471834,-0.003125927244268514,-0.0049597720934643555,-0.0028372392099072366,0.0021723693517911326
600,-0.0034358591374927527,0.00011039151470837563,3.8060453510856925e-05,0.01450339390724442,0.00028214052886186983,0.0011361844538557249,-0.14226834493005336,0.0122224386338238,0.2481638359770826,0.05985688196736188,0.04772989391756676,0.0399643621609871,-0.0016771508653525395,0.00203604164876882,9.959160349674984e-05
700,-0.005016046499889844,0.0008450318005616845,3.10403593630038e-05,0.004675818926372081,0.000688110620978624,-0.001161154821468397,0.13826196472999602,0.023497524814814364,-0.11438751748367434,0.07581851419460789,0.046523055219906795,0.0562172028003034,-0.00014196234865098277,-0.0027986615123003623,0.0010276055815672063
800,-0.004564752801135639,0.0006764915111478586,5.507481056458667e-05,0.009600105152310263,-0.0004466068718286128,0.008400930711709522,0.09082113364898342,0.04434999316387,0.43813144617490263,0.09560840500048293,0.10245605765647606,0.019703518693297874,-0.0016195633995791897,0.001026229770053274,0.002408668900162801
900,0.001287594497361921,9.181671099254518e-05,6.195923336989728e-05,0.0031929758947908983,-0.0026277277926876415,-0.0007820085368735693,-0.04558399828061396,0.07417773030006594,0.7844110268611294,0.15820618025310104,0.1295053991361324,0.05623612147567271,0.0006987742089231133,0.002667272010462222,-0.00118015573782074
1000,-0.005714775257653008,0.00017367717245898956,2.698293434881375e-05,-0.007649542861558339,0.0011043801083902714,0.005800966231165295,-0.000544491292082061,0.0908083483387634,0.405857441303093,0.1654017026759813,0.15158208999040015,0.0658892068135547,-0.0026217110952191295,-0.0008439707718843983,-0.0023125101637031477
1100,-0.002237388748632257,0.00034732352338028087,5.4026580232473695e-05,-0.005584905544242701,0.006002361450316509,0.0071079057338605915,0.10362080520582825,0.08878742288451975,-0.2854101158854634,0.22790496424819207,0.19818776786935696,0.09579682948168586,-0.0032888942826223688,0.0011394712119323302,0.000912002694898199
1200,0.003052403716876539,0.0007000191868220514,5.061204343052249e-05,0.011634543901137672,-0.0042634264280779245,0.007558970368491335,0.05695435652532636,0.10964901088848593,0.5279678380671875,0.2679359740202088,0.1886609513351782,0.15687049980199466,0.001509089159889521,0.0030397895249137273,4.927937944984807e-05
1300,0.004901053567041549,0.0005256662161270769,6.548882639671042e-05,-0.007947692919806145,-0.0005844257232228193,0.008723193454376863,0.33305194840790725,0.1404892122156771,0.02536040385270477,0.2949349746656209,0.25588794386226027,0.16532843290298066,0.004483675713477953,-0.002747414736026668,-0.0008874387201232909
1400,-0.0040424095172864865,0.0004458917013191707,3.9751091295246766e-05,0.002072732723159052,0.005659164535138925,0.008124654062640341,0.012863435844280569,0.1611099182100334,0.5400190505073412,0.3392815288887048,0.29169947272316704,0.21306284270317266,0.002475537006847921,0.0024765952491740515,-3.3188619597266216e-06
