milliseconds,R
0,0.000285217950100219
100,0.09772179195526133
200,0.19894817713046944
300,0.29140822927014837
400,0.3902403561617248
500,0.48055296498389427
600,0.5198880785778303
700,0.5341572203352047
800,0.5480064968526516
900,0.5538080034550636
1000,0.559993065016821
1100,0.5634072989756098
1200,0.5763677292182955
1300,0.5866694040547676
1400,0.5804953577932209
1500,0.5971255925258933
1600,0.6008693951009776
1700,0.609214090912529
1800,0.6054762654381017
1900,0.6051999778951513
2000,0.6201645722710133
2100,0.6147309596213164
2200,0.6170432725601388
2300,0.6258106886970354
2400,0.6257880583959208
2500,0.633024254907508
2600,0.6418468273944212
2700,0.6380764374835111
2800,0.6499781910124356
2900,0.6424678211091508
3000,0.6476943990463124
3100,0.6509749198137015
3200,0.6634184328768896
3300,0.6603618838966115
3400,0.6699442030471673
3500,0.6724790522776621
3600,0.6701556887844374
3700,0.6790495934836436
3800,0.6740968903592547
3900,0.6736053388481843
4000,0.6780622050000272
4100,0.6884664766905282
4200,0.6846798554917105
4300,0.6926786408478048
4400,0.6895420075159591
4500,0.6870951808974186
4600,0.6940024508231701
4700,0.6942834667437019
4800,0.7055099060071566
4900,0.6984205638575843
5000,0.7071181466311127
