miliseconds,x,y,v
0,0.0981022291963265,-3.197955244297926e-05,1.0082198989288582
100,0.10822701918977932,0.0038462809799148087,0.9442753434248665
200,0.11066932104301538,0.0031245928041621724,0.9067667972667042
300,0.1175619799882247,0.004914412869402784,0.8620824898649537
400,0.12655056210806137,0.01012712478566376,0.817152855778678
500,0.13234905144879516,0.012851847170088172,0.7910072396554015
600,0.14361466913690374,0.014704053464594316,0.7466464292498881
700,0.14816432928346585,0.01903618520526993,0.7050417206943919
800,0.15267818792524748,0.02183582523961971,0.685733720146917
900,0.15899417463185095,0.024094147639855727,0.6408365898572399
1000,0.16883608908437153,0.02640147114404565,0.6140642224640076
1100,0.17164084407888497,0.03091256611709273,0.5846431774440312
1200,0.1821519777466145,0.032129058952598655,0.571150952267472
1300,0.18895603361222316,0.038937257490403776,0.5424878744714978
1400,0.19390210330907612,0.041965752026906625,0.5200883913847295
1500,0.200021856906562,0.042162013348904244,0.4867627975333225
1600,0.20286699091476387,0.04535715519658276,0.48220362277652284
1700,0.20981655967251314,0.048692148425497996,0.4499026130314835
1800,0.21619663818896576,0.0544307073876572,0.44463877137348695
1900,0.21823664380234994,0.05411554439287642,0.4221442275524583
2000,0.22744933098567724,0.05973033113059434,0.41983127991905145
2100,0.2297521453541383,0.06011987551929226,0.3898586469269394
2200,0.23198506846546516,0.0668681533964736,0.3779858195557599
2300,0.24026588642438942,0.06901697038959197,0.3766233731762105
2400,0.2436928981426996,0.07210852232929259,0.36457073894739345
2500,0.25016478008411175,0.07533178805963875,0.3410046858887263
2600,0.25258318687764425,0.07596970138264482,0.33056946238582297
2700,0.2535874735753809,0.07961563649563802,0.3334091617348611
2800,0.25908170750088994,0.08232845396403907,0.3170306610895407
2900,0.2608120133981717,0.08322431608008267,0.3047749157250486
3000,0.26871980157139835,0.08621472820356657,0.3118831131680174
3100,0.27270795860935826,0.08969234083519827,0.2905528969350596
3200,0.2748445852849401,0.09297366846313486,0.2944874165782985
3300,0.2764764849578344,0.09511795617013931,0.2820432538780912
3400,0.2802980321332474,0.0966212267431156,0.2933038556635234
3500,0.2868822421017408,0.0995620535895191,0.2900561464567375
3600,0.28974538700544705,0.09975602992400957,0.27785712251068556
3700,0.29195838323767065,0.10280761840715544,0.2777237540689675
3800,0.29330543261398023,0.10539044346724973,0.266686700663514
3900,0.29759533049364173,0.10753553635353066,0.27048606542008136
4000,0.2982547123093153,0.10781799219243725,0.26860299171034635
4100,0.30444705112850456,0.11308798114468728,0.26994838918949166
4200,0.3060362408529572,0.11389777027369934,0.2655782222457753
4300,0.3081828857955499,0.11746613140941183,0.2662612995883393
4400,0.3131500565585818,0.11722397166376665,0.24818349891010363
4500,0.3167665607356768,0.12129313255107943,0.26446575523467164
4600,0.31718057358166984,0.12402688928153346,0.2579676642751538
4700,0.3216342226796085,0.12290668857652533,0.26401576433693313
4800,0.3200703177960718,0.12632978230488998,0.24774008821230323
4900,0.3275353584948864,0.12770392179492254,0.24459710318631164
5000,0.330957256870106,0.13028645748255935,0.25427354466288565
