miliseconds,x,y,v
0,0.09910413156603413,0.0015364902805032703,0.99334951541167
100,0.10929383138230157,0.0037676150476932666,0.9458194286105875
200,0.11694986032502629,0.0037494696834312765,0.9010274450492903
300,0.12343130396205965,0.0053109698032852105,0.858248446900501
400,0.1289258157187016,0.007867296565226297,0.8170299426863945
500,0.13272667443803035,0.013823519904636053,0.7738037937510072
600,0.14268652698464002,0.014878314873993345,0.7532677317224976
700,0.15069608073628007,0.01996230042031138,0.7172394138927299
800,0.1525719937524967,0.02008721641275612,0.6842967482364831
900,0.1640748182809299,0.025624197954621133,0.6521523831817468
1000,0.16868835857451037,0.028364945351559066,0.6228598292439655
1100,0.17610626226454273,0.0319463484559986,0.5922252078852758
1200,0.1820752138149343,0.03559600326547471,0.5570649344755182
1300,0.19018622337027302,0.037383803500709356,0.5305198656825825
1400,0.19372900816001007,0.039541137752526816,0.5252402000823598
1500,0.19688210705553963,0.04217315861772716,0.49057672562675225
1600,0.20353694423289762,0.04843491173033356,0.48029044872548315
1700,0.20834466218578993,0.05051348859602782,0.46687767261593044
1800,0.2131848355408309,0.051779037605235625,0.45057062893578054
1900,0.2196452661671672,0.05619451831134584,0.43088272276011624
2000,0.22484345907153552,0.05810926293509394,0.41864867668527406
2100,0.22835463841269035,0.06033902269999687,0.3883448003572278
2200,0.23186532360576284,0.06398154254669997,0.375293911938027
2300,0.2383286368627649,0.06968101947485737,0.37492326914830254
2400,0.2404688731543082,0.07212553519321148,0.36399337515553376
2500,0.24771223011746077,0.07347219970401288,0.34927553307305337
2600,0.25347340134711704,0.07687553452898102,0.34924330185256747
2700,0.25815200787461723,0.07903885091816978,0.3192735132284502
2800,0.2622390151469566,0.08074519441490052,0.3188017038955076
2900,0.2598404067030298,0.08271101544330436,0.32118293049755275
3000,0.2678814331964886,0.08673471885579029,0.3132479854111089
3100,0.27104256819983047,0.09038997352034955,0.2907813957548292
3200,0.2767525164157063,0.09055618246548415,0.3051695606888267
3300,0.274546812697941,0.09312207165771465,0.28939527807784227
3400,0.2834176357611983,0.09785320938239776,0.28141955574703803
3500,0.2855913239490469,0.09709661276600688,0.28243100436018936
3600,0.28517275812650383,0.10132558309374994,0.2716792057309623
3700,0.2900479108085573,0.10460856122892934,0.26654097941446186
3800,0.2911176673597877,0.10307839825723834,0.2775382398811396
3900,0.2951289368137557,0.1065105947664398,0.2621918322699935
4000,0.29757789936682316,0.10874053915607348,0.26525239486615376
4100,0.2997027359617107,0.10950275977523335,0.2665581676677969
4200,0.30504072655807796,0.11157798311588273,0.2545115061436198
4300,0.30662705723974415,0.11746369525753982,0.26338488607430444
4400,0.31124694405224496,0.11762737158310914,0.2520486791649139
4500,0.31487999861819466,0.12121158237941318,0.2660229969609439
4600,0.31507225997757304,0.12261717070709759,0.26471187497207255
4700,0.3212222287473497,0.12237488277985073,0.2537211436254709
4800,0.32475802840737655,0.12500789059052583,0.26045475886686215
4900,0.32386593609233,0.12698347188869832,0.25591121220728424
5000,0.32658470302438103,0.12972320252377095,0.24788490178042888
