milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star
0,20.0,20.0,0.0,40.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,19.92071923245725,19.84128223115179,0.07943654401912284,39.92023427375439,0.00031615320643169423,0.07896461251728375,199.99773049984074,0.002256471703382675,1.3002478507072462e-05,5.628754527259028e-10,4.308494859866188e-07,1.7147379946662294e-09,2.2402759817130484e-12,2.5873971173374325e-08,1.0298899468035384e-10,1.8419247577117986e-16,7.393557860991753e-19
200,19.84285807737054,19.685091932212288,0.1577640767971163,39.840930304368015,0.0012494683740968322,0.15589243787859056,199.99493144085537,0.005012413448026988,5.592248348955953e-05,4.730863607838169e-09,1.8421728654346872e-06,1.458960305957551e-08,3.746884773894005e-11,2.2145743300112015e-07,1.7539399263707496e-09,6.642668758178504e-15,5.295865138153893e-17
300,19.766388732792937,19.531374671832317,0.23500884762022214,39.76207815624441,0.0027777596558882693,0.23083344587573548,199.99161672669732,0.00824805378494584,0.0001344156418207851,1.67081907263838e-08,4.4021213304518606e-06,5.20310992132902e-08,1.974901093706948e-10,7.945101115942744e-07,9.391302836020434e-09,5.650554101837567e-14,6.696769502203652e-16
400,19.691284020212745,19.380077397989517,0.31119632388623514,39.683668219684684,0.0048795314419794785,0.303836286826395,199.98779992260668,0.011944194399941094,0.0002538608425153248,4.129928254661455e-08,8.266082939574286e-06,1.2960671478163012e-07,6.475725487972269e-10,1.99095391739499e-06,3.1220097859507247e-08,2.642527230766155e-13,4.146501197673946e-15
500,19.61751737291234,19.231148407779866,0.38635121250326915,39.6056912023763,0.007533959593413459,0.37494832124352023,199.98349426121376,0.016082198830771364,0.00041936879404427563,8.385331124034162e-08,1.3577359349884885e-05,2.647496459316317e-07,1.6351617835767168e-09,4.0914145906721885e-06,7.979044916220129e-08,8.881337139348782e-13,1.733311288249113e-14
600,19.545062813181318,19.084537295097082,0.4604974920046977,39.52813811686428,0.01072086402457318,0.4442156702090239,199.978712654401,0.020643972341638735,0.0006357928855199931,1.5021248503400962e-07,2.046789383034764e-05,4.764854517604658e-07,3.4970889113000073e-09,7.407969023081386e-06,1.7248276148950373e-07,2.4167849983883438e-12,5.63033165995492e-14
700,19.473894939926122,18.940194919421103,0.5336584338271653,39.451000272039835,0.014420690249422287,0.511683245967608,199.97346769971801,0.02561194987612467,0.0009077374856055379,2.466637178903962e-07,2.9058886235672446e-05,7.851817842293029e-07,6.6654043975028066e-09,1.2281120268635921e-05,3.3190535153829424e-07,5.676814994012902e-12,1.5345306141731917e-13
800,19.403988913815855,18.79807336999241,0.6058566255472908,39.37426926381946,0.018614489241262706,0.5773947866870642,199.96777168806057,0.03096908225671965,0.0012395666418329482,3.7989353778952726e-07,3.9461396733754295e-05,1.2123188855962805e-06,1.1671910697441499e-08,1.907697196527755e-05,5.862102605582932e-07,1.1961980434349333e-11,3.675767972694754e-13
900,19.335320441370385,18.658125928060084,0.6771139948306063,39.29793696554875,0.0232838968272434,0.6413928930473463,199.96163661203735,0.03669882141580651,0.0016354128352161308,5.569458606886515e-07,5.1776929791641195e-05,1.7802781200097175e-06,1.9151622061564807e-08,2.818457879549676e-05,9.693414073815773e-07,2.3181946412882443e-11,7.971859652009899e-13
1000,19.26786576109925,18.52030703348947,0.747451830930812,39.22199551929287,0.028411115127790532,0.7037190607004371,199.95507417328753,0.04278510724084053,0.0020991850890184466,7.851826283692044e-07,6.609797455491992e-05,2.5121488008580893e-06,2.984518195356062e-08,4.0013477647844e-05,1.5212168195690298e-06,4.2031071204212237e-11,1.5975708823248723e-12
1100,19.201601629930966,18.384572252215392,0.8168908054900876,39.14643732734543,0.033978894548213706,0.764413711846494,199.94809578963864,0.04921235473827971,0.002634576852531776,1.072247132430598e-06,8.250851710487559e-05,3.4315520638683042e-06,4.460032869690184e-08,5.4991386974537994e-05,2.2878505944995083e-06,7.217662472692183e-11,3.0020401130053614e-12
1200,19.136505309643148,18.250878243896178,0.8854509930143226,39.07125504384278,0.03997051608705383,0.8235162266001761,199.9407126023217,0.055965441167324805,0.003245073727868823,1.4260296878913063e-06,0.0001010845295472509,4.562479450272073e-06,6.437257513640334e-08,7.35620528955591e-05,3.3214249790639452e-06,1.1846397549943288e-10,5.347344782358564e-12
1300,19.072554553940385,18.11918273107056,0.9531518903788482,38.99644156672173,0.04636977446520352,0.8810649729091978,199.93293548287258,0.06302969369452284,0.0039339608999069044,1.8546355229448887e-06,0.00012189443226972977,5.929145293335391e-06,9.022517544874147e-08,9.618323402973537e-05,4.6803173631246615e-06,1.8713751571687115e-10,9.103459092242444e-12
1400,19.009727595952107,17.989444469378995,1.0200124355668998,38.92199002994409,0.053160961906079364,0.937097335427655,199.92477503983855,0.07039087740211865,0.0047043303100631085,2.366355019119572e-06,0.00014499952971742984,7.555853658067792e-06,1.2332836389614566e-07,0.00012332483338853842,6.429081156186553e-06,2.8607806667304245e-10,1.4908401864155157e-11
1500,18.948003136102507,17.86162321874229,1.0860510257072968,38.84789379596724,0.060328852514390366,0.9916497434498852,199.91624162531653,0.07803518360685027,0.005559087589294642,2.969636147296675e-06,0.00017045442133942256,9.466878811661043e-06,1.6495795283508348e-07,0.00015546716836038055,8.638385643141037e-06,4.250552646680858e-10,2.3608255829065406e-11
1600,18.887360330265256,17.735679715277918,1.151285534572634,38.774146448406256,0.06785868711262111,1.044757698117577,199.90734534135854,0.08594921842535613,0.00650095880278404,3.673058552170273e-06,0.00019830739367268234,1.1686355703444157e-05,2.1649349790239686e-07,0.00019309934447072879,1.138492794910586e-05,6.159903787192085e-10,3.630167426733512e-11
1700,18.82777877828918,17.61157564413179,1.215733329444505,38.70074178492478,0.07573615861675903,1.096455798735564,199.89809604620132,0.0941199916502823,0.007532496979691055,4.485309342148102e-06,0.00022860079231823912,1.4238180696393236e-05,2.794160283960825e-07,0.00023671773598228112,1.4751317305303031e-05,8.732292307211291e-10,5.43891191683459e-11
1800,18.769238512914644,17.48927361327989,1.2794112873043628,38.627673810369934,0.0839473979865811,1.1467777681423148,199.88850336031157,0.10253490595549829,0.008656088411960555,5.4151607166250845e-06,0.0002613713722959615,1.714592329700968e-05,3.5530531950675666e-07,0.0002868245815421954,1.8825930173027856e-05,1.2138254401750691e-09,7.96272455948697e-11
