milliseconds,Enz,Ts,Tt
0,0.0,0.0,13.461538461538463
100,0.001524192808444102,0.0002761775263521961,13.461813322039603
200,0.003046802189428581,0.0005769281811505451,13.462112638486051
300,0.004567829225231226,0.0008782691245993524,13.462412542406511
400,0.00608727554328151,0.0011802019223864546,13.462713035359204
500,0.007605142588969921,0.0014827279282420285,13.46301411869141
600,0.009121431707648986,0.0017858487535406,13.463315794006814
700,0.010636145290845368,0.0020895666790904563,13.463618063575359
800,0.012149283885062909,0.0023938821942570553,13.463920927884068
900,0.013660848505855498,0.0026987965550802307,13.464224388183005
1000,0.015170841416538672,0.0030043126451087827,13.464528447341959
1100,0.01667926298000337,0.0033104308390598386,13.464833105733867
1200,0.018186115302217056,0.003617153360467029,13.465138365571661
1300,0.019691399673253045,0.00392448168915393,13.46544422832811
1400,0.021195117456702568,0.00423241735043733,13.465750695521255
1500,0.02269727034612511,0.00454096211484606,13.466057768913188
1600,0.024197859728359986,0.0048501175485536775,13.466365450062614
1700,0.02569688705186124,0.005159885145636185,13.466673740456486
1800,0.027194353795436204,0.005470266513575657,13.46698264169462
1900,0.028690261445299303,0.005781263287528566,13.467292155404381
2000,0.03018461148086165,0.006092877077232819,13.467602283187832
2100,0.03167740523840054,0.006405109545170838,13.467913026699527
2200,0.03316864419785923,0.006717962300884437,13.468224387541333
2300,0.034658329835890594,0.007031436955127925,13.468536367316329
2400,0.0361464636067526,0.007345535126908087,13.468848967635804
2500,0.03763304671036125,0.007660258736551469,13.469162190410922
2600,0.03911808068149719,0.007975609307669372,13.469476037158037
2700,0.040601566998405794,0.008291588430850663,13.469790509460152
2800,0.04208350710619964,0.008608197735936693,13.47010560893934
2900,0.04356390244999131,0.00892543885276882,13.470421337217672
3000,0.045042754474893414,0.009243313411188397,13.470737695917215
3100,0.046520064626018515,0.00956182304103678,13.471054686660047
3200,0.047995834348479226,0.009880969372155327,13.471372311068231
3300,0.0494700646583675,0.010200754900295416,13.471690571625626
3400,0.05094275723918164,0.010521180774154688,13.47200946947545
3500,0.05241391354350591,0.010842248608494094,13.472329006224767
3600,0.053883534997868514,0.011163960070664633,13.47264918353298
3700,0.05535162302879765,0.01148631682801731,13.472970003059489
3800,0.0568181790628215,0.011809320547903129,13.473291466463694
3900,0.058283204526468284,0.012132972897673087,13.473613575405004
4000,0.05974670084318957,0.012457275555055457,13.473936331553142
4100,0.06120866901269121,0.012782231627054979,13.4742597380003
4200,0.0626691107374936,0.013107841850112741,13.474583795479411
4300,0.06412802742689419,0.013434107949698092,13.474908505707718
4400,0.06558542049019055,0.013761031651280392,13.475233870402464
4500,0.0670412913366802,0.014088614680328999,13.47555989128089
4600,0.06849564137566062,0.014416858762313262,13.475886570060243
4700,0.06994847201642937,0.014745765622702545,13.476213908457764
4800,0.07139978464113157,0.01507533707053777,13.476541908273871
4900,0.07284958032572916,0.015405575857254248,13.47687057224688
5000,0.07429786070452574,0.01573648301578019,13.477199901404791
