miliseconds,C,E,T,P,A
0,8.999996057220654,9.9967151551192,1.0240551776492908,0.0002723232151957089,-0.00076234967533433
100,8.987326778204299,9.986965278231022,1.008839798156965,0.00704632049670511,-9.768327760104754e-06
200,8.985774157700597,9.976345355609853,1.001992544267743,0.022042219935585756,9.945788807435039e-05
300,8.972475060154856,9.972660157345556,0.9762199491745744,0.032417669830647915,0.0014579763020732663
400,8.963159505707017,9.962781392317602,0.9637804881038914,0.04117134108798769,0.0004571439272528785
500,8.955848261402101,9.95247929734347,0.9612401811443114,0.04881568522842104,0.0020980697052066775
600,8.951736982461439,9.941442844361925,0.9373408223842891,0.05606605092710256,0.0024439428850133167
700,8.944411529284741,9.934178233728025,0.925854118864833,0.0690773710191868,0.0022612454517758635
800,8.929547924167435,9.923119448877072,0.9182905588988575,0.06992235163697766,0.004326423091102599
900,8.928747580511391,9.913057675918628,0.9035383882116326,0.08331029421567374,0.003871825574207544
1000,8.91791473575522,9.909589795275524,0.8853446925619451,0.09256106182810196,0.005756274512397886
1100,8.908393826667776,9.903700222555816,0.882531371919235,0.09645626214531401,0.004933090541098349
1200,8.90286470654039,9.895089231600833,0.871680102720728,0.10824309804199846,0.006457696324787254
1300,8.900661024564359,9.886735084376511,0.8570842008306346,0.10992303857042279,0.006443482960320309
1400,8.891963695032523,9.877906274319786,0.8395735154231205,0.11966324429488998,0.009122786611968036
1500,8.882563741115616,9.868765459694075,0.8242034080518748,0.12602929934696558,0.010054375529315915
1600,8.876780512900183,9.862186088923986,0.8244052291992078,0.1341226075122444,0.012407868585296876
1700,8.873170576484672,9.848543062161706,0.8134097483392639,0.13731922222699292,0.01210596203429216
1800,8.866979670364772,9.841069828454891,0.8025129161297343,0.14911049062000623,0.015145616093370819
1900,8.86235347592668,9.840200396064663,0.789258420615358,0.15309129924170972,0.015438344855042042
2000,8.851499215982084,9.827312767313444,0.7732147298089596,0.15967355865850755,0.01657970408884122
2100,8.847764963204808,9.825599809831042,0.758244771865729,0.1617549036870178,0.01974865258053234
2200,8.842926647612108,9.819253137193039,0.751527066704272,0.16846660855810927,0.021468014861811432
2300,8.837583554227288,9.81339055203208,0.7426225783326087,0.17186620439917852,0.023192956669426387
2400,8.829595632438133,9.806888839646568,0.738882262082877,0.17750066559664904,0.022934037753211997
2500,8.828596481810541,9.797796200483791,0.7272172178912956,0.18372672217309666,0.02536135362679072
2600,8.822155404445814,9.790850023627073,0.7152498996853818,0.19116423770729987,0.028312517907657736
2700,8.819747234447377,9.784529265628626,0.7099379755973516,0.1972158701623132,0.029501520932417136
2800,8.817297951599528,9.781580294385416,0.6935059706380765,0.19778439132557932,0.03269616530117407
2900,8.809910215257315,9.775820883914912,0.6848792109509214,0.20298448368201794,0.0341248735478844
3000,8.808935139102953,9.76702760755545,0.6762452132254987,0.2057251736591337,0.035660195320319284
3100,8.798536911099138,9.768649750513646,0.6757131925055186,0.21664304640022636,0.037994878235191265
3200,8.795250396562343,9.762687352047871,0.664022200900509,0.2152792395266785,0.04023678706639213
3300,8.793900473385564,9.750546785571393,0.6578105072883516,0.2228876932471424,0.04168292004028219
3400,8.787870616167233,9.751138060554554,0.642601430267423,0.2287022267910446,0.04384628433253176
3500,8.784825860181128,9.740868718277916,0.6356702026955787,0.22758805647351563,0.04691621768658725
3600,8.78445380086571,9.735066075877977,0.6297961451027325,0.23243395513896697,0.04833893311377977
3700,8.780625222520042,9.735208070925067,0.6211593181430064,0.23235643619224192,0.05057600019272742
3800,8.778418818031362,9.728171801742496,0.6187706436155858,0.24210303486763007,0.05268839516254837
3900,8.774900857532907,9.72436678650561,0.6018580132936435,0.24028522380113432,0.056630441099827525
4000,8.767578560238306,9.721591604308285,0.6027247757405685,0.24415174227694442,0.05815383204777484
4100,8.768497607627632,9.713268863039723,0.5898777669095328,0.2527681416337343,0.06008103831278757
4200,8.763076480537727,9.712135590395517,0.5834345109916222,0.2483858990515106,0.06344797514708041
4300,8.761769865548414,9.70731898388445,0.5690596058769539,0.2568171888707025,0.06592234491707709
4400,8.75709713360301,9.706036714566803,0.5597659517038843,0.2573462143056085,0.06932838775759961
4500,8.755899774731535,9.70304893601718,0.5534241997490497,0.2626823983894458,0.06984963622894746
4600,8.749076693601278,9.693394494823803,0.5556787440801044,0.2649780248246337,0.07357782866115356
4700,8.748309069745865,9.694972374316988,0.545715028729286,0.2647390641910546,0.07723472150511841
4800,8.74830549757603,9.687331176249824,0.5348015675022947,0.2660960247141411,0.07956317699400829
4900,8.74538332191434,9.68079076511523,0.5307353574188857,0.2716044241948508,0.0822843857467883
5000,8.744036451670546,9.682014529847509,0.5192591743977361,0.2697880078367637,0.08321366473191122
