miliseconds,C,E,T,P,A
0,9.002475037113943,9.999150645626743,1.023690570348231,0.002756142221747662,0.0012337509102649583
100,8.989141326586422,9.988164859936733,1.0062767568971274,0.0090106829619601,0.0006181084796763696
200,8.985063502532688,9.98229546440859,0.9891730407610283,0.01960771811978543,0.001220911882116791
300,8.970113328952786,9.971312668797149,0.982119699963653,0.03282280644033401,-0.0006780841462569508
400,8.968111547578253,9.964253512967533,0.9704290606236409,0.036917306489032874,0.0008545489881382191
500,8.95567422009729,9.950923346752782,0.9608065227394338,0.048500671178000096,0.001402592292295569
600,8.945758612408051,9.945505770924802,0.9479047295399203,0.056184129970309964,0.0016033769581379285
700,8.937443555806949,9.931461047474189,0.9219221436116386,0.06387471133709725,0.0010835867733213767
800,8.936676370125305,9.92360986002398,0.9107445995967024,0.07520303543922541,0.003503868593725664
900,8.925232106499607,9.918971941321027,0.905172833987035,0.08431713490754197,0.003797977135760284
1000,8.919525321434506,9.9093524353904,0.8962326592326555,0.08685747106527016,0.005106677695621975
1100,8.91016601072394,9.896297258140953,0.8840970741646764,0.10033390470577191,0.005313549437841764
1200,8.903975970330752,9.89266526332591,0.8636141387234564,0.10273555062918162,0.0077174703766676005
1300,8.898445992567042,9.879806841512032,0.8514878250710629,0.11248570883101636,0.008308712101731296
1400,8.88756874833508,9.87808561468606,0.8452035931499103,0.12152783009026255,0.00774158597277876
1500,8.88616062842603,9.867244007438241,0.8280995312596942,0.12791860641730077,0.009020649086030407
1600,8.87504016794513,9.861680090263096,0.8228585219199378,0.1365872558137545,0.010667519710162776
1700,8.871482145747281,9.855033009291796,0.8131138441638236,0.1393882639165867,0.013715151333140732
1800,8.867373533205512,9.849122133974248,0.797823019120319,0.14861485336596186,0.015341978287462551
1900,8.86403299733053,9.840354047023121,0.7880343485800666,0.151355562414944,0.016158518158043523
2000,8.852721284596104,9.831181577277365,0.7747364420829679,0.15460800995511284,0.01612181956648952
2100,8.84633342420637,9.825973828017494,0.7660227555152913,0.16737415709744768,0.018840610018091914
2200,8.846848920574308,9.818513579434766,0.7522419805418976,0.17321526138498186,0.021762907984631624
2300,8.836688259017766,9.80958192751442,0.7459057960126042,0.17342582647488178,0.022071777978337422
2400,8.83215506246894,9.805189559346223,0.7367971586065085,0.1829527040392523,0.022793854808857067
2500,8.832015798310529,9.80301326998629,0.7245654906252612,0.18249681526237144,0.026102448689320774
2600,8.822965250125055,9.797896413995765,0.7108093009735382,0.1913740564171476,0.02782805759997011
2700,8.822549564471824,9.790433278411674,0.7019438275994079,0.19705683476047692,0.029104955888472
2800,8.811583024477189,9.78006399797851,0.7010436298292071,0.1977809622091057,0.03079800501557704
2900,8.810632718389394,9.77822008619093,0.6886051350082963,0.20173580966939236,0.033246724690954826
3000,8.807431115164366,9.772710175489523,0.683305932643349,0.20904885285094346,0.03560885726714689
3100,8.79862910922908,9.762045747756222,0.6741604691509755,0.2098313740583428,0.03773606054122154
3200,8.796346049145546,9.755737966676286,0.6632553223119567,0.2182566540464074,0.03945742486448089
3300,8.791807862387612,9.752395179341026,0.6462811267559904,0.22489435911651157,0.041430177929587364
3400,8.791179193491073,9.747492411968421,0.6497777065734253,0.2241159119186311,0.045433073367348635
3500,8.785688601425672,9.743388237626823,0.6383343829644235,0.23238392356297807,0.045620381147651226
3600,8.784031304899752,9.743156199364426,0.6308654552066701,0.23282617657613458,0.04881555134400152
3700,8.780565160660212,9.734130504535068,0.6220477690124536,0.23730755758557473,0.050877411141944884
3800,8.776606046023728,9.726198646505392,0.6082287287314455,0.24131931908275492,0.05383384282957184
3900,8.77104233836471,9.725067404997926,0.606313235279766,0.24446805493833026,0.056683613588789435
4000,8.771248365647947,9.722305215331605,0.6028927094549832,0.24482585220385783,0.05835939188134961
4100,8.767068439239566,9.714102252071768,0.585925916457857,0.24960847059624788,0.06196239930617502
4200,8.765289400904514,9.713425754232901,0.5781650206504065,0.2533066461494918,0.06335211202311317
4300,8.756259407628157,9.708334090588927,0.5677500509504376,0.256026312819676,0.06657980607704582
4400,8.759604492753578,9.702314271973131,0.5697745684204069,0.2550013384824882,0.06780666201088681
4500,8.751691773449194,9.698349968995437,0.5619247583355991,0.261297764964896,0.07029451451819113
4600,8.754122711844378,9.691925259473498,0.5487285102833075,0.2609328415412507,0.0730479095084176
4700,8.747541731744683,9.692165239658916,0.5456827920013742,0.266499442644431,0.07573807872226591
4800,8.74605981993405,9.692771071936333,0.5333296562814582,0.26741343696866726,0.07925905943337934
4900,8.744838776965684,9.683681666159561,0.5329333759885784,0.2698584700837479,0.08122194095173375
5000,8.738765673865215,9.683708567542693,0.531605768197091,0.2689523216356253,0.08484371638446489
