miliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
3200,1.994644247646314,0.027530893630748555,7.342123402900547e-06,769.9999171833492,8.067015825656664e-05,8.158183505294174e-07,309.9999191167643,2469.999958517291,4.1997464191435735e-05,7.587120256793334e-05,7.693640359566348e-05,1.1886612891098957e-13,4650.0,2.0073049460650822e-13,1.4939713823386772e-13,2.6248073116197263e-14,6.799999990765431,1.2144836620915431e-15,-3.1044880716761306e-29,-1.313335396630147e-27,19.999999967762434,-5.867457265305071e-27,5.059588682676574e-09,6.416327047817569e-10,-7.990566199142785e-34,-2.0214522728650334e-33,259.70911998505665,0.0051434622062560865,-2.70159362879031e-31,1.3502463993651766e-12,8.176071898866047e-05,8.012283537245326e-12,7.565975814388965e-14,1.8639434932801867e-08,0.0,-2.572347485131495e-34,8.744800623693511e-09,0.0,0.0,0.0,0.0,0.0005
3300,1.9945164841780059,0.027216083983127897,7.382142146315192e-06,769.9999138477395,8.527640280456286e-05,8.39969860993093e-07,309.9999199003385,2469.9999557758874,4.3745945854403415e-05,8.388840344609947e-05,8.541858810429672e-05,1.2350629008485967e-13,4650.0,2.462389654150658e-13,1.5925237054968887e-13,2.583714239463211e-14,6.799999989988589,1.1955865737047695e-15,-3.2146271289323467e-29,-1.3165238186020373e-27,19.999999966858812,-5.942661947628358e-27,5.08953519729844e-09,6.535703590159732e-10,-8.029219359114259e-34,-2.136253208310087e-33,259.70082451972166,0.00530068381428177,-2.8372681102994004e-31,1.449296660544144e-12,8.470370500186638e-05,8.136879237848623e-12,9.303994032168821e-14,1.9187938916444617e-08,0.0,-2.7189648507406926e-34,8.934405655006375e-09,0.0,0.0,0.0,0.0,0.0005
3400,1.9943006605684386,0.027102043793602343,7.3814744170251215e-06,769.9999081846448,9.336189606557358e-05,9.257739142084142e-07,309.9999115499975,2469.9999547756456,4.4117939362894346e-05,9.035958246447053e-05,8.987675855534052e-05,1.3749976004853162e-13,4650.0,2.860481280682126e-13,1.8845152795143893e-13,2.935428440180449e-14,6.7999999896689225,1.4812022818643837e-15,-3.351698152321372e-29,-1.3394724516579038e-27,19.999999965678594,-6.017565362375364e-27,5.035857520121414e-09,6.414447060604134e-10,-8.449985315364519e-34,-2.372836286883288e-33,259.69801264546993,0.005658267418120117,-3.0351761993438364e-31,1.6921786802103556e-12,9.12712412905945e-05,1.0472359434879024e-11,9.363127148366802e-14,1.9490168212396786e-08,0.0,-2.938550094432e-34,9.892402613880054e-09,0.0,0.0,0.0,0.0,0.0005
3500,1.9942873993779953,0.026984108860820845,7.459566632991056e-06,769.9999024245624,0.00010053291056056843,9.556701071327926e-07,309.9999075263935,2469.99995404599,4.715552979223069e-05,9.261896862368999e-05,9.361166544317055e-05,1.6100053741999822e-13,4650.0,3.4340515730994656e-13,2.0489250092340978e-13,3.6084934296855033e-14,6.799999988979697,1.7198072997072775e-15,-3.430694070654324e-29,-1.3554983563228324e-27,19.999999964533256,-6.104280626158444e-27,5.039151219321539e-09,6.504002650615799e-10,-8.65150481228453e-34,-2.4427853677257562e-33,259.6882754438011,0.0057493490296468405,-3.1438430369880696e-31,1.7911060029838375e-12,9.70598678266239e-05,1.1898809155923854e-11,1.076039390858443e-13,2.0287923998789922e-08,0.0,-3.131226833954577e-34,1.0140559045860196e-08,0.0,0.0,0.0,0.0,0.0005
3600,1.9941945902171718,0.026851764641025046,7.406596968820331e-06,769.9998960721025,0.00010365668474113415,1.0144046724244001e-06,309.999899177031,2469.9999521245936,4.860673847711364e-05,9.89923525980979e-05,0.00010080899203060798,1.7832531504906263e-13,4650.0,3.8142558351528025e-13,2.5821445028896155e-13,4.2835057121265097e-14,6.799999988605055,1.8683047624666856e-15,-3.4871688169791374e-29,-1.4064900606571592e-27,19.99999996281545,-6.0919667189749696e-27,5.081749909707763e-09,6.594622342155935e-10,-8.582782861964603e-34,-2.696070499191644e-33,259.6700487821246,0.005785090818202822,-3.369535374436975e-31,2.093179805285726e-12,0.00010188799437146488,1.3192410296713113e-11,1.2877990581966835e-13,2.092544479612933e-08,0.0,-3.1676803864068172e-34,1.0823326263236004e-08,0.0,0.0,0.0,0.0,0.0005
3700,1.993879298482822,0.02669726863927229,7.3997607721541594e-06,769.9998878528158,0.00010774195659311154,1.055482866952141e-06,309.99989261833383,2469.9999505312635,4.87734992317737e-05,0.0001040182939727515,0.00010522640455314725,1.9310642196168938e-13,4650.0,4.134947104350166e-13,2.8635327210422314e-13,4.6397946052711434e-14,6.799999987946839,2.1136842816893796e-15,-3.6174772579751e-29,-1.4536991293120617e-27,19.999999961662752,-5.981534840295162e-27,5.078752000227935e-09,6.556662411022232e-10,-9.048104696560676e-34,-2.746898767692204e-33,259.66874789330916,0.005880538214136633,-3.6673517721711285e-31,2.4276560906849434e-12,0.00011017362509355698,1.4373235204305885e-11,1.5438433860481792e-13,2.1240408393481858e-08,0.0,-3.492988292696856e-34,1.1272869108057997e-08,0.0,0.0,0.0,0.0,0.0005
3800,1.9937845974568085,0.02648412339950154,7.405493287784803e-06,769.9998824185648,0.00011842569520494434,1.0753480323317257e-06,309.99988862713826,2469.9999496186647,5.099663883870022e-05,0.00011307291729024481,0.00010880912861164834,2.124976313692476e-13,4650.0,4.989545699673158e-13,3.2492849239622674e-13,5.821753899223556e-14,6.799999987544735,2.3946179730294194e-15,-3.65209851876016e-29,-1.468570647887074e-27,19.99999996140114,-5.790676638797958e-27,5.025046591178788e-09,6.568952211340408e-10,-8.988431729298066e-34,-2.878163059365303e-33,259.6567776772701,0.006041781335015121,-3.786266061535082e-31,2.6948506965127144e-12,0.00011171562891046325,1.6306783242836053e-11,1.6362493504982848e-13,2.1463090248330867e-08,0.0,-3.6927877024846253e-34,1.1964683011075286e-08,0.0,0.0,0.0,0.0,0.0005
3900,1.99372930135323,0.026512505401844473,7.39549078135916e-06,769.999879230777,0.00012379151833154814,1.148510240392939e-06,309.9998861466322,2469.9999478929835,5.231402356116951e-05,0.00011845982035962608,0.00011430202252762957,2.3016885903807826e-13,4650.0,5.59695617119848e-13,3.4764990376778833e-13,6.09890907604283e-14,6.799999987214973,2.7105500066188903e-15,-3.745916468381156e-29,-1.4868235546606129e-27,19.999999960534794,-5.876635292124873e-27,5.0593161958891265e-09,6.492289022761288e-10,-9.426434965033106e-34,-3.0659351910465658e-33,259.6462258220334,0.006264915245032211,-3.928924049443356e-31,3.204535227186223e-12,0.00011788878670725527,1.8218044320656327e-11,1.8361716827604713e-13,2.2491908401160085e-08,0.0,-3.852336113408509e-34,1.2593183592189712e-08,0.0,0.0,0.0,0.0,0.0005
4000,1.9934125443206427,0.026270194218115026,7.444750862307127e-06,769.999869729379,0.0001269795218131107,1.1902372370838954e-06,309.9998755949809,2469.999946506705,5.2835699033635696e-05,0.00012292739307653088,0.0001237311496561246,2.6994554489303944e-13,4650.0,5.935287941598848e-13,3.9257299483159774e-13,7.307773712436667e-14,6.7999999863177845,2.8472257221443128e-15,-3.699117270902089e-29,-1.4959591276943493e-27,19.999999958465498,-5.735840152577009e-27,5.067154587354267e-09,6.685324813247072e-10,-9.57087245918641e-34,-3.3040539449303565e-33,259.6385465777069,0.006314730943651024,-4.174546927536113e-31,3.4295955026980306e-12,0.00012793781001957402,2.0501067005611683e-11,2.2145007910102188e-13,2.2946715318149286e-08,0.0,-4.078095380377207e-34,1.2960451391902699e-08,0.0,0.0,0.0,0.0,0.0005
4100,1.9934220480599063,0.026049187200440187,7.437223679838606e-06,769.9998626451692,0.00013560933368002615,1.213272265309502e-06,309.9998742783241,2469.9999454850677,5.445315638493436e-05,0.00013140906845779475,0.00012607603496647598,2.966881679141759e-13,4650.0,6.838753809497296e-13,4.409284516336596e-13,8.429102930687343e-14,6.799999986087384,3.1396422968986244e-15,-3.765565066154133e-29,-1.542959454542892e-27,19.999999957176176,-5.604554636478336e-27,5.071396234959453e-09,6.606147588086243e-10,-9.506400380512914e-34,-3.5035443935690206e-33,259.6267356405376,0.006662068123371946,-4.410087305370998e-31,3.863767257711531e-12,0.00013222786366195844,2.287850667089741e-11,2.4645465393453566e-13,2.2894150388560788e-08,0.0,-4.183227356825121e-34,1.3381540350869767e-08,0.0,0.0,0.0,0.0,0.0005
4200,1.9931943225566107,0.026001525193212,7.492413242517238e-06,769.9998580010925,0.0001440144563460678,1.2754020912863162e-06,309.9998645479464,2469.9999431304173,5.578812563261466e-05,0.0001370859615208499,0.00013499770411593836,3.238606954175451e-13,4649.999999999999,7.44387094993894e-13,4.954269128140054e-13,9.237049972557169e-14,6.799999985259228,3.495473205281085e-15,-3.923032202184555e-29,-1.5502541917451115e-27,19.999999956136055,-5.6068783300520096e-27,5.108017779685205e-09,6.556650151939121e-10,-9.608230463360537e-34,-3.639828010192405e-33,259.62207989826476,0.006781221644380712,-4.6411337042121125e-31,4.321832925217424e-12,0.00013892938101931805,2.4505437140362728e-11,2.609814115531039e-13,2.319424203542982e-08,0.0,-4.431626938970662e-34,1.3745093942312514e-08,0.0,0.0,0.0,0.0,0.0005
4300,1.9931116201156327,0.025954863681480145,7.499635210485113e-06,769.9998512215602,0.0001480220678748961,1.3535869053695555e-06,309.99985943424906,2469.999943498628,5.803854731416398e-05,0.0001443285175219018,0.00014114223269881445,3.4747925867472863e-13,4649.999999999999,8.577815237665963e-13,5.473085519760111e-13,1.0463977152652308e-13,6.799999984916404,3.9985083660580596e-15,-3.9936023759340033e-29,-1.5314080215683895e-27,19.999999955371965,-5.3729168344445024e-27,5.061041886153541e-09,6.711254273217668e-10,-9.833645009266776e-34,-3.860248409732029e-33,259.60720703566545,0.006816774469922516,-4.762939861287546e-31,5.023093821807585e-12,0.00014506881536962226,2.804475114960497e-11,3.0062584828252806e-13,2.4137329455385187e-08,0.0,-4.622242797405058e-34,1.4653483134820008e-08,0.0,0.0,0.0,0.0,0.0005
4400,1.993039905993018,0.025607542301589636,7.480386237139723e-06,769.9998465255645,0.0001540859428955553,1.4124647096588601e-06,309.9998522420878,2469.9999409214383,5.882175633610229e-05,0.00015102786890202187,0.0001484379313506057,3.805824364397482e-13,4649.999999999999,9.388553784927746e-13,5.911295601595101e-13,1.1940816772352737e-13,6.799999984224752,4.428823153534452e-15,-4.047754519075544e-29,-1.5678820758251039e-27,19.99999995451122,-5.27858432163262e-27,5.0545983332471985e-09,6.606297745399324e-10,-1.0157282422844866e-33,-3.924988555583241e-33,259.6036949170501,0.007061264556263784,-4.979463725626067e-31,5.685086472301075e-12,0.00015211038773710518,3.070334235066407e-11,3.3352883085009546e-13,2.4706419548727846e-08,0.0,-4.897853427996974e-34,1.4963504882523494e-08,0.0,0.0,0.0,0.0,0.0005
4500,1.9928014014978226,0.02555454766666819,7.443090831401436e-06,769.9998369573779,0.0001647901651297094,1.4710029932970713e-06,309.99984501613,2469.9999394121573,5.956460914572305e-05,0.00015288363227703008,0.0001576390542071855,4.1878304780057e-13,4649.999999999999,1.0798981070109637e-12,6.785159518296357e-13,1.3324654999507295e-13,6.799999983513676,4.744614479136363e-15,-4.011979245052066e-29,-1.5993379173177844e-27,19.999999954272294,-5.42303490162776e-27,5.115624090831016e-09,6.5951127590983e-10,-1.0300812548472476e-33,-4.1163316983877185e-33,259.5963638785021,0.007059334575424547,-5.183517589515889e-31,6.077299862872712e-12,0.00015954418485576458,3.304152206060071e-11,3.7740035681283283e-13,2.4589204768958517e-08,0.0,-5.116027604982028e-34,1.5678872872666927e-08,0.0,0.0,0.0,0.0,0.0005
4600,1.9925732485769798,0.02537296459949518,7.487610541228112e-06,769.9998315292399,0.0001686066724260302,1.496352576129497e-06,309.9998351898351,2469.9999378664074,6.20878419144613e-05,0.00016025110948781075,0.0001617068087203801,4.5296981360930583e-13,4649.999999999999,1.2007137408198377e-12,7.264769221451028e-13,1.4827823836714324e-13,6.799999982813245,5.311732734109782e-15,-4.116266072628202e-29,-1.5763887493984903e-27,19.99999995314587,-5.233965127227766e-27,5.069755290496678e-09,6.596408692499567e-10,-1.041951863986939e-33,-4.3703339118050586e-33,259.5836829530514,0.0071873613456599405,-5.577399104212375e-31,6.949690830745198e-12,0.00016958422926022725,3.7333601088925664e-11,4.2036969839397046e-13,2.559757728272912e-08,0.0,-5.20774978436256e-34,1.6589518831694392e-08,0.0,0.0,0.0,0.0,0.0005
4700,1.9926207261160889,0.025355100920062892,7.539201438518544e-06,769.999822383663,0.0001765584345307727,1.539504918473591e-06,309.99983002309284,2469.999937972291,6.301955217276156e-05,0.00017125925692389594,0.00017042653619697853,4.940835346789637e-13,4649.999999999999,1.3306623676546027e-12,8.082401476030584e-13,1.611331727610697e-13,6.799999982649858,5.791047255368241e-15,-4.139077228250887e-29,-1.6267052025296175e-27,19.999999951764707,-5.141717867765117e-27,5.178300360556679e-09,6.679218816566975e-10,-1.0438378759299157e-33,-4.476139477977781e-33,259.56938592841493,0.007372273045981194,-5.696300102325911e-31,7.696878389399706e-12,0.0001787995436716707,4.143876265061661e-11,4.667365946282899e-13,2.5971133726275365e-08,0.0,-5.517648072189072e-34,1.6628744021188285e-08,0.0,0.0,0.0,0.0,0.0005
4800,1.9923942967167987,0.02515177753572577,7.555780910446853e-06,769.9998162452597,0.00018823280662513188,1.6317916427716074e-06,309.99982609588125,2469.9999361806367,6.399155631774958e-05,0.000175654231227754,0.0001754565264428078,5.26823356417533e-13,4649.999999999999,1.4622059047129673e-12,8.790841581124963e-13,1.797667402322798e-13,6.799999981616554,6.37166185120844e-15,-4.1543264479429575e-29,-1.6065697669278293e-27,19.999999949822957,-5.2480227107904844e-27,5.1689786430812484e-09,6.664843134077853e-10,-1.063708212058293e-33,-4.771572623084798e-33,259.56903263433134,0.007556620199897945,-5.9171081990923805e-31,8.552744390695068e-12,0.00018460615075088167,4.420865866089096e-11,5.146119885046826e-13,2.6077299770054668e-08,0.0,-5.720222610113855e-34,1.7361668136999854e-08,0.0,0.0,0.0,0.0,0.0005
4900,1.9923356577318656,0.025132498503171945,7.516035629601962e-06,769.9998051794536,0.00019075375524065067,1.700212305701312e-06,309.99981446961345,2469.9999352521163,6.604488519071154e-05,0.0001831482467925456,0.00018168721874556922,5.766485354482522e-13,4649.999999999999,1.6158580762390914e-12,9.751032347939863e-13,2.0277506004794747e-13,6.799999981255418,6.984347484721287e-15,-4.3117342163308443e-29,-1.6576199135275033e-27,19.99999994865469,-5.126750648828784e-27,5.081396534376776e-09,6.712265637780792e-10,-1.0873240113896763e-33,-4.8955786848151684e-33,259.5622784229981,0.007764032314601968,-6.178234977902976e-31,9.40831538400504e-12,0.00019088674035485487,4.92105236723483e-11,5.561243187755278e-13,2.671136171869987e-08,0.0,-5.899647757795817e-34,1.7818332548392322e-08,0.0,0.0,0.0,0.0,0.0005
5000,1.992139793591535,0.02497391660845192,7.516520072455943e-06,769.9998017034172,0.0001992318911798009,1.7457396478004478e-06,309.999805997872,2469.9999324440005,6.753494986723767e-05,0.00019201706158813813,0.00019305063224430279,6.132591965003373e-13,4649.999999999998,1.7713318728485264e-12,1.0650505311942177e-12,2.2436128530104134e-13,6.799999980651631,7.507963288580123e-15,-4.2962472444510136e-29,-1.6706651372779473e-27,19.99999994834786,-5.153818544009845e-27,5.088642210227305e-09,6.766279070350806e-10,-1.0876548579567043e-33,-5.193762988057692e-33,259.54120955362447,0.007735198696969321,-6.465730944499847e-31,1.0376393143562363e-11,0.0001981711273977969,5.281298079222132e-11,6.257480479709235e-13,2.7232095961499675e-08,0.0,-6.052716644199286e-34,1.8635986101761583e-08,0.0,0.0,0.0,0.0,0.0005
