miliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
3200,1.9946718758618327,0.027585943418477227,7.400687608387509e-06,769.999920796746,8.16458879595644e-05,8.156645843662052e-07,309.99992474735785,2469.9999570140058,4.290458343610752e-05,7.635044726934942e-05,7.860601986984557e-05,1.1835128939812632e-13,4650.0,2.1019099763313227e-13,1.3879159092368742e-13,2.5136050284137517e-14,6.799999990532878,1.0824011851183575e-15,-3.124290132703595e-29,-1.2860462763421817e-27,19.99999996688023,-5.840342298299929e-27,5.091732150158669e-09,6.394767139564857e-10,-7.87362336331674e-34,-1.988638127041469e-33,259.7087874327207,0.005334115890525775,-2.5861697117379073e-31,1.1319869161372068e-12,8.146184858751758e-05,7.129510129831727e-12,7.553526256045129e-14,1.8317137725224513e-08,0.0,-2.499849887194439e-34,8.509036290337134e-09,0.0,0.0,0.0,0.0,0.0005
3300,1.9944875626638956,0.027422616564517888,7.364032824247572e-06,769.9999127827161,8.5570986305239e-05,8.790535551032769e-07,309.9999174248931,2469.999956055789,4.282356254655525e-05,8.496898012605339e-05,8.121922545584029e-05,1.2877147637560874e-13,4650.0,2.230172479926448e-13,1.5816083792307535e-13,2.7938504635245516e-14,6.799999990015344,1.3250910617829913e-15,-3.2614602873868824e-29,-1.3472107555661412e-27,19.99999996579987,-5.925535660975828e-27,4.991092706555747e-09,6.482799034164702e-10,-8.062953626201662e-34,-2.124179320858915e-33,259.69797421793737,0.005489780182817918,-2.8912278574548987e-31,1.4489558710535453e-12,8.784318454381077e-05,8.514472750760669e-12,8.753306341279384e-14,1.896978287382661e-08,0.0,-2.663271200490709e-34,8.945893505076307e-09,0.0,0.0,0.0,0.0,0.0005
3400,1.9944561520121449,0.027242988983901022,7.370264607143915e-06,769.9999096023452,9.111153544925141e-05,8.848270506278548e-07,309.9999144796897,2469.9999552896,4.5198186672367766e-05,8.795018100558142e-05,8.821250250805585e-05,1.5022202252671088e-13,4650.0,2.9267404455283595e-13,2.0521484899065955e-13,3.299374558548647e-14,6.79999998960883,1.4464718981253368e-15,-3.2218767316622446e-29,-1.3393784093117498e-27,19.99999996463629,-5.8828573436360076e-27,5.0962248728207024e-09,6.581135957603161e-10,-8.300371689800803e-34,-2.3772225250514982e-33,259.68594066624064,0.00558110186545565,-2.8973496129570553e-31,1.6478369239989463e-12,9.104840032121056e-05,9.807401412537936e-12,1.047137269478196e-13,1.918119942675769e-08,0.0,-2.8101368258111477e-34,9.7297300440714e-09,0.0,0.0,0.0,0.0,0.0005
3500,1.9942780309931196,0.02703710908649623,7.444943369626887e-06,769.9999039794621,9.91253767073057e-05,9.24503359591096e-07,309.99990875459315,2469.999953967073,4.5540946566742266e-05,9.434242551334755e-05,9.174157099386272e-05,1.6231382657119636e-13,4650.0,3.1594893030263997e-13,2.2626321231607608e-13,3.742293204151738e-14,6.799999989305506,1.6767767037473254e-15,-3.4362467692947556e-29,-1.4005215411869009e-27,19.999999964074924,-6.0674602650018024e-27,5.0508831193256845e-09,6.504862997132002e-10,-8.58117456921848e-34,-2.419295104390805e-33,259.68305083463844,0.005810324123165656,-3.1099282319936923e-31,1.8251998667898587e-12,9.672721576441787e-05,1.1556887110694362e-11,1.1958724517870985e-13,1.9760440680739446e-08,0.0,-3.027690864792237e-34,1.0199514707168079e-08,0.0,0.0,0.0,0.0,0.0005
3600,1.9941527881173882,0.026769990773459,7.404639222958931e-06,769.9998966293437,0.00010386743505317925,1.00293543686884e-06,309.99990182730915,2469.999952336215,4.8493766806086894e-05,9.758372968606442e-05,0.00010118263544191432,1.7278168941129255e-13,4650.0,3.7472022622758447e-13,2.464077485212233e-13,4.3596703043032614e-14,6.799999988875325,1.7854429704602423e-15,-3.472285186407453e-29,-1.4319503713686136e-27,19.999999962341125,-6.028778702260848e-27,5.0671123944966245e-09,6.552966019723541e-10,-8.81844100802415e-34,-2.5443321403910734e-33,259.67132657904267,0.0057448118277634635,-3.361215225251493e-31,2.207165990132534e-12,0.00010416018846839114,1.3028937008458359e-11,1.324036722324485e-13,2.0204771213397707e-08,0.0,-3.336183777323707e-34,1.0449346845699283e-08,0.0,0.0,0.0,0.0,0.0005
3700,1.9940135764528544,0.026781372017774058,7.475198772643737e-06,769.999887747661,0.00010789441699416247,1.061828708363482e-06,309.9998949802311,2469.9999501186135,4.899827475018368e-05,0.00010733004876172406,0.00010436240762355195,1.9161370889072985e-13,4650.0,4.235527391585429e-13,2.90172428770612e-13,5.0903686219954794e-14,6.799999988082621,2.125038871376329e-15,-3.4840695385947853e-29,-1.455392645821403e-27,19.999999961873215,-6.085863338082984e-27,5.041906948476283e-09,6.576040404880324e-10,-8.95585770113056e-34,-2.8166565981557523e-33,259.6685527007847,0.006078980753568668,-3.5662234177828175e-31,2.515677211837578e-12,0.00010563243656231621,1.426616247456457e-11,1.395923083903247e-13,2.1344327629758267e-08,0.0,-3.464946278962525e-34,1.1243223031065913e-08,0.0,0.0,0.0,0.0,0.0005
3800,1.9938239887497422,0.026612231526685164,7.439977719557935e-06,769.9998853830097,0.0001127984934264282,1.1007824064346059e-06,309.9998918127168,2469.999950306315,4.96713005364329e-05,0.00011265320433400025,0.00010786490521966574,2.0997991659443105e-13,4650.0,4.950244642348089e-13,3.193139013760638e-13,5.5151398653937264e-14,6.799999987477929,2.2861785520234064e-15,-3.679935417582165e-29,-1.4510485725291988e-27,19.999999961048886,-5.992410418154863e-27,5.09918755484393e-09,6.650991550194723e-10,-8.943744549649669e-34,-2.870290625282647e-33,259.6516376937685,0.006207794578237557,-3.772769743303714e-31,2.8836781666019348e-12,0.00011153378492200107,1.5882214991427217e-11,1.6944026396324906e-13,2.1188226836992298e-08,0.0,-3.623462413691659e-34,1.1712089271803566e-08,0.0,0.0,0.0,0.0,0.0005
3900,1.9935728425132513,0.026510197445164852,7.442445341518648e-06,769.9998784515426,0.0001212137060088901,1.1177990403733398e-06,309.99988676896726,2469.9999475883824,5.112209463188216e-05,0.00011505235106178845,0.00011376397691971712,2.379950534863869e-13,4650.0,5.323672838750695e-13,3.52360577030999e-13,6.557341808075277e-14,6.799999986955819,2.6865124132038693e-15,-3.6433488218764306e-29,-1.4830062309334224e-27,19.99999996060865,-5.831772706445762e-27,5.084648783405557e-09,6.535141037342432e-10,-9.164897161273574e-34,-3.040903808102172e-33,259.64872944140933,0.006266168355203512,-4.053160463567252e-31,3.1581978659636807e-12,0.00012274946668441942,1.8431028641948775e-11,1.8789653212394962e-13,2.2493604138405947e-08,0.0,-3.81480935476149e-34,1.2029170612401879e-08,0.0,0.0,0.0,0.0,0.0005
4000,1.9935828792706707,0.0263982590603484,7.478884577198088e-06,769.9998724484982,0.00012670576858785077,1.1628898063817158e-06,309.99987832783455,2469.999947219713,5.254439845230808e-05,0.0001244910592601082,0.00012171289979485767,2.5455332107191684e-13,4650.0,5.920431937463411e-13,4.0212320959892214e-13,7.054283549523684e-14,6.79999998623103,2.965270710939907e-15,-3.7661901827811376e-29,-1.5084097900048588e-27,19.99999995934195,-5.7300122704179265e-27,5.110785329710265e-09,6.524785596623032e-10,-9.30012939136309e-34,-3.317251295340909e-33,259.64313970476167,0.006441332341035286,-4.175972905690529e-31,3.652328479238419e-12,0.00012614764764050092,1.9766299979655386e-11,2.1654273503419385e-13,2.283752746532391e-08,0.0,-4.101857390641711e-34,1.2985168695767918e-08,0.0,0.0,0.0,0.0,0.0005
4100,1.9932764279832318,0.026109422212865156,7.508558984639106e-06,769.9998645110473,0.000135659751070323,1.241724863086735e-06,309.9998736875174,2469.999945222732,5.391735964024443e-05,0.0001298217369881043,0.00012639779109989237,2.9009042388586645e-13,4650.0,6.815306385043966e-13,4.345061740121692e-13,8.243270132661247e-14,6.799999986050475,3.2942131246970066e-15,-3.851481457692665e-29,-1.506298711271797e-27,19.999999958309534,-5.617217017818437e-27,5.060277299295701e-09,6.71002634186457e-10,-9.565817887989665e-34,-3.3939493232025304e-33,259.63527005320384,0.006576255597059958,-4.394429700285549e-31,3.830469542300779e-12,0.00013430230631979317,2.297743268960673e-11,2.436547358107482e-13,2.3434721677834782e-08,0.0,-4.229400110419218e-34,1.3568523971041576e-08,0.0,0.0,0.0,0.0,0.0005
4200,1.9932160936148249,0.026038588111645982,7.464017175168504e-06,769.9998559636919,0.00014292361448180107,1.2976404765840772e-06,309.9998637377908,2469.9999444244304,5.627937302988111e-05,0.00013605934026046884,0.0001348296104865633,3.2131598439142536e-13,4649.999999999999,7.639709568766717e-13,4.832090209653714e-13,9.101650438412639e-14,6.799999985310021,3.629070840289632e-15,-3.855415094185071e-29,-1.5123466821455372e-27,19.999999956291838,-5.6790495588786115e-27,5.153083431898279e-09,6.602642377312414e-10,-9.693345638230141e-34,-3.702797455333948e-33,259.62219394607604,0.006751148336412761,-4.673172915809775e-31,4.543276692878373e-12,0.0001429084615999653,2.5227818019383708e-11,2.747443211412041e-13,2.3499799162179053e-08,0.0,-4.378859370639075e-34,1.4129666197506349e-08,0.0,0.0,0.0,0.0,0.0005
4300,1.9932001851509917,0.025967618476281675,7.467151488476094e-06,769.9998503941725,0.00014714743077643325,1.3302708873611706e-06,309.9998610452918,2469.999943643489,5.7165676356831604e-05,0.0001432517514350343,0.00014122157330043192,3.449847732996428e-13,4649.999999999999,8.570533963371581e-13,5.348617262012815e-13,1.0416551573252073e-13,6.799999984628613,4.0627616992956816e-15,-3.9781373163735374e-29,-1.5270601874897464e-27,19.999999954947203,-5.351925231509673e-27,5.130542082185725e-09,6.565785252540005e-10,-9.991127883221946e-34,-3.7303191479166434e-33,259.607515222195,0.006746675915903791,-4.905465494604428e-31,4.908214522736456e-12,0.00014871093460040705,2.737177662151208e-11,3.0881495632056027e-13,2.3750517968073714e-08,0.0,-4.708021863614633e-34,1.4764662595423026e-08,0.0,0.0,0.0,0.0,0.0005
4400,1.992989450626088,0.025676976439980036,7.470318177648918e-06,769.9998452682646,0.0001553056840190524,1.410512531764729e-06,309.99985098629054,2469.9999420913464,5.887675106447074e-05,0.0001499808197208872,0.00014896592361276535,3.8665750527267315e-13,4649.999999999999,9.406654175811803e-13,6.002287982610794e-13,1.1514399502689828e-13,6.799999984371979,4.317964375704858e-15,-3.970505170973972e-29,-1.5541614020074363e-27,19.999999954948823,-5.524955507029435e-27,5.07007303992808e-09,6.734798182608875e-10,-9.917983580016329e-34,-3.943021921134725e-33,259.60784564467497,0.006933755515379261,-5.123997404697234e-31,5.633889118094348e-12,0.00015445219764393588,3.017484701624906e-11,3.4330962209069205e-13,2.4363899218521444e-08,0.0,-4.877790349767551e-34,1.4846299040999365e-08,0.0,0.0,0.0,0.0,0.0005
4500,1.9928266597978965,0.025599291270872977,7.484250599720021e-06,769.9998399498463,0.00016282687640164836,1.4446376927296478e-06,309.9998428893481,2469.9999402210074,5.9272687635047364e-05,0.0001533492755834961,0.00015324930751723113,4.057248619377474e-13,4649.999999999999,1.067464132284043e-12,6.642430504207381e-13,1.329400437183576e-13,6.799999983448592,4.8639946584672554e-15,-4.049862325289926e-29,-1.5702709229081342e-27,19.999999952996173,-5.374245160868477e-27,5.088668006291243e-09,6.589665364278268e-10,-1.0201167329793632e-33,-4.2497100675073466e-33,259.5916916529428,0.007194569628956622,-5.2579994066121335e-31,6.187292290391814e-12,0.00016349104893593995,3.416922128359506e-11,3.7412598644323415e-13,2.4591203657676155e-08,0.0,-4.990164629116474e-34,1.5736516788881057e-08,0.0,0.0,0.0,0.0,0.0005
4600,1.9926432602014645,0.025358803948512663,7.449659388606668e-06,769.9998305364996,0.00016897802506766316,1.5192106366523018e-06,309.9998383308672,2469.9999386816316,6.202033204389122e-05,0.00016310360864037624,0.00016448247922071262,4.571996229830248e-13,4649.999999999999,1.195368866890574e-12,7.469769326702512e-13,1.4783173678444175e-13,6.799999983079968,5.305367034963818e-15,-4.125678945544566e-29,-1.5714073051879221e-27,19.999999952229924,-5.4033782766374024e-27,5.171751613334699e-09,6.636098113398589e-10,-1.0511391535919669e-33,-4.3357485847355764e-33,259.5857777995718,0.007315694450946758,-5.571218872522779e-31,7.001000860556811e-12,0.0001714547629429309,3.684540853498106e-11,4.1342544142502414e-13,2.564283986988674e-08,0.0,-5.317553464655163e-34,1.6491132262224262e-08,0.0,0.0,0.0,0.0,0.0005
4700,1.9925936478850272,0.025407069596026847,7.547258440375864e-06,769.9998251482068,0.00017819753121819625,1.5457050963606824e-06,309.9998331090251,2469.9999373834444,6.339081283003497e-05,0.00016807985542217305,0.00017120812284749897,4.94944858384924e-13,4649.999999999999,1.3304331377927707e-12,8.10504545099245e-13,1.6340059304012808e-13,6.799999982720038,5.862916825055907e-15,-4.197120678044426e-29,-1.624875796331032e-27,19.999999951397513,-5.333946090946755e-27,5.114320466725924e-09,6.793995351195417e-10,-1.0471946910591907e-33,-4.57602982693203e-33,259.57201607763216,0.007308983120850752,-5.746847175496912e-31,7.600091859510281e-12,0.00017771973817400896,4.1403565822286343e-11,4.565201116230453e-13,2.5858631172585155e-08,0.0,-5.436946073306244e-34,1.6859238766927194e-08,0.0,0.0,0.0,0.0,0.0005
4800,1.992494514997243,0.025280546620729937,7.483534071299275e-06,769.9998143403877,0.0001877143370066002,1.6003625295473128e-06,309.9998257813803,2469.9999350677513,6.451032600469525e-05,0.00017502833663991503,0.00017458733690148566,5.297500659965324e-13,4649.999999999999,1.474741128000725e-12,8.773239739784887e-13,1.8181421304911486e-13,6.799999982107961,6.450259646130581e-15,-4.2683944459157874e-29,-1.602652436394242e-27,19.999999950353676,-5.278356656753307e-27,5.169409206094885e-09,6.773160324934889e-10,-1.0522400576013244e-33,-4.769238733701075e-33,259.56935608695846,0.007504353172112086,-5.966606367294093e-31,8.317421013267141e-12,0.0001826394626456218,4.464951869745413e-11,5.18662749864075e-13,2.6717117819131772e-08,0.0,-5.538462853091509e-34,1.76813707300219e-08,0.0,0.0,0.0,0.0,0.0005
4900,1.992324649388008,0.025131242995142904,7.547304868362445e-06,769.9998042120453,0.00019183988543038978,1.6849396529818757e-06,309.9998175238348,2469.9999342159376,6.555570055695384e-05,0.00018310823503030218,0.0001847071113642854,5.654699022604653e-13,4649.999999999999,1.6268710856292433e-12,9.747054520763318e-13,1.97774423198336e-13,6.79999998132188,6.9271706706804485e-15,-4.2971434546608704e-29,-1.6301678264766784e-27,19.999999949677758,-5.0401900798613414e-27,5.102365312446315e-09,6.661038107511143e-10,-1.0823944988136385e-33,-4.864766042892194e-33,259.5519898481637,0.007712090674877408,-6.252035098496642e-31,9.399065002709005e-12,0.00019356544491191783,4.935415356662965e-11,5.687278646941945e-13,2.6717619335360953e-08,0.0,-5.786002962710165e-34,1.8049017641999296e-08,0.0,0.0,0.0,0.0,0.0005
5000,1.992164982779094,0.025001095654350308,7.501066324108475e-06,769.9997987668578,0.0002024123726580433,1.7366570697869754e-06,309.9998106400598,2469.9999326204393,6.698244678350648e-05,0.00018936456740205576,0.0001932181596629656,6.146263651057303e-13,4649.999999999998,1.7749632211058417e-12,1.0720802271148398e-12,2.2300249534949314e-13,6.799999980452749,7.619718687247428e-15,-4.268555213889202e-29,-1.6797648284791107e-27,19.99999994822781,-5.089618802631852e-27,5.1086852033191385e-09,6.83108362379464e-10,-1.0866275009504666e-33,-5.1977278428576216e-33,259.54314472782886,0.007712024523599467,-6.331867411801282e-31,1.0397427279422207e-11,0.00019920755521986834,5.3026634589631846e-11,6.244086256038663e-13,2.7658255172082023e-08,0.0,-6.03368555978685e-34,1.8569702884886675e-08,0.0,0.0,0.0,0.0,0.0005
