milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
0,1.999999652138497,0.03282330099351302,2.5349174687049867e-08,770.0000015311819,-1.4695326394810918e-06,-2.138422197274224e-08,310.00000078963654,2470.000000006817,-8.868864885316369e-07,-8.576098012690739e-07,-9.982954966363485e-07,-3.4354233994227517e-15,4650.0,-1.2832285457193155e-14,-1.259788262115839e-14,2.081204374438042e-15,6.8000000000833065,1.6351793173269164e-17,3.3736827386896083e-32,1.7308902473237945e-29,20.000000000559087,-7.048724996191813e-29,9.51555440480012e-12,7.957958425766964e-12,4.7714002355737335e-36,-7.411097026207953e-35,260.00472531636245,2.2761694160323845e-05,-4.591819466369463e-33,5.739210818326976e-14,-2.960741020866639e-06,-3.669108381087699e-13,7.906918653847865e-15,3.058589438018241e-10,0.0,-4.8125517853096934e-36,-2.8260752573017224e-10,0.0,0.0,0.0,0.0,0.0005
100,1.9997608797593218,0.03252167542520795,7.107411345265126e-06,769.9999984724273,1.4467096988994063e-06,-1.0096853502829041e-08,309.9999983945987,2469.9999989264275,1.3700845294706241e-06,5.23741166320602e-07,-9.057955733025568e-07,3.971884033751742e-15,4650.0,2.4390266504169815e-15,-1.3746195733423297e-14,-2.7310779966788378e-15,6.799999999685945,-2.4152643107141672e-17,2.2826007065769843e-32,7.025434777808716e-30,19.999999998924423,4.811800985412637e-29,9.207149887659608e-10,1.2937665510747037e-11,1.3386054581042587e-35,8.094563789834067e-35,259.9933263242142,0.00028570440117158625,-2.809145507257665e-34,-1.4549988450745292e-15,-2.237093122231976e-07,-5.991019597870426e-14,-5.534567441993079e-15,-3.3055882203572226e-10,0.0,-9.25541674243478e-36,-1.1089191514459121e-11,0.0,0.0,0.0,0.0,0.0005
200,1.9995563771319038,0.03253516318460136,7.187911790210659e-06,770.0000004759323,-2.7589474652237477e-06,1.647992166020837e-08,310.00000149211513,2469.999998370444,2.817981470929347e-06,6.917660796992896e-07,8.216505949347261e-07,-3.5308458762321452e-15,4650.0,-1.7424502922895186e-14,1.3880539667779987e-14,-2.1014374338390856e-15,6.800000000215068,-4.087798762177246e-17,1.1390969579718038e-31,1.53311520952146e-29,19.999999997823142,-3.6989754810313363e-29,1.6691617725539198e-09,2.9045873236038083e-11,-5.949523793046958e-36,1.9782084861394035e-35,259.9765179222335,0.00040263176620142704,1.0044341812414119e-32,4.981794589567431e-14,2.3794369333756736e-06,4.2876226692729377e-13,7.891831519658725e-16,1.5782581516967111e-10,0.0,8.034112002883161e-36,-2.34705826755717e-10,0.0,0.0,0.0,0.0,0.0005
300,1.999501382587491,0.0321651955398391,7.109788511168451e-06,769.9999989942077,-1.803548368443853e-06,4.506651045699707e-08,309.99999861311153,2469.999995176781,4.777249752940164e-06,1.9741959339265936e-07,-9.63478627024738e-07,-4.101025947487942e-15,4650.0,-9.42763658702974e-15,-3.770951947521619e-15,1.513764520964997e-15,6.800000000123416,4.190948041903655e-17,3.6289821458266425e-31,4.433107266354488e-30,19.99999999768654,7.004298493408242e-29,2.191395387913124e-09,7.374764909072367e-11,-8.40231923819567e-36,-6.03611220125089e-35,259.97279966347423,0.0004863153333799771,-5.29907041058044e-33,1.8791867664930267e-14,1.0250462210562722e-06,-6.892836354812329e-13,7.681520764362665e-15,7.200762599179246e-10,0.0,4.974367234238958e-36,1.9202347076934758e-10,0.0,0.0,0.0,0.0,0.0005
400,1.9993142807199444,0.032037690162578916,7.1482960872154154e-06,769.9999961664957,1.9238362436784865e-06,3.101013018027936e-08,309.9999987756737,2469.999995770456,5.815082542963694e-06,-8.928713105553324e-07,-1.5566892267122441e-06,-7.172007173900763e-15,4650.0,-1.1782000570056878e-14,1.3702893295396507e-14,-1.921350654456387e-15,6.799999999871812,-1.3840611179908248e-17,1.596464011535337e-31,9.940519604214259e-30,19.999999995641996,-1.3106723972188975e-29,2.717900154738049e-09,1.0936360310241181e-10,1.7955152849334923e-35,-3.1858807642155383e-35,259.96768227781837,0.0006372214630434058,2.0079033409868353e-33,-1.378726908273091e-14,-1.8146356949337912e-06,-5.595641107675025e-13,-3.1795446974362363e-15,9.344943980820309e-10,0.0,-5.7551710636771533e-36,4.353714231659377e-12,0.0,0.0,0.0,0.0,0.0005
500,1.9991510194204718,0.03182841743702519,7.166595617380288e-06,769.9999965903618,2.0949193999460746e-06,5.6865902791721705e-08,309.99999537780593,2469.99999384097,5.769387811925315e-06,-5.811582775662388e-07,3.3625187428277676e-06,-5.102340417507295e-15,4650.0,1.578692727427678e-14,1.3316714802949094e-14,2.5686553601772037e-15,6.79999999977478,7.143760968605962e-17,-6.114091998666275e-31,1.914917875837697e-29,19.999999994293262,9.991170448714926e-28,3.0823313066477764e-09,1.5554920126602262e-10,-1.5823918329802975e-35,-8.352076553006371e-36,259.94863713487973,0.0008884604218194342,3.261150597732141e-33,1.1506211668157137e-13,2.3518361223821635e-06,6.414522255379559e-13,-3.693873124614875e-15,1.8125375210764628e-09,0.0,-4.7879052492224884e-36,2.0115571935714037e-10,0.0,0.0,0.0,0.0,0.0005
600,1.9989215883348495,0.03163064462394196,7.18203136465354e-06,769.9999976315635,2.302229011582193e-07,9.652362986385152e-08,309.99999840714725,2469.999992319709,7.683639442367245e-06,4.6601846800472265e-06,-1.4403575347582522e-07,4.048197044996571e-15,4650.0,1.887803253200194e-14,4.445319578239558e-15,8.06808175162586e-16,6.79999999949976,-8.80005314926689e-17,-7.02224952825647e-31,2.412322959023232e-29,19.99999999464683,1.4180143772994799e-27,3.4636591837018492e-09,2.0424978531389505e-10,9.674124185701089e-36,3.498716272261472e-35,259.94794471722025,0.001061327867989091,-6.47818541709047e-33,-8.223469122177073e-14,2.7542585211322157e-06,4.607585381319474e-13,2.974110650084357e-15,1.8959036806468084e-09,0.0,-2.5308888565755988e-36,1.4030386031957472e-10,0.0,0.0,0.0,0.0,0.0005
700,1.9987578564638937,0.031608059851193575,7.222763664311171e-06,769.9999960080328,5.133572683237905e-06,7.126166743443665e-08,309.9999934877947,2469.999990827818,8.991602824523214e-06,1.6573849241665355e-06,3.731451162755189e-06,4.840341984999201e-15,4650.0,-4.40008808038858e-15,7.359028224122953e-15,1.5748321895559461e-16,6.799999999322959,6.159066538535802e-17,5.205141455327386e-31,5.332719765724492e-30,19.999999992973578,-1.867771354117823e-27,3.691976067296082e-09,2.5862132585645137e-10,1.4144612804877096e-35,-4.2612910614880453e-35,259.9401449510601,0.0012896490648533002,-7.891496685713135e-33,1.1703493120791845e-13,4.391213892004547e-06,-2.1131651492096235e-13,-7.704223823189917e-15,3.0062352761333035e-09,0.0,8.268286242456006e-36,3.7183747588317045e-10,0.0,0.0,0.0,0.0,0.0005
800,1.9985963383016523,0.031471680198100004,7.224395092096318e-06,769.9999921688645,2.9435539282550495e-06,1.16584830617358e-07,309.9999970687525,2469.9999904915753,9.557942181009791e-06,2.539869230159865e-06,4.408914844616401e-06,7.185327933466522e-15,4650.0,1.8196426419454188e-14,-5.374514812123184e-15,1.5483278384055678e-16,6.79999999930253,-6.548799784359921e-17,2.9848732052359893e-31,-4.822208980160094e-29,19.999999992660204,-6.0651550868142705e-27,3.904711921719844e-09,2.950476172667796e-10,-7.90451875104802e-36,4.709366315826734e-35,259.93106838212606,0.0014251929976361209,1.0708140725888052e-32,1.189620551347417e-13,2.372792486213366e-06,7.439688183719861e-13,3.855328844764134e-15,3.416681758574906e-09,0.0,-4.3195790631086583e-36,7.142559579957516e-10,0.0,0.0,0.0,0.0,0.0005
900,1.9984449887620979,0.03129688683433037,7.2325948548954665e-06,769.9999939002525,8.909379987802133e-06,1.5237291806306597e-07,309.99999100447144,2469.999987511687,1.11638538125496e-05,4.609276941925831e-06,8.197595538357877e-06,-4.508479742841889e-15,4650.0,9.333600300257647e-15,-1.0826183180143657e-14,-1.7532994171075904e-15,6.799999999000121,-9.292303699371327e-17,-9.755194267014933e-32,-9.827193203752902e-29,19.99999999122151,-7.984550775222893e-27,4.098811060000619e-09,3.477208659871924e-10,-6.293630169013364e-35,-8.60427178680899e-36,259.9122648424349,0.001466148517105174,1.923679382090262e-33,-3.2036000363128113e-14,7.0874312066741646e-06,-5.559127129223436e-13,-4.576997834181135e-15,3.834182137921869e-09,0.0,-7.885441599140701e-36,8.24399385735631e-10,0.0,0.0,0.0,0.0,0.0005
