milliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
0,1.9999707289575734,0.03289539158982317,-2.0179762061834182e-08,770.0000005268267,2.7182517359989833e-06,1.7191035240250065e-08,309.9999980563733,2469.999999142997,-4.6817474543372465e-07,1.4534377564034895e-06,-1.8089991854550001e-06,5.139029666690837e-15,4650.0,-1.6671322857727524e-14,-1.4106799097440039e-14,6.251163157700894e-16,6.799999999927815,6.498430785164255e-17,-1.376877322009522e-31,-2.790585790368492e-29,20.0000000002747,-4.5811943699132597e-29,-3.846984936116368e-11,-8.781495983244975e-12,2.3683944360535338e-36,-3.231774473634747e-35,259.9993372214406,-0.00010388515217124475,4.354966930707091e-33,1.3607362126608833e-13,-1.5705968733056858e-06,2.228842191708142e-16,1.3661532108260493e-15,4.484803766445234e-11,0.0,-9.133669994815549e-36,-1.248816225452566e-11,0.0,0.0,0.0,0.0,0.0005
100,1.9997547212253752,0.03253162170849212,7.179720884054241e-06,769.999999139905,3.057316569989292e-06,2.2576536444540598e-08,310.00000159970983,2469.9999995496887,1.6287484149718604e-06,-2.6013694060298113e-06,2.802606875792604e-07,-4.136328761159702e-15,4650.0,-1.2273597443538122e-14,-2.683069855298366e-16,-1.7385050126677247e-15,6.80000000010993,-6.934219921533242e-17,3.6621479101818005e-31,2.3454079134489783e-29,19.99999999876374,-1.8896642319153702e-29,8.471809403630691e-10,2.5415559096514755e-12,-8.155048818165721e-37,7.532182404040677e-35,259.9893145088808,0.00020982621057610268,7.867733955196888e-33,9.441435963075763e-14,2.613027921214767e-06,5.526944155200848e-13,-5.100487872485142e-15,-1.9336267421748134e-11,0.0,-4.244061845337871e-36,-2.3985322799280315e-10,0.0,0.0,0.0,0.0,0.0005
200,1.999532528635918,0.03231881430033257,7.1035797564959106e-06,770.00000200773,1.9690789579155403e-06,2.7367677499611492e-08,309.99999745031437,2469.999996915237,2.2578730831077467e-06,-1.4532391247717e-07,1.813787293865533e-06,-2.5705038754417585e-15,4650.0,1.3858524221551731e-14,5.487225838886797e-15,-2.7360781415329895e-15,6.799999999756647,-3.246867546069198e-17,-6.129982879838981e-31,-1.2301717129908112e-29,19.99999999781571,-7.011901894070077e-29,1.6147144875641198e-09,4.022663474698798e-11,-6.488821258437657e-36,3.4076908966038236e-35,259.98674966629375,0.0004437693267049756,1.962894764208812e-33,1.1363271750828743e-13,1.6968655410769903e-06,1.8704042403147194e-13,3.5230878314281643e-15,3.8624738678338157e-10,0.0,-5.2148749141805793e-36,1.0997955421350574e-10,0.0,0.0,0.0,0.0,0.0005
300,1.9993748598315866,0.032312949791708144,7.133273403421548e-06,770.0000010630583,-1.7485247673977741e-06,3.272606420917543e-08,309.99999851289067,2469.999996184391,4.498464153276221e-06,3.278728468003935e-07,3.31196207923315e-06,5.896044967808484e-15,4650.0,1.3969502369346227e-14,-1.8505314423634224e-15,1.1828962416043828e-15,6.799999999636442,-7.866552781585067e-17,-1.7771659814686098e-31,-2.5389224207382926e-29,19.99999999657642,1.0724757020002112e-28,2.2366499708879153e-09,8.087160564189123e-11,-6.761685743378305e-36,-6.239971059697945e-35,259.9762466301518,0.0004574011299135726,-3.362461859989638e-33,9.834945796498402e-14,2.3124887259165557e-06,-7.08078322876077e-13,2.7913489893991986e-16,8.186950506511105e-10,0.0,3.823926405115731e-36,5.2809368891638416e-11,0.0,0.0,0.0,0.0,0.0005
400,1.9993976220221412,0.03203751675616239,7.133106615948183e-06,769.999998832609,4.270169679103633e-06,4.7189144306083e-08,309.99999703251933,2469.9999956019346,5.304836927446008e-06,3.413428624073541e-07,1.784673376758577e-06,4.0442224682043386e-16,4650.0,1.771149829284879e-14,-3.969288248851227e-15,2.8689765910618527e-15,6.799999999769815,9.160315248036383e-17,4.667728659515368e-31,-1.4222619899021643e-29,19.999999996464727,2.1039368872749295e-28,2.756576815824345e-09,1.1084797183583809e-10,1.732538547470784e-36,-8.420678279433121e-36,259.9696036251649,0.0007036308954978972,6.423304189635251e-33,7.472308182925821e-14,2.400409391458155e-06,-2.1996734685443507e-13,-1.6128879330100396e-16,6.845305238266733e-10,0.0,8.11710378224794e-36,-3.3209177636901805e-11,0.0,0.0,0.0,0.0,0.0005
500,1.9990388266048438,0.031844929351796614,7.180657255640522e-06,769.9999976363903,4.6313955424484476e-06,6.530118227786444e-08,309.9999986458972,2469.99999305722,7.346588853636987e-06,5.477821716820535e-07,2.931498607243192e-06,4.839593871285471e-17,4650.0,-1.6806986252516512e-14,8.79784694805888e-15,3.4221068947056275e-18,6.799999999514988,7.303993675378342e-17,-1.7519986465293548e-31,2.3136161877098136e-29,19.999999995085652,1.118824582031631e-27,3.1724152835068117e-09,1.717329500637912e-10,1.14978455895238e-35,-3.5261326469764557e-35,259.9509871216909,0.0008434202406078368,1.0095592638508143e-32,-1.0548822774556336e-13,1.1025386663457348e-06,1.8475568779245734e-13,-1.5747432714190072e-15,1.5162396545668164e-09,0.0,3.339144117556547e-36,-2.828828392788335e-11,0.0,0.0,0.0,0.0,0.0005
600,1.9988155577047713,0.03166528532623722,7.143581121830765e-06,769.9999968758141,3.7465044259506957e-06,6.379046786281405e-08,309.9999944711603,2469.999992159985,8.4285203174382e-06,3.8911415965973865e-06,2.097839772536428e-06,5.306627475881233e-15,4650.0,-1.3939396932490798e-14,-7.921589339681826e-15,2.84865816162529e-15,6.799999999500472,8.682644857288284e-18,-5.896836881525505e-31,4.0492471668361264e-29,19.9999999935957,1.4852244010323367e-27,3.5151233268113957e-09,2.0575631532071126e-10,-2.3225127323811393e-36,2.970512121236664e-35,259.9432861228075,0.0009970373758032055,-5.0333296696700686e-33,5.696467867520817e-15,2.160272838097663e-06,-2.0233899281871863e-13,-6.874841613202269e-15,1.8293438772832592e-09,0.0,-7.192231780370356e-36,4.6168791285417945e-10,0.0,0.0,0.0,0.0,0.0005
700,1.9988558007653867,0.03146091819650503,7.216328748449187e-06,769.9999982728398,5.387269181871158e-06,1.0328035169821912e-07,309.9999984779525,2469.999990754089,9.175454378704302e-06,4.856217003615004e-06,3.478998889744688e-06,-1.5211393333851317e-15,4650.0,1.0720133615980643e-14,-4.237068092357251e-15,-2.421982301539348e-15,6.799999999190405,4.797929230302316e-17,5.88840515718622e-32,3.9720411370897614e-29,19.999999993068506,-1.9702157649183033e-27,3.6758452881060163e-09,2.483774706075492e-10,-2.7200139246380193e-36,-1.7558916501341863e-35,259.93813604641826,0.0011370753154771268,7.719233545817018e-34,-8.232295079886902e-14,4.303376403690532e-06,-6.643619806790677e-13,3.619406121045367e-15,2.8106863115493344e-09,0.0,-3.5815276923583195e-36,3.864678113803477e-11,0.0,0.0,0.0,0.0,0.0005
800,1.9987017373934006,0.03140716960182171,7.159150111564548e-06,769.9999937545458,7.851081415025558e-06,8.739743183476767e-08,309.9999946204878,2469.9999891455004,1.0044801645079849e-05,7.287820095816875e-06,6.082372446910341e-06,-2.1766042545552275e-15,4650.0,2.1425926119345723e-14,4.251074123021799e-15,-1.884917103200854e-15,6.799999999153277,1.1783859022381285e-17,-5.734195483205669e-32,-5.1489466966563854e-30,19.99999999161484,-6.098526467233969e-27,3.90287058529126e-09,2.976466824375348e-10,-1.639277407862127e-35,-2.8635698186485013e-35,259.9224339557715,0.0014684852754447573,-1.479514311953607e-33,9.472887740951543e-14,7.757858861397422e-06,5.581607124687873e-13,-3.297061986952028e-15,3.0142127533488504e-09,0.0,-2.2571372348535144e-36,1.4618807305714423e-10,0.0,0.0,0.0,0.0,0.0005
900,1.9983075631783176,0.03129649415137276,7.197665086987188e-06,769.999991668065,4.812117050021464e-06,1.1474508287424056e-07,309.99999384895665,2469.9999889785167,1.087827850073159e-05,8.01495116538339e-06,4.3661925060891175e-06,8.228577226082519e-15,4650.0,-1.8323980680372753e-14,1.2022389876603645e-14,2.271603750676006e-15,6.7999999989991835,-5.905192902821771e-18,-3.165850299974537e-31,-1.1337440082575179e-28,19.99999999148338,-8.03138459807161e-27,4.182229938110815e-09,3.435464561078005e-10,-3.439477130256173e-35,-8.3413599765766e-35,259.92391531261734,0.0015265545208260453,8.07269099607998e-33,8.897107700819154e-14,3.508057239902608e-06,5.310300947528809e-13,-4.076498480945092e-16,4.1810257615584175e-09,0.0,2.505961354533816e-36,7.929727524030123e-10,0.0,0.0,0.0,0.0,0.0005
