miliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1000,1.9983226544045338,0.03111363022110837,7.250761716146879e-06,769.9999926058584,6.020565941602011e-06,1.4477570943180054e-07,309.99999470825435,2469.9999860090943,1.3044406917638552e-05,6.752942932446274e-06,4.59151896186297e-06,6.789069257368413e-15,4650.0,-1.5061865388142126e-14,8.857093321373477e-15,2.9570883178448943e-15,6.799999998774135,1.0745944329838031e-16,-1.51061602505395e-31,-1.9166523103727901e-28,19.99999998998255,-8.064420756208795e-27,4.325483353574373e-09,3.693007389822771e-10,-1.0567133929282719e-34,7.428032791196948e-36,259.91251905562206,0.0018501918075001535,-1.0296077148199887e-32,7.89769109221969e-14,6.048098315274406e-06,-4.716193996843714e-13,7.749520386418204e-15,4.917354487128585e-09,0.0,-3.247451752875674e-36,6.722586054716414e-10,0.0,0.0,0.0,0.0,0.0005
1100,1.9980607890754813,0.03080743847147719,7.205544559826359e-06,769.9999918540327,1.0965042444684592e-05,1.5742898730674311e-07,309.99999220125284,2469.999984964421,1.4494350777162498e-05,8.62695214975976e-06,1.0763052794101104e-05,4.7816109224099715e-15,4650.0,-7.561661856490636e-15,1.84008806603307e-15,-2.6116580572235755e-15,6.79999999836101,9.409836327361981e-17,-1.5544002033851161e-30,-2.7354024341751937e-28,19.999999989292874,-7.574327790440985e-27,4.429735079961748e-09,4.100177905509595e-10,-1.5190191515277235e-34,2.943526852538823e-35,259.90243704831136,0.0018034251568640298,-2.799076091897417e-34,-8.746307775718542e-14,9.249695952545343e-06,-3.6495874198068e-13,-2.0186652786462612e-15,5.570030049497889e-09,0.0,-1.1860456361017186e-35,8.04354487520413e-10,0.0,0.0,0.0,0.0,0.0005
1200,1.9978819784658508,0.03074268895385557,7.217127379957244e-06,769.9999881050359,1.3592015397418856e-05,1.8691744618556738e-07,309.9999906359276,2469.9999833821594,1.4796237320222053e-05,1.0590765885431198e-05,1.159728237312526e-05,1.0098581892620148e-14,4650.0,-1.5505832908380846e-14,-1.1600720810090038e-14,-2.433919715010823e-15,6.799999998368807,7.986917666730025e-17,-2.305398614580139e-30,-3.357154129479628e-28,19.999999988027252,-7.047703284804494e-27,4.450347883192588e-09,4.469101262617003e-10,-1.764571904314523e-34,-1.0372951008614828e-34,259.8940469003694,0.0020369974212868782,-1.6780434430067752e-32,-6.968368073683263e-14,1.4192453915613314e-05,1.508528084628113e-13,-7.123912153356977e-15,5.881578534519943e-09,0.0,4.846573794642512e-37,1.1442197661214111e-09,0.0,0.0,0.0,0.0,0.0005
1300,1.9978107773812526,0.030439002442219483,7.218877013677061e-06,769.9999853463643,1.1360135735908739e-05,2.3188782337852802e-07,309.99998718647953,2469.9999834138193,1.7710691965042128e-05,1.1721555229664828e-05,9.890452723766609e-06,2.8404585785794673e-15,4650.0,2.6381415933242546e-14,-1.0671926115445774e-14,3.0145018763723557e-15,6.799999998016425,9.777017376496336e-17,-4.4435981080573035e-30,-3.9525529244768417e-28,19.99999998614853,-7.381201113526183e-27,4.641695138654901e-09,4.680678702024939e-10,-2.328211294769446e-34,-9.48274657219094e-35,259.87602620218746,0.002187307588907027,-2.2597781520759764e-32,-7.91553136682802e-14,1.4763248140824719e-05,-3.8625072328271086e-13,-5.675301820033402e-15,7.016556131979461e-09,0.0,-9.157746358352764e-36,1.6704288353061816e-09,0.0,0.0,0.0,0.0,0.0005
1400,1.9975342801518177,0.030325290241856873,7.198019035248419e-06,769.9999817819707,1.8539092800536735e-05,2.4195377243855585e-07,309.9999834686726,2469.9999813761906,1.7598852619948226e-05,1.6844661814901906e-05,1.4482353473453173e-05,9.891040176309828e-15,4650.0,-6.698195666327478e-15,1.0109921340324549e-14,1.4888008700739655e-15,6.799999997685503,1.0630847362116232e-16,-4.793666084498687e-30,-4.953657888518293e-28,19.999999985157924,-7.655610889737997e-27,4.656116075541349e-09,4.877656642745385e-10,-2.4432433374567727e-34,-1.5480332427740284e-34,259.87001101166356,0.002381322273645547,-1.8577802517723315e-32,7.016395924607196e-14,1.4093721311883885e-05,1.554560105102384e-13,-6.148235272349643e-15,7.2598731721468835e-09,0.0,-1.8556201918185922e-35,1.6809900741226935e-09,0.0,0.0,0.0,0.0,0.0005
1500,1.9974022426270162,0.030082004192741527,7.224517940093122e-06,769.999980185941,1.734601248381143e-05,2.6639499202302796e-07,309.9999820133155,2469.9999802014813,1.9859992870050266e-05,1.9269307336802554e-05,1.6169619796671052e-05,1.2238955344141036e-14,4650.0,-7.971947805507534e-15,-1.7114549792741262e-15,2.641900294973853e-15,6.799999997421309,1.1286760801007942e-16,-6.88484779955701e-30,-5.3934123191032305e-28,19.999999984290667,-8.245906161311508e-27,4.680118871055847e-09,5.192880661453051e-10,-3.0540622035178843e-34,-1.412210263943282e-34,259.860454035722,0.0026092029574929913,-1.6711272740873553e-32,-1.818693990705746e-14,1.6661571962407726e-05,1.0053399809260187e-12,-1.3847324707582857e-15,8.145835451452265e-09,0.0,-2.2864840834509774e-35,2.0743310429601646e-09,0.0,0.0,0.0,0.0,0.0005
1600,1.997237510983318,0.030078515710773163,7.286486810295355e-06,769.9999801353231,2.0567260528460186e-05,2.772050831193093e-07,309.9999788276054,2469.999979741291,2.036339330500003e-05,2.0071979835952272e-05,2.0579321259131646e-05,4.4966639422683365e-15,4650.0,7.353057608633455e-15,1.1406740651926891e-14,-8.40737876478785e-17,6.7999999974613345,1.1945140458561414e-16,-8.70826411835372e-30,-6.313947875575276e-28,19.999999983342242,-8.826470929988648e-27,4.745335944971281e-09,5.27199659263976e-10,-3.3985010940224385e-34,-2.4708035661775516e-34,259.8545310313229,0.0026503153064811433,-3.7987456861453573e-32,-4.344579820427203e-14,1.718668794852017e-05,1.0988073959560761e-13,1.1335659647202211e-14,9.143060972008702e-09,0.0,-3.0356830339066734e-35,2.2352129991570722e-09,0.0,0.0,0.0,0.0,0.0005
1700,1.997156981267382,0.029809287085495708,7.280793685209373e-06,769.9999769384433,2.183187728679524e-05,3.118187562382378e-07,309.9999789290299,2469.9999779264062,2.2040304494950862e-05,2.3338284534956746e-05,2.418902481533549e-05,1.8555086845157206e-14,4650.0,-1.1873270170315027e-14,-3.5805309493133657e-16,2.375840533233756e-15,6.7999999967544795,7.091881746338748e-18,-9.35025837148899e-30,-6.708710710075481e-28,19.999999982896068,-8.501322703216094e-27,4.748837401536679e-09,5.446506184754042e-10,-3.944694407321156e-34,-3.0168784738557197e-34,259.8446422069425,0.0028660960641530655,-4.0917585780867334e-32,1.419945545343436e-13,2.2576913960871403e-05,9.630556671021147e-13,-1.4871295475574684e-15,9.091180935471453e-09,0.0,-5.057099237717825e-35,2.7200943874483664e-09,0.0,0.0,0.0,0.0,0.0005
1800,1.996842342565367,0.029733449096554735,7.2344971970483375e-06,769.9999761853205,2.4371200013744236e-05,3.546817745976096e-07,309.99997673380045,2469.9999757290043,2.422259771184303e-05,2.6694931705626098e-05,2.368246834222843e-05,1.0803170569564616e-14,4650.0,3.369936631661365e-14,8.1867880510397e-15,8.968088836883005e-16,6.799999996359586,6.391649299552064e-17,-1.1844568004727041e-29,-7.287076290296802e-28,19.999999982090507,-8.345599157864281e-27,4.809243430394787e-09,5.490685440822391e-10,-4.323849594799746e-34,-3.912049286951041e-34,259.84028939777687,0.0031173059045907507,-5.262358398309808e-32,-4.768764887526299e-14,2.7791531696798743e-05,1.2704744915947727e-12,5.4628667432780075e-15,1.0286966377544244e-08,0.0,-4.45699369635675e-35,2.936617976204618e-09,0.0,0.0,0.0,0.0,0.0005
1900,1.99667986995537,0.02962247026105259,7.239062801992933e-06,769.9999742196411,3.1387222816752173e-05,3.743210700159793e-07,309.9999715635687,2469.9999758489694,2.481111262502515e-05,2.7961006639063413e-05,2.858269437183601e-05,8.905217723948526e-15,4650.0,-3.566060686152143e-15,2.1227011455072973e-14,-6.098626602634146e-16,6.799999996289362,1.4002636993512735e-16,-1.3264862316885296e-29,-7.981392994007763e-28,19.999999980869735,-8.140524443290417e-27,4.876992503108904e-09,5.694739110457016e-10,-4.5271801378069995e-34,-4.945429475720707e-34,259.8216399325965,0.0031363483002613325,-5.515312707357551e-32,4.6435110761255607e-14,2.6135217399179933e-05,8.94553581314436e-13,1.1959769324556566e-14,1.0380796394267265e-08,0.0,-6.290327660547533e-35,3.3855426622971523e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9966680222623365,0.029403818695315036,7.265509354923247e-06,769.9999694538421,2.898738906245668e-05,3.8851714917884097e-07,309.9999703937481,2469.9999745007167,2.5328245933756093e-05,3.0057389647166556e-05,3.062546796157478e-05,1.752668176717538e-14,4650.0,9.161813872811663e-15,1.9994136851344465e-14,3.4267638496408393e-15,6.799999995758615,1.7552135473279996e-16,-1.4960818130551458e-29,-8.523232476479166e-28,19.999999979505443,-7.672163091244588e-27,4.8813569363173355e-09,5.879003474276557e-10,-5.064844897994718e-34,-5.4689429792654875e-34,259.8155417514515,0.003389168785464389,-7.566009664690121e-32,1.6529712952679815e-13,3.422167069134403e-05,1.296564850798754e-12,4.277975284350233e-15,1.140308247606237e-08,0.0,-6.815713794755955e-35,3.618252103250619e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.99636706335161,0.029159422664309056,7.2732913890834805e-06,769.9999672954822,3.5828524732110393e-05,4.131416192126317e-07,309.9999664713071,2469.9999720958426,2.6861264596332918e-05,3.41892598739434e-05,3.0977224329700796e-05,1.5844883612225346e-14,4650.0,1.299504466583788e-14,2.6714892330416467e-14,2.0429266952386084e-15,6.799999995454417,1.682423481411272e-16,-1.5830824053295583e-29,-8.950006925735892e-28,19.99999997817971,-7.577374533411855e-27,4.954752885638651e-09,5.97530243603518e-10,-5.255924826974232e-34,-6.342303526638354e-34,259.8045939257158,0.0035811761677668236,-7.735400427758704e-32,4.207037494962327e-14,3.505703044307992e-05,7.779347907291058e-13,1.8351592852369745e-14,1.2305763800397873e-08,0.0,-9.510333514253681e-35,4.110142855738588e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.9962473281623554,0.02914424907383029,7.287821157311937e-06,769.9999589733749,3.7015627887428625e-05,4.60909070905056e-07,309.9999626737492,2469.9999710548354,2.9920760883008494e-05,3.564171386190791e-05,3.45604138583172e-05,2.00098045937122e-14,4650.0,1.5719705917613362e-14,3.309694087067228e-14,2.720782325359187e-15,6.799999995409146,2.4028218436189907e-16,-1.8031003262836073e-29,-9.958234306920289e-28,19.999999977557643,-7.160818357530506e-27,4.977927559316277e-09,5.913146619630405e-10,-5.803602283670878e-34,-7.566127212080599e-34,259.7966170148447,0.003671740063040358,-1.0771655608990792e-31,1.648557730112107e-13,3.595227535041564e-05,1.9874999481296317e-12,1.5685942326408784e-14,1.2537183443127974e-08,0.0,-9.456041555503294e-35,4.075473588010291e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.996211583886805,0.02896862561885302,7.288884670814326e-06,769.9999597000442,4.350620691093293e-05,4.624033083048499e-07,309.9999586218093,2469.9999689889596,3.0137030528505355e-05,4.026707518866685e-05,3.7243050424377804e-05,3.94340195763137e-14,4650.0,2.4611097102566748e-14,2.207054221494194e-14,2.8413895033858426e-15,6.799999994763019,2.226083170241354e-16,-2.0516897593718393e-29,-1.0366231192804347e-27,19.999999976385595,-6.869441247158858e-27,4.9818491960280295e-09,5.989123030043721e-10,-5.8451786749793106e-34,-7.800821600575135e-34,259.79128179182237,0.0038324062265302893,-1.0821768149531292e-31,3.3841080238389977e-13,4.204756228000481e-05,1.8263295331023477e-12,1.5264713893149888e-14,1.3281513939256433e-08,0.0,-1.2139415941268114e-34,4.6494431412482205e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.9960365809102858,0.028607392131924526,7.285348355422226e-06,769.9999522537943,4.555949399765456e-05,4.923745637524668e-07,309.99995820383185,2469.9999682634475,3.16741300206646e-05,4.526307735012488e-05,4.5396891185015687e-05,4.1614032083348966e-14,4650.0,5.305127363386499e-14,4.4685126441749135e-14,5.2097630570674434e-15,6.799999994119292,3.5816638884149723e-16,-2.088828333743485e-29,-1.0849896208355184e-27,19.999999976206688,-6.766285955313797e-27,5.001781338566386e-09,6.138021952757371e-10,-6.249386732501716e-34,-9.040150802551982e-34,259.77645173728246,0.004044409050871775,-1.3159512492172655e-31,2.7808871481699514e-13,4.586832307574943e-05,1.9244586408283345e-12,1.6516851114237886e-14,1.3708170721606225e-08,0.0,-1.1859330559333307e-34,4.9496303522883655e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.995859206571905,0.028562387121314037,7.294427697198961e-06,769.9999488626927,5.056010856510775e-05,5.761793554426181e-07,309.9999532469058,2469.9999679334196,3.321012370690183e-05,4.565178745878228e-05,4.6343842075734025e-05,4.350115506745615e-14,4650.0,6.194684333867608e-14,4.594984279059224e-14,9.127635704459665e-15,6.799999993798018,4.436011592099621e-16,-2.316725559018688e-29,-1.0856128911927608e-27,19.999999974320634,-6.58431126433114e-27,5.01166476611995e-09,6.173872671701294e-10,-6.389263666602089e-34,-1.0784910244549418e-33,259.7783514751188,0.004064737222068957,-1.5095949646181e-31,3.1157665877844093e-13,4.919049015319645e-05,2.556756940354188e-12,2.5823253113907762e-14,1.4565770858395794e-08,0.0,-1.3963373123513679e-34,5.707319056556642e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.9955117704416274,0.028518342977363387,7.387206279101517e-06,769.9999443369904,5.254033955139445e-05,6.030294489023816e-07,309.99994761865855,2469.999966341326,3.4045256140378435e-05,5.1238821035732104e-05,5.355046556978855e-05,4.4770103284514e-14,4650.0,6.261595741301328e-14,4.548599387937328e-14,8.950951865291085e-15,6.799999993346592,5.470561671212179e-16,-2.4889119023836852e-29,-1.1082996166542025e-27,19.999999972717266,-6.292020195985731e-27,5.0062013837245655e-09,6.169681698691499e-10,-6.673413888811816e-34,-1.2415232985301599e-33,259.7697845269402,0.0043072670656853366,-1.512869382556882e-31,3.569968950384813e-13,5.555934937262421e-05,3.1917333726608747e-12,3.4295310494269574e-14,1.5264561286119822e-08,0.0,-1.5954632777603031e-34,5.640702405002156e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.9955482424702586,0.028280679985684436,7.3196065642685195e-06,769.999943343622,5.51545245849609e-05,6.046484112628971e-07,309.99994361586016,2469.999964585107,3.61676660041971e-05,5.3294529872562075e-05,5.4500130287270146e-05,6.347282442651107e-14,4650.0,1.0587486982358215e-13,5.939569625867965e-14,8.509282276988444e-15,6.799999992961631,6.098965880660186e-16,-2.498836788625755e-29,-1.187004186358614e-27,19.999999972839557,-6.3132443246073534e-27,4.996672189336788e-09,6.351321149686447e-10,-7.130733931692166e-34,-1.3744833080482634e-33,259.756713008278,0.004503006642625356,-1.7695337235649484e-31,5.94400150874317e-13,5.516224276963059e-05,4.410386257837069e-12,4.1781107383963236e-14,1.558242937493503e-08,0.0,-1.7706456213396225e-34,6.314974071275175e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.9953256940969177,0.028118861137487444,7.389555371767233e-06,769.9999354977874,6.103604520961524e-05,6.72220207883828e-07,309.9999380671278,2469.9999622001756,3.714772663782159e-05,5.817519486602128e-05,5.89164026169081e-05,6.973643715193246e-14,4650.0,1.3735393053678307e-13,8.942063795940321e-14,1.3322437101810239e-14,6.79999999263139,5.750783965621141e-16,-2.6529279897192853e-29,-1.2247360594726922e-27,19.999999971354036,-6.0793788694157576e-27,5.042824434132647e-09,6.383150751147766e-10,-7.221250965871631e-34,-1.5197473879618186e-33,259.75063876554975,0.004669304744791851,-1.9190130788486666e-31,6.903471269574275e-13,6.319588138916815e-05,4.865172147201415e-12,3.8145708012052466e-14,1.6668025765406942e-08,0.0,-1.9150059722250384e-34,6.7592919394248085e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9951960607991557,0.027893332002682163,7.363267828498106e-06,769.9999302724715,6.889756426370983e-05,7.178340524442874e-07,309.99993821555506,2469.999961620979,3.923202849424406e-05,6.125891202672251e-05,6.449766013386608e-05,8.332171547959185e-14,4650.0,1.1760009248802821e-13,1.072288580284338e-13,1.7015666636455907e-14,6.7999999921354295,6.643049793142937e-16,-2.779608000507888e-29,-1.2383797540891973e-27,19.999999969696436,-6.050838864171689e-27,5.043832303933002e-09,6.345310848204232e-10,-7.549512759489412e-34,-1.640278519953324e-33,259.7397986021597,0.004796618160312504,-2.0507675851593467e-31,6.652646785389825e-13,6.64954514387551e-05,5.492279863691795e-12,5.3001198415576456e-14,1.6939108179591752e-08,0.0,-2.0711707608111683e-34,6.91599114867354e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.9950238638701538,0.027720440459868264,7.425577089896218e-06,769.9999288246269,7.100244261996142e-05,7.327111611479384e-07,309.99993047746807,2469.999961013203,4.01953932992424e-05,6.585352205379923e-05,6.759667967833024e-05,8.434669707134419e-14,4650.0,1.5745837225683573e-13,1.0454347387927703e-13,1.4784195391881482e-14,6.799999991411545,9.669943148740063e-16,-2.8841741650604237e-29,-1.258637603723283e-27,19.99999996955183,-5.90519343561888e-27,4.969565582190884e-09,6.43160023874469e-10,-7.64128360167872e-34,-1.7882864965274006e-33,259.73301174402144,0.00504159605587227,-2.21549283034323e-31,7.828624397812541e-13,7.002936598342474e-05,6.201401304194851e-12,4.8201581921988306e-14,1.7690696682347665e-08,0.0,-2.1748375486887685e-34,7.9477919500917e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.9947731215483082,0.027701818673044904,7.423006687863586e-06,769.9999253125151,7.859668600467112e-05,7.580797191783583e-07,309.999928632231,2469.9999597683054,4.107472423829456e-05,7.264787396094358e-05,7.146675646402587e-05,1.0004596889720947e-13,4650.0,1.9471427671207157e-13,1.2042129388887698e-13,2.011703199772167e-14,6.799999991148499,1.01044677319895e-15,-3.083563743383893e-29,-1.283154042150238e-27,19.99999996844644,-5.968248656418875e-27,5.074320708691346e-09,6.453222991589206e-10,-7.672225837495409e-34,-1.8149722934136497e-33,259.7224503473051,0.0052090833245086,-2.3836232253155507e-31,1.0836422377138683e-12,7.804449348727302e-05,6.41107655894822e-12,6.48498645982711e-14,1.7975917758936076e-08,0.0,-2.3274906026270852e-34,8.383028184563707e-09,0.0,0.0,0.0,0.0,0.0005
