milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,-2.487727230420989e-24,0.7000000000000024,2.284066456217947e-14,1.3006679998737072e-21,89.5458955279605,3.2724886632906606e-23,-1.7501933287990305e-23,30.600000000000005,0.0,9.960825235308029,-6.358386221127219e-27,174.401749822812,1.8546829768891527e-23,1.0184868254992295e-25,26.7,-1.2469129203728104e-20,1394.860885466734,1.1882991362518137e-15,8945.500000000002,3.598090252496066e-17,4.7487096853925106e-35,70.3,2154.3,-1.2560456035013655e-23,-1.3862421938058772e-23,59.98490733800517,50.0,0.0,0.0,0.0,-4.731065094279878e-24,2.5,300.07443072125784,0.09877119216909146,7.519847519722494e-26,0.0,375.0,0.0,0.0,0.0,1.0000102709807357,0.100584209031101,450.0,0.9379845747772603,-8.777374764489676e-36,-2.1533639967001563e-22,0.0,-1.3602489496847296e-21,0.0,0.0,115.47540412062352,1.9858500955710225,0.15799852578654253
100,-5.6727446832116375e-24,0.7000000000000058,7.29624522482994e-15,2.754017808336734e-22,89.7182099526165,-1.6234630454542718e-23,-8.326731154842991e-25,30.6,0.0,9.990532155345928,6.39980446805845e-26,174.20172948269828,-3.576239517384009e-24,-7.153112593635438e-26,26.700000000000003,7.981190722987073e-20,1394.5653854730108,-1.6995292446418573e-15,8945.500000000002,2.5289184592751715e-17,-9.220797966732837e-36,70.3,2154.3,-4.4577287164382217e-23,2.4318747857464038e-24,60.02029493881267,50.0,0.0,0.0,0.0,-1.9953388005586473e-24,2.5,300.18313013547703,0.09948806849397493,-7.572416012179517e-26,0.0,375.0,0.0,0.0,0.0,0.9999488501399237,0.10299252165765195,450.0,24.32820108770033,7.987946334287088e-37,2.1932535627880733e-22,0.0,-1.5045160834013725e-21,0.0,0.0,115.47540617020337,1.9918385967376377,0.05276953080125863
200,-5.960749206965398e-24,0.6999999999999819,2.0138360469572548e-14,-1.5965720339976367e-21,89.70811414075081,-2.5944097629594945e-23,5.7596795345305304e-24,30.6,0.0,10.035563696292462,-6.33001391436187e-25,174.4381148956071,1.4739288716566045e-23,-2.0056137701837023e-25,26.7,-2.9351558218131276e-20,1393.6349039952006,-7.454797390477686e-16,8945.5,4.547543642639321e-17,-2.971998830924751e-35,70.3,2154.3,3.932893263283398e-23,6.159379153539195e-23,60.00959291314135,50.0,0.0,0.0,0.0,5.8140860897213764e-24,2.5,299.9034016602448,0.09717795163905284,-1.1958250374421058e-26,0.0,375.0,0.0,0.0,0.0,0.9999046002022884,0.10227361935207849,450.0,40.789985568847705,5.505222008641091e-36,-1.2247364008606336e-22,0.0,-6.941794730696369e-22,0.0,0.0,115.47539830355936,1.9824721591107177,-0.01416781336649809
300,-3.462096545891386e-24,0.6999999999998858,-1.7421143416962055e-14,-1.9060367506780257e-21,89.47861871091621,1.6287802880304684e-23,-1.722283394590588e-23,30.6,0.0,9.951475400800085,3.9401480609161703e-25,174.20535816989195,2.792731679198439e-23,1.069888626116184e-25,26.699999999999996,3.686394382810385e-20,1394.00142693311,-8.381438057587396e-17,8945.5,-3.738943584946804e-18,-2.214176961259946e-35,70.3,2154.3,1.7968833330728787e-23,5.348032129508189e-23,60.06625371537678,50.0,0.0,0.0,0.0,-3.539890103132356e-24,2.5,300.0975535118931,0.09385617993569247,-6.951146399788421e-27,0.0,375.0,0.0,0.0,0.0,0.999940562133605,0.1050113141747659,450.0,52.609652203139824,7.48822601933277e-36,2.4593883016318606e-22,0.0,4.0223213170505067e-22,0.0,0.0,115.47542008968298,1.980098173601305,0.12675613419120885
400,-1.1876775838964279e-24,0.6999999999998316,-9.297754337746355e-15,1.7411910204636854e-21,89.58330753649939,-3.2968286144052535e-24,4.054304029381319e-24,30.6,0.0,9.966201052415757,2.0204205981930322e-26,174.37565541688593,2.060624920330207e-23,1.1710938552123602e-25,26.7,1.2454322130987868e-20,1393.9877938149955,1.2877367896867856e-15,8945.5,-8.803581428938393e-17,7.94716118667537e-35,70.3,2154.3,2.084478474300379e-23,1.083723857890893e-23,59.973509460718184,50.0,0.0,0.0,0.0,-4.753621995036055e-24,2.5,299.8628919504289,0.09390023399508955,6.29916011255131e-26,0.0,375.0,0.0,0.0,0.0,1.000085221498905,0.10839643060080066,450.0,62.41255271289349,-1.2669049450712597e-36,-1.0366320413335976e-22,0.0,-6.054312641818074e-22,0.0,0.0,115.47540173320759,1.978922412520022,-0.029163392483794126
500,-3.7373619632573446e-25,0.7000000000001284,1.69550158923898e-14,-2.031232040617619e-21,89.47443509127694,-5.041027058922301e-23,-3.577965568136353e-24,30.6,0.0,9.933422586582159,-4.442860060778774e-25,174.2060873512744,2.853464342379083e-23,2.262884465989604e-25,26.7,-1.1993550692708806e-21,1394.5269714015196,4.1749357554800437e-16,8945.5,-8.865805965290438e-17,1.3197202819068463e-35,70.3,2154.3,2.794522332831307e-23,1.0067174770100137e-23,59.88257397293661,50.0,0.0,0.0,0.0,-4.467574881665404e-24,2.5,299.71381755076976,0.08920035954740226,1.6509570548744158e-26,0.0,375.0,0.0,0.0,0.0,0.9999664111606222,0.11033367671552993,450.0,67.83531458818803,5.1974352549007906e-36,2.520112737789528e-22,0.0,-1.2915340651523933e-21,0.0,0.0,115.47541169390703,1.9718658523979131,-0.03287639555055457
600,6.3184015096218254e-24,0.6999999999999731,-1.7325424682198853e-14,1.535369074303457e-21,89.38694522372366,2.828090062360029e-23,1.373111550767533e-23,30.6,0.0,9.954728888286786,-1.496535407957657e-25,174.3186914670252,-1.4361015901933943e-23,6.840289632905157e-26,26.7,6.451962860543034e-20,1394.629317115264,9.65547605440185e-16,8945.500000000002,7.286913507589777e-17,-4.391166748272268e-35,70.3,2154.3,-4.3817674910452356e-23,-2.099258852517395e-23,59.91935408420568,50.0,0.0,0.0,0.0,2.7536713553176886e-24,2.5,299.8618875635157,0.09067687910066749,-3.7603447904948293e-26,0.0,375.0,0.0,0.0,0.0,1.0001541975598405,0.11108974224397765,450.0,71.80178443462546,8.578112205718249e-36,1.058239646822231e-22,0.0,-6.612462241645323e-22,0.0,0.0,115.47540712145708,1.959501410417147,0.09525253449283291
700,3.089211768792713e-24,0.700000000000063,-1.1130032423523305e-14,1.849455558235137e-21,89.44566282663003,-2.6570833322559576e-23,-1.0166465128220161e-23,30.6,0.0,9.934437865086744,-1.1208863753943529e-25,174.17805433274097,1.4206921041482978e-23,-6.586184651396886e-26,26.700000000000003,-8.008950053037738e-20,1393.5848096673449,1.5864119326786146e-15,8945.499999999998,9.343215586573707e-17,5.945898492614273e-35,70.3,2154.3,-1.4482906030361808e-23,4.4960810587396976e-24,59.87851326070755,50.0,0.0,0.0,0.0,1.8043982530101887e-24,2.5,299.9908638598998,0.08635663961778858,-5.86561242220055e-26,0.0,375.0,0.0,0.0,0.0,1.0000705808773307,0.11131949967201311,450.0,73.50817896844806,4.122262045308596e-36,-5.445286148620689e-23,0.0,8.520293344699035e-22,0.0,0.0,115.47542179659915,1.955200902654387,0.04157232298209393
800,1.351314350619758e-24,0.6999999999999308,2.0464450451553006e-14,-1.5526510672720283e-22,89.37459035146277,-1.6105482606606813e-23,1.7941108234461046e-23,30.6,0.0,9.883206282459556,8.44599641104638e-25,174.10364480346337,1.2158511442921148e-23,-1.406966031740218e-25,26.700000000000003,6.290529095707943e-20,1393.4149675876567,-1.3240058249653153e-15,8945.5,6.09234026551925e-20,7.456043334397462e-35,70.3,2154.3,4.364269924495026e-23,-9.940535403972399e-24,59.79860813541954,50.0,0.0,0.0,0.0,7.536366986496294e-25,2.5,299.5999017378275,0.08470064753867963,3.396715408148325e-27,0.0,375.0,0.0,0.0,0.0,1.000100757976839,0.11307555433149727,450.0,76.54758980752527,-9.426549311639169e-36,1.4105070528066987e-22,0.0,-1.3823600505455461e-21,0.0,0.0,115.47542173734527,1.951961797620108,-0.01839502597835735
900,-4.221966001334496e-24,0.6999999999998713,-1.1844441801111467e-14,1.016633324798457e-21,89.29521777689936,5.759035667831974e-23,1.3797829233659322e-24,30.6,0.0,9.954778648238019,7.762342158701411e-25,174.17046056583402,-1.749570345138636e-24,8.401994032877065e-26,26.7,4.531090473200707e-20,1393.0649482604135,2.5894203249586366e-16,8945.5,-5.028892463525079e-19,6.626538984798516e-35,70.3,2154.3,2.5374341487572027e-23,-2.960108088550442e-23,59.74969576682244,50.0,0.0,0.0,0.0,-7.509745918180963e-25,2.5,299.77276403596227,0.08251040098051733,8.06494869419715e-27,0.0,375.0,0.0,0.0,0.0,1.0002767934833814,0.11698439463994025,450.0,78.96382781659236,5.156462378552716e-36,-1.6416539451824902e-22,0.0,2.8366354374583354e-22,0.0,0.0,115.47542449151328,1.9550447601504406,-0.03508067050854052
1000,-5.55043464648584e-24,0.6999999999998715,-5.969594492522768e-16,-1.2332036994082517e-21,89.34766019463598,-4.1137929841850165e-23,-9.344552478110534e-24,30.6,0.0,9.845513490859684,5.512744730388261e-25,174.0332478741574,2.0495733924416804e-24,2.16937335471472e-25,26.7,8.019798137439164e-20,1392.6179885898434,5.381789526390501e-16,8945.499999999998,-2.8278476147211048e-18,-3.0620602123117337e-37,70.3,2154.3,-3.440711343628581e-23,-5.387298682154992e-23,59.72208726913929,50.0,0.0,0.0,0.0,-2.0802642178209513e-24,2.5,299.5065786520776,0.08124991240416765,-8.012547293228296e-26,0.0,375.0,0.0,0.0,0.0,1.0003184314675866,0.11815956879455562,450.0,78.30617129382283,-5.471796098912409e-36,-1.8925748174943136e-22,0.0,6.789816984943122e-22,0.0,0.0,115.47542553336201,1.942829191883574,0.0035910697721777927
1100,5.687385487351249e-22,0.6999999999951939,1.8442765498115013e-12,9.668185890472126e-20,89.43788304215101,4.066424603390203e-21,1.61505006957407e-21,30.6,0.0,9.890517324915967,2.805256562878187e-23,173.9979923300392,-8.229148146244454e-23,-8.035861332664201e-25,26.7,6.999431782372406e-18,1392.288330450981,4.801844860084058e-14,8945.5,1.6782476487472725e-15,6.596305402447504e-35,70.3,2154.3,3.6041385892496106e-21,5.3523631581055e-21,59.7335889330696,50.0,0.0,0.0,0.0,1.7642650124322293e-23,2.5,299.24394652958154,0.07959276787324422,6.125009255367889e-24,0.0,375.0,0.0,0.0,0.0,1.0003787851286223,0.1178044598347635,450.0,81.3635316559435,2.6172297425660238e-36,8.921269434885766e-21,0.0,6.544609109050865e-20,0.0,0.0,115.47541844973733,1.9853765781908723,3.6478476108342957
1200,1.7855382127651072e-23,0.699999999994593,4.567156085776649e-13,-1.5793511695357098e-20,89.33357698942815,2.6231219868616692e-21,4.147986015856785e-22,30.6,0.0,9.872348556991298,2.1540350980724668e-23,173.90058090643538,-7.280340239171124e-23,2.956485533444328e-24,26.700000000000003,1.822357997980224e-18,1393.1311598915331,5.4831591879620225e-14,8945.500000000002,2.753572428609976e-15,3.856510714989831e-34,70.3,2154.3,8.466968718147086e-22,1.2917387416995425e-21,59.55461996721621,50.0,0.0,0.0,0.0,-4.422324318914582e-23,2.5,299.1388775049242,0.07977357100637375,4.660730940407337e-25,0.0,375.0,0.0,0.0,0.0,1.0004446262164892,0.12071279208273059,450.0,80.03989589553562,-4.627319123977609e-36,1.034870999015687e-20,0.0,7.141302993157138e-20,0.0,0.0,115.47541334095395,2.0192812551227224,3.2276688459508667
