milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,-8.13229425676115e-25,0.699999999999985,-1.7193391645118799e-15,-6.926654724355609e-22,89.50767037894217,-1.3311476398253733e-23,1.0328448698920597e-24,30.6,0.0,10.021865192186771,-1.0084898350831302e-24,174.18577751804887,-1.7056747479002148e-23,-1.6215268621884228e-25,26.7,1.016179857332108e-21,1393.900758199163,8.992455282146805e-17,8945.5,-9.613280317714258e-18,7.527244609722279e-37,70.3,2154.3,1.3835044548271177e-24,-3.754591630248923e-24,59.935831452067845,50.0,0.0,0.0,0.0,-3.996429542024055e-24,2.5,300.01978857508396,0.09876618125406177,-1.0627416975936597e-26,0.0,375.0,0.0,0.0,0.0,1.000036952625007,0.09927146601655788,450.0,1.0957467532823122,-2.9622366662052085e-38,1.2340341323868982e-23,0.0,-8.282020411298317e-23,0.0,0.0,115.47541984447372,1.0109097515564662,0.12709896191422682
100,2.9293559332625844e-24,0.7000000000000028,-6.309211207955927e-15,2.4451189872102138e-23,89.63676320301532,7.788551533309407e-24,6.302506804458477e-26,30.6,0.0,10.030569796280393,1.1980711745716594e-24,174.38595386049562,1.5681908795818082e-23,1.2627007407966296e-25,26.7,1.6340277065209164e-20,1393.9586069137881,-1.0875304005526335e-16,8945.5,-4.453118915312415e-18,1.1333952262568205e-36,70.3,2154.3,-2.750387308411136e-24,-9.864053545704109e-24,59.93629912188595,50.0,0.0,0.0,0.0,-5.992820045944244e-25,2.5,300.008476799123,0.09868698684608344,-2.6143836062947003e-27,0.0,375.0,0.0,0.0,0.0,1.0000263737753254,0.10115391773973,450.0,25.58241004063116,1.4985540262483253e-37,-2.327577272299791e-23,0.0,2.6973032127106363e-22,0.0,0.0,115.47540118129665,1.0067558100648806,0.0015604702738249987
200,3.561888179108785e-24,0.6999999999999958,4.28229621230222e-15,5.281822345721275e-22,89.6270113655508,3.811231855905271e-24,-4.317065567496701e-24,30.6,0.0,9.997721605184672,-1.2321538789450842e-25,174.188809333323,-2.5853042302414625e-23,-2.2668170337730804e-25,26.700000000000003,1.0972747645773415e-20,1394.1691553407752,2.448415227160088e-16,8945.5,1.2275869866904484e-17,-8.102273292900554e-37,70.3,2154.3,-4.4890078740223604e-24,1.5122286177527774e-23,59.91993905475337,50.0,0.0,0.0,0.0,4.88610537170455e-24,2.5,299.8085132713521,0.09712322478972882,1.7088936488454898e-26,0.0,375.0,0.0,0.0,0.0,1.000118719537318,0.1042676798702467,450.0,41.899847234695265,-8.564665951490143e-38,-1.968082249274306e-23,0.0,1.8913576043625972e-22,0.0,0.0,115.4754014890929,1.0217657049399202,0.03887632742957632
300,-8.496357975830737e-25,0.6999999999999899,9.55641196844186e-16,9.533383964688272e-22,89.56528317631557,-1.8386659210411937e-24,-2.6210623229640947e-24,30.6,0.0,9.989894974836252,1.2023495516425989e-24,174.3726808056886,-1.9814118756670285e-23,2.635717806728452e-26,26.7,1.8605918026385296e-20,1393.9172841009542,-1.4775666043994461e-16,8945.5,-1.369706503349339e-17,-4.6468486672029816e-37,70.3,2154.3,-5.608873218423557e-24,-1.3072814262478405e-23,59.94392272531204,50.0,0.0,0.0,0.0,-1.0975096707754769e-24,2.5,299.9840312428538,0.09635799990877898,-1.3217428298121918e-26,0.0,375.0,0.0,0.0,0.0,1.0000875996285725,0.10603029527895755,450.0,54.58883269431334,5.499447881547899e-38,3.3378908409562573e-23,0.0,1.861480561592524e-22,0.0,0.0,115.47540935957366,1.0269927519649706,0.006604390303746134
400,2.022794024181812e-24,0.699999999999978,-1.7967182429097384e-15,-1.0303823005946883e-21,89.66452423033837,-1.2602677653322622e-23,-3.3225717715848545e-24,30.6,0.0,9.97513694312778,-1.2157317317699808e-24,174.1463313007125,-1.2202432383881984e-23,-6.860431502914286e-26,26.7,8.841015530957065e-21,1394.3864952361241,-1.487299900120663e-16,8945.5,1.1094699689079358e-17,-7.739849050670966e-37,70.3,2154.3,6.352244250639051e-24,-6.09540267518648e-24,60.05043339805952,50.0,0.0,0.0,0.0,4.8301647871214645e-25,2.5,299.7213490798523,0.09290590154757467,2.2081560651097938e-26,0.0,375.0,0.0,0.0,0.0,0.9999194176228149,0.10540014858596468,450.0,61.950457412064814,-6.079179840629546e-38,4.1579665322130266e-23,0.0,-1.2295207849441215e-22,0.0,0.0,115.47542300269502,1.0072761971892947,0.08295137817814055
500,2.5732214180679456e-24,0.7000000000000148,5.826210875643855e-15,-9.714196510679098e-22,89.63285488597863,1.2668667248855858e-23,-3.700081341009509e-24,30.6,0.0,9.979525964993758,2.179588552890191e-25,174.1148973715041,-1.3251004584731623e-23,1.9165374566583387e-25,26.7,-3.612888433421496e-21,1393.6620283563482,2.9505898340549115e-17,8945.5,1.5652828351556849e-18,-7.57470773763273e-38,70.3,2154.3,-5.0490624553893844e-24,1.5413195406880736e-23,59.97065723342695,50.0,0.0,0.0,0.0,-4.70228955881107e-24,2.5,299.8528694735568,0.09290674115434171,-1.000248768901146e-26,0.0,375.0,0.0,0.0,0.0,1.0000889855368884,0.10873852123060031,450.0,67.1858112520939,1.339205708865487e-37,-4.262742522300522e-23,0.0,2.285823153978037e-22,0.0,0.0,115.47540544332843,1.0231985802150456,-0.02026994623788174
600,2.24576189341432e-24,0.7000000000000102,2.2962535547122823e-15,1.2926889172052353e-21,89.5864187237025,-1.0406956271518249e-23,-4.530890287513823e-24,30.6,0.0,9.950536133209702,-2.659467296462751e-25,174.0961642743056,-3.773552902902043e-24,1.546629928541297e-25,26.7,1.2380357956355054e-20,1394.5634504297084,-2.3724905086296416e-16,8945.5,-1.2290556835306028e-17,2.0404271160386144e-37,70.3,2154.3,5.745330229523225e-24,-9.213421332846024e-24,59.86071298632079,50.0,0.0,0.0,0.0,6.5591994076426355e-24,2.5,299.7335047858342,0.09163009378163506,2.640380661068421e-26,0.0,375.0,0.0,0.0,0.0,1.0001864533756148,0.10960006798429713,450.0,72.58806568794397,-7.37281354686487e-38,-4.732228780211576e-23,0.0,2.0621705406233937e-22,0.0,0.0,115.47541191582106,1.002678688026782,0.06417170381043123
700,2.7717267252422966e-24,0.6999999999999891,2.2101388703584673e-15,8.885699831615838e-22,89.54064707296735,-1.4489640451823756e-23,-2.5844497924644853e-24,30.600000000000005,0.0,9.934160586578216,5.642315208391456e-25,174.16465134233658,4.153370380850475e-25,1.8597581621737726e-26,26.7,-2.856765011380138e-22,1393.3515944498988,1.9519996744412816e-16,8945.5,9.00253622191761e-18,-1.0844925223296783e-37,70.3,2154.3,-5.66600472954712e-24,1.930455059530168e-23,59.89981272697507,50.0,0.0,0.0,0.0,5.1054853402726595e-24,2.5,299.96942104125463,0.08899785218736943,1.3964849941560696e-26,0.0,375.0,0.0,0.0,0.0,1.000106690491784,0.11016264609383103,450.0,76.14918079957435,4.941884694287665e-38,4.4862224135530585e-23,0.0,1.5076433401686089e-23,0.0,0.0,115.47542191455057,1.0152669338272713,-0.0052831390764908545
800,-2.032022041290929e-24,0.6999999999999773,-4.6434255618992495e-15,8.38577145083227e-22,89.56775804030958,1.2238244547068757e-23,-5.7436354478377435e-24,30.6,0.0,9.965086645334246,-1.2436235808960005e-24,174.25055665555388,-1.584561924633034e-23,6.670545479671729e-26,26.7,-4.0568573299029346e-21,1393.467736070482,-8.894031372578018e-17,8945.5,-5.867091272805707e-18,4.381421431348196e-37,70.3,2154.3,5.419929325986558e-24,-5.293117348027323e-24,59.950635999350396,50.0,0.0,0.0,0.0,2.8562808222591316e-24,2.5,299.78127051037853,0.08657143222269753,2.781149352109659e-26,0.0,375.0,0.0,0.0,0.0,1.000335766627197,0.11171014035459739,450.0,76.21908052922393,-1.3485203226519846e-37,4.0943373233474405e-23,0.0,1.9108538552999545e-22,0.0,0.0,115.47541289519843,1.0173224571249755,-0.018061035930908395
900,-3.548036313986557e-24,0.6999999999999792,-4.1870566036385914e-15,-1.131753383832874e-21,89.42222011301703,1.4203252944694466e-23,-4.252472767135253e-25,30.6,0.0,9.906469343819364,-1.264096014676868e-24,174.20520053261586,2.3980058659161658e-23,-8.948282847341228e-26,26.7,2.4345561897438862e-20,1392.998128244351,-1.3895642893844023e-16,8945.5,-1.1095285228605882e-17,-1.0307143661874232e-36,70.3,2154.3,-1.2461178836175732e-23,1.6703226580994896e-24,59.69685078781684,50.0,0.0,0.0,0.0,1.0819944841931435e-24,2.5,299.5583525630825,0.0853077610422799,1.9717444513037829e-26,0.0,375.0,0.0,0.0,0.0,1.000339418420149,0.11245106878316183,450.0,77.99556562808989,3.4214346223991696e-38,2.4814800168842805e-23,0.0,2.7248446353462e-22,0.0,0.0,115.47540375290305,0.9926119229576441,0.061390810407977336
