milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,-6.871952473951604e-24,0.699999999999767,1.7767674773222794e-14,-7.119899541241839e-22,89.56063014066227,9.224978327120192e-23,-8.397501852973432e-24,30.6,0.0,10.03035731665588,-1.1749312299836888e-24,174.3915350238662,7.101067395266979e-24,2.475333595396537e-26,26.7,-1.0376226027725562e-20,1394.1859486532405,-2.1446746909628254e-15,8945.500000000002,9.734356512046453e-17,2.7099240536788274e-36,70.3,2154.3,-2.3971851933306134e-23,4.8989138993743236e-23,60.03076231755523,50.0,0.0,0.0,0.0,2.3370579154483268e-24,2.5,300.0893306618532,0.0999703820370116,1.046043230498695e-26,0.0,375.0,0.0,0.0,0.0,0.9998905656289014,0.0986768321420409,450.0,-0.7628587678345835,1.5945282965671017e-35,8.694599585737681e-23,0.0,2.7759260411573597e-22,0.0,0.0,115.47540775123039,1.554739998251929,0.0011280376399685904
100,-6.99198285514782e-24,0.7000000000001427,-1.1109130776757857e-14,-1.0502563652206427e-21,89.71305623554073,3.2846651295988025e-23,2.4742451723326837e-23,30.6,0.0,9.960051238674106,1.0417311860627437e-25,174.3839670419332,-1.7893017527633953e-23,1.1040988330247778e-25,26.699999999999996,-1.3874057632253017e-19,1393.7926604424233,-2.7603931476634588e-15,8945.499999999996,6.182010962009324e-17,-2.43203922451504e-34,70.3,2154.3,7.451903427489273e-23,9.359300529437235e-23,60.04695127622865,50.0,0.0,0.0,0.0,3.5555980918967204e-24,2.5,299.79618532142973,0.09707299334174642,1.0261247898428507e-25,0.0,375.0,0.0,0.0,0.0,1.000119573314977,0.10209142700762446,450.0,24.329936753913103,-2.543687517852142e-35,-4.933446247072807e-22,0.0,2.321611382655867e-21,0.0,0.0,115.47539817400518,1.5524013734201263,0.07060455011014373
200,-1.2596625754339538e-23,0.6999999999999686,2.1657221015548775e-14,-8.901273527118071e-22,89.54608121948888,8.804017594485617e-23,2.919872544584357e-23,30.6,0.0,10.028033512564065,1.0974307446709926e-24,174.31880105922428,1.7405296082199165e-23,-9.935835620153319e-26,26.7,-1.5298668165037495e-19,1394.2385787348358,3.2962693734849724e-16,8945.500000000004,-1.79890476042739e-16,9.273710378145841e-35,70.3,2154.3,1.2980354891075935e-23,1.122262975927662e-22,60.07881479135693,50.0,0.0,0.0,0.0,-6.881124978384297e-25,2.5,300.01998976546423,0.09794791488663704,-7.705055737249057e-26,0.0,375.0,0.0,0.0,0.0,0.9999815672566028,0.10491337363888564,450.0,42.26460175171045,-2.8483331005939636e-35,-3.3847916067739734e-22,0.0,-2.1943559407436886e-22,0.0,0.0,115.47540380451431,1.5453448305510147,0.0920614803821527
300,2.740845560628825e-24,0.6999999999998678,3.020446764339221e-14,4.558897226779394e-22,89.69202757297414,4.385505509376283e-23,-3.155749284240363e-23,30.6,0.0,10.03466349234476,-2.967900090384188e-25,174.19123422452395,-1.2536759218764133e-23,-1.443368715229238e-25,26.700000000000003,-4.836081942633673e-20,1394.5288000503429,4.094569897230641e-17,8945.500000000002,-5.554185242717561e-17,-2.597199760792447e-34,70.3,2154.3,3.6931722241873076e-23,8.047978675010247e-23,60.070962121829616,50.0,0.0,0.0,0.0,6.302006124006326e-25,2.5,299.76939336773864,0.09380738145527795,7.724170840941737e-26,0.0,375.0,0.0,0.0,0.0,0.999969085878163,0.1041017878299859,450.0,54.253561800701846,8.736352315121891e-36,-1.8189710854494166e-22,0.0,-2.7904202113222453e-21,0.0,0.0,115.47540251711467,1.5522894371432852,0.03914007302416658
400,9.873557849742926e-24,0.7000000000002785,4.182665356759874e-15,3.808611086755009e-22,89.54635064081965,4.211869732727851e-23,1.0694083254836928e-23,30.599999999999998,0.0,10.012286850690954,-2.564827299376597e-25,174.2726517418575,1.6456138525827883e-23,1.2500600753408975e-25,26.7,4.840407078297935e-20,1394.5182566254496,-1.7025157824204192e-15,8945.499999999996,1.3304640175663773e-16,-3.1497906787235103e-34,70.3,2154.3,1.0972710463382548e-23,-9.110896444876268e-23,59.96930344976502,50.0,0.0,0.0,0.0,3.8662267231533306e-25,2.5,300.0911532136555,0.09214797542739195,-3.261221786650051e-26,0.0,375.0,0.0,0.0,0.0,0.9999640532367554,0.10730171875876761,450.0,60.595293127433294,1.0473632173556375e-35,1.1663909938715832e-22,0.0,1.9604508278771156e-21,0.0,0.0,115.47539782248606,1.547674673528583,0.0353060528119771
500,-5.8070331016055446e-24,0.7000000000000772,8.352252217674538e-15,4.984037802000192e-22,89.64809340991853,5.48620836855353e-23,3.1250431301077323e-23,30.600000000000005,0.0,9.960291585176586,9.055539029221161e-26,174.22135291545544,-8.43194508331244e-25,9.816712643093277e-26,26.7,-1.320245475846589e-19,1394.5808862101285,2.436764213656744e-15,8945.5,1.0989890081416352e-16,-3.954836843798574e-35,70.3,2154.3,-4.748305404845034e-23,-4.732152509905182e-23,59.916189777654125,50.0,0.0,0.0,0.0,3.396115467480408e-24,2.5,299.781949194805,0.09079960841969956,-1.060725954430416e-25,0.0,375.0,0.0,0.0,0.0,1.0001494779784919,0.1083384481438133,450.0,66.8679691639522,-2.1556577140992276e-35,1.1537735095669396e-22,0.0,-1.853176890725744e-21,0.0,0.0,115.47542093693491,1.5284135233720333,-0.0066475501259519384
600,-2.1365542979578928e-24,0.7000000000002515,-9.244352322980197e-15,-9.46667843772771e-22,89.39236470135062,-8.821810500244634e-23,-1.1013989049641768e-23,30.6,0.0,9.943745317645059,-9.850297502438035e-25,174.22631539980998,-1.7041592151443294e-23,-1.0499618837372152e-25,26.700000000000003,1.5505682480230967e-19,1394.4770528081617,-2.1806151776378215e-15,8945.500000000004,1.8169160544156884e-16,1.9171006625654843e-34,70.3,2154.3,1.3716331331257474e-23,3.081969520511406e-23,59.8381222381501,50.0,0.0,0.0,0.0,7.602152964010016e-25,2.5,299.7176965737988,0.088400388760861,1.2141311454037575e-25,0.0,375.0,0.0,0.0,0.0,1.000075361808295,0.11100425476380633,450.0,72.61359147636422,-7.687750420332924e-36,-3.71295093236148e-22,0.0,2.2048612708317593e-21,0.0,0.0,115.47541258552172,1.5299409971412548,-0.032366923512459934
700,8.760631403860478e-24,0.6999999999999243,2.871523599977977e-14,-9.431791543326292e-22,89.39458028468404,2.0179409826270023e-23,-2.4192515061608462e-23,30.6,0.0,9.95397683647271,5.209516573043095e-25,174.12300244746137,6.383741016365169e-24,3.2188858966995663e-26,26.7,-1.4122354675903146e-19,1394.3215104942446,4.376652050274527e-16,8945.500000000002,-1.6199686697834765e-16,-1.059858112500648e-34,70.3,2154.3,-5.243537310991649e-23,-4.736714913950551e-23,59.87339486552318,50.0,0.0,0.0,0.0,-3.3116684732428175e-24,2.5,299.7978393089642,0.08810763078009073,8.9628952970406e-26,0.0,375.0,0.0,0.0,0.0,1.000147285370549,0.11123812999354918,450.0,74.08650347229737,-1.455679756027367e-35,4.821179903074624e-22,0.0,1.0459985375540967e-21,0.0,0.0,115.47542112559911,1.5322463619190283,0.07385647863929587
800,-1.1288211703359345e-23,0.6999999999997165,5.9910267052677264e-15,-5.607350570497869e-22,89.46820573369048,-1.9214238645206877e-23,-9.688759127694734e-24,30.6,0.0,9.95199614925614,-1.4123381654157382e-24,174.17671640459253,1.5376440730964405e-23,7.702069850979519e-26,26.700000000000003,-6.64018515526488e-20,1392.9944581796856,-1.821058110610664e-15,8945.500000000002,-3.6292345128581977e-17,-2.7538485449386707e-34,70.3,2154.3,-2.2580816010330507e-24,9.74480124881054e-23,59.83296832221158,50.0,0.0,0.0,0.0,3.5302882327615414e-24,2.5,299.84077935250207,0.0861827510972564,1.1298642927173921e-25,0.0,375.0,0.0,0.0,0.0,1.0001685288251254,0.11294220344812983,450.0,77.8681756767476,-1.1255400637358074e-35,-5.169881625847922e-22,0.0,2.9937424799910865e-21,0.0,0.0,115.47541020472417,1.5192036005532559,0.09906036107841917
900,3.6599137202871605e-24,0.6999999999997396,-2.7154510200583626e-14,1.6686067279223036e-22,89.45357359650642,-1.3539615007408023e-23,4.7048506880367584e-24,30.6,0.0,9.893578231198576,9.395739582374732e-25,174.1592262190573,4.8573784762197164e-24,6.446748481222701e-26,26.7,1.573831797366924e-20,1392.7557879630863,2.4585256576346125e-15,8945.5,-1.3781466114287864e-16,-3.353889679251983e-34,70.3,2154.3,-2.3734626367888892e-23,6.597563492995615e-23,59.903787578160575,50.0,0.0,0.0,0.0,2.4718315950476885e-24,2.5,299.7052358189179,0.08428474913459644,4.2181010908631054e-26,0.0,375.0,0.0,0.0,0.0,1.000175096582175,0.11554437530556728,450.0,79.22783157863431,5.698788380433354e-36,1.104308454492714e-23,0.0,2.6418878322837478e-21,0.0,0.0,115.475409450737,1.5200008678178998,0.10736895798451218
