milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,0.0,0.7,0.0,0.0,89.57740983808274,0.0,0.0,30.600000000000005,0.0,10.007886142160025,0.0,174.27997027211887,0.0,0.0,26.7,0.0,1394.4275438310804,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.99492101052401,50.0,0.0,0.0,0.0,0.0,2.5,299.9474261503634,0.10012363396058804,0.0,0.0,375.0,0.0,0.0,0.0,0.9998984732793814,0.09986118321681765,450.0,-0.30711586537655283,0.0,0.0,0.0,0.0,0.0,0.0,115.47540200058263,0.35642920020375685,0.1431481706379917
100,0.0,0.7,0.0,0.0,89.62950994169093,0.0,0.0,30.6,0.0,9.98455732929145,0.0,174.28193407873624,0.0,0.0,26.7,0.0,1394.5859647110697,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,60.00322673654977,50.0,0.0,0.0,0.0,0.0,2.5,299.95892335228325,0.0996868042854314,0.0,0.0,375.0,0.0,0.0,0.0,1.0000599787604905,0.10119975915114507,450.0,25.66987798576907,0.0,0.0,0.0,0.0,0.0,0.0,115.47540395084312,0.3761384349946144,0.05501901543392056
200,0.0,0.7,0.0,0.0,89.58305317634176,0.0,0.0,30.599999999999998,0.0,9.989411094521547,0.0,174.2817560246091,0.0,0.0,26.699999999999996,0.0,1394.5043273932213,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,60.03555019604556,50.0,0.0,0.0,0.0,0.0,2.5,299.96287348383845,0.09709789593040714,0.0,0.0,375.0,0.0,0.0,0.0,0.9999026797523229,0.10224456180677528,450.0,41.19279099320227,0.0,0.0,0.0,0.0,0.0,0.0,115.47540946582494,0.3823996022828987,0.03657296469168854
300,0.0,0.7,0.0,0.0,89.56113431438163,0.0,0.0,30.600000000000005,0.0,9.976051076969146,0.0,174.2836766887441,0.0,0.0,26.699999999999996,0.0,1394.2308241831854,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,60.02898117624523,50.0,0.0,0.0,0.0,0.0,2.5,300.0136780474534,0.09708087003597352,0.0,0.0,375.0,0.0,0.0,0.0,1.0000859585513944,0.1029580433010823,450.0,53.44164423920618,0.0,0.0,0.0,0.0,0.0,0.0,115.47540233122298,0.36377498267462655,0.00612088353939496
400,0.0,0.7,0.0,0.0,89.57147879536123,0.0,0.0,30.6,0.0,9.994470980950904,0.0,174.25408329237055,0.0,0.0,26.699999999999996,0.0,1394.078951845181,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.98944644346244,50.0,0.0,0.0,0.0,0.0,2.5,300.00576661010945,0.09481290853186126,0.0,0.0,375.0,0.0,0.0,0.0,1.0000521871552273,0.10507116603519633,450.0,61.88456242282488,0.0,0.0,0.0,0.0,0.0,0.0,115.47541095491796,0.37296070755161737,0.05205467472729543
500,0.0,0.7,0.0,0.0,89.57016879419926,0.0,0.0,30.6,0.0,9.980771205060222,0.0,174.26225577076582,0.0,0.0,26.7,0.0,1394.355786396068,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.965272401137575,50.0,0.0,0.0,0.0,0.0,2.5,299.97275454283016,0.09414345013346975,0.0,0.0,375.0,0.0,0.0,0.0,1.0000981103946671,0.10532057116176632,450.0,67.21090510011128,0.0,0.0,0.0,0.0,0.0,0.0,115.47540482379416,0.36815664644999746,-0.041589654007934275
600,0.0,0.7,0.0,0.0,89.57857525962233,0.0,0.0,30.6,0.0,9.984026466323378,0.0,174.21617185606945,0.0,0.0,26.7,0.0,1393.9069800429425,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.89874394672223,50.0,0.0,0.0,0.0,0.0,2.5,299.8553526017749,0.09400987984801659,0.0,0.0,375.0,0.0,0.0,0.0,1.0002879984252184,0.10688510053477249,450.0,72.01558554614425,0.0,0.0,0.0,0.0,0.0,0.0,115.47541410254127,0.36103518444600163,-0.01493691366217361
700,0.0,0.7,0.0,0.0,89.51606817713626,0.0,0.0,30.6,0.0,9.955173641185532,0.0,174.23134692201958,0.0,0.0,26.7,0.0,1394.2281327892042,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.93630079084698,50.0,0.0,0.0,0.0,0.0,2.5,299.87588826692314,0.09273848648257653,0.0,0.0,375.0,0.0,0.0,0.0,1.0003521791855725,0.10748994503001193,450.0,74.59052864973151,0.0,0.0,0.0,0.0,0.0,0.0,115.47540677153438,0.3761869551100456,0.09592891826665698
800,0.0,0.7,0.0,0.0,89.5276273072978,0.0,0.0,30.6,0.0,9.955575854467183,0.0,174.1884784597014,0.0,0.0,26.7,0.0,1393.7044451274526,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.93539544930985,50.0,0.0,0.0,0.0,0.0,2.5,299.7402985872669,0.09146856801954598,0.0,0.0,375.0,0.0,0.0,0.0,1.0002848480991966,0.10851691489008668,450.0,77.13361557637788,0.0,0.0,0.0,0.0,0.0,0.0,115.4754175935275,0.3534216080174695,-0.002137310612520156
900,0.0,0.7,0.0,0.0,89.45269694492008,0.0,0.0,30.6,0.0,9.936767361039092,0.0,174.1462082850006,0.0,0.0,26.7,0.0,1393.6407968277758,0.0,8945.5,0.0,0.0,70.3,2154.3,0.0,0.0,59.91061556364969,50.0,0.0,0.0,0.0,0.0,2.5,299.7620981346287,0.08999778588006419,0.0,0.0,375.0,0.0,0.0,0.0,1.0004852408539955,0.10928667909373091,450.0,79.04825346205772,0.0,0.0,0.0,0.0,0.0,0.0,115.47542277279439,0.3718148995330798,-0.06011058620325322
