milliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
0,-7.3738299133135045e-25,0.7000000000003723,-3.266767032680186e-14,1.6131014861951956e-21,89.5111146747208,8.131881364916749e-23,-3.633656334870317e-23,30.6,0.0,10.034486412305672,2.4047581489388734e-24,174.13792667609997,-2.5272439292205796e-23,-1.6495952020568627e-25,26.699999999999996,-1.023928430520111e-19,1394.6242535088893,1.3529263661497221e-15,8945.499999999995,-2.3880298842691917e-16,4.443522639717532e-34,70.3,2154.3,-3.212699845296556e-23,-1.4029022190944365e-22,59.860025486167615,50.0,0.0,0.0,0.0,7.259704736088673e-24,2.5,300.06866808802243,0.09843246603572565,4.1479366189245053e-26,0.0,375.0,0.0,0.0,0.0,1.0000781266330667,0.09894156775394773,450.0,-0.09584284718608604,7.089952502896485e-35,1.3467677337886685e-22,0.0,3.374498444053886e-21,0.0,0.0,115.47541094292518,2.343570208346503,0.13387707053362258
100,-2.252997582835632e-24,0.6999999999998814,4.2388646988009984e-14,-1.7607028089737656e-21,89.47232501788721,2.815461739482378e-23,-3.1911800555034067e-23,30.599999999999998,0.0,10.009054102538368,-2.0558641419349277e-24,174.17046289313666,-2.9839330349826993e-23,-6.67838038481942e-26,26.699999999999996,-6.500249105945399e-20,1393.9038770793327,3.3132520226599935e-17,8945.500000000004,3.910312135351162e-17,4.348873356995469e-34,70.3,2154.3,-2.859802141836876e-23,-6.562585740328227e-23,60.09599706959834,50.0,0.0,0.0,0.0,-3.484651058744293e-24,2.5,299.8064877256411,0.09975302186845982,1.5672533314328686e-25,0.0,375.0,0.0,0.0,0.0,1.0000224336520966,0.10073059137601642,450.0,23.45391672795303,-2.5977491872192864e-36,2.3804457700468363e-22,0.0,3.2213524368438974e-21,0.0,0.0,115.47541046804538,2.3446501260510355,0.0831208011508931
200,-1.7022198335890758e-23,0.6999999999998744,-2.468223259494402e-14,2.6183445418525434e-21,89.58034379835799,1.2693947326347083e-22,-1.7410849838633162e-23,30.6,0.0,9.99093908534019,1.9762960929839475e-24,174.30063710215418,2.749625375588533e-23,-1.8979930670524963e-25,26.7,-1.1631413725347442e-19,1393.7577386404778,-3.9844526985519754e-15,8945.500000000002,-2.3471534830549926e-16,-5.2964016580041395e-34,70.3,2154.3,3.053100054114532e-23,-6.639697449105738e-24,60.04073453731635,50.0,0.0,0.0,0.0,6.995136625094859e-24,2.5,300.0792443162104,0.09621386950480297,-1.4827081745759451e-25,0.0,375.0,0.0,0.0,0.0,0.9999495899069837,0.10231005930591557,450.0,39.96244974375545,-4.744119818549037e-35,-4.974864510472576e-22,0.0,-2.6874736879866557e-22,0.0,0.0,115.47541215706048,2.341733272265502,-0.009929720456785696
300,-9.918978085278995e-24,0.7000000000003401,3.346247239089149e-14,-2.7993581590490978e-21,89.57750272256968,1.2846914755844305e-22,-2.7511139785600954e-23,30.6,0.0,9.99521569668183,9.484734935471206e-26,174.34547431327178,-4.443343918012724e-25,-5.324844470022487e-26,26.699999999999996,7.040758854723589e-20,1394.8631452606694,-1.2199943481683182e-15,8945.499999999995,-1.182807977015613e-16,5.068450447421875e-34,70.3,2154.3,-8.307444722081379e-23,-6.593209795423819e-23,59.95996386587333,50.0,0.0,0.0,0.0,-6.814313537879788e-25,2.5,299.84529889752275,0.09451622756260425,-1.711553281531937e-25,0.0,375.0,0.0,0.0,0.0,1.0001115004914003,0.10706840492602648,450.0,52.00599355569116,3.2658956133206794e-36,-3.05820444148242e-23,0.0,1.1649302934194391e-21,0.0,0.0,115.47541355704985,2.3298399770242506,0.03298166099427571
400,1.2840154604536362e-23,0.6999999999999464,9.311896673867193e-15,-3.545264011905973e-21,89.619381442579,-1.0142226545932918e-22,-6.204724980862785e-24,30.6,0.0,9.955059730252685,1.7996417397505244e-24,174.30740637182896,-4.958192035704993e-24,-1.4718252918211462e-26,26.7,8.083114423175431e-20,1394.0022726410898,-4.55429915173866e-15,8945.500000000004,-4.713117435414743e-17,3.2579861883502297e-34,70.3,2154.3,-3.0617545802592375e-23,-3.5624771127289934e-23,59.95331280099527,50.0,0.0,0.0,0.0,-4.59486402050932e-24,2.5,299.8988115923779,0.09289473584734882,4.0946874978135635e-26,0.0,375.0,0.0,0.0,0.0,1.0001187615000453,0.10660536875422227,450.0,61.70115736981198,3.2088116028323043e-35,-4.390932154516377e-22,0.0,4.3091915362647596e-21,0.0,0.0,115.47540565702577,2.325173920062636,0.10032086978089313
500,-1.6980378152341267e-23,0.699999999999973,4.2032693214503005e-15,-2.0943745287438655e-21,89.41777692403352,-1.0989009494705782e-22,2.2843085039144795e-23,30.6,0.0,9.9739164150099,-2.2846044967800145e-24,174.35714172004708,2.1349865393306436e-23,-6.639364771051549e-26,26.7,5.0509782635589405e-21,1393.5689901298138,-1.816160211517991e-15,8945.5,-1.2716843867463362e-16,-4.063727034018958e-34,70.3,2154.3,9.080001410232292e-24,8.081640103027482e-23,59.947335867489514,50.0,0.0,0.0,0.0,-4.106751451480367e-24,2.5,300.0992392715425,0.08986684222765515,-3.297669259770709e-26,0.0,375.0,0.0,0.0,0.0,1.000052730107712,0.10994995678678599,450.0,66.78340260191992,5.662051061719098e-35,-6.03384081665308e-22,0.0,-1.7948207003626494e-21,0.0,0.0,115.47541634053299,2.317430710068194,0.043809587784111245
600,-4.6144631970733185e-24,0.6999999999998889,3.671637646284465e-14,3.2295738677159216e-21,89.3821608923424,-1.5358652642896867e-23,1.2959258685547469e-23,30.6,0.0,9.914437059849863,1.0626114297075216e-24,174.07933296714376,2.4151209895884646e-23,-1.309952557762815e-25,26.699999999999996,1.2728224072187644e-19,1394.4770949123506,-1.1474124668864993e-15,8945.499999999995,-1.672828112591717e-16,-3.1824370875480893e-34,70.3,2154.3,9.346424203245875e-23,1.2638253604897478e-22,59.89144451165098,50.0,0.0,0.0,0.0,1.8129968700541547e-25,2.5,299.83907679362176,0.08989277679831904,9.959088817223927e-26,0.0,375.0,0.0,0.0,0.0,1.0000713160307955,0.11064354931450805,450.0,71.63123281406392,1.799252020496185e-35,-1.294830893720146e-22,0.0,-2.546353282493824e-21,0.0,0.0,115.47540449721032,2.3127312467623433,-0.029330162106970134
700,1.4498421473119115e-23,0.6999999999999215,-1.8820600802217202e-14,-3.6757083098020405e-22,89.38385043121342,7.05739877733092e-23,3.8141364595984984e-23,30.6,0.0,9.934040323852116,2.2859466513817522e-24,174.00729322748273,1.0739137233529637e-23,-1.6746600920713658e-25,26.700000000000003,8.347053595609092e-20,1393.7487075252034,3.587917630888814e-15,8945.499999999998,7.135800890097994e-17,-3.262613821527505e-34,70.3,2154.3,6.54542931203719e-23,-1.052008228487793e-22,59.747472758130925,50.0,0.0,0.0,0.0,4.025940387333853e-24,2.5,299.73395121488767,0.08723779022148087,-5.896235092893063e-26,0.0,375.0,0.0,0.0,0.0,1.0000379827507153,0.11298430544304452,450.0,75.51190704641166,1.251764448883303e-35,-2.0610512422689806e-22,0.0,2.345095076205156e-21,0.0,0.0,115.4754099347746,2.3150373313313724,0.025470162648420287
800,1.5137382018730303e-23,0.6999999999999511,4.191838977512716e-14,-2.9060085962689085e-21,89.41307628677376,-1.1088234654673232e-23,2.2568627793899577e-23,30.6,0.0,9.905962384111698,6.705103416521157e-25,174.24120483872144,3.348255202427255e-23,2.0469210127269917e-25,26.699999999999996,1.3441054646052434e-19,1393.8698036258018,-3.754067864507667e-15,8945.500000000005,1.6887739645474603e-16,6.722666599258487e-34,70.3,2154.3,6.165421232654286e-23,1.6277045081509687e-23,59.8602251242814,50.0,0.0,0.0,0.0,-2.541868425628664e-24,2.5,299.4424945662563,0.08593306491971672,-1.0266176088693317e-25,0.0,375.0,0.0,0.0,0.0,1.000237012126212,0.11299199269202324,450.0,77.92203678546164,-4.5962451591638675e-35,-4.681878757036576e-22,0.0,-1.1744555612732678e-21,0.0,0.0,115.47542212529491,2.3179732941063547,0.07800797340998925
900,1.6301127065760396e-23,0.7000000000000753,3.242322703132974e-14,-7.911246790766795e-22,89.47916379402538,9.578137049236081e-24,3.877716602825326e-23,30.6,0.0,9.8754601289705,1.683780927824318e-24,173.9967271025408,-2.7979893407125763e-23,-8.999130265410819e-27,26.699999999999996,-2.6862579127872858e-20,1393.182016613394,-2.05326710819104e-15,8945.500000000002,3.586799607253271e-17,-9.201373774193708e-35,70.3,2154.3,3.017645011147462e-23,-1.2548977188198903e-22,59.748407480581285,50.0,0.0,0.0,0.0,3.682764666566035e-24,2.5,299.873528278051,0.08413923154078133,1.185638205596105e-25,0.0,375.0,0.0,0.0,0.0,1.0002847542667321,0.11569864604238009,450.0,79.43972103362061,-5.754230629270412e-35,-6.180807539056149e-22,0.0,-3.167809928997367e-21,0.0,0.0,115.47541247026835,2.29890152439205,0.07957929818728549
