milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9985336600431012,1.0009629826484536,0.0005379216838589563,0.0009746136185481431,0.00022880161047825968,0.0009153633116543449,2.467596572465782e-06,0.049518891416442765,0.00011048595114608005,3.907506032578215e-05,0.00944090894569863,7.713762450268208e-06,-2.0559191837408496e-06,0.009613660627703113
100,0.990827966171003,0.9978878130220503,0.0004428465025832607,0.0020618775847172717,0.00022794840429825357,0.0008896017091427611,3.3898056978726247e-06,0.04728506606456893,0.00011065347450369428,0.0007348982123424186,0.00942059873044139,3.0213852524728357e-06,2.0609607385829043e-05,0.008979297834010852
200,0.9852603882986252,0.996714855647702,0.0005294430116299449,0.004935062550169889,0.00022289490815353706,0.0008952129553898493,4.888967477543987e-06,0.04265774705017544,0.00010958324533612306,0.0010652663795279293,0.009398317337471327,4.701666069640126e-06,1.3030463287070342e-05,0.0083556420676366
300,0.9754532968298423,0.9950865037140199,0.0005528641754783927,0.007877698753379469,0.0002213313570368843,0.0008662847887656207,5.672541442164886e-06,0.0395838937417382,0.00010901136670557667,0.001647523035466409,0.009397402364811003,9.250111865037722e-06,2.4615028087427197e-05,0.008044585022261654
400,0.9710022793593005,0.9910980261616912,0.00044494777289911576,0.009753293964419332,0.00022302704260964505,0.0010905443372770298,6.4434267960382285e-06,0.03715307273206435,0.00010977906784758327,0.002078178178106326,0.009374645375472107,1.832276607230164e-05,5.446058309601374e-05,0.007647354627306742
500,0.9700526367939192,0.9914172898226383,0.0004772315014085758,0.01079059456802591,0.00022097061532559017,0.0010930026424126882,7.931548958102888e-06,0.03777283987964368,0.00010876186664263195,0.002166538996768841,0.009344882752407012,2.6160448252708186e-05,5.387138347209272e-05,0.007517026829093686
600,0.970243635142661,0.9890298342121975,0.00045634085030664965,0.013982883829157702,0.00021632803230086696,0.0010016819858492804,9.52940643651612e-06,0.03749009413078572,0.00010895023520159482,0.0024603112851998886,0.009346720980312398,2.495001060104515e-05,5.910233010251384e-05,0.007304583534227374
700,0.9660729571490837,0.988757895396927,0.0004493934952571484,0.014814846524734245,0.00021495947042773737,0.0009637551904257002,9.024360157446921e-06,0.03510464313055614,0.000108010159741618,0.0023797882023026064,0.009296947204729258,3.952204302397349e-05,6.2905645746328e-05,0.007117262031331414
800,0.9661641400538112,0.9885734078977606,0.0004430169774458456,0.016004304100397267,0.0002155820064704044,0.0010558256766721287,1.1557650217665014e-05,0.03522032778535821,0.00010883187317851844,0.002559590635152681,0.009268914455865652,3.3951670131332784e-05,7.974456918240779e-05,0.007105233588422838
900,0.9634071389947854,0.9868570985531461,0.00045922580247187216,0.015366211112020035,0.0002133646866085238,0.0010603670817770005,1.0551538543327183e-05,0.03401555823821546,0.00010791015828946869,0.0025790132054519643,0.009256469783514314,5.1838638994154214e-05,0.00010152160609861957,0.0068603898410440275
1000,0.9613661181523522,0.9842915866869384,0.0003911113584764048,0.017264557317472493,0.00021360349883536013,0.0011123832409817636,1.2691969062297344e-05,0.030741210098539896,0.00010779418160345702,0.0027319760477452484,0.009221559608141392,5.264902952516701e-05,9.158852857982331e-05,0.00670698700320032
1100,0.9607574697595825,0.9826819851602577,0.0003849938409487716,0.018169624171416876,0.0002091103321394945,0.001146849927538385,1.3326238943856797e-05,0.03155098915403261,0.00010742962017541298,0.002746702113634543,0.009193128490799748,5.686107627600942e-05,0.00011613971421136093,0.0065136910985269265
