milliseconds,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt
0,0.9979795683645822,0.9997106882437977,0.000575999756223712,0.00039481329569626233,0.00022794261195768233,0.001065564987305603,2.5520755610585497e-06,0.04776472820466933,0.00011066202372317039,-6.761138479317616e-05,0.009459108996663232,8.59828839708623e-06,1.2899764351147842e-05,0.009701992237505131
100,0.9902912559891207,0.998957998915967,0.0005883685090911107,0.0020119080721299146,0.00022567605192577505,0.001034109772174208,3.5949896026484423e-06,0.04475276573928427,0.0001097004742667417,0.000665543157179733,0.009432130794303292,1.1573839210723157e-05,1.026559594651328e-06,0.009117794673921214
200,0.9819369905132517,0.9969588022632309,0.0005418822763438282,0.006659131118670914,0.0002257011014701374,0.000863836336678224,5.598399378164419e-06,0.044674667624179834,0.0001095025402110578,0.0012291699148599307,0.009421470192941848,9.307157442413415e-06,2.9332599619275927e-05,0.008415376263251957
300,0.9782709938416687,0.9930331522923803,0.0005008258371681151,0.007100900251434236,0.0002250051803617645,0.0009677473883966477,5.749260066099801e-06,0.040517305342766465,0.00011028862198862936,0.00174124792039373,0.009433261940405089,8.669520014916976e-06,4.3583001339655606e-05,0.008001669088995767
400,0.9694530633475336,0.9927371878990752,0.0005252916937304537,0.012164520897197788,0.00021972235713730952,0.001054174375170619,6.863266992047405e-06,0.03759362651061583,0.00010921011888922989,0.0020497199574190414,0.00936012124383689,1.316827436510305e-05,4.1895681878757266e-05,0.007618238461527617
500,0.9702488439560244,0.9910386504848977,0.0004111354209829346,0.01192708632783713,0.00022165345657659295,0.0010531543098147764,7.451005964147059e-06,0.038414052068084084,0.00010929941126731748,0.0021108037181345554,0.009332340411093147,1.996104005589588e-05,5.4802102402906204e-05,0.007286930363054913
600,0.9691545325927545,0.9894983657993439,0.000450005168085446,0.014372071501173282,0.00021808923367273145,0.0010958666017527837,8.326010136635536e-06,0.03615064632050602,0.0001091638609959062,0.002313862642550887,0.009342346134831663,3.0116133321140167e-05,5.767309698751264e-05,0.007305325300847423
700,0.9644736033900612,0.9884979780380625,0.0004099716278508053,0.013207613690752754,0.00021485985036080515,0.001146340099505958,9.720704921810147e-06,0.03390101974905647,0.00010809075222481244,0.0024720317005781,0.009282888193105257,3.980948671931297e-05,6.182836415458571e-05,0.0071242909537480095
800,0.9666030276778375,0.9884917914974102,0.0004387025497872069,0.01502075015952552,0.00021595584368479067,0.0010073572849622515,1.0957976549277014e-05,0.034411955069092746,0.00010859545787627079,0.002527726019487446,0.009265522716704448,3.789256575435534e-05,8.48734952006413e-05,0.0070235473918595585
900,0.963454912829059,0.9872334013245908,0.0004878678069404598,0.017210419914798363,0.00021342924092925642,0.001096251912660824,1.0443597489426043e-05,0.033961132530588384,0.00010836055168919652,0.002743850775051878,0.009229127451145423,4.820058277254747e-05,8.665596123153648e-05,0.006866830616415828
1000,0.9604206887479333,0.9844935957969289,0.0004014862722381601,0.017245094226274328,0.00021311119648581464,0.001213134156099739,1.3468605758304485e-05,0.030976987002818687,0.00010785219863856063,0.002774958259559397,0.009221682575163445,5.61549435308162e-05,0.00011131162800651426,0.006761590337459205
1100,0.9585937951758013,0.9829503166092332,0.0004876476382260798,0.01721333469745975,0.00020972637371151768,0.0013170417675679345,1.3759106262308292e-05,0.030634591875808297,0.00010701828751294046,0.0027748554494674525,0.009213679174639094,5.928541341572297e-05,0.00011794044381236233,0.006750813614383403
1200,0.9584263046852515,0.9836840369952018,0.00037946983364540326,0.019909717745743568,0.0002077956689820974,0.0011876648459802532,1.3750915210336028e-05,0.0280943665863937,0.0001079407456732289,0.002863855234098708,0.009188623493375172,6.937955310515936e-05,0.00012935752836450078,0.006629626051998718
1300,0.9577704040587879,0.9808333173167704,0.0005121473514417398,0.0218086757077327,0.00020690366986301028,0.0011881747536413554,1.6264543202778936e-05,0.02757955773500724,0.00010711823088406957,0.0030360631143337147,0.00913098244537216,8.152743455196819e-05,0.00011804772370093333,0.006579046240754459
1400,0.9557566837879997,0.9800409246566713,0.0003924252497114443,0.02288239804497083,0.00020351022756106578,0.0012337900496246922,1.527691488282829e-05,0.02605811360938426,0.00010603713700318996,0.0031597289620986903,0.009124604046840132,8.81487575476168e-05,0.00014865562837272858,0.006222279861739747
1500,0.9532248515379301,0.9784339685631522,0.00042318070671768925,0.022663251929864524,0.0002005447164441531,0.0012611989470300527,1.8149152766664514e-05,0.026010362369538936,0.00010592328644824062,0.00326048421951124,0.00905977522725381,9.434978125445356e-05,0.00014759245515377604,0.0063204332652659866
1600,0.9544528986726882,0.977975700524975,0.0005072097699457132,0.02316958631389456,0.0001999660731409624,0.0014049500825167097,1.9025810831390543e-05,0.023829410192131743,0.00010666407487754643,0.003349243595068262,0.009042851658225425,8.71280256657791e-05,0.00016063581764604062,0.00615019107220888
1700,0.9523335340645344,0.9774757125841744,0.0004328792647555501,0.024636475421910532,0.00020074836917238615,0.001446851807627316,1.926259350054903e-05,0.02274456733392178,0.00010582362837377358,0.0033458728477619984,0.009055048748440712,0.0001004579584239901,0.00016682509629856396,0.006083773853823915
1800,0.9493994148303906,0.9764323673142794,0.00048056751641177814,0.025096597083955303,0.000197495512381709,0.0013761727638470563,1.969814448672169e-05,0.02298535022656697,0.00010571071686029927,0.003402170264161803,0.008992704864561385,0.00010786424129386211,0.00016940744650457325,0.005727701716232352
1900,0.9466737967264016,0.976124468296955,0.0003263873575355406,0.02656777658617306,0.00019407031706401075,0.0014230335159036885,2.036585955374368e-05,0.022559093471653142,0.00010499222444473413,0.0034621915073182546,0.008944919071135865,0.0001187538199105988,0.00018460677838323615,0.0055397240462914344
2000,0.9466960537618848,0.97342901291131,0.00044321102172549846,0.029216136568592444,0.00019534904829212032,0.0015090126178179222,2.2030333111762516e-05,0.019323208828744262,0.0001044331141049794,0.0035943795944560347,0.008956943332002587,0.0001284326307630169,0.00019366561375116947,0.005615606488683471
2100,0.9455454213617338,0.9714584121700113,0.00040302335134103176,0.02979067905882828,0.00019411833452109896,0.0015081447251031233,2.1373744830440506e-05,0.02090419360373613,0.00010451410698004901,0.003815553199885447,0.008922572396481556,0.00013101009488582403,0.00019737405662140412,0.005567642500222162
2200,0.9417319746674531,0.9728190998376013,0.00032979593093669787,0.03188401767156406,0.00019068194467340227,0.0015299764218393143,2.2616868874096012e-05,0.01971797841329278,0.00010417400703954753,0.003734400287438115,0.008903874455191764,0.00013914871907584435,0.00022163668695336807,0.005482250899222427
2300,0.9424185212989004,0.9692872369418941,0.00031371607476189716,0.03067898093542737,0.00018937694838639527,0.001638416864149725,2.4114011723996285e-05,0.017758759075507932,0.00010343765362878579,0.0038515304447358507,0.008874397004576975,0.00014870196232041576,0.00023203479623870458,0.005350516850181484
2400,0.9378897510249556,0.9684256253285304,0.00040167487787656547,0.0315155890927376,0.00018608326470585348,0.0017192870407935726,2.4531083220476862e-05,0.01597483322438286,0.00010310958684823693,0.004081221247107185,0.008802501181671729,0.00014786419431857327,0.00022518291340870746,0.00519687063303925
2500,0.9396602079987413,0.9693868166018282,0.0003204742591871492,0.032618799615846315,0.0001863714978887511,0.001687699090103757,2.5304712095419625e-05,0.014298887099047768,0.00010414341254759471,0.00407215374606209,0.008793716646890375,0.00015633745612683782,0.0002424763183683501,0.005135658238996133
2600,0.9376154444032212,0.9684320468905836,0.00033750758023471804,0.03550462381527284,0.0001852809637950548,0.001878056631071853,2.718432900545491e-05,0.015204453947654255,0.0001030298062823271,0.004299559882340032,0.008771738397848663,0.00015725586050096768,0.0002449249794228125,0.004901364128654559
2700,0.9359462542103355,0.9652005319469843,0.0003735788211000942,0.03719728549363427,0.00018061652279144263,0.0017355912469174922,2.748758705056593e-05,0.011586485463121103,0.00010228444105954361,0.004398852677451966,0.008763691674399223,0.00016678640042823583,0.00025555699707435054,0.004691653975505685
2800,0.9351586964681123,0.9645600424959874,0.00025987012353053383,0.036552241862699154,0.00018068720015103096,0.001952415050949896,2.8962566055955515e-05,0.010628429787775772,0.0001023069201077438,0.00427496308220633,0.008714636995606389,0.00017499004172344117,0.00026380041803687065,0.004522355105195669
2900,0.9310797257108296,0.9640347133772166,0.00041254446434276914,0.03792194437444621,0.00017974378341252013,0.0019243860472048478,2.8672585564218888e-05,0.009098557645455196,0.00010193598146112059,0.004413044519215575,0.008666381329307691,0.00018409794593845168,0.00026846273986203163,0.004511499966836149
3000,0.9326595355774362,0.9621455344150833,0.0003887833296785942,0.04071945492380861,0.00017576155472886893,0.0020171101454318284,3.177751421793176e-05,0.0091586799285727,0.00010182646281160825,0.0046522390595571846,0.008648056242499263,0.00018931059752986417,0.00028971213235727544,0.0042484057902077805
3100,0.9276017379385775,0.9607220414566885,0.00029495209551367603,0.03971266446169901,0.0001746188074061225,0.0019126271502322664,3.057550060755872e-05,0.009401397869920046,0.00010174006292856282,0.004554512805215498,0.008647299653127875,0.0001919322095342369,0.00030425594606111423,0.004355770697912903
3200,0.9280154952727026,0.9610456453844597,0.00021805299076092425,0.04096658106430017,0.000171513119421096,0.0019154224990142758,3.1898445764626836e-05,0.008614968547105743,0.00010166788643483722,0.004780317785673355,0.008624178605810379,0.00020811324371760448,0.00031160683633155677,0.004166729315964258
3300,0.9282227161803878,0.9591057445340588,0.00029220894559531523,0.04261175219844335,0.0001724805078205972,0.0019375599415084276,3.306874508202509e-05,0.006933362038324661,0.00010128971317220147,0.0049328756189207755,0.008593609551169317,0.00020348512085376972,0.0003104230962697644,0.0039617061012622076
3400,0.9267297856005592,0.9584561721231472,0.00025733862478388974,0.042623378009009956,0.00017020444498743213,0.0020185441313533945,3.5247335791903536e-05,0.005813524102554977,0.00010105329427048814,0.0049728521579512725,0.008530459643947434,0.00021805912125372233,0.00031691133235775976,0.003967407779977439
3500,0.9221681373450595,0.9567063117294439,0.0002843219064056204,0.04517460057379722,0.000166043339407326,0.002185996181411524,3.580679067088868e-05,0.004256918024512261,0.0001009249852993946,0.005102162099778068,0.008551294808098221,0.00023022109864682846,0.0003470110781866759,0.003877095418539629
3600,0.9231691544836362,0.9552253404344899,0.00019857254608751217,0.04608982611039593,0.00016783562226327085,0.0020577230061864845,3.7178092602975684e-05,0.0031615442401218817,0.00010041075577520018,0.005110894734743333,0.008503678237314995,0.00023428742407431702,0.0003383000061465114,0.0036768802269631982
3700,0.9219576156740759,0.9561985102992502,0.0003518108776398947,0.048601911703988344,0.0001656065773750809,0.002197565639766529,3.732474598747743e-05,0.00030075534590234994,9.956049987603861e-05,0.005138280741803931,0.008455806462357239,0.00023516989048828397,0.0003575587838547643,0.0035391387916296445
